date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NMPGY')","('high', 'NMPGY')","('low', 'NMPGY')","('close', 'NMPGY')","('adj_close', 'NMPGY')","('volume', 'NMPGY')","('currency', '')"
2020-05-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-20,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-26,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-27,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-05-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-05,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-12,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-25,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-26,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-06-30,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-06,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-07,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-13,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-20,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-27,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-30,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-07-31,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-05,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-06,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-07,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-12,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-13,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-20,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-25,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-26,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-27,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-08-31,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-25,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-09-30,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-05,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-06,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-07,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-12,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-13,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-20,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-26,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-27,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-10-30,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-05,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-06,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-12,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-13,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-20,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-25,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-27,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-11-30,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-07,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-30,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2020-12-31,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-05,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-06,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-07,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-12,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-13,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-14,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-15,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-20,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-21,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-25,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-26,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-27,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-28,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-01-29,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-04,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-05,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-08,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-09,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-10,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-11,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-12,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-16,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-17,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-18,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-19,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-22,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-23,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-24,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-25,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-02-26,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-03-01,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-03-02,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-03-03,17.25,17.25,17.25,17.25,17.25,0,,,,,,,,
2021-03-04,12.199999809265137,12.510000228881836,12.199999809265137,12.510000228881836,12.510000228881836,1448,,,,,,,,
2021-03-05,13.130000114440918,13.15999984741211,13.130000114440918,13.149999618530273,13.149999618530273,446,,,,,,,,
2021-03-08,12.947600364685059,12.947600364685059,12.800000190734863,12.890000343322754,12.890000343322754,1778,,,,,,,,
2021-03-09,12.609999656677246,12.610099792480469,12.609999656677246,12.610099792480469,12.610099792480469,689,,,,,,,,
2021-03-10,12.569999694824219,12.569999694824219,11.369999885559082,11.369999885559082,11.369999885559082,304,,,,,,,,
2021-03-11,12.479999542236328,13.1899995803833,12.479999542236328,13.1899995803833,13.1899995803833,1329,,,,,,,,
2021-03-12,13.1899995803833,13.1899995803833,13.1899995803833,13.1899995803833,13.1899995803833,0,,,,,,,,
2021-03-15,13.390000343322754,14.0,13.389900207519531,14.0,14.0,5906,,,,,,,,
2021-03-16,14.0,14.0,14.0,14.0,14.0,0,,,,,,,,
2021-03-17,14.0,14.010100364685059,14.0,14.010100364685059,14.010100364685059,500,,,,,,,,
2021-03-18,14.989999771118164,15.710000038146973,14.989999771118164,15.550000190734863,15.550000190734863,2477,,,,,,,,
2021-03-19,15.359999656677246,17.5,15.359999656677246,17.5,17.5,3139,,,,,,,,
2021-03-22,16.950000762939453,17.648000717163086,16.75,17.219999313354492,17.219999313354492,3000,,,,,,,,
2021-03-23,16.809999465942383,16.809999465942383,14.119999885559082,14.119999885559082,14.119999885559082,840,,,,,,,,
2021-03-24,13.539999961853027,13.539999961853027,12.720000267028809,12.720000267028809,12.720000267028809,1451,,,,,,,,
2021-03-25,12.4399995803833,13.569899559020996,12.4399995803833,13.0,13.0,6300,,,,,,,,
2021-03-26,11.699999809265137,13.029999732971191,11.699999809265137,12.199999809265137,12.199999809265137,1708,,,,,,,,
2021-03-29,12.199999809265137,12.199999809265137,12.199999809265137,12.199999809265137,12.199999809265137,0,,,,,,,,
2021-03-30,12.380000114440918,12.380000114440918,12.279999732971191,12.279999732971191,12.279999732971191,400,,,,,,,,
2021-03-31,12.75,12.75,12.479999542236328,12.479999542236328,12.479999542236328,827,,,,,,,,
2021-04-01,12.510000228881836,12.510000228881836,12.389200210571289,12.389200210571289,12.389200210571289,677,,,,,,,,
2021-04-05,12.520000457763672,12.520000457763672,12.520000457763672,12.520000457763672,12.520000457763672,114,,,,,,,,
2021-04-06,12.390000343322754,12.390000343322754,12.390000343322754,12.390000343322754,12.390000343322754,722,,,,,,,,
2021-04-07,12.630000114440918,12.770000457763672,12.630000114440918,12.770000457763672,12.770000457763672,1328,,,,,,,,
2021-04-08,13.529999732971191,13.543600082397461,13.455900192260742,13.455900192260742,13.455900192260742,774,,,,,,,,
2021-04-09,13.455900192260742,13.455900192260742,13.455900192260742,13.455900192260742,13.455900192260742,0,,,,,,,,
2021-04-12,13.455900192260742,13.455900192260742,13.455900192260742,13.455900192260742,13.455900192260742,0,,,,,,,,
2021-04-13,13.529999732971191,13.529999732971191,13.5,13.5,13.5,922,,,,,,,,
2021-04-14,12.579999923706055,12.6451997756958,12.569999694824219,12.595199584960938,12.595199584960938,1314,,,,,,,,
2021-04-15,12.595199584960938,12.595199584960938,12.595199584960938,12.595199584960938,12.595199584960938,0,,,,,,,,
2021-04-16,12.595199584960938,12.595199584960938,12.595199584960938,12.595199584960938,12.595199584960938,0,,,,,,,,
2021-04-19,11.390000343322754,13.279999732971191,11.390000343322754,13.029999732971191,13.029999732971191,1745,,,,,,,,
2021-04-20,13.029999732971191,13.029999732971191,13.029999732971191,13.029999732971191,13.029999732971191,0,,,,,,,,
2021-04-21,13.029999732971191,13.029999732971191,13.029999732971191,13.029999732971191,13.029999732971191,0,,,,,,,,
2021-04-22,13.029999732971191,13.029999732971191,13.029999732971191,13.029999732971191,13.029999732971191,0,,,,,,,,
2021-04-23,13.979999542236328,13.979999542236328,13.319999694824219,13.319999694824219,13.319999694824219,501,,,,,,,,
2021-04-26,13.319999694824219,13.319999694824219,13.319999694824219,13.319999694824219,13.319999694824219,0,,,,,,,,
2021-04-27,13.319999694824219,13.319999694824219,13.319999694824219,13.319999694824219,13.319999694824219,0,,,,,,,,
2021-04-28,13.319999694824219,13.319999694824219,13.319999694824219,13.319999694824219,13.319999694824219,0,,,,,,,,
2021-04-29,12.664999961853027,12.664999961853027,12.5,12.5,12.5,2080,,,,,,,,
2021-04-30,12.989999771118164,12.989999771118164,12.40999984741211,12.40999984741211,12.40999984741211,510,,,,,,,,
2021-05-03,13.0,13.0,12.75,12.850000381469727,12.850000381469727,2268,,,,,,,,
2021-05-04,12.9399995803833,12.9399995803833,12.0,12.449999809265137,12.449999809265137,1383,,,,,,,,
2021-05-05,12.970000267028809,12.920000076293945,12.850000381469727,12.899999618530273,12.899999618530273,1388,,,,,,,,
2021-05-06,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,0,,,,,,,,
2021-05-07,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,0,,,,,,,,
2021-05-10,14.079999923706055,14.079999923706055,12.859999656677246,12.859999656677246,12.859999656677246,759,,,,,,,,
2021-05-11,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,12.920000076293945,191,,,,,,,,
2021-05-12,12.069999694824219,12.079999923706055,12.069999694824219,12.069999694824219,12.069999694824219,5699,,,,,,,,
2021-05-13,11.670000076293945,11.6899995803833,11.149999618530273,11.149999618530273,11.149999618530273,1375,,,,,,,,
2021-05-14,11.5,11.5,11.5,11.5,11.5,101,,,,,,,,
2021-05-17,11.5,11.5,11.5,11.5,11.5,0,,,,,,,,
2021-05-18,11.5,11.5,11.5,11.5,11.5,0,,,,,,,,
