date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TRI')","('high', 'TRI')","('low', 'TRI')","('close', 'TRI')","('adj_close', 'TRI')","('volume', 'TRI')","('currency', '')"
2020-01-02,74.36137390136719,74.9532699584961,74.3094482421875,74.94288635253906,65.64995574951172,282352,,,,,,,,
2020-01-03,74.37175750732422,75.74246978759766,74.3094482421875,75.389404296875,66.04109191894531,275900,,,,,,,,
2020-01-06,75.077880859375,76.20976257324219,74.96365356445312,76.16822052001953,66.72335052490234,437491,,,,,,,,
2020-01-07,76.19937896728516,76.83281707763672,75.78400421142578,76.51090240478516,67.0235366821289,271181,,,,,,,,
2020-01-08,76.59397888183594,77.96469116210938,76.46936798095703,77.18587493896484,67.61483001708984,353903,,,,,,,,
2020-01-09,77.39356231689453,78.3385238647461,77.19625854492188,78.22429656982422,68.52447509765625,416786,,,,,,,,
2020-01-10,78.463134765625,78.62928009033203,77.93354034423828,77.94392395019531,68.27886199951172,322605,,,,,,,,
2020-01-13,78.09968566894531,79.13810729980469,77.76739501953125,79.11734008789062,69.30677032470703,383178,,,,,,,,
2020-01-14,79.01349639892578,79.86500549316406,78.85773468017578,79.58463287353516,69.71614074707031,934495,,,,,,,,
2020-01-15,79.69886016845703,80.6126708984375,79.65731811523438,80.34268188476562,70.38018798828125,648581,,,,,,,,
2020-01-16,80.94496154785156,81.7237777709961,80.49844360351562,81.6614761352539,71.53545379638672,774445,,,,,,,,
2020-01-17,81.52648162841797,82.07684326171875,81.381103515625,81.99376678466797,71.82653045654297,376148,,,,,,,,
2020-01-21,82.06645965576172,82.09761047363281,81.51609802246094,81.91069793701172,71.75377655029297,381348,,,,,,,,
2020-01-22,82.03530883789062,82.59605407714844,81.67185974121094,81.8172378540039,71.67186737060547,425742,,,,,,,,
2020-01-23,81.71339416503906,82.28453063964844,81.33956146240234,81.79647064208984,71.65369415283203,589934,,,,,,,,
2020-01-24,82.1287612915039,82.48182678222656,81.90031433105469,82.19107055664062,71.99937438964844,851196,,,,,,,,
2020-01-27,81.40187072753906,83.01142120361328,81.05918884277344,82.85565948486328,72.58154296875,705590,,,,,,,,
2020-01-28,82.92835235595703,83.67601013183594,82.5856704711914,83.46833038330078,73.11824798583984,609194,,,,,,,,
2020-01-29,83.541015625,83.88369750976562,82.79335021972656,83.53063201904297,73.17282104492188,457425,,,,,,,,
2020-01-30,83.32295227050781,84.1848373413086,83.04257202148438,84.08099365234375,73.65492248535156,245180,,,,,,,,
2020-01-31,83.88369750976562,84.42367553710938,83.02180480957031,83.42678833007812,73.08183288574219,315768,,,,,,,,
2020-02-03,83.74870300292969,84.610595703125,83.32295227050781,83.76947021484375,73.3820571899414,657922,,,,,,,,
2020-02-04,84.5898208618164,85.4101791381836,84.11215209960938,84.65213012695312,74.15524291992188,301419,,,,,,,,
2020-02-05,84.82865905761719,84.82865905761719,83.18795776367188,83.39563751220703,73.05455780029297,569903,,,,,,,,
2020-02-06,83.52024841308594,85.14019012451172,83.52024841308594,85.01557922363281,74.4736328125,394926,,,,,,,,
2020-02-07,83.9979248046875,84.75597381591797,83.60332489013672,84.37175750732422,73.90962982177734,272433,,,,,,,,
2020-02-10,84.37175750732422,85.15057373046875,84.37175750732422,84.99480438232422,74.45543670654297,288130,,,,,,,,
2020-02-11,85.15057373046875,85.16095733642578,84.2782974243164,84.52751922607422,74.04608154296875,315190,,,,,,,,
2020-02-12,84.52751922607422,84.766357421875,83.8421630859375,84.5898208618164,74.10066223144531,268196,,,,,,,,
2020-02-13,84.4859848022461,85.077880859375,84.4859848022461,84.74559020996094,74.23712921142578,255388,,,,,,,,
2020-02-14,84.6417465209961,85.22325897216797,84.6417465209961,85.1090316772461,74.55549621582031,273107,,,,,,,,
