date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RLX')","('high', 'RLX')","('low', 'RLX')","('close', 'RLX')","('adj_close', 'RLX')","('volume', 'RLX')","('currency', '')"
2021-06-21,8.800000190734863,8.970000267028809,8.289999961853027,8.510000228881836,8.425203323364258,8260900,,,,,,,,
2021-06-22,8.510000228881836,8.569999694824219,8.300000190734863,8.420000076293945,8.336099624633789,3029400,,,,,,,,
2021-06-23,8.6850004196167,9.100000381469727,8.569999694824219,8.720000267028809,8.633110046386719,5675200,,,,,,,,
2021-06-24,8.949999809265137,9.4399995803833,8.880000114440918,9.270000457763672,9.177629470825195,7529300,,,,,,,,
2021-06-25,9.420000076293945,9.430000305175781,8.949999809265137,9.0600004196167,8.969721794128418,3403900,,,,,,,,
2021-06-28,9.069999694824219,9.097999572753906,8.979999542236328,9.029999732971191,8.940019607543945,3534300,,,,,,,,
2021-06-29,8.949999809265137,8.949999809265137,8.479999542236328,8.710000038146973,8.623208999633789,6860700,,,,,,,,
2021-06-30,8.600000381469727,8.850000381469727,8.515000343322754,8.729999542236328,8.643010139465332,2555800,,,,,,,,
2021-07-01,8.699999809265137,8.970000267028809,8.670000076293945,8.770000457763672,8.682612419128418,2427900,,,,,,,,
2021-07-02,8.670000076293945,8.699999809265137,8.350000381469727,8.430000305175781,8.345999717712402,4151600,,,,,,,,
2021-07-06,8.21500015258789,8.25,8.0,8.100000381469727,8.019288063049316,4799800,,,,,,,,
2021-07-07,8.279999732971191,8.279999732971191,8.010000228881836,8.140000343322754,8.058889389038086,2741400,,,,,,,,
2021-07-08,7.909999847412109,7.945000171661377,7.570000171661377,7.78000020980835,7.702476501464844,5914800,,,,,,,,
2021-07-09,7.949999809265137,8.069999694824219,7.644999980926514,7.960000038146973,7.880682468414307,5077500,,,,,,,,
2021-07-12,8.079999923706055,8.079999923706055,7.519999980926514,7.53000020980835,7.454967498779297,5691300,,,,,,,,
2021-07-13,7.605000019073486,7.75,7.550000190734863,7.579999923706055,7.50446891784668,4314100,,,,,,,,
2021-07-14,7.670000076293945,7.670000076293945,7.210000038146973,7.239999771118164,7.167856693267822,5037300,,,,,,,,
2021-07-15,7.260000228881836,7.380000114440918,7.150000095367432,7.25,7.177757740020752,3194300,,,,,,,,
2021-07-16,7.230000019073486,7.25,6.400000095367432,6.559999942779541,6.494633197784424,15959100,,,,,,,,
2021-07-19,6.320000171661377,6.409999847412109,5.989999771118164,6.360000133514404,6.296626091003418,7124500,,,,,,,,
2021-07-20,6.5,6.690000057220459,6.019999980926514,6.079999923706055,6.019416332244873,10157600,,,,,,,,
2021-07-21,6.139999866485596,6.460000038146973,6.099999904632568,6.150000095367432,6.088718414306641,7556800,,,,,,,,
2021-07-22,6.170000076293945,6.210000038146973,5.525000095367432,5.710000038146973,5.653102874755859,16315000,,,,,,,,
2021-07-23,5.389999866485596,5.5,4.820000171661377,4.96999979019165,4.92047643661499,26130400,,,,,,,,
2021-07-26,4.480000019073486,4.929999828338623,4.300000190734863,4.460000038146973,4.415558338165283,16001900,,,,,,,,
2021-07-27,4.880000114440918,4.900000095367432,4.110000133514404,4.309999942779541,4.267053127288818,16395600,,,,,,,,
2021-07-28,4.480000019073486,5.320000171661377,4.050000190734863,4.380000114440918,4.336355686187744,37181400,,,,,,,,
2021-07-29,4.730000019073486,4.75,4.400000095367432,4.46999979019165,4.425458908081055,10156900,,,,,,,,
2021-07-30,4.5,4.5,4.163000106811523,4.360000133514404,4.316555023193359,6109500,,,,,,,,
2021-08-02,4.489999771118164,4.880000114440918,4.300000190734863,4.650000095367432,4.603665351867676,13570300,,,,,,,,
2021-08-03,4.619999885559082,4.920000076293945,4.519999980926514,4.849999904632568,4.801671981811523,7841800,,,,,,,,
2021-08-04,5.199999809265137,5.199999809265137,4.53000020980835,4.610000133514404,4.564064025878906,31266900,,,,,,,,
2021-08-05,4.510000228881836,4.809999942779541,4.380000114440918,4.650000095367432,4.603665351867676,9293200,,,,,,,,
2021-08-06,4.650000095367432,4.670000076293945,4.320000171661377,4.460000038146973,4.415558338165283,10926300,,,,,,,,
2021-08-09,4.480000019073486,4.639999866485596,4.360000133514404,4.539999961853027,4.494760990142822,4887500,,,,,,,,
2021-08-10,4.699999809265137,4.769999980926514,4.449999809265137,4.610000133514404,4.564064025878906,5524600,,,,,,,,
2021-08-11,4.579999923706055,4.769999980926514,4.28000020980835,4.710000038146973,4.66306734085083,14580300,,,,,,,,
2021-08-12,4.739999771118164,5.059999942779541,4.715000152587891,4.920000076293945,4.870975017547607,16268700,,,,,,,,
2021-08-13,4.929999828338623,5.059999942779541,4.78000020980835,5.019999980926514,4.969978332519531,10048200,,,,,,,,
2021-08-16,4.960000038146973,4.980000019073486,4.414999961853027,4.550000190734863,4.504662036895752,8725100,,,,,,,,
2021-08-17,4.360000133514404,4.764999866485596,4.340000152587891,4.489999771118164,4.445259094238281,7301700,,,,,,,,
2021-08-18,4.5,4.630000114440918,4.360000133514404,4.460000038146973,4.415558338165283,7112900,,,,,,,,
2021-08-19,4.420000076293945,4.599999904632568,4.210000038146973,4.230000019073486,4.187850475311279,9241700,,,,,,,,
2021-08-20,4.25,4.309999942779541,3.8399999141693115,3.9100000858306885,3.8710389137268066,16882900,,,,,,,,
2021-08-23,3.930000066757202,3.940000057220459,3.700000047683716,3.819999933242798,3.781935453414917,15182000,,,,,,,,
2021-08-24,3.9000000953674316,4.179999828338623,3.7049999237060547,4.070000171661377,4.029444694519043,23008500,,,,,,,,
2021-08-25,4.019999980926514,4.380000114440918,3.934999942779541,4.360000133514404,4.316555023193359,12447000,,,,,,,,
2021-08-26,4.230000019073486,5.175000190734863,4.230000019073486,5.139999866485596,5.08878231048584,28623200,,,,,,,,
2021-08-27,5.099999904632568,5.619999885559082,5.099999904632568,5.380000114440918,5.326391220092773,18714600,,,,,,,,
2021-08-30,5.349999904632568,5.5,4.809999942779541,5.130000114440918,5.078882694244385,15382300,,,,,,,,
2021-08-31,5.210000038146973,5.28000020980835,5.059999942779541,5.139999866485596,5.08878231048584,52591600,,,,,,,,
2021-09-01,5.070000171661377,5.445000171661377,4.974999904632568,5.360000133514404,5.306590557098389,10690600,,,,,,,,
2021-09-02,5.5,6.019999980926514,5.349999904632568,5.900000095367432,5.841209888458252,13869500,,,,,,,,
2021-09-03,6.0,6.320000171661377,5.900000095367432,6.050000190734863,5.989715099334717,18027100,,,,,,,,
2021-09-07,6.150000095367432,7.340000152587891,6.150000095367432,7.0,6.930248737335205,43220600,,,,,,,,
2021-09-08,7.0,7.179999828338623,6.78000020980835,6.900000095367432,6.831244945526123,17557600,,,,,,,,
2021-09-09,6.659999847412109,6.940000057220459,6.389999866485596,6.900000095367432,6.831244945526123,10765400,,,,,,,,
2021-09-10,6.760000228881836,6.8379998207092285,5.53000020980835,5.739999771118164,5.682803630828857,19581800,,,,,,,,
2021-09-13,5.150000095367432,5.619999885559082,5.079999923706055,5.110000133514404,5.059081554412842,16273700,,,,,,,,
2021-09-14,5.090000152587891,5.489999771118164,5.0,5.050000190734863,4.9996795654296875,10138900,,,,,,,,
2021-09-15,5.050000190734863,5.074999809265137,4.800000190734863,4.909999847412109,4.861073970794678,7942500,,,,,,,,
2021-09-16,4.900000095367432,5.025000095367432,4.760000228881836,4.96999979019165,4.92047643661499,6930500,,,,,,,,
2021-09-17,5.010000228881836,5.050000190734863,4.75,4.820000171661377,4.771971225738525,33290300,,,,,,,,
2021-09-20,4.610000133514404,4.75,4.460000038146973,4.489999771118164,4.445259094238281,9238500,,,,,,,,
2021-09-21,4.559999942779541,4.599999904632568,4.46999979019165,4.53000020980835,4.484860897064209,3685900,,,,,,,,
2021-09-22,4.550000190734863,4.760000228881836,4.460000038146973,4.659999847412109,4.613565444946289,5372100,,,,,,,,
2021-09-23,4.690000057220459,4.75,4.610000133514404,4.670000076293945,4.6234660148620605,3883100,,,,,,,,
2021-09-24,4.550000190734863,4.570000171661377,4.369999885559082,4.510000228881836,4.465060234069824,3889700,,,,,,,,
2021-09-27,4.489999771118164,4.614999771118164,4.300000190734863,4.570000171661377,4.524462699890137,3749100,,,,,,,,
2021-09-28,4.519999980926514,4.679999828338623,4.480000019073486,4.5,4.455160140991211,2288500,,,,,,,,
2021-09-29,4.46999979019165,4.53000020980835,4.349999904632568,4.429999828338623,4.385857105255127,2194500,,,,,,,,
2021-09-30,4.420000076293945,4.59499979019165,4.380000114440918,4.519999980926514,4.474960803985596,3469900,,,,,,,,
2021-10-01,4.5,4.650000095367432,4.474999904632568,4.599999904632568,4.554163455963135,2098600,,,,,,,,
2021-10-04,4.409999847412109,4.5,4.170000076293945,4.190000057220459,4.148248672485352,3660800,,,,,,,,
2021-10-05,4.210000038146973,4.389999866485596,4.150000095367432,4.28000020980835,4.23735237121582,3102400,,,,,,,,
2021-10-06,4.150000095367432,4.289999961853027,4.130000114440918,4.239999771118164,4.197750568389893,1642400,,,,,,,,
2021-10-07,4.380000114440918,4.940000057220459,4.329999923706055,4.760000228881836,4.712569236755371,8047700,,,,,,,,
2021-10-08,4.670000076293945,5.010000228881836,4.610000133514404,4.860000133514404,4.811572551727295,4560500,,,,,,,,
2021-10-11,5.010000228881836,5.150000095367432,4.829999923706055,4.869999885559082,4.821473121643066,3066700,,,,,,,,
2021-10-12,4.789999961853027,4.909999847412109,4.550000190734863,4.639999866485596,4.593764781951904,5606700,,,,,,,,
2021-10-13,5.085000038146973,5.460000038146973,4.940000057220459,5.329999923706055,5.276889324188232,14583700,,,,,,,,
2021-10-14,5.360000133514404,5.429999828338623,5.0,5.070000171661377,5.019480228424072,7954600,,,,,,,,
2021-10-15,5.130000114440918,5.53000020980835,4.989999771118164,5.400000095367432,5.346191883087158,8484400,,,,,,,,
2021-10-18,5.46999979019165,6.039999961853027,5.440000057220459,5.920000076293945,5.8610100746154785,11055600,,,,,,,,
2021-10-19,6.329999923706055,6.465000152587891,5.71999979019165,6.0,5.940212726593018,16375800,,,,,,,,
2021-10-20,5.989999771118164,6.019999980926514,5.730000019073486,5.980000019073486,5.920412540435791,8783700,,,,,,,,
2021-10-21,5.880000114440918,6.010000228881836,5.545000076293945,5.630000114440918,5.57390022277832,7555400,,,,,,,,
2021-10-22,5.559999942779541,5.980000019073486,5.53000020980835,5.800000190734863,5.74220609664917,6869600,,,,,,,,
2021-10-25,5.710000038146973,5.78000020980835,5.610000133514404,5.78000020980835,5.722405433654785,3405300,,,,,,,,
2021-10-26,5.800000190734863,5.900000095367432,5.21999979019165,5.269999980926514,5.217487335205078,7164700,,,,,,,,
2021-10-27,5.360000133514404,5.434999942779541,4.980000019073486,5.099999904632568,5.0491814613342285,5505500,,,,,,,,
2021-10-28,5.039999961853027,5.079999923706055,4.900000095367432,4.940000057220459,4.890775203704834,3860900,,,,,,,,
2021-10-29,4.940000057220459,5.03000020980835,4.829999923706055,4.860000133514404,4.811572551727295,2422800,,,,,,,,
2021-11-01,4.880000114440918,4.989999771118164,4.849999904632568,4.96999979019165,4.92047643661499,2716000,,,,,,,,
2021-11-02,4.880000114440918,4.914999961853027,4.679999828338623,4.75,4.7026686668396,4391900,,,,,,,,
2021-11-03,4.730000019073486,5.0,4.664000034332275,4.889999866485596,4.841273784637451,3178900,,,,,,,,
2021-11-04,4.940000057220459,5.130000114440918,4.679999828338623,4.75,4.7026686668396,4750900,,,,,,,,
2021-11-05,4.769999980926514,4.789999961853027,4.309999942779541,4.369999885559082,4.326455116271973,7925900,,,,,,,,
2021-11-08,4.510000228881836,4.510000228881836,4.210000038146973,4.269999980926514,4.227451801300049,6175900,,,,,,,,
2021-11-09,4.300000190734863,4.320000171661377,4.019999980926514,4.159999847412109,4.118547439575195,8093300,,,,,,,,
2021-11-10,4.159999847412109,4.590000152587891,4.039999961853027,4.400000095367432,4.356156349182129,10061100,,,,,,,,
2021-11-11,4.519999980926514,4.710000038146973,4.315000057220459,4.489999771118164,4.445259094238281,6284800,,,,,,,,
2021-11-12,5.340000152587891,5.650000095367432,4.860000133514404,4.980000019073486,4.930377006530762,34955800,,,,,,,,
2021-11-15,5.150000095367432,5.179999828338623,4.789999961853027,5.0,4.9501776695251465,10590400,,,,,,,,
2021-11-16,4.989999771118164,5.239999771118164,4.610000133514404,4.659999847412109,4.613565444946289,11188800,,,,,,,,
2021-11-17,4.849999904632568,4.96999979019165,4.644999980926514,4.829999923706055,4.781871318817139,12210300,,,,,,,,
2021-11-18,4.679999828338623,4.72599983215332,4.171999931335449,4.360000133514404,4.316555023193359,12424200,,,,,,,,
2021-11-19,4.554999828338623,4.599999904632568,4.440000057220459,4.5,4.455160140991211,10153300,,,,,,,,
2021-11-22,4.710000038146973,5.199999809265137,4.445000171661377,4.909999847412109,4.861073970794678,26968500,,,,,,,,
2021-11-23,5.53000020980835,5.900000095367432,4.800000190734863,4.96999979019165,4.92047643661499,63617800,,,,,,,,
2021-11-24,5.010000228881836,5.789999961853027,5.010000228881836,5.409999847412109,5.3560919761657715,37163500,,,,,,,,
2021-11-26,5.289999961853027,5.809999942779541,4.960000038146973,5.510000228881836,5.4550957679748535,44160600,,,,,,,,
2021-11-29,5.630000114440918,5.650000095367432,5.059000015258789,5.070000171661377,5.019480228424072,23690500,,,,,,,,
2021-11-30,4.800000190734863,4.809999942779541,4.0,4.110000133514404,4.0690460205078125,37900700,,,,,,,,
2021-12-01,4.300000190734863,4.53000020980835,4.034999847412109,4.110000133514404,4.0690460205078125,21017800,,,,,,,,
2021-12-02,4.559999942779541,4.690000057220459,3.9000000953674316,4.429999828338623,4.385857105255127,53597500,,,,,,,,
2021-12-03,4.010000228881836,4.183000087738037,3.559999942779541,3.690000057220459,3.653231143951416,40025300,,,,,,,,
2021-12-06,3.430000066757202,3.7100000381469727,3.299999952316284,3.6600000858306885,3.6235299110412598,18572500,,,,,,,,
2021-12-07,3.759999990463257,3.990000009536743,3.75,3.9100000858306885,3.8710389137268066,15225800,,,,,,,,
2021-12-08,4.329999923706055,4.929999828338623,4.150000095367432,4.760000228881836,4.712569236755371,55116900,,,,,,,,
2021-12-09,4.550000190734863,4.800000190734863,4.400000095367432,4.489999771118164,4.445259094238281,15048400,,,,,,,,
2021-12-10,4.550000190734863,4.550000190734863,4.135000228881836,4.21999979019165,4.17794942855835,10765500,,,,,,,,
2021-12-13,4.260000228881836,4.275000095367432,3.9800000190734863,4.130000114440918,4.088846683502197,11024000,,,,,,,,
2021-12-14,3.990000009536743,4.114999771118164,3.9100000858306885,4.019999980926514,3.979942798614502,6755200,,,,,,,,
2021-12-15,3.880000114440918,3.9700000286102295,3.5299999713897705,3.890000104904175,3.851238250732422,11381100,,,,,,,,
2021-12-16,3.990000009536743,4.019999980926514,3.609999895095825,3.7100000381469727,3.673031806945801,7718500,,,,,,,,
2021-12-17,3.509999990463257,3.9100000858306885,3.5,3.9000000953674316,3.8611385822296143,7709600,,,,,,,,
2021-12-20,3.6500000953674316,3.700000047683716,3.5,3.549999952316284,3.5146260261535645,8254900,,,,,,,,
2021-12-21,3.740000009536743,3.859999895095825,3.5999999046325684,3.759999990463257,3.7225334644317627,6575200,,,,,,,,
2021-12-22,3.6500000953674316,3.884999990463257,3.630000114440918,3.8399999141693115,3.801736354827881,7194600,,,,,,,,
2021-12-23,3.809999942779541,4.130000114440918,3.7799999713897705,4.110000133514404,4.0690460205078125,7908800,,,,,,,,
2021-12-27,4.03000020980835,4.244999885559082,4.0,4.159999847412109,4.118547439575195,5074500,,,,,,,,
2021-12-28,4.159999847412109,4.190000057220459,3.9149999618530273,4.019999980926514,3.979942798614502,6820300,,,,,,,,
2021-12-29,3.9600000381469727,4.099999904632568,3.755000114440918,3.7799999713897705,3.7423341274261475,5507500,,,,,,,,
2021-12-30,3.8399999141693115,4.230000019073486,3.799999952316284,4.170000076293945,4.128448009490967,7314100,,,,,,,,
