date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RLX')","('high', 'RLX')","('low', 'RLX')","('close', 'RLX')","('adj_close', 'RLX')","('volume', 'RLX')","('currency', '')"
2021-01-22,22.34000015258789,30.969999313354492,22.299999237060547,29.510000228881836,29.2159481048584,95762100,,,,,,,,
2021-01-25,34.22999954223633,35.0,26.200000762939453,28.6299991607666,28.344717025756836,52581000,,,,,,,,
2021-01-26,28.530000686645508,28.530000686645508,24.0,24.040000915527344,23.80045509338379,27164000,,,,,,,,
2021-01-27,23.600000381469727,25.5,22.0,23.15999984741211,22.929224014282227,20218700,,,,,,,,
2021-01-28,24.128999710083008,25.899999618530273,22.53700065612793,24.270000457763672,24.02816390991211,12193000,,,,,,,,
2021-01-29,24.690000534057617,25.799999237060547,22.100000381469727,22.5,22.275798797607422,13583000,,,,,,,,
2021-02-01,23.43000030517578,24.0,22.149999618530273,23.0,22.770816802978516,9802700,,,,,,,,
2021-02-02,23.90999984741211,25.989999771118164,23.6299991607666,25.8700008392334,25.612220764160156,13089000,,,,,,,,
2021-02-03,27.170000076293945,27.170000076293945,25.899999618530273,26.760000228881836,26.493350982666016,5925100,,,,,,,,
2021-02-04,26.260000228881836,27.479999542236328,24.110000610351562,25.139999389648438,24.88949203491211,18742000,,,,,,,,
2021-02-05,25.219999313354492,25.219999313354492,23.649999618530273,24.229999542236328,23.98855972290039,5445200,,,,,,,,
2021-02-08,23.43000030517578,23.65999984741211,22.0,22.040000915527344,21.820383071899414,15008300,,,,,,,,
2021-02-09,22.90999984741211,23.25,22.1299991607666,22.520000457763672,22.29560089111328,7498800,,,,,,,,
2021-02-10,22.959999084472656,23.540000915527344,22.059999465942383,22.43000030517578,22.206497192382812,5104200,,,,,,,,
2021-02-11,22.399999618530273,25.520000457763672,22.290000915527344,24.950000762939453,24.701387405395508,8318200,,,,,,,,
2021-02-12,24.899999618530273,25.0,24.0,24.479999542236328,24.236068725585938,3152200,,,,,,,,
2021-02-16,24.1200008392334,24.600000381469727,22.709999084472656,23.969999313354492,23.731151580810547,6309700,,,,,,,,
2021-02-17,23.440000534057617,24.989999771118164,22.81999969482422,23.719999313354492,23.483642578125,4415900,,,,,,,,
2021-02-18,23.09000015258789,23.559999465942383,21.600000381469727,22.610000610351562,22.38470458984375,7828500,,,,,,,,
2021-02-19,22.739999771118164,23.0,20.75,21.040000915527344,20.83034896850586,8997100,,,,,,,,
2021-02-22,20.290000915527344,20.459999084472656,19.299999237060547,19.84000015258789,19.642305374145508,13173700,,,,,,,,
2021-02-23,18.770000457763672,20.56999969482422,17.5,20.1200008392334,19.91951560974121,11044500,,,,,,,,
2021-02-24,19.8700008392334,20.280000686645508,18.829999923706055,19.459999084472656,19.266090393066406,4459800,,,,,,,,
2021-02-25,19.200000762939453,19.489999771118164,16.850000381469727,17.209999084472656,17.038511276245117,6996500,,,,,,,,
2021-02-26,17.290000915527344,18.389999389648438,16.0,17.510000228881836,17.33552360534668,7592900,,,,,,,,
2021-03-01,18.420000076293945,20.06999969482422,18.079999923706055,19.8799991607666,19.68190574645996,4739300,,,,,,,,
2021-03-02,19.3700008392334,21.540000915527344,18.950000762939453,18.950000762939453,18.761173248291016,4457400,,,,,,,,
2021-03-03,19.299999237060547,19.780000686645508,17.889999389648438,17.940000534057617,17.76123809814453,3924500,,,,,,,,
2021-03-04,17.059999465942383,18.93000030517578,16.399999618530273,16.6299991607666,16.46428871154785,8535900,,,,,,,,
2021-03-05,17.399999618530273,17.579999923706055,15.0,16.09000015258789,15.929671287536621,9103600,,,,,,,,
2021-03-08,15.960000038146973,16.469999313354492,13.699999809265137,13.829999923706055,13.692191123962402,6514900,,,,,,,,
2021-03-09,14.869999885559082,16.31999969482422,14.40999984741211,16.1299991607666,15.96927261352539,5607000,,,,,,,,
2021-03-10,16.489999771118164,16.979999542236328,14.899999618530273,15.359999656677246,15.206945419311523,7378100,,,,,,,,
2021-03-11,16.25,19.299999237060547,15.5,18.799999237060547,18.612667083740234,11105000,,,,,,,,
2021-03-12,17.520000457763672,18.059999465942383,16.950000762939453,17.350000381469727,17.17711639404297,8773800,,,,,,,,
2021-03-15,18.600000381469727,19.889999389648438,17.520000457763672,19.559999465942383,19.365095138549805,5618000,,,,,,,,
2021-03-16,19.6299991607666,20.649999618530273,18.719999313354492,19.0,18.8106746673584,5378400,,,,,,,,
2021-03-17,18.5,18.59000015258789,17.030000686645508,18.059999465942383,17.88003921508789,5512700,,,,,,,,
2021-03-18,17.549999237060547,19.56999969482422,17.549999237060547,18.559999465942383,18.375059127807617,5283200,,,,,,,,
2021-03-19,19.020000457763672,20.030000686645508,18.78499984741211,19.459999084472656,19.266090393066406,4469900,,,,,,,,
2021-03-22,12.720000267028809,12.899999618530273,10.140000343322754,10.149999618530273,10.048860549926758,107476100,,,,,,,,
2021-03-23,10.420000076293945,11.100000381469727,10.010000228881836,10.100000381469727,9.999359130859375,32734700,,,,,,,,
2021-03-24,10.390000343322754,10.479999542236328,7.889999866485596,8.9399995803833,8.85091781616211,53408100,,,,,,,,
2021-03-25,8.329999923706055,9.800000190734863,8.239999771118164,9.180000305175781,9.088525772094727,19935600,,,,,,,,
2021-03-26,9.220000267028809,9.449999809265137,8.40999984741211,9.119999885559082,9.029123306274414,20662100,,,,,,,,
2021-03-29,9.069999694824219,10.869999885559082,9.020000457763672,10.670000076293945,10.563678741455078,19616900,,,,,,,,
2021-03-30,10.220000267028809,10.65999984741211,9.90999984741211,10.210000038146973,10.10826301574707,7986900,,,,,,,,
2021-03-31,10.369999885559082,10.630000114440918,10.180000305175781,10.359999656677246,10.256768226623535,5422600,,,,,,,,
2021-04-01,10.760000228881836,11.3100004196167,10.579999923706055,10.949999809265137,10.840888977050781,7275300,,,,,,,,
2021-04-05,11.220000267028809,11.220000267028809,9.819999694824219,10.130000114440918,10.029059410095215,7895100,,,,,,,,
2021-04-06,10.210000038146973,10.380000114440918,9.899999618530273,10.069999694824219,9.969656944274902,4401400,,,,,,,,
2021-04-07,9.9399995803833,10.0,9.5,9.5600004196167,9.464739799499512,4357200,,,,,,,,
2021-04-08,9.824999809265137,10.119999885559082,9.720000267028809,10.0,9.900355339050293,5009600,,,,,,,,
2021-04-09,9.819999694824219,9.861000061035156,9.210000038146973,9.319999694824219,9.227130889892578,6527000,,,,,,,,
2021-04-12,9.34000015258789,9.350000381469727,8.420000076293945,8.5600004196167,8.47470474243164,9014500,,,,,,,,
2021-04-13,9.210000038146973,9.380000114440918,8.84000015258789,9.0,8.910320281982422,5177800,,,,,,,,
2021-04-14,9.119999885559082,9.319999694824219,8.970000267028809,9.199999809265137,9.10832691192627,3183600,,,,,,,,
2021-04-15,9.300000190734863,9.305999755859375,9.050000190734863,9.25,9.157829284667969,2940600,,,,,,,,
2021-04-16,9.199999809265137,9.199999809265137,9.0,9.100000381469727,9.009324073791504,1893400,,,,,,,,
2021-04-19,9.34000015258789,9.470000267028809,9.130000114440918,9.279999732971191,9.187529563903809,3747400,,,,,,,,
2021-04-20,9.600000381469727,9.630000114440918,8.9399995803833,9.079999923706055,8.989521980285645,3176400,,,,,,,,
2021-04-21,9.104999542236328,10.069999694824219,9.100000381469727,9.880000114440918,9.781550407409668,4549200,,,,,,,,
2021-04-22,10.204999923706055,11.100000381469727,10.149999618530273,10.5,10.39537239074707,8369400,,,,,,,,
2021-04-23,10.850000381469727,12.420000076293945,10.699999809265137,12.119999885559082,11.99923038482666,12172600,,,,,,,,
2021-04-26,12.15999984741211,12.539999961853027,11.729999542236328,12.529999732971191,12.405145645141602,6732000,,,,,,,,
2021-04-27,12.460000038146973,12.619999885559082,12.319999694824219,12.5,12.375444412231445,7085500,,,,,,,,
2021-04-28,12.229999542236328,12.510000228881836,12.0,12.010000228881836,11.890327453613281,6298900,,,,,,,,
2021-04-29,11.6899995803833,11.880000114440918,10.885000228881836,10.989999771118164,10.880489349365234,8336800,,,,,,,,
2021-04-30,10.960000038146973,11.569999694824219,10.800000190734863,10.890000343322754,10.781487464904785,5155000,,,,,,,,
2021-05-03,11.0600004196167,11.319999694824219,10.901000022888184,11.100000381469727,10.989395141601562,2951400,,,,,,,,
2021-05-04,11.095000267028809,11.095000267028809,10.279999732971191,10.510000228881836,10.4052734375,3787900,,,,,,,,
2021-05-05,10.600000381469727,11.029999732971191,10.600000381469727,10.829999923706055,10.722084045410156,2448600,,,,,,,,
2021-05-06,10.880000114440918,10.989999771118164,10.390000343322754,10.760000228881836,10.652782440185547,1759400,,,,,,,,
2021-05-07,10.59000015258789,11.34000015258789,10.579999923706055,11.039999961853027,10.929991722106934,2475400,,,,,,,,
2021-05-10,10.954000473022461,11.0600004196167,9.930000305175781,9.9399995803833,9.84095287322998,3118000,,,,,,,,
2021-05-11,9.779999732971191,11.0,9.779999732971191,10.829999923706055,10.722084045410156,5586800,,,,,,,,
2021-05-12,10.760000228881836,10.84000015258789,10.359999656677246,10.760000228881836,10.652782440185547,2324500,,,,,,,,
2021-05-13,10.710000038146973,10.800000190734863,10.220999717712402,10.380000114440918,10.276569366455078,2916300,,,,,,,,
2021-05-14,10.489999771118164,11.079999923706055,10.489999771118164,10.970000267028809,10.860690116882324,2519500,,,,,,,,
2021-05-17,11.239999771118164,12.0,11.109999656677246,11.760000228881836,11.642818450927734,6594600,,,,,,,,
2021-05-18,12.079999923706055,12.600000381469727,11.850000381469727,12.100000381469727,11.979430198669434,6374900,,,,,,,,
2021-05-19,11.520000457763672,12.145000457763672,11.4399995803833,12.140000343322754,12.019031524658203,3860500,,,,,,,,
2021-05-20,12.095000267028809,12.095000267028809,11.229999542236328,11.630000114440918,11.514113426208496,5425200,,,,,,,,
2021-05-21,11.670000076293945,11.901000022888184,11.550000190734863,11.600000381469727,11.48441219329834,2535500,,,,,,,,
2021-05-24,11.579999923706055,11.640000343322754,11.25,11.260000228881836,11.14780044555664,1854500,,,,,,,,
2021-05-25,11.380000114440918,11.510000228881836,10.90999984741211,11.020000457763672,10.910191535949707,3272500,,,,,,,,
2021-05-26,9.789999961853027,11.0,9.550000190734863,10.880000114440918,10.771586418151855,17535800,,,,,,,,
2021-05-27,10.75,11.989999771118164,10.420000076293945,11.729999542236328,11.613116264343262,8455300,,,,,,,,
2021-05-28,11.84000015258789,11.890000343322754,11.170000076293945,11.3100004196167,11.197301864624023,5182400,,,,,,,,
2021-06-01,11.600000381469727,12.140999794006348,11.319999694824219,11.850000381469727,11.731921195983887,4362100,,,,,,,,
2021-06-02,12.720000267028809,12.760000228881836,10.609999656677246,11.220000267028809,11.108199119567871,13498800,,,,,,,,
2021-06-03,10.960000038146973,11.15999984741211,10.699999809265137,10.869999885559082,10.761686325073242,3913200,,,,,,,,
2021-06-04,10.40999984741211,10.680000305175781,9.890000343322754,9.899999618530273,9.801351547241211,9395600,,,,,,,,
2021-06-07,10.039999961853027,10.039999961853027,8.899999618530273,9.0,8.910320281982422,22293100,,,,,,,,
2021-06-08,9.180000305175781,9.40999984741211,8.899999618530273,9.010000228881836,8.920220375061035,10480200,,,,,,,,
2021-06-09,9.140000343322754,9.930000305175781,9.140000343322754,9.270000457763672,9.177629470825195,8426600,,,,,,,,
2021-06-10,9.449999809265137,9.699999809265137,9.100000381469727,9.149999618530273,9.05882453918457,5746400,,,,,,,,
2021-06-11,9.25,9.5,9.119999885559082,9.479999542236328,9.385536193847656,3465300,,,,,,,,
2021-06-14,9.600000381469727,9.600000381469727,9.109999656677246,9.4399995803833,9.345934867858887,3569500,,,,,,,,
2021-06-15,9.25,9.805000305175781,9.210000038146973,9.350000381469727,9.256832122802734,4616700,,,,,,,,
2021-06-16,9.210000038146973,9.5649995803833,8.75,9.399999618530273,9.306333541870117,6813000,,,,,,,,
2021-06-17,9.420000076293945,9.420000076293945,8.800000190734863,8.819999694824219,8.732112884521484,6902000,,,,,,,,
2021-06-18,8.920000076293945,9.104999542236328,8.779999732971191,8.989999771118164,8.900419235229492,12304500,,,,,,,,
