date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GATX')","('high', 'GATX')","('low', 'GATX')","('close', 'GATX')","('adj_close', 'GATX')","('volume', 'GATX')","('currency', '')"
2020-01-02,83.41999816894531,83.55999755859375,81.88999938964844,83.4800033569336,74.05551147460938,214600,,,,,,,,
2020-01-03,82.18000030517578,83.2300033569336,81.98999786376953,83.02999877929688,73.65632629394531,249000,,,,,,,,
2020-01-06,82.23999786376953,82.47000122070312,81.66000366210938,81.75,72.52083587646484,274700,,,,,,,,
2020-01-07,81.26000213623047,81.77999877929688,80.95999908447266,81.66000366210938,72.44100189208984,231100,,,,,,,,
2020-01-08,81.79000091552734,82.47000122070312,81.16000366210938,81.20999908447266,72.04177856445312,141000,,,,,,,,
2020-01-09,81.62000274658203,81.62000274658203,80.69999694824219,80.94999694824219,71.8111572265625,174500,,,,,,,,
2020-01-10,80.81999969482422,81.06999969482422,79.76000213623047,80.4800033569336,71.39420318603516,210100,,,,,,,,
2020-01-13,80.61000061035156,80.77999877929688,79.58000183105469,80.62999725341797,71.52729797363281,280300,,,,,,,,
2020-01-14,80.26000213623047,80.56999969482422,78.94999694824219,79.1500015258789,70.21436309814453,554500,,,,,,,,
2020-01-15,78.91000366210938,79.87999725341797,78.44999694824219,78.98999786376953,70.0724105834961,385500,,,,,,,,
2020-01-16,79.55000305175781,80.69999694824219,79.4000015258789,79.79000091552734,70.7821044921875,649500,,,,,,,,
2020-01-17,80.29000091552734,80.30999755859375,77.18000030517578,77.37999725341797,68.6441879272461,336400,,,,,,,,
2020-01-21,76.79000091552734,76.83999633789062,73.87999725341797,75.12000274658203,66.63934326171875,449900,,,,,,,,
2020-01-22,75.55999755859375,75.69000244140625,74.87999725341797,75.30000305175781,66.79898834228516,421100,,,,,,,,
2020-01-23,83.05999755859375,83.05999755859375,78.13999938964844,82.3499984741211,73.05309295654297,1242200,,,,,,,,
2020-01-24,82.55000305175781,82.66999816894531,80.18000030517578,81.62999725341797,72.41438293457031,656500,,,,,,,,
2020-01-27,79.81999969482422,80.43000030517578,78.72000122070312,78.76000213623047,69.8683853149414,623800,,,,,,,,
2020-01-28,79.08999633789062,79.5999984741211,77.97000122070312,79.19000244140625,70.2498550415039,195500,,,,,,,,
2020-01-29,79.16999816894531,79.94000244140625,78.5,78.69999694824219,69.81515502929688,169000,,,,,,,,
2020-01-30,77.7699966430664,79.37000274658203,77.54000091552734,78.55999755859375,69.69097137451172,208700,,,,,,,,
2020-01-31,77.86000061035156,78.13999938964844,76.01000213623047,76.12999725341797,67.53529357910156,301300,,,,,,,,
2020-02-03,76.33999633789062,76.79000091552734,75.87000274658203,76.41000366210938,67.78369140625,268600,,,,,,,,
2020-02-04,77.41999816894531,78.5199966430664,76.80000305175781,77.83000183105469,69.04338073730469,195400,,,,,,,,
2020-02-05,78.91000366210938,79.66000366210938,78.80000305175781,79.12000274658203,70.1877670288086,178600,,,,,,,,
2020-02-06,79.66999816894531,79.66999816894531,77.81999969482422,77.8499984741211,69.06110382080078,110800,,,,,,,,
2020-02-07,77.29000091552734,77.7699966430664,76.29000091552734,76.41999816894531,67.79256439208984,156500,,,,,,,,
2020-02-10,75.94999694824219,78.01000213623047,75.94999694824219,77.98999786376953,69.18531036376953,155900,,,,,,,,
2020-02-11,78.66000366210938,78.88999938964844,77.95999908447266,78.48999786376953,69.62886047363281,178800,,,,,,,,
2020-02-12,79.44999694824219,80.19000244140625,78.91999816894531,79.55999755859375,70.57807159423828,345800,,,,,,,,
2020-02-13,78.94000244140625,79.4000015258789,78.01000213623047,78.3499984741211,69.50467681884766,143100,,,,,,,,
2020-02-14,78.16999816894531,78.43000030517578,77.06999969482422,77.22000122070312,68.50225067138672,90200,,,,,,,,
2020-02-18,76.87000274658203,77.80999755859375,75.94999694824219,77.68000030517578,68.91031646728516,201900,,,,,,,,
2020-02-19,77.86000061035156,78.38999938964844,77.19000244140625,78.19999694824219,69.37162017822266,183000,,,,,,,,
2020-02-20,78.0199966430664,80.44999694824219,78.0199966430664,80.11000061035156,71.06597900390625,252600,,,,,,,,
2020-02-21,79.54000091552734,80.12000274658203,78.61000061035156,80.0199966430664,70.98614501953125,284100,,,,,,,,
2020-02-24,76.87000274658203,77.18000030517578,75.37999725341797,76.18000030517578,67.57963562011719,260000,,,,,,,,
2020-02-25,76.2699966430664,76.37000274658203,74.52999877929688,75.13999938964844,66.65706634521484,385800,,,,,,,,
2020-02-26,75.91999816894531,75.91999816894531,73.97000122070312,74.79000091552734,66.34656524658203,535000,,,,,,,,
2020-02-27,72.69999694824219,74.97000122070312,70.5999984741211,72.11000061035156,64.38233947753906,279300,,,,,,,,
2020-02-28,69.58000183105469,73.37000274658203,69.48999786376953,71.52999877929688,63.864505767822266,548000,,,,,,,,
2020-03-02,72.0199966430664,72.79000091552734,70.30000305175781,72.76000213623047,64.96267700195312,270900,,,,,,,,
2020-03-03,72.72000122070312,74.70999908447266,70.63999938964844,71.7300033569336,64.04307556152344,235300,,,,,,,,
2020-03-04,72.98999786376953,73.66999816894531,71.18000030517578,73.5,65.62338256835938,210400,,,,,,,,
2020-03-05,71.33000183105469,72.30000305175781,71.1500015258789,71.95999908447266,64.24842071533203,335600,,,,,,,,
2020-03-06,69.77999877929688,71.87000274658203,69.3499984741211,70.62000274658203,63.05199432373047,334000,,,,,,,,
2020-03-09,65.22000122070312,66.13999938964844,61.459999084472656,61.95000076293945,55.31113815307617,502000,,,,,,,,
2020-03-10,64.1500015258789,66.08000183105469,61.2599983215332,65.98999786376953,58.91819381713867,449300,,,,,,,,
2020-03-11,63.88999938964844,64.75,59.970001220703125,60.349998474121094,53.882598876953125,376700,,,,,,,,
2020-03-12,54.52000045776367,58.630001068115234,51.970001220703125,55.56999969482422,49.61484909057617,526500,,,,,,,,
2020-03-13,59.08000183105469,65.0199966430664,57.68000030517578,64.97000122070312,58.007503509521484,533700,,,,,,,,
2020-03-16,57.25,59.5,56.09000015258789,56.790000915527344,50.7041130065918,646300,,,,,,,,
2020-03-17,58.16999816894531,62.0099983215332,54.31999969482422,60.97999954223633,54.44508361816406,515500,,,,,,,,
2020-03-18,57.0,58.529998779296875,50.779998779296875,54.38999938964844,48.561309814453125,540600,,,,,,,,
2020-03-19,54.560001373291016,59.31999969482422,52.22999954223633,57.2599983215332,51.123741149902344,435800,,,,,,,,
2020-03-20,57.56999969482422,60.45000076293945,54.529998779296875,54.88999938964844,49.00771713256836,538600,,,,,,,,
2020-03-23,54.75,56.43000030517578,50.689998626708984,54.810001373291016,48.936302185058594,436500,,,,,,,,
2020-03-24,58.5099983215332,61.290000915527344,57.08000183105469,59.47999954223633,53.10584259033203,403900,,,,,,,,
2020-03-25,58.119998931884766,62.9900016784668,56.68000030517578,60.290000915527344,53.829036712646484,527900,,,,,,,,
2020-03-26,60.5,63.290000915527344,60.099998474121094,62.130001068115234,55.47184753417969,338900,,,,,,,,
2020-03-27,59.02000045776367,60.4900016784668,57.5,58.43000030517578,52.16836929321289,220600,,,,,,,,
2020-03-30,58.290000915527344,61.45000076293945,55.43000030517578,60.540000915527344,54.052242279052734,272600,,,,,,,,
2020-03-31,60.150001525878906,62.689998626708984,60.11000061035156,62.560001373291016,55.85577392578125,297700,,,,,,,,
2020-04-01,59.66999816894531,61.02000045776367,57.0099983215332,58.2599983215332,52.01657485961914,316700,,,,,,,,
2020-04-02,58.040000915527344,60.209999084472656,56.08000183105469,57.150001525878906,51.02553176879883,244800,,,,,,,,
2020-04-03,56.189998626708984,57.970001220703125,53.849998474121094,55.47999954223633,49.53450393676758,381700,,,,,,,,
2020-04-06,58.02000045776367,60.150001525878906,56.119998931884766,59.75,53.346900939941406,457200,,,,,,,,
2020-04-07,61.72999954223633,64.70999908447266,60.720001220703125,64.44999694824219,57.5432243347168,508700,,,,,,,,
2020-04-08,64.9800033569336,65.6500015258789,63.38999938964844,64.3499984741211,57.453948974609375,414700,,,,,,,,
2020-04-09,65.83000183105469,68.93000030517578,60.86000061035156,61.66999816894531,55.0611457824707,535700,,,,,,,,
2020-04-13,61.02000045776367,61.02000045776367,55.61000061035156,56.54999923706055,50.48983383178711,385700,,,,,,,,
2020-04-14,58.06999969482422,58.43000030517578,55.970001220703125,56.470001220703125,50.41840744018555,395400,,,,,,,,
2020-04-15,54.0099983215332,55.880001068115234,51.41999816894531,54.79999923706055,48.927371978759766,599200,,,,,,,,
2020-04-16,54.38999938964844,55.310001373291016,53.25,54.880001068115234,48.99879455566406,426100,,,,,,,,
