date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'OUT')","('high', 'OUT')","('low', 'OUT')","('close', 'OUT')","('adj_close', 'OUT')","('volume', 'OUT')","('currency', '')"
2020-01-02,27.55122947692871,27.55122947692871,27.028688430786133,27.428279876708984,19.60207176208496,1077016,,,,,,,,
2020-01-03,27.26434326171875,27.817623138427734,27.192623138427734,27.807376861572266,19.872997283935547,647088,,,,,,,,
2020-01-06,27.776639938354492,27.807376861572266,27.284835815429688,27.62295150756836,19.741191864013672,1684478,,,,,,,,
2020-01-07,27.520492553710938,27.776639938354492,27.428279876708984,27.674179077148438,19.777803421020508,1027533,,,,,,,,
2020-01-08,27.633197784423828,28.463115692138672,27.55122947692871,28.217212677001953,20.1658935546875,1152266,,,,,,,,
2020-01-09,28.278688430786133,28.473360061645508,27.920082092285156,28.340164184570312,20.253761291503906,1242936,,,,,,,,
2020-01-10,28.329917907714844,28.9139347076416,28.2889347076416,28.86270523071289,20.627206802368164,1105320,,,,,,,,
2020-01-13,28.87295150756836,29.077869415283203,28.76024627685547,28.87295150756836,20.63452911376953,1192965,,,,,,,,
2020-01-14,28.86270523071289,29.118852615356445,28.616802215576172,29.057376861572266,20.766328811645508,879181,,,,,,,,
2020-01-15,29.047130584716797,29.38524627685547,28.944671630859375,29.006147384643555,20.729721069335938,779238,,,,,,,,
2020-01-16,29.088115692138672,29.569671630859375,29.036884307861328,29.5389347076416,21.110483169555664,834870,,,,,,,,
2020-01-17,29.559425354003906,29.692623138427734,29.415983200073242,29.559425354003906,21.12512969970703,484974,,,,,,,,
2020-01-21,29.569671630859375,29.94877052307129,29.395492553710938,29.88729476928711,21.359439849853516,545779,,,,,,,,
2020-01-22,30.758197784423828,31.219261169433594,30.604507446289062,30.901639938354492,22.084360122680664,1987819,,,,,,,,
2020-01-23,30.799179077148438,31.004098892211914,30.297130584716797,30.870901107788086,22.062393188476562,1145336,,,,,,,,
2020-01-24,30.85041046142578,31.157787322998047,30.727458953857422,30.942623138427734,22.11365509033203,954821,,,,,,,,
2020-01-27,30.67622947692871,31.147541046142578,30.604507446289062,30.973360061645508,22.1356201171875,1307840,,,,,,,,
2020-01-28,31.075820922851562,31.280738830566406,30.881147384643555,31.219261169433594,22.311355590820312,1275339,,,,,,,,
2020-01-29,31.219261169433594,31.31147575378418,30.86065673828125,30.901639938354492,22.084360122680664,943987,,,,,,,,
2020-01-30,30.67622947692871,31.065574645996094,30.440574645996094,31.02458953857422,22.17222785949707,592432,,,,,,,,
2020-01-31,30.932376861572266,31.02458953857422,30.358606338500977,30.471311569213867,21.77682113647461,973365,,,,,,,,
2020-02-03,31.229507446289062,31.967212677001953,30.963115692138672,31.567623138427734,22.560317993164062,1338096,,,,,,,,
2020-02-04,31.700820922851562,31.93647575378418,31.659835815429688,31.700820922851562,22.6555118560791,657531,,,,,,,,
2020-02-05,31.700820922851562,31.721311569213867,31.352458953857422,31.588115692138672,22.574966430664062,866688,,,,,,,,
2020-02-06,31.670082092285156,31.844261169433594,31.434425354003906,31.454917907714844,22.479772567749023,738442,,,,,,,,
2020-02-07,31.47541046142578,31.741802215576172,31.157787322998047,31.721311569213867,22.670154571533203,750837,,,,,,,,
