date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SUNC')","('high', 'SUNC')","('low', 'SUNC')","('close', 'SUNC')","('adj_close', 'SUNC')","('volume', 'SUNC')","('currency', '')"
2025-11-06,51.0,51.95000076293945,48.66999816894531,49.7400016784668,49.7400016784668,4044700,,,,,,,,
2025-11-07,49.400001525878906,49.625,47.560001373291016,49.2400016784668,49.2400016784668,2255500,,,,,,,,
2025-11-10,49.40999984741211,49.71500015258789,48.65999984741211,49.45000076293945,49.45000076293945,3537600,,,,,,,,
2025-11-11,49.18000030517578,49.7400016784668,48.119998931884766,48.43000030517578,48.43000030517578,1540700,,,,,,,,
2025-11-12,48.68000030517578,49.38999938964844,48.130001068115234,48.38999938964844,48.38999938964844,1326400,,,,,,,,
2025-11-13,47.81999969482422,48.95000076293945,47.56999969482422,47.9900016784668,47.9900016784668,1078000,,,,,,,,
2025-11-14,47.0,49.849998474121094,47.0,48.97999954223633,48.97999954223633,1553700,,,,,,,,
2025-11-17,49.0,50.400001525878906,48.5,50.0099983215332,50.0099983215332,2035100,,,,,,,,
2025-11-18,49.33000183105469,52.349998474121094,49.09000015258789,52.0,52.0,1886400,,,,,,,,
2025-11-19,52.5,53.790000915527344,51.20000076293945,52.65999984741211,52.65999984741211,1791100,,,,,,,,
2025-11-20,52.599998474121094,53.45000076293945,52.20000076293945,52.20000076293945,52.20000076293945,1603400,,,,,,,,
2025-11-21,51.7400016784668,52.650001525878906,51.61000061035156,52.189998626708984,52.189998626708984,651600,,,,,,,,
2025-11-24,52.25,52.54999923706055,51.5,52.369998931884766,52.369998931884766,1179300,,,,,,,,
2025-11-25,52.18000030517578,52.720001220703125,51.63999938964844,52.0099983215332,52.0099983215332,591700,,,,,,,,
2025-11-26,51.619998931884766,52.75,51.551998138427734,52.36000061035156,52.36000061035156,639600,,,,,,,,
2025-11-28,51.45000076293945,52.83000183105469,51.439998626708984,52.7599983215332,52.7599983215332,357700,,,,,,,,
2025-12-01,51.95000076293945,52.7599983215332,51.95000076293945,52.15999984741211,52.15999984741211,331300,,,,,,,,
2025-12-02,51.79999923706055,52.45000076293945,51.310001373291016,51.439998626708984,51.439998626708984,627300,,,,,,,,
2025-12-03,51.20000076293945,52.290000915527344,51.20000076293945,52.099998474121094,52.099998474121094,403300,,,,,,,,
2025-12-04,51.810001373291016,52.310001373291016,51.75,51.84000015258789,51.84000015258789,514900,,,,,,,,
2025-12-05,51.5,51.9900016784668,51.025001525878906,51.2400016784668,51.2400016784668,526300,,,,,,,,
2025-12-08,48.5,51.2599983215332,48.0,51.029998779296875,51.029998779296875,394400,,,,,,,,
2025-12-09,50.59000015258789,51.266998291015625,49.599998474121094,49.61000061035156,49.61000061035156,693400,,,,,,,,
2025-12-10,49.33000183105469,50.15999984741211,49.33000183105469,49.88999938964844,49.88999938964844,1136200,,,,,,,,
2025-12-11,50.0,50.66999816894531,50.0,50.650001525878906,50.650001525878906,527900,,,,,,,,
2025-12-12,50.400001525878906,51.40999984741211,50.400001525878906,50.56999969482422,50.56999969482422,511300,,,,,,,,
2025-12-15,50.400001525878906,51.119998931884766,50.11000061035156,50.11000061035156,50.11000061035156,431200,,,,,,,,
2025-12-16,50.20000076293945,50.400001525878906,49.119998931884766,49.209999084472656,49.209999084472656,369400,,,,,,,,
2025-12-17,49.43000030517578,49.79999923706055,49.11000061035156,49.599998474121094,49.599998474121094,503700,,,,,,,,
2025-12-18,49.63999938964844,49.959999084472656,49.099998474121094,49.27000045776367,49.27000045776367,282700,,,,,,,,
2025-12-19,49.119998931884766,49.7599983215332,48.77000045776367,48.849998474121094,48.849998474121094,318200,,,,,,,,
2025-12-22,48.66999816894531,49.84000015258789,48.66999816894531,49.58000183105469,49.58000183105469,235000,,,,,,,,
2025-12-23,49.47999954223633,49.79999923706055,49.25,49.29999923706055,49.29999923706055,263400,,,,,,,,
2025-12-24,49.0,49.43000030517578,48.88999938964844,49.0,49.0,169300,,,,,,,,
2025-12-26,48.810001373291016,49.470001220703125,48.66999816894531,49.459999084472656,49.459999084472656,221800,,,,,,,,
2025-12-29,49.130001068115234,49.900001525878906,48.755001068115234,49.2599983215332,49.2599983215332,334000,,,,,,,,
2025-12-30,49.2599983215332,49.59000015258789,48.849998474121094,49.41999816894531,49.41999816894531,265600,,,,,,,,
,SUNC,SUNC,SUNC,SUNC,SUNC,SUNC,,,,,,,,
