date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SSTK')","('high', 'SSTK')","('low', 'SSTK')","('close', 'SSTK')","('adj_close', 'SSTK')","('volume', 'SSTK')","('currency', '')"
2020-01-02,43.11000061035156,43.369998931884766,42.060001373291016,42.709999084472656,36.384700775146484,227000,,,,,,,,
2020-01-03,42.11000061035156,43.529998779296875,42.060001373291016,43.130001068115234,36.742496490478516,195100,,,,,,,,
2020-01-06,42.790000915527344,43.279998779296875,42.56999969482422,42.959999084472656,36.59767150878906,132100,,,,,,,,
2020-01-07,42.84000015258789,43.529998779296875,42.81999969482422,43.279998779296875,36.870277404785156,106700,,,,,,,,
2020-01-08,43.16999816894531,43.709999084472656,43.11000061035156,43.38999938964844,36.96399688720703,116000,,,,,,,,
2020-01-09,43.58000183105469,43.7599983215332,43.099998474121094,43.189998626708984,36.79362106323242,101100,,,,,,,,
2020-01-10,43.16999816894531,43.310001373291016,42.810001373291016,43.11000061035156,36.72547149658203,91700,,,,,,,,
2020-01-13,43.119998931884766,43.849998474121094,43.099998474121094,43.79999923706055,37.31327819824219,91300,,,,,,,,
2020-01-14,43.720001220703125,44.619998931884766,43.45000076293945,44.400001525878906,37.824424743652344,131800,,,,,,,,
2020-01-15,44.13999938964844,44.849998474121094,44.119998931884766,44.400001525878906,37.824424743652344,124500,,,,,,,,
2020-01-16,44.58000183105469,45.13999938964844,44.52000045776367,44.849998474121094,38.2077751159668,128400,,,,,,,,
2020-01-17,45.119998931884766,45.31999969482422,44.709999084472656,45.060001373291016,38.38668441772461,116200,,,,,,,,
2020-01-21,44.779998779296875,44.97999954223633,43.91999816894531,44.540000915527344,37.94368362426758,129200,,,,,,,,
2020-01-22,44.59000015258789,45.0,44.349998474121094,44.5,37.909610748291016,85900,,,,,,,,
2020-01-23,44.25,44.939998626708984,44.040000915527344,44.7599983215332,38.13109588623047,109500,,,,,,,,
2020-01-24,44.88999938964844,44.959999084472656,43.7400016784668,44.27000045776367,37.71366882324219,113300,,,,,,,,
2020-01-27,43.529998779296875,44.68000030517578,43.5,43.97999954223633,37.46662902832031,118900,,,,,,,,
2020-01-28,44.25,45.0,44.06999969482422,44.290000915527344,37.730716705322266,140700,,,,,,,,
2020-01-29,44.310001373291016,44.54999923706055,43.810001373291016,44.279998779296875,37.72218322753906,69800,,,,,,,,
2020-01-30,43.790000915527344,44.380001068115234,43.72999954223633,44.220001220703125,37.67108154296875,83100,,,,,,,,
2020-01-31,44.08000183105469,44.15999984741211,43.16999816894531,43.33000183105469,36.91288757324219,121900,,,,,,,,
2020-02-03,43.529998779296875,43.88999938964844,42.97999954223633,43.02000045776367,36.64879608154297,130700,,,,,,,,
2020-02-04,43.65999984741211,44.13999938964844,43.380001068115234,43.90999984741211,37.40699005126953,100400,,,,,,,,
2020-02-05,44.29999923706055,44.66999816894531,43.619998931884766,44.27000045776367,37.71366882324219,120300,,,,,,,,
2020-02-06,44.470001220703125,44.959999084472656,44.290000915527344,44.56999969482422,37.969242095947266,127900,,,,,,,,
2020-02-07,44.349998474121094,44.38999938964844,43.72999954223633,44.0099983215332,37.49217224121094,101700,,,,,,,,
2020-02-10,44.02000045776367,44.25,43.40999984741211,44.13999938964844,37.602928161621094,106500,,,,,,,,
2020-02-11,44.4900016784668,44.810001373291016,44.0099983215332,44.09000015258789,37.560333251953125,109400,,,,,,,,
2020-02-12,44.45000076293945,45.09000015258789,44.040000915527344,44.380001068115234,37.80739212036133,247500,,,,,,,,
2020-02-13,40.72999954223633,42.43000030517578,39.099998474121094,40.560001373291016,34.55311584472656,588500,,,,,,,,
2020-02-14,40.869998931884766,41.150001525878906,40.369998931884766,41.06999969482422,34.987586975097656,320200,,,,,,,,
2020-02-18,40.86000061035156,41.310001373291016,40.220001220703125,40.93000030517578,34.868324279785156,207400,,,,,,,,
2020-02-19,41.040000915527344,42.43000030517578,40.779998779296875,41.66999816894531,35.49872589111328,285000,,,,,,,,
2020-02-20,41.56999969482422,42.119998931884766,41.349998474121094,41.79999923706055,35.60948181152344,148000,,,,,,,,
2020-02-21,41.630001068115234,41.810001373291016,41.0,41.06999969482422,34.987586975097656,115400,,,,,,,,
2020-02-24,40.08000183105469,40.880001068115234,39.68000030517578,40.72999954223633,34.697940826416016,154900,,,,,,,,
2020-02-25,40.75,41.540000915527344,40.5099983215332,41.25,35.14092254638672,363700,,,,,,,,
2020-02-26,41.439998626708984,42.060001373291016,40.630001068115234,40.849998474121094,34.80016326904297,165000,,,,,,,,
2020-02-27,40.20000076293945,40.9900016784668,39.029998779296875,39.09000015258789,33.30081558227539,242700,,,,,,,,
2020-02-28,38.099998474121094,39.25,37.619998931884766,38.540000915527344,32.832275390625,284300,,,,,,,,
2020-03-02,38.810001373291016,39.130001068115234,37.88999938964844,38.81999969482422,33.07080841064453,174400,,,,,,,,
2020-03-03,38.900001525878906,39.47999954223633,37.11000061035156,37.65999984741211,32.082611083984375,283300,,,,,,,,
2020-03-04,37.95000076293945,38.04999923706055,36.790000915527344,37.33000183105469,31.945682525634766,335500,,,,,,,,
2020-03-05,36.540000915527344,38.41999816894531,36.2599983215332,38.189998626708984,32.681640625,253200,,,,,,,,
2020-03-06,37.310001373291016,38.18000030517578,36.68000030517578,38.0,32.51903533935547,226600,,,,,,,,
2020-03-09,36.130001068115234,37.310001373291016,35.25,35.380001068115234,30.27694320678711,262500,,,,,,,,
2020-03-10,36.27000045776367,36.27000045776367,33.709999084472656,34.22999954223633,29.29281234741211,372300,,,,,,,,
2020-03-11,33.7599983215332,33.7599983215332,31.90999984741211,32.61000061035156,27.906478881835938,329100,,,,,,,,
2020-03-12,30.959999084472656,32.06999969482422,29.260000228881836,29.979999542236328,25.655811309814453,461800,,,,,,,,
2020-03-13,31.489999771118164,33.79999923706055,31.450000762939453,33.79999923706055,28.92483901977539,491700,,,,,,,,
2020-03-16,31.110000610351562,31.110000610351562,28.760000228881836,29.75,25.4589900970459,388000,,,,,,,,
2020-03-17,30.020000457763672,33.060001373291016,29.059999465942383,32.27000045776367,27.615514755249023,532700,,,,,,,,
2020-03-18,31.5,35.63999938964844,31.40999984741211,34.790000915527344,29.77204132080078,510800,,,,,,,,
2020-03-19,34.709999084472656,36.52000045776367,33.959999084472656,35.0,29.951753616333008,324300,,,,,,,,
2020-03-20,35.63999938964844,36.79999923706055,35.119998931884766,36.5,31.235395431518555,637900,,,,,,,,
2020-03-23,36.720001220703125,38.29999923706055,36.08000183105469,37.47999954223633,32.07404327392578,439600,,,,,,,,
2020-03-24,38.47999954223633,39.34000015258789,33.0,33.31999969482422,28.514066696166992,399200,,,,,,,,
2020-03-25,33.22999954223633,33.349998474121094,30.219999313354492,30.479999542236328,26.083696365356445,386100,,,,,,,,
2020-03-26,30.559999465942383,33.91999816894531,30.3700008392334,33.88999938964844,29.001853942871094,415900,,,,,,,,
2020-03-27,33.130001068115234,33.56999969482422,31.81999969482422,31.93000030517578,27.324556350708008,210300,,,,,,,,
2020-03-30,32.18000030517578,32.599998474121094,31.719999313354492,32.040000915527344,27.418689727783203,210000,,,,,,,,
2020-03-31,32.0,33.029998779296875,31.280000686645508,32.15999984741211,27.521377563476562,283500,,,,,,,,
2020-04-01,31.3799991607666,32.9900016784668,29.3700008392334,29.59000015258789,25.322067260742188,216600,,,,,,,,
2020-04-02,29.549999237060547,32.13999938964844,29.110000610351562,31.950000762939453,27.341672897338867,228000,,,,,,,,
2020-04-03,31.600000381469727,32.66999816894531,30.649999618530273,32.06999969482422,27.44436264038086,182600,,,,,,,,
2020-04-06,33.529998779296875,33.59000015258789,32.58000183105469,33.119998931884766,28.34291648864746,357700,,,,,,,,
2020-04-07,33.90999984741211,34.5,32.470001220703125,32.790000915527344,28.060514450073242,289300,,,,,,,,
2020-04-08,33.20000076293945,35.529998779296875,33.0099983215332,34.349998474121094,29.395503997802734,241500,,,,,,,,
2020-04-09,34.959999084472656,35.900001525878906,34.349998474121094,34.849998474121094,29.823387145996094,213600,,,,,,,,
2020-04-13,34.47999954223633,34.88999938964844,33.9900016784668,34.41999816894531,29.455408096313477,259100,,,,,,,,
2020-04-14,35.15999984741211,35.790000915527344,34.9900016784668,35.369998931884766,30.268373489379883,198800,,,,,,,,
2020-04-15,34.43000030517578,35.52000045776367,33.84000015258789,34.5,29.52386474609375,230400,,,,,,,,
2020-04-16,34.650001525878906,35.06999969482422,33.91999816894531,34.06999969482422,29.155885696411133,257800,,,,,,,,
2020-04-17,34.72999954223633,35.88999938964844,34.63999938964844,35.88999938964844,30.713382720947266,280600,,,,,,,,
2020-04-20,35.630001068115234,36.25,34.099998474121094,34.470001220703125,29.498197555541992,335300,,,,,,,,
2020-04-21,34.09000015258789,35.470001220703125,33.779998779296875,35.06999969482422,30.01165199279785,157300,,,,,,,,
2020-04-22,35.75,36.65999984741211,35.43000030517578,36.56999969482422,31.295307159423828,225800,,,,,,,,
2020-04-23,36.810001373291016,37.5099983215332,36.33000183105469,36.939998626708984,31.611928939819336,287300,,,,,,,,
2020-04-24,37.08000183105469,37.79999923706055,36.65999984741211,37.66999816894531,32.23664474487305,200800,,,,,,,,
2020-04-27,37.880001068115234,39.619998931884766,37.84000015258789,38.900001525878906,33.28923416137695,392200,,,,,,,,
2020-04-28,39.29999923706055,39.86000061035156,36.5,38.400001525878906,32.86134338378906,393000,,,,,,,,
2020-04-29,39.189998626708984,39.189998626708984,36.91999816894531,38.34000015258789,32.80999755859375,244800,,,,,,,,
2020-04-30,37.79999923706055,38.40999984741211,37.040000915527344,38.0,32.51903533935547,335800,,,,,,,,
2020-05-01,37.02000045776367,37.15999984741211,36.11000061035156,36.380001068115234,31.132701873779297,242500,,,,,,,,
2020-05-04,35.97999954223633,36.7400016784668,35.279998779296875,35.5099983215332,30.38819122314453,219100,,,,,,,,
2020-05-05,35.119998931884766,36.97999954223633,35.119998931884766,36.290000915527344,31.055686950683594,203500,,,,,,,,
2020-05-06,36.709999084472656,37.599998474121094,36.68000030517578,37.290000915527344,31.911447525024414,175500,,,,,,,,
2020-05-07,37.72999954223633,38.13999938964844,36.540000915527344,36.66999816894531,31.380868911743164,179200,,,,,,,,
2020-05-08,37.2599983215332,37.75,36.900001525878906,37.25,31.877220153808594,160000,,,,,,,,
2020-05-11,37.0,37.47999954223633,35.90999984741211,36.75,31.449337005615234,232800,,,,,,,,
2020-05-12,36.86000061035156,37.72999954223633,36.709999084472656,37.040000915527344,31.697507858276367,232600,,,,,,,,
2020-05-13,37.08000183105469,37.31999969482422,35.2599983215332,35.66999816894531,30.525117874145508,367600,,,,,,,,
2020-05-14,35.16999816894531,36.0,34.5,35.97999954223633,30.79039764404297,185200,,,,,,,,
2020-05-15,35.83000183105469,37.20000076293945,35.65999984741211,36.650001525878906,31.363765716552734,612100,,,,,,,,
2020-05-18,37.689998626708984,38.33000183105469,37.0,37.189998626708984,31.825878143310547,226100,,,,,,,,
2020-05-19,36.790000915527344,37.36000061035156,36.38999938964844,36.38999938964844,31.14126205444336,182900,,,,,,,,
2020-05-20,36.66999816894531,36.900001525878906,36.0,36.279998779296875,31.047136306762695,162100,,,,,,,,
2020-05-21,36.47999954223633,36.75,35.77000045776367,35.849998474121094,30.679147720336914,217000,,,,,,,,
2020-05-22,36.02000045776367,36.119998931884766,35.119998931884766,35.91999816894531,30.739055633544922,155600,,,,,,,,
2020-05-26,36.54999923706055,37.349998474121094,36.54999923706055,36.63999938964844,31.355201721191406,157500,,,,,,,,
2020-05-27,37.150001525878906,37.150001525878906,36.2400016784668,37.09000015258789,31.740299224853516,193600,,,,,,,,
2020-05-28,37.2400016784668,37.59000015258789,36.689998626708984,36.779998779296875,31.47500991821289,183900,,,,,,,,
2020-05-29,36.66999816894531,37.95000076293945,36.11000061035156,37.91999816894531,32.45058059692383,433000,,,,,,,,
2020-06-01,37.86000061035156,37.86000061035156,36.93000030517578,37.130001068115234,31.774526596069336,198900,,,,,,,,
2020-06-02,37.540000915527344,37.560001373291016,36.7599983215332,36.91999816894531,31.594823837280273,203800,,,,,,,,
2020-06-03,37.220001220703125,37.83000183105469,36.959999084472656,37.38999938964844,32.14504623413086,161800,,,,,,,,
2020-06-04,37.150001525878906,38.380001068115234,36.97999954223633,38.25,32.88440704345703,242700,,,,,,,,
2020-06-05,38.47999954223633,39.130001068115234,37.95000076293945,38.25,32.88440704345703,255000,,,,,,,,
2020-06-08,38.400001525878906,39.11000061035156,38.209999084472656,38.540000915527344,33.133724212646484,152100,,,,,,,,
2020-06-09,38.02000045776367,38.18000030517578,37.16999816894531,37.439998626708984,32.188026428222656,162500,,,,,,,,
2020-06-10,37.38999938964844,38.09000015258789,37.13999938964844,37.2400016784668,32.01608657836914,175100,,,,,,,,
