date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KGS')","('high', 'KGS')","('low', 'KGS')","('close', 'KGS')","('adj_close', 'KGS')","('volume', 'KGS')","('currency', '')"
2023-06-29,15.5600004196167,15.90999984741211,15.510000228881836,15.699999809265137,13.80218505859375,4433800,,,,,,,,
2023-06-30,15.510000228881836,16.239999771118164,15.359999656677246,16.239999771118164,14.276909828186035,1475000,,,,,,,,
2023-07-03,16.139999389648438,16.229999542236328,15.871000289916992,15.899999618530273,13.978008270263672,762500,,,,,,,,
2023-07-05,16.09000015258789,16.149999618530273,15.050000190734863,15.300000190734863,13.45053768157959,1209700,,,,,,,,
2023-07-06,15.520000457763672,16.100000381469727,15.34000015258789,16.040000915527344,14.101085662841797,1236500,,,,,,,,
2023-07-07,16.100000381469727,16.138999938964844,15.819999694824219,16.0,14.06592082977295,488500,,,,,,,,
2023-07-10,16.0,16.149999618530273,15.75,16.09000015258789,14.145041465759277,155300,,,,,,,,
2023-07-11,16.190000534057617,16.219999313354492,15.960000038146973,16.18000030517578,14.224162101745605,257300,,,,,,,,
2023-07-12,16.25,16.25,15.824999809265137,16.06999969482422,14.127460479736328,738700,,,,,,,,
2023-07-13,16.0,16.299999237060547,15.850000381469727,16.299999237060547,14.329657554626465,288400,,,,,,,,
2023-07-14,16.25,16.389999389648438,16.0,16.239999771118164,14.276909828186035,173200,,,,,,,,
2023-07-17,16.25,16.440000534057617,16.135000228881836,16.280000686645508,14.3120756149292,154300,,,,,,,,
2023-07-18,16.450000762939453,16.56999969482422,16.280000686645508,16.43000030517578,14.44394302368164,191800,,,,,,,,
2023-07-19,16.440000534057617,16.559999465942383,16.21500015258789,16.549999237060547,14.54943561553955,229200,,,,,,,,
2023-07-20,16.700000762939453,16.8799991607666,16.299999237060547,16.829999923706055,14.7955904006958,353200,,,,,,,,
2023-07-21,16.940000534057617,17.299999237060547,16.780000686645508,17.139999389648438,15.06811809539795,216900,,,,,,,,
2023-07-24,17.020000457763672,17.309999465942383,17.020000457763672,17.18000030517578,15.10328483581543,432400,,,,,,,,
2023-07-25,17.280000686645508,18.364999771118164,17.225000381469727,18.020000457763672,15.841744422912598,908000,,,,,,,,
2023-07-26,18.100000381469727,18.268999099731445,17.450000762939453,17.799999237060547,15.648337364196777,412500,,,,,,,,
2023-07-27,17.8799991607666,18.5,17.65999984741211,18.229999542236328,16.026357650756836,326700,,,,,,,,
2023-07-28,18.360000610351562,19.170000076293945,18.229999542236328,18.969999313354492,16.67690658569336,747700,,,,,,,,
