date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KDK')","('high', 'KDK')","('low', 'KDK')","('close', 'KDK')","('adj_close', 'KDK')","('volume', 'KDK')","('currency', '')"
2025-10-22,7.670000076293945,7.736999988555908,7.0,7.449999809265137,7.449999809265137,891600,,,,,,,,
2025-10-23,7.309999942779541,7.940000057220459,7.175000190734863,7.809999942779541,7.809999942779541,621200,,,,,,,,
2025-10-24,7.789999961853027,8.720000267028809,7.610000133514404,8.380000114440918,8.380000114440918,734600,,,,,,,,
2025-10-27,8.729999542236328,8.9399995803833,8.529999732971191,8.699999809265137,8.699999809265137,600400,,,,,,,,
2025-10-28,8.5600004196167,9.104999542236328,8.510000228881836,8.850000381469727,8.850000381469727,693700,,,,,,,,
2025-10-29,8.630000114440918,9.220000267028809,8.550000190734863,9.170000076293945,9.170000076293945,627900,,,,,,,,
2025-10-30,9.220000267028809,9.600000381469727,9.015000343322754,9.520000457763672,9.520000457763672,553400,,,,,,,,
2025-10-31,9.5600004196167,9.630000114440918,9.0,9.029999732971191,9.029999732971191,528600,,,,,,,,
2025-11-03,9.25,9.387999534606934,8.170000076293945,8.329999923706055,8.329999923706055,697700,,,,,,,,
2025-11-04,8.100000381469727,8.329999923706055,7.900000095367432,7.989999771118164,7.989999771118164,532900,,,,,,,,
2025-11-05,7.989999771118164,8.0,7.510000228881836,7.78000020980835,7.78000020980835,411600,,,,,,,,
2025-11-06,7.75,7.800000190734863,7.199999809265137,7.369999885559082,7.369999885559082,433000,,,,,,,,
2025-11-07,7.420000076293945,7.800000190734863,7.159999847412109,7.789999961853027,7.789999961853027,418000,,,,,,,,
2025-11-10,8.130000114440918,8.295000076293945,7.690000057220459,7.980000019073486,7.980000019073486,577800,,,,,,,,
2025-11-11,7.71999979019165,8.170000076293945,7.599999904632568,7.949999809265137,7.949999809265137,304800,,,,,,,,
2025-11-12,7.920000076293945,8.050000190734863,7.400000095367432,8.0,8.0,500300,,,,,,,,
2025-11-13,7.25,7.46999979019165,6.429999828338623,6.514999866485596,6.514999866485596,1029500,,,,,,,,
2025-11-14,6.389999866485596,6.900000095367432,6.139999866485596,6.739999771118164,6.739999771118164,462600,,,,,,,,
2025-11-17,6.71999979019165,6.980000019073486,6.440000057220459,6.699999809265137,6.699999809265137,350800,,,,,,,,
2025-11-18,6.590000152587891,6.909999847412109,6.514999866485596,6.849999904632568,6.849999904632568,340000,,,,,,,,
2025-11-19,6.820000171661377,6.880000114440918,6.178999900817871,6.28000020980835,6.28000020980835,600100,,,,,,,,
2025-11-20,6.420000076293945,7.079999923706055,6.239999771118164,6.519999980926514,6.519999980926514,687100,,,,,,,,
2025-11-21,6.585000038146973,6.929999828338623,6.110000133514404,6.360000133514404,6.360000133514404,669800,,,,,,,,
2025-11-24,6.349999904632568,6.440000057220459,5.869999885559082,6.099999904632568,6.099999904632568,700200,,,,,,,,
2025-11-25,6.190000057220459,6.190000057220459,5.820000171661377,6.0,6.0,643900,,,,,,,,
2025-11-26,6.079999923706055,6.28000020980835,5.885000228881836,6.099999904632568,6.099999904632568,441100,,,,,,,,
2025-11-28,6.190000057220459,6.335999965667725,5.947999954223633,6.0,6.0,195400,,,,,,,,
2025-12-01,6.0,6.010000228881836,5.599999904632568,5.929999828338623,5.929999828338623,416800,,,,,,,,
2025-12-02,6.0,6.0,5.429999828338623,5.570000171661377,5.570000171661377,883600,,,,,,,,
2025-12-03,5.579999923706055,5.960000038146973,5.449999809265137,5.909999847412109,5.909999847412109,733300,,,,,,,,
2025-12-04,5.900000095367432,6.010000228881836,5.619999885559082,6.0,6.0,563700,,,,,,,,
2025-12-05,6.110000133514404,6.179999828338623,5.849999904632568,6.019999980926514,6.019999980926514,470500,,,,,,,,
2025-12-08,6.170000076293945,7.050000190734863,6.170000076293945,6.760000228881836,6.760000228881836,1258000,,,,,,,,
2025-12-09,6.900000095367432,7.840000152587891,6.808000087738037,7.599999904632568,7.599999904632568,1183600,,,,,,,,
2025-12-10,7.699999809265137,8.5,7.0,8.229999542236328,8.229999542236328,1325000,,,,,,,,
2025-12-11,8.210000038146973,8.899999618530273,8.010000228881836,8.270000457763672,8.270000457763672,1025800,,,,,,,,
2025-12-12,8.430000305175781,8.829999923706055,8.220000267028809,8.279999732971191,8.279999732971191,860100,,,,,,,,
2025-12-15,8.100000381469727,8.779999732971191,8.100000381469727,8.25,8.25,750900,,,,,,,,
2025-12-16,8.204999923706055,8.920000076293945,8.020000457763672,8.8100004196167,8.8100004196167,787200,,,,,,,,
2025-12-17,8.819999694824219,9.050000190734863,8.609999656677246,8.760000228881836,8.760000228881836,752300,,,,,,,,
2025-12-18,8.880000114440918,9.720000267028809,8.789999961853027,9.329999923706055,9.329999923706055,1021900,,,,,,,,
2025-12-19,9.34000015258789,10.329999923706055,9.069999694824219,10.319999694824219,10.319999694824219,7092000,,,,,,,,
2025-12-22,10.699999809265137,11.350000381469727,10.390000343322754,10.880000114440918,10.880000114440918,1379700,,,,,,,,
2025-12-23,10.25,10.5,9.5,10.279999732971191,10.279999732971191,1337500,,,,,,,,
2025-12-24,10.34000015258789,10.534000396728516,9.960000038146973,10.4399995803833,10.4399995803833,465200,,,,,,,,
2025-12-26,10.510000228881836,10.890000343322754,9.854000091552734,10.300000190734863,10.300000190734863,636000,,,,,,,,
2025-12-29,10.0600004196167,10.699999809265137,10.0,10.180000305175781,10.180000305175781,692900,,,,,,,,
2025-12-30,10.149999618530273,10.925000190734863,10.0,10.819999694824219,10.819999694824219,758300,,,,,,,,
,KDK,KDK,KDK,KDK,KDK,KDK,,,,,,,,
