date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NICE')","('high', 'NICE')","('low', 'NICE')","('close', 'NICE')","('adj_close', 'NICE')","('volume', 'NICE')","('currency', '')"
2020-01-02,156.72000122070312,158.6199951171875,156.61000061035156,158.6199951171875,158.6199951171875,137100,,,,,,,,
2020-01-03,157.17999267578125,158.8300018310547,156.00999450683594,158.0,158.0,72500,,,,,,,,
2020-01-06,156.74000549316406,160.1999969482422,156.6699981689453,159.69000244140625,159.69000244140625,497400,,,,,,,,
2020-01-07,158.6999969482422,159.83999633789062,158.49000549316406,159.64999389648438,159.64999389648438,251000,,,,,,,,
2020-01-08,158.9499969482422,164.02000427246094,158.9499969482422,163.58999633789062,163.58999633789062,278100,,,,,,,,
2020-01-09,163.9499969482422,164.75999450683594,162.1300048828125,162.9600067138672,162.9600067138672,469500,,,,,,,,
2020-01-10,163.8800048828125,164.0,161.7899932861328,162.16000366210938,162.16000366210938,108000,,,,,,,,
2020-01-13,161.74000549316406,164.97000122070312,161.5800018310547,164.3000030517578,164.3000030517578,191400,,,,,,,,
2020-01-14,163.8000030517578,164.75,162.66000366210938,162.97999572753906,162.97999572753906,111100,,,,,,,,
2020-01-15,162.5,166.5500030517578,162.41000366210938,165.47000122070312,165.47000122070312,177400,,,,,,,,
2020-01-16,166.47999572753906,177.77000427246094,165.13999938964844,176.27000427246094,176.27000427246094,1035900,,,,,,,,
2020-01-17,180.91000366210938,181.5500030517578,173.1199951171875,175.77000427246094,175.77000427246094,738200,,,,,,,,
2020-01-21,176.22999572753906,179.0399932861328,176.0800018310547,177.11000061035156,177.11000061035156,504000,,,,,,,,
2020-01-22,178.57000732421875,182.05999755859375,178.55999755859375,179.47999572753906,179.47999572753906,489400,,,,,,,,
2020-01-23,178.10000610351562,178.52000427246094,175.8000030517578,178.47000122070312,178.47000122070312,378600,,,,,,,,
2020-01-24,180.89999389648438,180.89999389648438,176.86000061035156,177.0399932861328,177.0399932861328,190400,,,,,,,,
2020-01-27,170.2899932861328,173.89999389648438,170.0,171.67999267578125,171.67999267578125,400600,,,,,,,,
2020-01-28,170.3800048828125,172.25999450683594,169.5,171.7100067138672,171.7100067138672,424200,,,,,,,,
2020-01-29,172.64999389648438,174.44000244140625,171.8800048828125,172.89999389648438,172.89999389648438,169200,,,,,,,,
2020-01-30,173.27000427246094,174.8699951171875,171.77000427246094,173.27999877929688,173.27999877929688,147100,,,,,,,,
2020-01-31,173.38999938964844,173.67999267578125,171.82000732421875,172.3000030517578,172.3000030517578,153200,,,,,,,,
2020-02-03,171.5,173.89999389648438,171.5,172.77000427246094,172.77000427246094,216200,,,,,,,,
2020-02-04,173.6199951171875,176.05999755859375,173.0,174.38999938964844,174.38999938964844,329400,,,,,,,,
2020-02-05,175.00999450683594,175.22999572753906,172.2100067138672,172.25999450683594,172.25999450683594,243300,,,,,,,,
2020-02-06,172.32000732421875,176.22000122070312,171.82000732421875,174.6199951171875,174.6199951171875,231300,,,,,,,,
2020-02-07,176.42999267578125,177.0,173.75,173.8000030517578,173.8000030517578,121500,,,,,,,,
2020-02-10,173.8000030517578,176.1199951171875,173.8000030517578,174.49000549316406,174.49000549316406,189400,,,,,,,,
2020-02-11,176.33999633789062,176.64999389648438,174.11000061035156,174.63999938964844,174.63999938964844,129700,,,,,,,,
2020-02-12,176.1699981689453,178.44000244140625,174.91000366210938,176.91000366210938,176.91000366210938,315400,,,,,,,,
2020-02-13,176.08999633789062,177.55999755859375,172.69000244140625,177.1300048828125,177.1300048828125,329900,,,,,,,,
2020-02-14,176.6199951171875,181.0500030517578,176.6199951171875,179.08999633789062,179.08999633789062,284600,,,,,,,,
2020-02-18,177.80999755859375,178.77999877929688,176.24000549316406,176.58999633789062,176.58999633789062,268000,,,,,,,,
2020-02-19,178.0,183.4199981689453,177.52999877929688,181.27999877929688,181.27999877929688,353700,,,,,,,,
2020-02-20,181.14999389648438,181.52999877929688,176.52999877929688,181.36000061035156,181.36000061035156,302600,,,,,,,,
2020-02-21,181.00999450683594,181.00999450683594,176.3800048828125,176.92999267578125,176.92999267578125,311400,,,,,,,,
2020-02-24,170.0,173.14999389648438,168.22999572753906,171.3300018310547,171.3300018310547,243000,,,,,,,,
2020-02-25,170.80999755859375,171.8800048828125,166.4600067138672,167.2899932861328,167.2899932861328,293800,,,,,,,,
2020-02-26,168.47000122070312,171.4600067138672,166.6199951171875,167.94000244140625,167.94000244140625,145700,,,,,,,,
2020-02-27,164.64999389648438,166.7100067138672,161.99000549316406,162.66000366210938,162.66000366210938,253200,,,,,,,,
2020-02-28,159.44000244140625,165.35000610351562,157.1300048828125,163.8300018310547,163.8300018310547,317800,,,,,,,,
2020-03-02,165.75999450683594,168.3699951171875,163.5,168.3699951171875,168.3699951171875,147300,,,,,,,,
2020-03-03,167.9499969482422,168.0500030517578,160.72999572753906,162.60000610351562,162.60000610351562,250800,,,,,,,,
2020-03-04,164.17999267578125,168.0800018310547,163.60000610351562,167.38999938964844,167.38999938964844,294500,,,,,,,,
2020-03-05,162.3800048828125,164.6300048828125,161.24000549316406,163.47000122070312,163.47000122070312,254000,,,,,,,,
2020-03-06,159.8000030517578,161.91000366210938,157.63999938964844,159.36000061035156,159.36000061035156,244400,,,,,,,,
2020-03-09,141.2100067138672,146.57000732421875,130.64999389648438,139.0,139.0,1210900,,,,,,,,
2020-03-10,144.99000549316406,144.99000549316406,138.8699951171875,142.0500030517578,142.0500030517578,693500,,,,,,,,
2020-03-11,137.8000030517578,144.25,136.0800018310547,142.05999755859375,142.05999755859375,425900,,,,,,,,
2020-03-12,129.27999877929688,134.94000244140625,123.54000091552734,131.1999969482422,131.1999969482422,629200,,,,,,,,
2020-03-13,134.55999755859375,139.4199981689453,132.8000030517578,138.5500030517578,138.5500030517578,353800,,,,,,,,
2020-03-16,125.0,132.30999755859375,122.0,128.1199951171875,128.1199951171875,525500,,,,,,,,
2020-03-17,129.6999969482422,132.97999572753906,122.04000091552734,123.33000183105469,123.33000183105469,311500,,,,,,,,
2020-03-18,118.0,121.69999694824219,110.58999633789062,117.47000122070312,117.47000122070312,377000,,,,,,,,
2020-03-19,116.08999633789062,125.25,116.01000213623047,122.91999816894531,122.91999816894531,226300,,,,,,,,
2020-03-20,126.72000122070312,134.50999450683594,124.01000213623047,128.77000427246094,128.77000427246094,384100,,,,,,,,
2020-03-23,130.1300048828125,137.27999877929688,129.1699981689453,135.60000610351562,135.60000610351562,395600,,,,,,,,
2020-03-24,144.42999267578125,148.97999572753906,143.11000061035156,148.1999969482422,148.1999969482422,432400,,,,,,,,
2020-03-25,147.27999877929688,150.57000732421875,146.1300048828125,147.49000549316406,147.49000549316406,377100,,,,,,,,
2020-03-26,147.25,153.5,146.92999267578125,152.86000061035156,152.86000061035156,320200,,,,,,,,
2020-03-27,148.07000732421875,154.08999633789062,147.4600067138672,152.17999267578125,152.17999267578125,215700,,,,,,,,
2020-03-30,151.6199951171875,153.6699981689453,146.32000732421875,148.27000427246094,148.27000427246094,194700,,,,,,,,
2020-03-31,146.72000122070312,148.3699951171875,143.47000122070312,143.55999755859375,143.55999755859375,292000,,,,,,,,
2020-04-01,141.97999572753906,145.1699981689453,139.8800048828125,140.8800048828125,140.8800048828125,291600,,,,,,,,
2020-04-02,144.33999633789062,146.3699951171875,141.67999267578125,144.1199951171875,144.1199951171875,249900,,,,,,,,
2020-04-03,144.3699951171875,145.74000549316406,140.9600067138672,143.05999755859375,143.05999755859375,154100,,,,,,,,
2020-04-06,146.9199981689453,153.99000549316406,146.07000732421875,151.94000244140625,151.94000244140625,276100,,,,,,,,
2020-04-07,155.52999877929688,157.0,154.08999633789062,155.5,155.5,187000,,,,,,,,
2020-04-08,155.0,158.61000061035156,155.0,158.22000122070312,158.22000122070312,162600,,,,,,,,
2020-04-09,159.99000549316406,160.07000732421875,157.0800018310547,157.32000732421875,157.32000732421875,125000,,,,,,,,
2020-04-13,157.30999755859375,158.3000030517578,153.0800018310547,157.00999450683594,157.00999450683594,214400,,,,,,,,
2020-04-14,157.8300018310547,162.11000061035156,157.1999969482422,161.9199981689453,161.9199981689453,219300,,,,,,,,
2020-04-15,158.3000030517578,160.27999877929688,157.2899932861328,159.3300018310547,159.3300018310547,175400,,,,,,,,
2020-04-16,159.5,164.5500030517578,159.00999450683594,164.5399932861328,164.5399932861328,247400,,,,,,,,
2020-04-17,166.0800018310547,168.67999267578125,164.5,167.5,167.5,418200,,,,,,,,
2020-04-20,165.50999450683594,169.92999267578125,165.1699981689453,166.5800018310547,166.5800018310547,236900,,,,,,,,
2020-04-21,164.63999938964844,164.8800048828125,156.16000366210938,160.72000122070312,160.72000122070312,277800,,,,,,,,
2020-04-22,165.22000122070312,165.22000122070312,162.4199981689453,164.44000244140625,164.44000244140625,130800,,,,,,,,
2020-04-23,166.44000244140625,167.85000610351562,164.3300018310547,165.94000244140625,165.94000244140625,103000,,,,,,,,
2020-04-24,165.44000244140625,166.47000122070312,163.77999877929688,164.8699951171875,164.8699951171875,149700,,,,,,,,
2020-04-27,165.55999755859375,169.50999450683594,165.33999633789062,168.27000427246094,168.27000427246094,98400,,,,,,,,
2020-04-28,170.0,170.0,165.6999969482422,167.50999450683594,167.50999450683594,168100,,,,,,,,
2020-04-29,168.83999633789062,170.7899932861328,168.0,169.60000610351562,169.60000610351562,188900,,,,,,,,
2020-04-30,168.10000610351562,168.74000549316406,163.30999755859375,164.3000030517578,164.3000030517578,219200,,,,,,,,
2020-05-01,163.3300018310547,164.22000122070312,161.30999755859375,162.85000610351562,162.85000610351562,232000,,,,,,,,
2020-05-04,161.41000366210938,165.44000244140625,160.72999572753906,163.50999450683594,163.50999450683594,217500,,,,,,,,
2020-05-05,166.27000427246094,170.83999633789062,164.6699981689453,169.27000427246094,169.27000427246094,342700,,,,,,,,
2020-05-06,169.64999389648438,170.58999633789062,168.5500030517578,169.14999389648438,169.14999389648438,207600,,,,,,,,
2020-05-07,171.58999633789062,175.55999755859375,170.85000610351562,173.89999389648438,173.89999389648438,310600,,,,,,,,
2020-05-08,174.8800048828125,177.33999633789062,173.3699951171875,176.5,176.5,133900,,,,,,,,
2020-05-11,175.8000030517578,179.08999633789062,175.42999267578125,175.5,175.5,212300,,,,,,,,
2020-05-12,175.5,178.08999633789062,174.11000061035156,175.2100067138672,175.2100067138672,562000,,,,,,,,
2020-05-13,176.5,177.16000366210938,167.52000427246094,169.1699981689453,169.1699981689453,515300,,,,,,,,
2020-05-14,161.3000030517578,171.17999267578125,161.3000030517578,170.1300048828125,170.1300048828125,256300,,,,,,,,
2020-05-15,169.24000549316406,173.47000122070312,167.4499969482422,172.2100067138672,172.2100067138672,275400,,,,,,,,
2020-05-18,175.83999633789062,178.47999572753906,174.72999572753906,175.7100067138672,175.7100067138672,376600,,,,,,,,
2020-05-19,175.1300048828125,179.19000244140625,175.1199951171875,176.86000061035156,176.86000061035156,157100,,,,,,,,
2020-05-20,178.99000549316406,179.99000549316406,178.11000061035156,179.5800018310547,179.5800018310547,146800,,,,,,,,
2020-05-21,177.91000366210938,182.3699951171875,177.91000366210938,180.1699981689453,180.1699981689453,266200,,,,,,,,
2020-05-22,181.0,184.19000244140625,180.0399932861328,182.3699951171875,182.3699951171875,117000,,,,,,,,
2020-05-26,185.63999938964844,186.0800018310547,183.35000610351562,184.49000549316406,184.49000549316406,356700,,,,,,,,
2020-05-27,183.47999572753906,183.47999572753906,178.4499969482422,183.00999450683594,183.00999450683594,238000,,,,,,,,
2020-05-28,181.38999938964844,188.3800048828125,181.38999938964844,184.7100067138672,184.7100067138672,163200,,,,,,,,
2020-05-29,184.58999633789062,187.27000427246094,183.5500030517578,186.13999938964844,186.13999938964844,165200,,,,,,,,
2020-06-01,181.00999450683594,185.7100067138672,180.88999938964844,184.02999877929688,184.02999877929688,242500,,,,,,,,
2020-06-02,185.5800018310547,189.77999877929688,184.91000366210938,188.86000061035156,188.86000061035156,413700,,,,,,,,
2020-06-03,190.0,191.5,186.1999969482422,188.0,188.0,187100,,,,,,,,
2020-06-04,186.83999633789062,187.32000732421875,182.57000732421875,183.77999877929688,183.77999877929688,131500,,,,,,,,
2020-06-05,186.50999450683594,186.77999877929688,182.6699981689453,184.72999572753906,184.72999572753906,178800,,,,,,,,
2020-06-08,184.9499969482422,187.16000366210938,182.75,186.63999938964844,186.63999938964844,132600,,,,,,,,
2020-06-09,186.67999267578125,188.6699981689453,184.97999572753906,187.4499969482422,187.4499969482422,115400,,,,,,,,
2020-06-10,190.14999389648438,190.97999572753906,186.14999389648438,188.5,188.5,221300,,,,,,,,
2020-06-11,188.3000030517578,190.4499969482422,183.9199981689453,183.9499969482422,183.9499969482422,332200,,,,,,,,
2020-06-12,187.0,188.1300048828125,181.75999450683594,185.1999969482422,185.1999969482422,198700,,,,,,,,
2020-06-15,184.97000122070312,190.1999969482422,183.41000366210938,188.77000427246094,188.77000427246094,289400,,,,,,,,
2020-06-16,193.72999572753906,194.8699951171875,191.9199981689453,193.1300048828125,193.1300048828125,304600,,,,,,,,
2020-06-17,195.0,195.5500030517578,191.7899932861328,192.75999450683594,192.75999450683594,191800,,,,,,,,
2020-06-18,190.50999450683594,195.8699951171875,190.50999450683594,194.99000549316406,194.99000549316406,380700,,,,,,,,
2020-06-19,196.97999572753906,197.0,193.77000427246094,194.89999389648438,194.89999389648438,286700,,,,,,,,
