date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HUYA')","('high', 'HUYA')","('low', 'HUYA')","('close', 'HUYA')","('adj_close', 'HUYA')","('volume', 'HUYA')","('currency', '')"
2020-01-02,18.350000381469727,20.09000015258789,18.309999465942383,20.020000457763672,8.075044631958008,7344800,,,,,,,,
2020-01-03,19.770000457763672,19.770000457763672,19.110000610351562,19.239999771118164,7.760432243347168,4500900,,,,,,,,
2020-01-06,19.0,20.229999542236328,18.950000762939453,19.829999923706055,7.99840784072876,4836900,,,,,,,,
2020-01-07,19.950000762939453,20.979999542236328,19.709999084472656,20.81999969482422,8.397723197937012,5678900,,,,,,,,
2020-01-08,20.68000030517578,21.118000030517578,20.450000762939453,20.950000762939453,8.450159072875977,3218900,,,,,,,,
2020-01-09,21.540000915527344,21.729999542236328,20.780000686645508,20.979999542236328,8.462259292602539,5436900,,,,,,,,
2020-01-10,21.09000015258789,21.18000030517578,20.280000686645508,20.389999389648438,8.224283218383789,4055200,,,,,,,,
2020-01-13,20.760000228881836,21.280000686645508,20.540000915527344,21.040000915527344,8.486459732055664,3569600,,,,,,,,
2020-01-14,20.979999542236328,21.06999969482422,20.31999969482422,20.59000015258789,8.304953575134277,3417500,,,,,,,,
2020-01-15,20.530000686645508,20.815000534057617,20.299999237060547,20.68000030517578,8.341254234313965,2483900,,,,,,,,
2020-01-16,20.600000381469727,21.020000457763672,20.350000381469727,20.5,8.268651008605957,2136900,,,,,,,,
2020-01-17,20.459999084472656,20.59000015258789,20.079999923706055,20.43000030517578,8.24041748046875,1870600,,,,,,,,
2020-01-21,20.299999237060547,20.559999465942383,19.860000610351562,20.479999542236328,8.260584831237793,2931300,,,,,,,,
2020-01-22,20.700000762939453,20.739999771118164,18.28499984741211,18.389999389648438,7.4175848960876465,8765800,,,,,,,,
2020-01-23,18.219999313354492,19.299999237060547,18.030000686645508,19.0,7.663628101348877,5904500,,,,,,,,
2020-01-24,19.030000686645508,19.079999923706055,18.059999465942383,18.149999618530273,7.32078218460083,3463000,,,,,,,,
2020-01-27,17.299999237060547,18.280000686645508,17.299999237060547,17.93000030517578,7.232044696807861,3955000,,,,,,,,
2020-01-28,18.239999771118164,18.399999618530273,17.979999542236328,18.209999084472656,7.344982147216797,3067600,,,,,,,,
2020-01-29,18.40999984741211,18.469999313354492,17.959999084472656,18.420000076293945,7.429685592651367,1606400,,,,,,,,
2020-01-30,18.100000381469727,18.149999618530273,17.670000076293945,18.139999389648438,7.316747665405273,2691600,,,,,,,,
2020-01-31,17.940000534057617,18.200000762939453,17.579999923706055,17.8799991607666,7.211877346038818,2477800,,,,,,,,
2020-02-03,17.979999542236328,18.989999771118164,17.93000030517578,18.600000381469727,7.502288818359375,2561700,,,,,,,,
2020-02-04,19.079999923706055,19.3700008392334,18.68000030517578,18.8700008392334,7.6111931800842285,2733200,,,,,,,,
2020-02-05,19.190000534057617,19.219999313354492,18.309999465942383,18.649999618530273,7.522456645965576,2300600,,,,,,,,
2020-02-06,18.8700008392334,19.440000534057617,18.799999237060547,19.059999465942383,7.68782901763916,3279600,,,,,,,,
2020-02-07,19.1200008392334,19.19499969482422,18.68000030517578,19.09000015258789,7.699930191040039,1382900,,,,,,,,
2020-02-10,19.18000030517578,20.389999389648438,19.1200008392334,20.309999465942383,8.192014694213867,4037900,,,,,,,,
2020-02-11,20.540000915527344,21.479999542236328,20.329999923706055,20.389999389648438,8.224283218383789,4655700,,,,,,,,
2020-02-12,20.850000381469727,21.239999771118164,20.459999084472656,20.989999771118164,8.466292381286621,2715900,,,,,,,,
2020-02-13,20.25,20.809999465942383,19.920000076293945,20.540000915527344,8.284786224365234,2428200,,,,,,,,
2020-02-14,20.979999542236328,21.1200008392334,20.649999618530273,21.049999237060547,8.490492820739746,2011900,,,,,,,,
2020-02-18,21.0,21.049999237060547,20.184999465942383,20.579999923706055,8.300919532775879,2375100,,,,,,,,
2020-02-19,20.559999465942383,20.8799991607666,20.43000030517578,20.610000610351562,8.313020706176758,1736600,,,,,,,,
2020-02-20,20.75,21.06999969482422,20.40999984741211,20.93000030517578,8.442091941833496,2251600,,,,,,,,
2020-02-21,20.739999771118164,20.770000457763672,19.860000610351562,20.049999237060547,8.08714485168457,2469000,,,,,,,,
2020-02-24,19.1200008392334,19.81999969482422,18.8700008392334,19.489999771118164,7.861268997192383,2988700,,,,,,,,
2020-02-25,19.989999771118164,20.170000076293945,19.270000457763672,19.270000457763672,7.772532939910889,3243100,,,,,,,,
2020-02-26,19.190000534057617,19.84000015258789,18.90999984741211,19.600000381469727,7.905637741088867,1954900,,,,,,,,
2020-02-27,19.309999465942383,19.31100082397461,17.719999313354492,18.579999923706055,7.4942216873168945,3501100,,,,,,,,
2020-02-28,17.920000076293945,19.8799991607666,17.920000076293945,19.809999465942383,7.9903411865234375,4588500,,,,,,,,
2020-03-02,19.850000381469727,19.850000381469727,18.93000030517578,19.389999389648438,7.820933818817139,2438400,,,,,,,,
2020-03-03,19.40999984741211,19.899999618530273,18.700000762939453,19.209999084472656,7.748331069946289,2025900,,,,,,,,
2020-03-04,19.399999618530273,20.68000030517578,19.290000915527344,20.3799991607666,8.22024917602539,2696700,,,,,,,,
2020-03-05,20.229999542236328,20.479999542236328,19.5049991607666,20.100000381469727,8.10731315612793,2460900,,,,,,,,
2020-03-06,19.760000228881836,20.0,19.299999237060547,19.899999618530273,8.026641845703125,2562200,,,,,,,,
2020-03-09,18.3799991607666,19.59000015258789,17.809999465942383,18.989999771118164,7.659594535827637,3218600,,,,,,,,
2020-03-10,19.5,19.549999237060547,18.06999969482422,18.84000015258789,7.599092483520508,2538900,,,,,,,,
2020-03-11,18.25,19.19300079345703,17.559999465942383,17.75,7.159441947937012,2001700,,,,,,,,
2020-03-12,16.739999771118164,16.739999771118164,14.579999923706055,15.460000038146973,6.23577356338501,6170000,,,,,,,,
2020-03-13,16.219999313354492,16.3799991607666,14.510000228881836,15.399999618530273,6.211572170257568,4488200,,,,,,,,
2020-03-16,14.010000228881836,15.130000114440918,13.850000381469727,14.4399995803833,5.824357032775879,3756000,,,,,,,,
2020-03-17,14.970000267028809,15.149999618530273,13.010000228881836,14.850000381469727,5.9897308349609375,6247000,,,,,,,,
2020-03-18,13.890000343322754,14.359999656677246,11.779999732971191,12.359999656677246,4.985391616821289,6321000,,,,,,,,
2020-03-19,12.359999656677246,13.869999885559082,12.270000457763672,13.039999961853027,5.259669303894043,3788100,,,,,,,,
2020-03-20,13.800000190734863,13.989999771118164,13.149999618530273,13.359999656677246,5.388740539550781,2100400,,,,,,,,
2020-03-23,13.069999694824219,13.59000015258789,12.40999984741211,13.489999771118164,5.441175937652588,2589100,,,,,,,,
2020-03-24,14.270000457763672,14.710000038146973,13.569999694824219,14.180000305175781,5.719486713409424,4450800,,,,,,,,
2020-03-25,14.520000457763672,16.3799991607666,14.5,14.979999542236328,6.042165279388428,4794400,,,,,,,,
2020-03-26,15.5,17.18000030517578,15.399999618530273,16.700000762939453,6.735926151275635,4052300,,,,,,,,
2020-03-27,15.970000267028809,17.049999237060547,15.789999961853027,16.489999771118164,6.651222229003906,2767400,,,,,,,,
2020-03-30,16.600000381469727,16.969999313354492,16.100000381469727,16.899999618530273,6.816596031188965,2297800,,,,,,,,
2020-03-31,16.93000030517578,17.59000015258789,16.540000915527344,16.950000762939453,6.836763381958008,2758000,,,,,,,,
2020-04-01,16.59000015258789,17.75,16.459999084472656,16.700000762939453,6.735926151275635,2486200,,,,,,,,
2020-04-02,16.530000686645508,17.299999237060547,16.100000381469727,16.989999771118164,6.852896690368652,1930900,,,,,,,,
2020-04-03,18.020000457763672,18.540000915527344,15.699999809265137,15.970000267028809,6.441481113433838,6420100,,,,,,,,
2020-04-06,16.59000015258789,16.84000015258789,16.059999465942383,16.1299991607666,6.506016731262207,2577300,,,,,,,,
