date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ELV')","('high', 'ELV')","('low', 'ELV')","('close', 'ELV')","('adj_close', 'ELV')","('volume', 'ELV')","('currency', '')"
2020-01-02,302.6700134277344,302.82000732421875,297.20001220703125,300.8699951171875,277.3979797363281,1200500,,,,,,,,
2020-01-03,293.67999267578125,299.5299987792969,293.67999267578125,296.8800048828125,273.71929931640625,986800,,,,,,,,
2020-01-06,295.75,300.55999755859375,294.7699890136719,300.45001220703125,277.0108337402344,1308700,,,,,,,,
2020-01-07,299.20001220703125,300.2799987792969,294.6099853515625,299.5400085449219,276.1718444824219,1313200,,,,,,,,
2020-01-08,300.8900146484375,308.760009765625,298.510009765625,307.4800109863281,283.49237060546875,2067800,,,,,,,,
2020-01-09,307.8299865722656,309.0,305.7900085449219,306.4100036621094,282.505859375,1439900,,,,,,,,
2020-01-10,307.94000244140625,309.1000061035156,306.42999267578125,307.739990234375,283.73211669921875,1049900,,,,,,,,
2020-01-13,306.8800048828125,307.0,296.3399963378906,296.739990234375,273.5902099609375,1756500,,,,,,,,
2020-01-14,296.0400085449219,298.04998779296875,294.82000732421875,296.8800048828125,273.71929931640625,1067700,,,,,,,,
2020-01-15,297.260009765625,304.79998779296875,297.2200012207031,301.54998779296875,278.0250549316406,1401000,,,,,,,,
2020-01-16,302.9200134277344,305.239990234375,302.0899963378906,305.04998779296875,281.2518615722656,704200,,,,,,,,
2020-01-17,305.07000732421875,305.6499938964844,300.0799865722656,305.3900146484375,281.5653991699219,1312600,,,,,,,,
2020-01-21,303.94000244140625,308.2300109863281,303.1700134277344,305.989990234375,282.1186218261719,992400,,,,,,,,
2020-01-22,306.67999267578125,306.67999267578125,302.1400146484375,303.510009765625,279.8320007324219,998000,,,,,,,,
2020-01-23,303.4599914550781,305.3599853515625,301.2900085449219,304.3999938964844,280.6526794433594,1089300,,,,,,,,
2020-01-24,304.8399963378906,305.5799865722656,295.4200134277344,297.2799987792969,274.0881652832031,1088700,,,,,,,,
2020-01-27,293.6300048828125,293.80999755859375,278.95001220703125,283.7900085449219,261.6505126953125,2399600,,,,,,,,
2020-01-28,285.0,293.6199951171875,284.1300048828125,290.32000732421875,267.67108154296875,1985900,,,,,,,,
2020-01-29,279.5,282.3299865722656,272.1600036621094,272.9100036621094,251.6192626953125,4450400,,,,,,,,
2020-01-30,269.260009765625,270.44000244140625,261.69000244140625,265.8900146484375,245.14694213867188,2738500,,,,,,,,
2020-01-31,265.67999267578125,268.55999755859375,264.010009765625,265.2799987792969,244.5845184326172,2206900,,,,,,,,
2020-02-03,266.1099853515625,270.6499938964844,262.7900085449219,266.42999267578125,245.64479064941406,1925500,,,,,,,,
2020-02-04,269.8999938964844,277.3699951171875,269.8999938964844,273.3699951171875,252.04344177246094,1413800,,,,,,,,
2020-02-05,275.3599853515625,293.17999267578125,275.3599853515625,287.3299865722656,264.91436767578125,2448900,,,,,,,,
2020-02-06,288.7799987792969,288.7799987792969,280.0299987792969,282.3299865722656,260.30438232421875,1759800,,,,,,,,
2020-02-07,279.70001220703125,281.8399963378906,276.2799987792969,276.4800109863281,254.9108428955078,1597500,,,,,,,,
2020-02-10,275.8800048828125,278.0299987792969,274.0199890136719,276.54998779296875,254.97532653808594,1149200,,,,,,,,
2020-02-11,277.0400085449219,279.94000244140625,273.7799987792969,279.9100036621094,258.0732421875,1777100,,,,,,,,
2020-02-12,286.2699890136719,296.7300109863281,286.2699890136719,296.0,272.907958984375,2763300,,,,,,,,
2020-02-13,294.7300109863281,299.5199890136719,294.55999755859375,298.8699951171875,275.5540771484375,1931300,,,,,,,,
2020-02-14,299.2900085449219,300.8599853515625,295.4599914550781,297.82000732421875,274.5860290527344,1433800,,,,,,,,
2020-02-18,297.45001220703125,304.3399963378906,295.7699890136719,302.45001220703125,278.85479736328125,1972500,,,,,,,,
2020-02-19,302.010009765625,304.5199890136719,299.29998779296875,304.05999755859375,280.33917236328125,1338700,,,,,,,,
2020-02-20,301.3800048828125,301.67999267578125,293.69000244140625,293.94000244140625,271.0086364746094,1889500,,,,,,,,
2020-02-21,292.0299987792969,296.7900085449219,290.1700134277344,294.7099914550781,271.7185974121094,1111000,,,,,,,,
2020-02-24,283.489990234375,283.5,276.5799865722656,277.5,255.8512420654297,2518700,,,,,,,,
2020-02-25,279.2099914550781,279.4800109863281,264.489990234375,267.3999938964844,246.5391082763672,1954900,,,,,,,,
2020-02-26,269.8399963378906,274.0299987792969,262.7099914550781,268.1499938964844,247.2306365966797,1733200,,,,,,,,
2020-02-27,263.05999755859375,268.0799865722656,257.4700012207031,257.8599853515625,237.74339294433594,2328900,,,,,,,,
2020-02-28,249.94000244140625,260.54998779296875,249.35000610351562,257.0899963378906,237.03343200683594,2983800,,,,,,,,
2020-03-02,259.6000061035156,272.19000244140625,250.3800048828125,271.2699890136719,250.1072998046875,3317500,,,,,,,,
2020-03-03,270.1300048828125,280.7200012207031,255.8800048828125,256.3800048828125,236.37887573242188,3017700,,,,,,,,
2020-03-04,286.54998779296875,297.5199890136719,285.3399963378906,296.4200134277344,273.295166015625,5162200,,,,,,,,
2020-03-05,287.6499938964844,288.2699890136719,281.25,287.1600036621094,264.7575988769531,2868600,,,,,,,,
2020-03-06,278.17999267578125,284.1300048828125,268.92999267578125,282.19000244140625,260.17535400390625,3414600,,,,,,,,
2020-03-09,264.0,276.3599853515625,260.80999755859375,269.82000732421875,248.77040100097656,2712800,,,,,,,,
2020-03-10,278.3299865722656,288.1099853515625,273.0,286.04998779296875,263.73419189453125,2611600,,,,,,,,
2020-03-11,278.6000061035156,289.1600036621094,275.1400146484375,281.69000244140625,259.71441650390625,3415900,,,,,,,,
2020-03-12,262.0299987792969,278.69000244140625,253.4600067138672,256.2099914550781,236.22210693359375,3100200,,,,,,,,
2020-03-13,267.5,271.3599853515625,251.0500030517578,270.3399963378906,250.17742919921875,3027000,,,,,,,,
2020-03-16,226.5,247.97999572753906,216.27000427246094,224.0399932861328,207.3306121826172,2815300,,,,,,,,
2020-03-17,229.75999450683594,246.7100067138672,224.9199981689453,238.32000732421875,220.54556274414062,3100800,,,,,,,,
2020-03-18,224.4499969482422,230.0,186.61000061035156,206.9600067138672,191.52442932128906,3649800,,,,,,,,
2020-03-19,206.22000122070312,212.6199951171875,193.47999572753906,200.8699951171875,185.88868713378906,3322000,,,,,,,,
