date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ORN')","('high', 'ORN')","('low', 'ORN')","('close', 'ORN')","('adj_close', 'ORN')","('volume', 'ORN')","('currency', '')"
2020-01-02,5.190000057220459,5.400000095367432,5.010000228881836,5.360000133514404,5.360000133514404,102900,,,,,,,,
2020-01-03,5.28000020980835,5.289999961853027,5.110000133514404,5.28000020980835,5.28000020980835,55200,,,,,,,,
2020-01-06,5.21999979019165,5.389999866485596,5.139999866485596,5.300000190734863,5.300000190734863,83700,,,,,,,,
2020-01-07,5.349999904632568,5.349999904632568,5.039999961853027,5.050000190734863,5.050000190734863,47100,,,,,,,,
2020-01-08,5.090000152587891,5.119999885559082,4.909999847412109,4.960000038146973,4.960000038146973,99100,,,,,,,,
2020-01-09,4.920000076293945,5.139999866485596,4.889999866485596,5.050000190734863,5.050000190734863,76000,,,,,,,,
2020-01-10,5.019999980926514,5.5,5.019999980926514,5.380000114440918,5.380000114440918,210400,,,,,,,,
2020-01-13,5.460000038146973,5.639999866485596,5.329999923706055,5.610000133514404,5.610000133514404,424300,,,,,,,,
2020-01-14,5.679999828338623,5.760000228881836,5.539999961853027,5.730000019073486,5.730000019073486,115300,,,,,,,,
2020-01-15,5.71999979019165,5.940000057220459,5.710000038146973,5.860000133514404,5.860000133514404,324500,,,,,,,,
2020-01-16,5.909999847412109,5.989999771118164,5.75,5.860000133514404,5.860000133514404,218500,,,,,,,,
2020-01-17,5.880000114440918,5.889999866485596,5.599999904632568,5.670000076293945,5.670000076293945,91400,,,,,,,,
2020-01-21,5.619999885559082,5.630000114440918,5.420000076293945,5.449999809265137,5.449999809265137,82100,,,,,,,,
2020-01-22,5.460000038146973,5.460000038146973,5.179999828338623,5.300000190734863,5.300000190734863,137900,,,,,,,,
2020-01-23,5.230000019073486,5.28000020980835,5.079999923706055,5.150000095367432,5.150000095367432,78000,,,,,,,,
2020-01-24,5.159999847412109,5.170000076293945,4.929999828338623,4.960000038146973,4.960000038146973,66600,,,,,,,,
2020-01-27,4.860000133514404,4.889999866485596,4.460000038146973,4.78000020980835,4.78000020980835,158900,,,,,,,,
2020-01-28,4.880000114440918,4.989999771118164,4.809999942779541,4.849999904632568,4.849999904632568,74200,,,,,,,,
2020-01-29,4.909999847412109,4.909999847412109,4.670000076293945,4.690000057220459,4.690000057220459,117200,,,,,,,,
2020-01-30,4.610000133514404,4.71999979019165,4.610000133514404,4.610000133514404,4.610000133514404,209700,,,,,,,,
2020-01-31,4.570000171661377,4.599999904632568,4.269999980926514,4.320000171661377,4.320000171661377,85300,,,,,,,,
2020-02-03,4.300000190734863,4.380000114440918,4.21999979019165,4.28000020980835,4.28000020980835,188100,,,,,,,,
2020-02-04,4.320000171661377,4.449999809265137,4.269999980926514,4.400000095367432,4.400000095367432,130100,,,,,,,,
2020-02-05,4.510000228881836,4.71999979019165,4.510000228881836,4.690000057220459,4.690000057220459,284500,,,,,,,,
2020-02-06,4.730000019073486,4.809999942779541,4.639999866485596,4.730000019073486,4.730000019073486,49800,,,,,,,,
2020-02-07,4.679999828338623,4.699999809265137,4.519999980926514,4.53000020980835,4.53000020980835,67200,,,,,,,,
2020-02-10,4.639999866485596,4.980000019073486,4.550000190734863,4.960000038146973,4.960000038146973,148200,,,,,,,,
2020-02-11,5.039999961853027,5.130000114440918,4.909999847412109,4.960000038146973,4.960000038146973,76300,,,,,,,,
2020-02-12,4.940000057220459,5.019999980926514,4.760000228881836,4.789999961853027,4.789999961853027,43200,,,,,,,,
2020-02-13,4.710000038146973,4.78000020980835,4.650000095367432,4.690000057220459,4.690000057220459,33400,,,,,,,,
2020-02-14,4.679999828338623,4.769999980926514,4.650000095367432,4.71999979019165,4.71999979019165,68900,,,,,,,,
2020-02-18,4.639999866485596,4.679999828338623,4.400000095367432,4.460000038146973,4.460000038146973,156100,,,,,,,,
2020-02-19,4.46999979019165,4.639999866485596,4.389999866485596,4.420000076293945,4.420000076293945,82600,,,,,,,,
2020-02-20,4.449999809265137,4.559999942779541,4.349999904632568,4.380000114440918,4.380000114440918,105600,,,,,,,,
2020-02-21,4.400000095367432,4.449999809265137,4.210000038146973,4.25,4.25,83300,,,,,,,,
2020-02-24,4.050000190734863,4.260000228881836,4.0,4.210000038146973,4.210000038146973,96800,,,,,,,,
2020-02-25,4.21999979019165,4.21999979019165,3.9800000190734863,4.079999923706055,4.079999923706055,108500,,,,,,,,
2020-02-26,4.070000171661377,4.110000133514404,3.8499999046325684,4.0,4.0,203400,,,,,,,,
2020-02-27,4.409999847412109,4.409999847412109,3.7899999618530273,3.8299999237060547,3.8299999237060547,237800,,,,,,,,
2020-02-28,3.7899999618530273,3.9800000190734863,3.740000009536743,3.930000066757202,3.930000066757202,180400,,,,,,,,
2020-03-02,3.9700000286102295,3.9700000286102295,3.6600000858306885,3.7300000190734863,3.7300000190734863,131300,,,,,,,,
2020-03-03,3.759999990463257,3.8299999237060547,3.4800000190734863,3.5199999809265137,3.5199999809265137,135000,,,,,,,,
2020-03-04,3.559999942779541,3.5999999046325684,3.4800000190734863,3.5299999713897705,3.5299999713897705,71300,,,,,,,,
2020-03-05,3.4700000286102295,3.490000009536743,3.2799999713897705,3.2899999618530273,3.2899999618530273,104100,,,,,,,,
