date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'IDCC')","('high', 'IDCC')","('low', 'IDCC')","('close', 'IDCC')","('adj_close', 'IDCC')","('volume', 'IDCC')","('currency', '')"
2020-01-02,55.04999923706055,55.58000183105469,54.95000076293945,55.540000915527344,49.53759765625,196500,,,,,,,,
2020-01-03,54.709999084472656,55.150001525878906,54.310001373291016,54.349998474121094,48.4762077331543,209500,,,,,,,,
2020-01-06,54.0,54.630001068115234,53.369998931884766,54.25,48.38701629638672,205900,,,,,,,,
2020-01-07,55.88999938964844,56.68000030517578,55.09000015258789,55.18000030517578,49.53609085083008,350000,,,,,,,,
2020-01-08,54.970001220703125,55.77000045776367,53.70000076293945,55.5099983215332,49.83233642578125,325800,,,,,,,,
2020-01-09,55.63999938964844,56.150001525878906,55.2400016784668,55.540000915527344,49.85926055908203,175700,,,,,,,,
2020-01-10,55.470001220703125,55.790000915527344,55.060001373291016,55.36000061035156,49.69767761230469,204000,,,,,,,,
2020-01-13,55.54999923706055,56.630001068115234,55.29999923706055,56.59000015258789,50.80186462402344,334500,,,,,,,,
2020-01-14,56.5,56.63999938964844,55.4900016784668,55.779998779296875,50.07471466064453,262700,,,,,,,,
2020-01-15,56.65999984741211,57.95000076293945,55.939998626708984,57.5,51.61878967285156,420200,,,,,,,,
2020-01-16,58.119998931884766,59.970001220703125,58.119998931884766,59.59000015258789,53.495025634765625,284800,,,,,,,,
2020-01-17,59.880001068115234,60.25,59.2400016784668,59.619998931884766,53.52195358276367,227100,,,,,,,,
2020-01-21,59.20000076293945,60.040000915527344,58.630001068115234,58.88999938964844,52.86661148071289,190500,,,,,,,,
2020-01-22,59.060001373291016,59.33000183105469,58.22999954223633,58.65999984741211,52.66014862060547,162800,,,,,,,,
2020-01-23,58.349998474121094,58.70000076293945,57.650001525878906,58.54999923706055,52.561397552490234,218800,,,,,,,,
2020-01-24,58.70000076293945,59.27000045776367,58.439998626708984,59.20000076293945,53.1449089050293,209900,,,,,,,,
2020-01-27,58.0099983215332,58.709999084472656,57.689998626708984,58.040000915527344,52.10356521606445,195400,,,,,,,,
2020-01-28,58.33000183105469,58.709999084472656,58.0,58.119998931884766,52.17538070678711,155800,,,,,,,,
2020-01-29,58.20000076293945,58.56999969482422,57.13999938964844,57.18000030517578,51.33152770996094,163700,,,,,,,,
2020-01-30,56.56999969482422,57.060001373291016,55.97999954223633,56.970001220703125,51.14300537109375,161700,,,,,,,,
2020-01-31,56.41999816894531,56.7400016784668,55.25,55.25,49.59892272949219,278600,,,,,,,,
2020-02-03,55.880001068115234,56.31999969482422,55.27000045776367,55.75,50.04779052734375,218700,,,,,,,,
2020-02-04,56.599998474121094,56.790000915527344,55.52000045776367,55.560001373291016,49.877220153808594,208400,,,,,,,,
2020-02-05,56.220001220703125,57.0099983215332,55.970001220703125,56.939998626708984,51.11606979370117,223600,,,,,,,,
