date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RPD')","('high', 'RPD')","('low', 'RPD')","('close', 'RPD')","('adj_close', 'RPD')","('volume', 'RPD')","('currency', '')"
2020-01-02,56.939998626708984,57.86000061035156,56.229000091552734,57.70000076293945,57.70000076293945,303500,,,,,,,,
2020-01-03,56.63999938964844,59.06999969482422,56.2599983215332,58.70000076293945,58.70000076293945,384700,,,,,,,,
2020-01-06,58.29999923706055,60.7400016784668,58.060001373291016,60.58000183105469,60.58000183105469,683400,,,,,,,,
2020-01-07,61.0,61.65999984741211,59.70000076293945,60.79999923706055,60.79999923706055,493100,,,,,,,,
2020-01-08,60.869998931884766,61.37699890136719,59.84000015258789,60.31999969482422,60.31999969482422,584500,,,,,,,,
2020-01-09,61.369998931884766,61.97999954223633,60.47999954223633,61.459999084472656,61.459999084472656,326200,,,,,,,,
2020-01-10,61.869998931884766,62.540000915527344,61.40999984741211,62.09000015258789,62.09000015258789,476600,,,,,,,,
2020-01-13,62.47999954223633,63.279998779296875,62.369998931884766,63.040000915527344,63.040000915527344,273200,,,,,,,,
2020-01-14,63.11000061035156,63.5,61.5,63.16999816894531,63.16999816894531,441700,,,,,,,,
2020-01-15,63.45000076293945,64.16000366210938,61.91999816894531,62.290000915527344,62.290000915527344,364700,,,,,,,,
2020-01-16,62.54999923706055,63.0,62.08000183105469,62.70000076293945,62.70000076293945,430500,,,,,,,,
2020-01-17,63.310001373291016,63.86000061035156,62.38999938964844,62.77000045776367,62.77000045776367,507200,,,,,,,,
2020-01-21,62.7599983215332,63.41999816894531,61.61000061035156,61.70000076293945,61.70000076293945,448700,,,,,,,,
2020-01-22,62.70000076293945,63.369998931884766,61.779998779296875,61.790000915527344,61.790000915527344,393000,,,,,,,,
2020-01-23,61.29999923706055,62.11000061035156,60.77000045776367,61.915000915527344,61.915000915527344,403400,,,,,,,,
2020-01-24,62.43000030517578,64.26000213623047,62.02000045776367,62.2599983215332,62.2599983215332,479600,,,,,,,,
2020-01-27,60.41999816894531,61.56700134277344,59.27000045776367,60.439998626708984,60.439998626708984,391000,,,,,,,,
2020-01-28,61.08000183105469,61.34000015258789,60.5099983215332,60.779998779296875,60.779998779296875,272400,,,,,,,,
2020-01-29,60.779998779296875,61.599998474121094,60.029998779296875,60.68000030517578,60.68000030517578,382600,,,,,,,,
2020-01-30,60.119998931884766,60.880001068115234,59.439998626708984,60.540000915527344,60.540000915527344,257800,,,,,,,,
2020-01-31,60.75,60.75,58.31999969482422,59.380001068115234,59.380001068115234,374900,,,,,,,,
2020-02-03,59.439998626708984,61.029998779296875,59.38999938964844,60.939998626708984,60.939998626708984,323400,,,,,,,,
2020-02-04,61.790000915527344,62.81999969482422,61.40999984741211,62.540000915527344,62.540000915527344,390200,,,,,,,,
2020-02-05,63.58000183105469,63.58000183105469,61.4900016784668,62.34000015258789,62.34000015258789,372300,,,,,,,,
2020-02-06,62.70000076293945,62.70000076293945,60.994998931884766,61.20000076293945,61.20000076293945,416900,,,,,,,,
2020-02-07,61.09000015258789,61.584999084472656,59.619998931884766,60.349998474121094,60.349998474121094,629300,,,,,,,,
2020-02-10,60.18000030517578,62.41999816894531,60.18000030517578,62.380001068115234,62.380001068115234,649700,,,,,,,,
2020-02-11,58.34000015258789,59.310001373291016,56.10499954223633,56.58000183105469,56.58000183105469,2199200,,,,,,,,
2020-02-12,58.02000045776367,58.02000045776367,55.349998474121094,55.900001525878906,55.900001525878906,1111300,,,,,,,,
2020-02-13,55.43000030517578,56.900001525878906,55.400001525878906,55.5,55.5,689200,,,,,,,,
2020-02-14,55.59000015258789,55.84000015258789,54.39699935913086,55.22999954223633,55.22999954223633,638100,,,,,,,,
2020-02-18,54.97999954223633,56.2599983215332,54.55400085449219,55.7400016784668,55.7400016784668,729500,,,,,,,,
2020-02-19,56.09000015258789,57.400001525878906,54.939998626708984,55.15999984741211,55.15999984741211,716400,,,,,,,,
2020-02-20,55.04999923706055,55.720001220703125,53.20000076293945,54.43000030517578,54.43000030517578,728600,,,,,,,,
2020-02-21,54.43000030517578,54.5,52.119998931884766,52.9900016784668,52.9900016784668,646400,,,,,,,,
2020-02-24,50.38999938964844,51.4900016784668,49.040000915527344,51.18000030517578,51.18000030517578,905700,,,,,,,,
2020-02-25,51.41999816894531,51.88999938964844,47.895999908447266,48.2599983215332,48.2599983215332,731600,,,,,,,,
2020-02-26,48.650001525878906,50.5,48.13999938964844,48.494998931884766,48.494998931884766,720500,,,,,,,,
2020-02-27,46.95000076293945,47.97999954223633,46.0099983215332,46.81999969482422,46.81999969482422,1194900,,,,,,,,
2020-02-28,45.0,46.97999954223633,44.099998474121094,46.29999923706055,46.29999923706055,1043000,,,,,,,,
2020-03-02,46.95000076293945,47.02000045776367,44.099998474121094,46.47999954223633,46.47999954223633,995700,,,,,,,,
2020-03-03,46.540000915527344,47.70000076293945,44.900001525878906,45.959999084472656,45.959999084472656,873300,,,,,,,,
2020-03-04,46.97999954223633,49.09000015258789,46.380001068115234,48.83000183105469,48.83000183105469,648700,,,,,,,,
2020-03-05,47.36000061035156,48.45000076293945,46.31999969482422,46.88999938964844,46.88999938964844,474600,,,,,,,,
2020-03-06,45.33000183105469,46.4900016784668,43.52000045776367,45.060001373291016,45.060001373291016,595800,,,,,,,,
2020-03-09,41.7400016784668,43.27000045776367,40.380001068115234,41.189998626708984,41.189998626708984,635400,,,,,,,,
2020-03-10,43.22999954223633,43.720001220703125,40.83000183105469,42.41999816894531,42.41999816894531,849000,,,,,,,,
2020-03-11,41.150001525878906,41.81999969482422,39.58000183105469,41.040000915527344,41.040000915527344,802400,,,,,,,,
2020-03-12,37.5,41.81999969482422,36.15999984741211,38.68000030517578,38.68000030517578,701400,,,,,,,,
2020-03-13,41.18000030517578,41.43000030517578,37.06999969482422,38.66999816894531,38.66999816894531,1014600,,,,,,,,
2020-03-16,34.40999984741211,35.97999954223633,31.34000015258789,33.400001525878906,33.400001525878906,953100,,,,,,,,
2020-03-17,33.84000015258789,37.90999984741211,31.600000381469727,37.58000183105469,37.58000183105469,965500,,,,,,,,
2020-03-18,34.689998626708984,38.31999969482422,34.47999954223633,34.9900016784668,34.9900016784668,808400,,,,,,,,
2020-03-19,34.79999923706055,37.11000061035156,33.709999084472656,35.7599983215332,35.7599983215332,836400,,,,,,,,
2020-03-20,36.72999954223633,39.279998779296875,35.7599983215332,37.189998626708984,37.189998626708984,929500,,,,,,,,
2020-03-23,37.869998931884766,38.20000076293945,35.75,38.0,38.0,1183300,,,,,,,,
