date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LVS')","('high', 'LVS')","('low', 'LVS')","('close', 'LVS')","('adj_close', 'LVS')","('volume', 'LVS')","('currency', '')"
2020-01-02,69.87999725341797,70.94000244140625,69.79000091552734,70.80000305175781,66.27944946289062,5299600,,,,,,,,
2020-01-03,69.62000274658203,70.1500015258789,69.38999938964844,69.72000122070312,65.2684097290039,2822400,,,,,,,,
2020-01-06,69.18000030517578,70.12000274658203,69.04000091552734,70.08999633789062,65.6147689819336,2922500,,,,,,,,
2020-01-07,69.55000305175781,70.19999694824219,69.5,70.16000366210938,65.6803207397461,2262800,,,,,,,,
2020-01-08,70.0,71.30000305175781,69.88999938964844,70.80000305175781,66.27944946289062,3455300,,,,,,,,
2020-01-09,71.51000213623047,71.72000122070312,71.02999877929688,71.5199966430664,66.95346069335938,3011300,,,,,,,,
2020-01-10,71.72000122070312,71.94000244140625,70.76000213623047,70.91000366210938,66.3824234008789,2217100,,,,,,,,
2020-01-13,71.23999786376953,72.4000015258789,71.05000305175781,72.16000366210938,67.5526123046875,2563000,,,,,,,,
2020-01-14,72.41000366210938,73.48999786376953,72.2300033569336,73.36000061035156,68.67598724365234,3693000,,,,,,,,
2020-01-15,73.5,73.52999877929688,72.4000015258789,72.7699966430664,68.12366485595703,2602600,,,,,,,,
2020-01-16,73.11000061035156,73.41000366210938,72.80999755859375,73.4000015258789,68.71343231201172,3605300,,,,,,,,
2020-01-17,73.51000213623047,74.29000091552734,73.51000213623047,74.05999755859375,69.331298828125,3296000,,,,,,,,
2020-01-21,69.5199966430664,71.33999633789062,68.8499984741211,70.05999755859375,65.58667755126953,10307100,,,,,,,,
2020-01-22,70.5999984741211,70.7300033569336,69.19000244140625,69.44999694824219,65.01564025878906,4340000,,,,,,,,
2020-01-23,67.68000030517578,69.6500015258789,67.47000122070312,69.44999694824219,65.01564025878906,7292600,,,,,,,,
2020-01-24,69.26000213623047,69.26000213623047,66.97000122070312,67.8499984741211,63.51779556274414,5362700,,,,,,,,
2020-01-27,62.720001220703125,64.33000183105469,61.08000183105469,63.27000045776367,59.23023223876953,12594300,,,,,,,,
2020-01-28,64.16999816894531,64.58999633789062,63.130001068115234,64.41000366210938,60.29745101928711,4731500,,,,,,,,
2020-01-29,65.0,65.37000274658203,63.900001525878906,64.69999694824219,60.56892013549805,5874900,,,,,,,,
2020-01-30,63.56999969482422,66.33999633789062,63.5099983215332,66.19999694824219,61.973140716552734,8015300,,,,,,,,
2020-01-31,65.5999984741211,65.61000061035156,64.4800033569336,65.30999755859375,61.13998031616211,6778700,,,,,,,,
2020-02-03,66.11000061035156,67.55999755859375,65.93000030517578,66.55999755859375,62.310157775878906,6054900,,,,,,,,
2020-02-04,67.05000305175781,69.08000183105469,66.86000061035156,67.83999633789062,63.50843048095703,5983500,,,,,,,,
2020-02-05,69.05999755859375,69.37000274658203,67.48999786376953,67.88999938964844,63.55524444580078,5040700,,,,,,,,
2020-02-06,68.4000015258789,69.5999984741211,68.33000183105469,69.47000122070312,65.03436279296875,5556800,,,,,,,,
2020-02-07,67.69999694824219,68.0,66.51000213623047,66.80000305175781,62.53483200073242,6581900,,,,,,,,
2020-02-10,66.08999633789062,68.25,66.08999633789062,68.16000366210938,63.808006286621094,3569300,,,,,,,,
2020-02-11,68.62999725341797,69.54000091552734,67.91000366210938,68.8499984741211,64.45393371582031,3078800,,,,,,,,
2020-02-12,69.91000366210938,71.37999725341797,69.66000366210938,71.12999725341797,66.58836364746094,5839000,,,,,,,,
2020-02-13,70.41000366210938,70.55000305175781,69.16999816894531,69.30999755859375,64.88455963134766,3572200,,,,,,,,
2020-02-14,69.0,69.19999694824219,67.9800033569336,68.06999969482422,63.723751068115234,3813700,,,,,,,,
2020-02-18,68.23999786376953,68.8499984741211,67.16000366210938,68.16000366210938,63.808006286621094,3797800,,,,,,,,
2020-02-19,68.44000244140625,69.93000030517578,68.26000213623047,69.0999984741211,64.68798828125,3183600,,,,,,,,
2020-02-20,68.4800033569336,68.52999877929688,66.70999908447266,67.44000244140625,63.133975982666016,4068400,,,,,,,,
2020-02-21,66.80000305175781,66.9800033569336,65.55999755859375,65.5999984741211,61.41145324707031,5222700,,,,,,,,
2020-02-24,62.439998626708984,63.439998626708984,62.18000030517578,62.209999084472656,58.2379150390625,5799300,,,,,,,,
2020-02-25,63.040000915527344,63.27000045776367,59.5099983215332,60.15999984741211,56.318809509277344,6769600,,,,,,,,
2020-02-26,60.560001373291016,61.2599983215332,58.439998626708984,59.15999984741211,55.38264846801758,7137400,,,,,,,,
2020-02-27,57.720001220703125,61.0099983215332,56.279998779296875,58.43000030517578,54.69926452636719,8874500,,,,,,,,
2020-02-28,56.81999969482422,58.79999923706055,56.619998931884766,58.310001373291016,54.5869255065918,6556700,,,,,,,,
2020-03-02,58.900001525878906,58.900001525878906,56.599998474121094,58.2599983215332,54.54011154174805,6246600,,,,,,,,
2020-03-03,58.599998474121094,59.52000045776367,55.47999954223633,55.900001525878906,52.330810546875,6564400,,,,,,,,
2020-03-04,56.77000045776367,57.84000015258789,55.470001220703125,57.25,53.5946044921875,6957900,,,,,,,,
2020-03-05,55.599998474121094,56.709999084472656,54.56999969482422,54.939998626708984,51.432090759277344,7765200,,,,,,,,
2020-03-06,53.0,56.09000015258789,52.540000915527344,54.86000061035156,51.35720443725586,10002600,,,,,,,,
2020-03-09,51.0099983215332,52.84000015258789,49.0,49.65999984741211,46.48922348022461,6998200,,,,,,,,
2020-03-10,51.81999969482422,53.5099983215332,49.58000183105469,53.380001068115234,49.971702575683594,6690500,,,,,,,,
2020-03-11,51.779998779296875,51.779998779296875,48.220001220703125,48.630001068115234,45.524993896484375,9930800,,,,,,,,
2020-03-12,42.400001525878906,46.59000015258789,39.060001373291016,44.150001525878906,41.33103561401367,13388200,,,,,,,,
2020-03-13,48.02000045776367,49.099998474121094,42.869998931884766,49.0099983215332,45.88072967529297,12515900,,,,,,,,
2020-03-16,40.52000045776367,45.099998474121094,39.20000076293945,40.38999938964844,37.81111145019531,12380000,,,,,,,,
2020-03-17,40.7599983215332,43.290000915527344,35.91999816894531,40.86000061035156,39.014190673828125,12774700,,,,,,,,
2020-03-18,36.7400016784668,40.099998474121094,33.29999923706055,37.68000030517578,35.97784423828125,14302400,,,,,,,,
2020-03-19,36.75,44.66999816894531,33.86000061035156,40.36000061035156,38.53677749633789,11399000,,,,,,,,
2020-03-20,42.150001525878906,47.0,41.790000915527344,43.310001373291016,41.353511810302734,12859300,,,,,,,,
2020-03-23,43.5099983215332,45.33000183105469,41.61000061035156,43.45000076293945,41.4871940612793,8152100,,,,,,,,
2020-03-24,46.45000076293945,47.81999969482422,44.25,44.84000015258789,42.814395904541016,8884100,,,,,,,,
2020-03-25,46.849998474121094,51.66999816894531,44.77000045776367,47.349998474121094,45.21101379394531,10707200,,,,,,,,
2020-03-26,48.58000183105469,52.93000030517578,46.5099983215332,48.36000061035156,46.175392150878906,10423600,,,,,,,,
2020-03-27,45.54999923706055,46.20000076293945,42.0,42.099998474121094,40.19817352294922,11598500,,,,,,,,
2020-03-30,41.75,44.72999954223633,41.25,43.4900016784668,41.525390625,7415000,,,,,,,,
2020-03-31,43.439998626708984,43.93000030517578,41.79999923706055,42.470001220703125,40.55146408081055,5226500,,,,,,,,
2020-04-01,40.31999969482422,41.20000076293945,39.66999816894531,40.29999923706055,38.4794921875,7348900,,,,,,,,
