date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EPR')","('high', 'EPR')","('low', 'EPR')","('close', 'EPR')","('adj_close', 'EPR')","('volume', 'EPR')","('currency', '')"
2020-01-02,70.95999908447266,70.95999908447266,67.93000030517578,68.94000244140625,48.12090301513672,807900,,,,,,,,
2020-01-03,68.80999755859375,70.37999725341797,68.68000030517578,70.36000061035156,49.11207580566406,709600,,,,,,,,
2020-01-06,70.19999694824219,70.54000091552734,69.5999984741211,70.16999816894531,48.97945785522461,590000,,,,,,,,
2020-01-07,69.94000244140625,70.16999816894531,69.0999984741211,70.11000061035156,48.937591552734375,441500,,,,,,,,
2020-01-08,70.19999694824219,70.58000183105469,70.0,70.33999633789062,49.098114013671875,907300,,,,,,,,
2020-01-09,70.44000244140625,70.51000213623047,69.66000366210938,70.1500015258789,48.96550750732422,685700,,,,,,,,
2020-01-10,70.27999877929688,70.91999816894531,69.87000274658203,70.86000061035156,49.461082458496094,456400,,,,,,,,
2020-01-13,70.86000061035156,71.58000183105469,70.69999694824219,71.36000061035156,49.810096740722656,371900,,,,,,,,
2020-01-14,71.30999755859375,71.63999938964844,70.80000305175781,71.20999908447266,49.70537567138672,290700,,,,,,,,
2020-01-15,71.4000015258789,72.54000091552734,71.38999938964844,72.23999786376953,50.42434310913086,578900,,,,,,,,
2020-01-16,73.08000183105469,73.26000213623047,72.4800033569336,72.93000030517578,50.905975341796875,453300,,,,,,,,
2020-01-17,72.91000366210938,73.04000091552734,72.51000213623047,72.54000091552734,50.63373947143555,315900,,,,,,,,
2020-01-21,72.63999938964844,73.19000244140625,72.36000061035156,73.16999816894531,51.073486328125,529800,,,,,,,,
2020-01-22,73.19999694824219,73.58999633789062,72.41999816894531,72.58000183105469,50.66165542602539,354600,,,,,,,,
2020-01-23,72.62000274658203,73.16000366210938,72.25,72.7300033569336,50.7663688659668,341700,,,,,,,,
2020-01-24,72.69000244140625,73.0999984741211,72.12000274658203,72.29000091552734,50.4592399597168,577500,,,,,,,,
2020-01-27,72.20999908447266,72.69000244140625,71.97000122070312,72.08000183105469,50.312660217285156,544000,,,,,,,,
2020-01-28,72.11000061035156,72.73999786376953,72.08999633789062,72.19000244140625,50.38944625854492,232200,,,,,,,,
2020-01-29,72.69000244140625,73.37000274658203,72.5,72.79000091552734,50.80826187133789,507800,,,,,,,,
2020-01-30,72.19999694824219,72.69000244140625,72.11000061035156,72.2300033569336,50.67845153808594,463000,,,,,,,,
2020-01-31,72.25,73.20999908447266,71.3499984741211,71.37000274658203,50.075050354003906,771900,,,,,,,,
2020-02-03,71.4800033569336,72.0999984741211,71.44999694824219,71.66000366210938,50.27852249145508,531700,,,,,,,,
2020-02-04,71.81999969482422,72.48999786376953,71.5,71.94000244140625,50.47496032714844,618800,,,,,,,,
2020-02-05,71.86000061035156,72.02999877929688,71.0199966430664,71.23999786376953,49.98385238647461,580400,,,,,,,,
2020-02-06,71.43000030517578,71.58999633789062,71.05000305175781,71.37999725341797,50.08206558227539,649600,,,,,,,,
2020-02-07,71.6500015258789,71.6500015258789,70.95999908447266,71.0199966430664,49.829471588134766,419500,,,,,,,,
2020-02-10,71.37000274658203,71.37000274658203,70.62999725341797,70.80000305175781,49.67511749267578,618400,,,,,,,,
2020-02-11,70.80000305175781,72.45999908447266,70.79000091552734,71.80999755859375,50.38376998901367,1018300,,,,,,,,
2020-02-12,71.83999633789062,71.88999938964844,70.2300033569336,70.43000030517578,49.415523529052734,727800,,,,,,,,
2020-02-13,70.37999725341797,70.7699966430664,69.72000122070312,70.20999908447266,49.26115417480469,735500,,,,,,,,
2020-02-14,70.41000366210938,70.43000030517578,69.69999694824219,70.16000366210938,49.22607421875,660500,,,,,,,,
2020-02-18,70.19999694824219,70.33999633789062,68.98999786376953,69.87999725341797,49.02962875366211,857400,,,,,,,,
2020-02-19,69.86000061035156,69.9000015258789,67.55999755859375,67.83999633789062,47.598297119140625,1045700,,,,,,,,
2020-02-20,68.0,69.2300033569336,67.55000305175781,69.19000244140625,48.545509338378906,660000,,,,,,,,
2020-02-21,69.19000244140625,69.3499984741211,68.16999816894531,68.2300033569336,47.8719482421875,846500,,,,,,,,
2020-02-24,67.6500015258789,67.80999755859375,66.5999984741211,66.63999938964844,46.75635528564453,954500,,,,,,,,
2020-02-25,67.44999694824219,68.69999694824219,65.30999755859375,65.6500015258789,46.06175994873047,1475400,,,,,,,,
2020-02-26,65.55999755859375,66.16999816894531,63.58000183105469,63.65999984741211,44.66550827026367,1385300,,,,,,,,
2020-02-27,62.459999084472656,62.459999084472656,58.33000183105469,58.54999923706055,41.32362365722656,1680200,,,,,,,,
2020-02-28,57.439998626708984,61.33000183105469,55.790000915527344,59.2400016784668,41.81061553955078,2458600,,,,,,,,
2020-03-02,59.68000030517578,60.88999938964844,57.560001373291016,60.81999969482422,42.925758361816406,1350700,,,,,,,,
2020-03-03,61.040000915527344,61.790000915527344,59.040000915527344,59.66999816894531,42.11408996582031,1151900,,,,,,,,
2020-03-04,60.5,61.099998474121094,57.900001525878906,59.20000076293945,41.78239059448242,1299000,,,,,,,,
2020-03-05,58.2400016784668,58.4900016784668,54.970001220703125,55.0,38.81808090209961,2104400,,,,,,,,
2020-03-06,53.119998931884766,55.29999923706055,51.810001373291016,55.2599983215332,39.00159454345703,1594500,,,,,,,,
2020-03-09,52.27000045776367,52.29999923706055,48.790000915527344,48.900001525878906,34.5128059387207,1374900,,,,,,,,
2020-03-10,50.4900016784668,50.560001373291016,46.31999969482422,49.18000030517578,34.71043014526367,1135100,,,,,,,,
2020-03-11,47.97999954223633,48.04999923706055,43.880001068115234,44.22999954223633,31.216806411743164,1418800,,,,,,,,
2020-03-12,39.33000183105469,39.33000183105469,27.010000228881836,28.290000915527344,19.96661376953125,5111100,,,,,,,,
2020-03-13,34.02000045776367,34.66999816894531,26.459999084472656,33.150001525878906,23.396728515625,3478700,,,,,,,,
2020-03-16,28.700000762939453,30.139999389648438,23.899999618530273,23.93000030517578,16.8893985748291,3172600,,,,,,,,
2020-03-17,24.84000015258789,24.84000015258789,19.0,19.8799991607666,14.030978202819824,4458700,,,,,,,,
2020-03-18,18.260000228881836,18.59000015258789,12.5600004196167,13.920000076293945,9.824505805969238,5194500,,,,,,,,
2020-03-19,14.3100004196167,19.3799991607666,13.0,18.190000534057617,12.838203430175781,3879300,,,,,,,,
2020-03-20,21.68000030517578,22.25,17.329999923706055,18.049999237060547,12.739394187927246,3741100,,,,,,,,
2020-03-23,17.90999984741211,17.90999984741211,15.170000076293945,17.049999237060547,12.033612251281738,2569000,,,,,,,,
2020-03-24,18.489999771118164,21.760000228881836,18.43000030517578,21.3799991607666,15.089653968811035,2490600,,,,,,,,
2020-03-25,23.520000457763672,29.799999237060547,23.520000457763672,26.75,18.879709243774414,4025300,,,,,,,,
2020-03-26,27.200000762939453,30.700000762939453,25.510000228881836,26.1299991607666,18.442129135131836,3193100,,,,,,,,
2020-03-27,25.0,25.6299991607666,23.239999771118164,24.360000610351562,17.192886352539062,3065600,,,,,,,,
2020-03-30,24.3700008392334,25.8700008392334,22.610000610351562,25.360000610351562,18.184572219848633,2021500,,,,,,,,
2020-03-31,26.0,26.200000762939453,23.350000381469727,24.219999313354492,17.36713409423828,2381600,,,,,,,,
2020-04-01,22.1299991607666,22.5,19.8799991607666,20.06999969482422,14.391345024108887,2625200,,,,,,,,
2020-04-02,20.200000762939453,21.309999465942383,19.920000076293945,20.049999237060547,14.37700080871582,1797600,,,,,,,,
2020-04-03,20.3799991607666,20.559999465942383,19.149999618530273,19.799999237060547,14.197733879089355,2661100,,,,,,,,
2020-04-06,21.780000686645508,23.229999542236328,20.530000686645508,20.989999771118164,15.05103874206543,2011700,,,,,,,,
2020-04-07,23.020000457763672,24.5,21.25,21.610000610351562,15.495609283447266,2234000,,,,,,,,
2020-04-08,22.15999984741211,23.010000228881836,21.520000457763672,22.719999313354492,16.291549682617188,2124600,,,,,,,,
2020-04-09,24.329999923706055,27.68000030517578,23.860000610351562,25.579999923706055,18.342330932617188,2616500,,,,,,,,
2020-04-13,24.450000762939453,24.450000762939453,21.899999618530273,22.34000015258789,16.019060134887695,2184400,,,,,,,,
2020-04-14,23.610000610351562,25.399999618530273,23.219999313354492,23.950000762939453,17.17352867126465,2651500,,,,,,,,
2020-04-15,22.34000015258789,23.31999969482422,21.549999237060547,22.3700008392334,16.040578842163086,1902300,,,,,,,,
2020-04-16,23.0,23.440000534057617,22.389999389648438,22.8799991607666,16.406272888183594,1621600,,,,,,,,
2020-04-17,25.0,26.270000457763672,24.25,24.579999923706055,17.625274658203125,2653600,,,,,,,,
2020-04-20,23.5,25.15999984741211,23.100000381469727,23.829999923706055,17.087478637695312,1577600,,,,,,,,
2020-04-21,22.639999389648438,23.899999618530273,22.190000534057617,23.350000381469727,16.743297576904297,1520200,,,,,,,,
2020-04-22,23.860000610351562,24.110000610351562,21.809999465942383,23.010000228881836,16.49949073791504,2651300,,,,,,,,
2020-04-23,23.1299991607666,23.81999969482422,22.829999923706055,23.579999923706055,16.908212661743164,1588800,,,,,,,,
2020-04-24,23.75,24.149999618530273,23.049999237060547,23.719999313354492,17.00860595703125,1392700,,,,,,,,
