date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MTB')","('high', 'MTB')","('low', 'MTB')","('close', 'MTB')","('adj_close', 'MTB')","('volume', 'MTB')","('currency', '')"
2020-01-02,170.36000061035156,171.07000732421875,168.9499969482422,171.07000732421875,140.62039184570312,509100,,,,,,,,
2020-01-03,168.36000061035156,170.3000030517578,167.5,169.32000732421875,139.181884765625,461900,,,,,,,,
2020-01-06,169.0,169.5,166.67999267578125,167.9199981689453,138.0310516357422,372900,,,,,,,,
2020-01-07,167.27999877929688,168.07000732421875,165.44000244140625,165.88999938964844,136.36239624023438,324800,,,,,,,,
2020-01-08,166.61000061035156,168.0399932861328,166.30999755859375,166.72999572753906,137.05288696289062,462500,,,,,,,,
2020-01-09,167.69000244140625,168.05999755859375,166.3000030517578,167.25999450683594,137.48851013183594,443600,,,,,,,,
2020-01-10,167.52000427246094,167.52000427246094,164.92999267578125,165.99000549316406,136.444580078125,546000,,,,,,,,
2020-01-13,166.39999389648438,166.85000610351562,164.8000030517578,166.85000610351562,137.15155029296875,463100,,,,,,,,
2020-01-14,166.57000732421875,167.50999450683594,166.05999755859375,166.5800018310547,136.92958068847656,446600,,,,,,,,
2020-01-15,165.6699981689453,165.99000549316406,161.72999572753906,162.6199951171875,133.6744384765625,618800,,,,,,,,
2020-01-16,163.50999450683594,164.5,162.74000549316406,163.9499969482422,134.76773071289062,615200,,,,,,,,
2020-01-17,164.4600067138672,164.72000122070312,162.75,163.02999877929688,134.01148986816406,755000,,,,,,,,
2020-01-21,162.0,162.97000122070312,160.75,160.97000122070312,132.318115234375,700900,,,,,,,,
2020-01-22,161.4600067138672,162.88999938964844,160.6999969482422,161.8699951171875,133.05795288085938,991500,,,,,,,,
2020-01-23,164.47000122070312,170.82000732421875,158.41000366210938,170.3699951171875,140.04495239257812,1879400,,,,,,,,
2020-01-24,170.82000732421875,173.44000244140625,168.08999633789062,171.49000549316406,140.9656524658203,1282200,,,,,,,,
2020-01-27,168.32000732421875,170.60000610351562,168.02000427246094,168.02999877929688,138.1214599609375,1144800,,,,,,,,
2020-01-28,169.4499969482422,172.17999267578125,168.99000549316406,170.72999572753906,140.3408966064453,709500,,,,,,,,
2020-01-29,171.39999389648438,172.4499969482422,168.80999755859375,169.10000610351562,139.0010223388672,739300,,,,,,,,
2020-01-30,167.80999755859375,170.9600067138672,166.02000427246094,170.69000244140625,140.30801391601562,981100,,,,,,,,
2020-01-31,169.32000732421875,169.97000122070312,167.6999969482422,168.52000427246094,138.52427673339844,814100,,,,,,,,
2020-02-03,169.4499969482422,171.3699951171875,169.02999877929688,169.08999633789062,138.99282836914062,605200,,,,,,,,
2020-02-04,171.1300048828125,172.38999938964844,170.2899932861328,170.52999877929688,140.17654418945312,523000,,,,,,,,
2020-02-05,173.1300048828125,173.44000244140625,172.05999755859375,173.0399932861328,142.23976135253906,402600,,,,,,,,
2020-02-06,174.0,174.0,171.00999450683594,171.13999938964844,140.6779022216797,359300,,,,,,,,
2020-02-07,169.2899932861328,170.35000610351562,168.55999755859375,169.9499969482422,139.69970703125,568100,,,,,,,,
2020-02-10,169.3000030517578,169.86000061035156,167.3800048828125,168.80999755859375,138.76263427734375,646200,,,,,,,,
2020-02-11,169.74000549316406,170.5,168.89999389648438,169.36000061035156,139.2147674560547,479000,,,,,,,,
2020-02-12,170.55999755859375,171.0500030517578,169.36000061035156,169.58999633789062,139.40380859375,340000,,,,,,,,
2020-02-13,168.7100067138672,170.6699981689453,168.67999267578125,170.58999633789062,140.22581481933594,375200,,,,,,,,
2020-02-14,170.02999877929688,170.49000549316406,169.02999877929688,169.77999877929688,139.55999755859375,387300,,,,,,,,
2020-02-18,169.14999389648438,169.2899932861328,165.47000122070312,166.8000030517578,137.11041259765625,649100,,,,,,,,
2020-02-19,167.13999938964844,168.66000366210938,166.64999389648438,168.25999450683594,138.31056213378906,750300,,,,,,,,
2020-02-20,167.6300048828125,170.3300018310547,167.6300048828125,169.52999877929688,139.3544921875,538900,,,,,,,,
2020-02-21,168.4600067138672,168.9499969482422,167.27999877929688,168.57000732421875,138.56541442871094,826600,,,,,,,,
2020-02-24,165.74000549316406,165.77999877929688,163.08999633789062,163.86000061035156,134.69369506835938,799500,,,,,,,,
2020-02-25,164.0,164.0,155.86000061035156,155.9499969482422,128.19166564941406,1083800,,,,,,,,
2020-02-26,156.9199981689453,159.0,153.41000366210938,153.4600067138672,126.14491271972656,985100,,,,,,,,
2020-02-27,150.0399932861328,155.02000427246094,144.60000610351562,144.6699981689453,118.91946411132812,1429300,,,,,,,,
2020-02-28,140.00999450683594,142.25,136.3800048828125,140.3800048828125,116.27713775634766,1945500,,,,,,,,
2020-03-02,140.3800048828125,147.55999755859375,137.50999450683594,147.50999450683594,122.1829833984375,1320700,,,,,,,,
2020-03-03,146.82000732421875,148.11000061035156,138.6699981689453,139.22999572753906,115.32461547851562,1493100,,,,,,,,
2020-03-04,140.55999755859375,143.36000061035156,135.4600067138672,143.08999633789062,118.52185821533203,1159700,,,,,,,,
2020-03-05,137.07000732421875,138.3800048828125,128.82000732421875,131.58999633789062,108.99637603759766,1630600,,,,,,,,
2020-03-06,126.11000061035156,129.22999572753906,122.47000122070312,125.12999725341797,103.64554595947266,1354800,,,,,,,,
2020-03-09,112.26000213623047,114.87999725341797,108.5999984741211,108.5999984741211,89.95368957519531,1380900,,,,,,,,
2020-03-10,116.01000213623047,119.18000030517578,109.26000213623047,116.83999633789062,96.77891540527344,1762200,,,,,,,,
2020-03-11,112.70999908447266,114.63999938964844,108.68000030517578,111.18000030517578,92.09072875976562,1314600,,,,,,,,
2020-03-12,102.0999984741211,113.08999633789062,101.02999877929688,102.27999877929688,84.71883392333984,1927400,,,,,,,,
2020-03-13,112.26000213623047,112.9800033569336,106.73999786376953,112.75,93.3911361694336,2085400,,,,,,,,
2020-03-16,96.02999877929688,107.33000183105469,94.61000061035156,99.52999877929688,82.44097137451172,1467100,,,,,,,,
2020-03-17,101.97000122070312,111.86000061035156,99.0,109.76000213623047,90.91452026367188,1772900,,,,,,,,
2020-03-18,101.37000274658203,110.7300033569336,100.5999984741211,107.75,89.24964904785156,1896900,,,,,,,,
2020-03-19,105.41999816894531,109.8499984741211,101.58000183105469,104.83999633789062,86.83927917480469,1339100,,,,,,,,
2020-03-20,106.73999786376953,106.73999786376953,98.52999877929688,98.76000213623047,81.80320739746094,1342000,,,,,,,,
2020-03-23,97.80999755859375,98.6500015258789,87.63999938964844,88.0999984741211,72.9734878540039,1387800,,,,,,,,
2020-03-24,94.0,100.18000030517578,90.77999877929688,98.7699966430664,81.81148529052734,1394400,,,,,,,,
2020-03-25,98.2699966430664,108.9800033569336,93.83999633789062,105.0,86.97181701660156,1560200,,,,,,,,
2020-03-26,105.79000091552734,111.72000122070312,103.70999908447266,110.70999908447266,91.7013931274414,1134500,,,,,,,,
2020-03-27,105.5999984741211,110.72000122070312,104.98999786376953,107.29000091552734,88.8686294555664,812600,,,,,,,,
