date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EVRG')","('high', 'EVRG')","('low', 'EVRG')","('close', 'EVRG')","('adj_close', 'EVRG')","('volume', 'EVRG')","('currency', '')"
2020-01-02,65.1500015258789,65.2699966430664,63.310001373291016,63.439998626708984,50.139854431152344,2008000,,,,,,,,
2020-01-03,63.31999969482422,63.779998779296875,63.29999923706055,63.5,50.18727111816406,956600,,,,,,,,
2020-01-06,63.619998931884766,63.66999816894531,63.02000045776367,63.31999969482422,50.04500961303711,921300,,,,,,,,
2020-01-07,63.04999923706055,63.59000015258789,62.93000030517578,63.36000061035156,50.076629638671875,1910500,,,,,,,,
2020-01-08,63.47999954223633,63.810001373291016,63.18000030517578,63.47999954223633,50.171470642089844,2016500,,,,,,,,
2020-01-09,63.400001525878906,64.0999984741211,63.400001525878906,64.08000183105469,50.64567184448242,2000100,,,,,,,,
2020-01-10,64.30999755859375,64.91000366210938,64.2300033569336,64.51000213623047,50.985530853271484,3331400,,,,,,,,
2020-01-13,64.66999816894531,65.37999725341797,64.62000274658203,65.2300033569336,51.55458068847656,2297600,,,,,,,,
2020-01-14,65.23999786376953,65.66999816894531,64.93000030517578,65.56999969482422,51.823299407958984,3106000,,,,,,,,
2020-01-15,65.83999633789062,66.62999725341797,65.54000091552734,66.5999984741211,52.63736343383789,1690200,,,,,,,,
2020-01-16,66.68000030517578,67.29000091552734,66.55000305175781,67.1500015258789,53.07205581665039,3348100,,,,,,,,
2020-01-17,67.19000244140625,67.55000305175781,66.9000015258789,67.33000183105469,53.21432876586914,3215700,,,,,,,,
2020-01-21,70.22000122070312,70.61000061035156,68.4800033569336,68.66999816894531,54.273399353027344,7841000,,,,,,,,
2020-01-22,68.81999969482422,69.62000274658203,68.66000366210938,69.11000061035156,54.621150970458984,4733500,,,,,,,,
2020-01-23,69.1500015258789,70.38999938964844,68.97000122070312,70.19999694824219,55.48262405395508,4790300,,,,,,,,
2020-01-24,70.18000030517578,71.4800033569336,70.08000183105469,71.37000274658203,56.40733337402344,2508700,,,,,,,,
2020-01-27,71.27999877929688,71.9800033569336,71.23999786376953,71.75,56.70766830444336,3523600,,,,,,,,
2020-01-28,71.83000183105469,72.4000015258789,71.76000213623047,72.18000030517578,57.04751205444336,2871600,,,,,,,,
2020-01-29,72.18000030517578,72.43000030517578,71.87999725341797,72.19000244140625,57.05542755126953,2121700,,,,,,,,
2020-01-30,72.2300033569336,72.62000274658203,71.91000366210938,72.45999908447266,57.26881790161133,1330900,,,,,,,,
2020-01-31,72.41000366210938,72.58000183105469,71.62000274658203,72.16000366210938,57.03171157836914,3812500,,,,,,,,
