date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TEFOF')","('high', 'TEFOF')","('low', 'TEFOF')","('close', 'TEFOF')","('adj_close', 'TEFOF')","('volume', 'TEFOF')","('currency', '')"
2020-01-02,7.119999885559082,7.119999885559082,7.119999885559082,7.119999885559082,4.600326061248779,900,,,,,,,,
2020-01-03,7.119999885559082,7.119999885559082,7.119999885559082,7.119999885559082,4.600326061248779,0,,,,,,,,
2020-01-06,7.119999885559082,7.119999885559082,7.119999885559082,7.119999885559082,4.600326061248779,0,,,,,,,,
2020-01-07,6.820000171661377,6.820000171661377,6.820000171661377,6.820000171661377,4.406493186950684,700,,,,,,,,
2020-01-08,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,4.380649089813232,200,,,,,,,,
2020-01-09,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,4.380649089813232,0,,,,,,,,
2020-01-10,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,4.380649089813232,0,,,,,,,,
2020-01-13,6.78000020980835,6.78000020980835,6.78000020980835,6.78000020980835,4.380649089813232,0,,,,,,,,
2020-01-14,6.75,6.75,6.550000190734863,6.730000019073486,4.348342418670654,67800,,,,,,,,
2020-01-15,6.739999771118164,6.739999771118164,6.739999771118164,6.739999771118164,4.354804039001465,300,,,,,,,,
2020-01-16,6.739999771118164,6.739999771118164,6.739999771118164,6.739999771118164,4.354804039001465,0,,,,,,,,
2020-01-17,7.0,7.0,7.0,7.0,4.522793292999268,1800,,,,,,,,
2020-01-21,7.0,7.0,7.0,7.0,4.522793292999268,0,,,,,,,,
2020-01-22,7.0,7.0,7.0,7.0,4.522793292999268,0,,,,,,,,
2020-01-23,6.690000057220459,6.690000057220459,6.690000057220459,6.690000057220459,4.322498798370361,3100,,,,,,,,
2020-01-24,6.690000057220459,6.690000057220459,6.690000057220459,6.690000057220459,4.322498798370361,0,,,,,,,,
2020-01-27,6.690000057220459,6.690000057220459,6.690000057220459,6.690000057220459,4.322498798370361,700,,,,,,,,
2020-01-28,6.739999771118164,6.739999771118164,6.71999979019165,6.71999979019165,4.341880798339844,2000,,,,,,,,
2020-01-29,6.71999979019165,6.71999979019165,6.71999979019165,6.71999979019165,4.341880798339844,0,,,,,,,,
2020-01-30,6.71999979019165,6.71999979019165,6.71999979019165,6.71999979019165,4.341880798339844,0,,,,,,,,
2020-01-31,6.71999979019165,6.71999979019165,6.71999979019165,6.71999979019165,4.341880798339844,0,,,,,,,,
2020-02-03,6.71999979019165,6.71999979019165,6.71999979019165,6.71999979019165,4.341880798339844,0,,,,,,,,
