date,open,high,low,close,adj_close,volume,currency,"('date', '')","('open', 'ITUB4.SA')","('high', 'ITUB4.SA')","('low', 'ITUB4.SA')","('close', 'ITUB4.SA')","('adj_close', 'ITUB4.SA')","('volume', 'ITUB4.SA')","('currency', '')"
2020-01-02,32.90379333496094,33.56575393676758,32.6478385925293,33.56575393676758,23.434734344482422,23414691,BRL,,,,,,,,
2020-01-03,33.09796905517578,33.751102447509766,33.05384063720703,33.21270751953125,23.188247680664062,28201956,BRL,,,,,,,,
2020-01-06,33.1421012878418,33.1685791015625,32.57722854614258,32.71844482421875,22.843158721923828,25259895,BRL,,,,,,,,
2020-01-07,32.71844482421875,32.86848831176758,31.95939826965332,31.95939826965332,22.3132266998291,22661019,BRL,,,,,,,,
2020-01-08,32.171226501464844,32.48896789550781,31.438657760620117,31.438657760620117,21.949649810791016,29436359,BRL,,,,,,,,
2020-01-09,31.588701248168945,31.712268829345703,30.467784881591797,30.812002182006836,21.51213836669922,54864165,BRL,,,,,,,,
2020-01-10,30.962047576904297,31.28861427307129,30.51191520690918,30.538393020629883,21.321109771728516,28915972,BRL,,,,,,,,
2020-01-13,30.909090042114258,31.244483947753906,30.661958694458008,30.944395065307617,21.604572296142578,33084393,BRL,,,,,,,,
2020-01-14,30.820829391479492,30.944395065307617,30.56487274169922,30.944395065307617,21.604572296142578,20884928,BRL,,,,,,,,
2020-01-15,30.79435157775879,30.838481903076172,30.36187171936035,30.56487274169922,21.339609146118164,37114247,BRL,,,,,,,,
2020-01-16,30.803176879882812,30.95322036743164,30.3795223236084,30.62665367126465,21.382734298706055,25897547,BRL,,,,,,,,
2020-01-17,30.803176879882812,31.156221389770508,30.653133392333984,30.838481903076172,21.530622482299805,22346045,BRL,,,,,,,,
2020-01-20,30.714916229248047,30.891437530517578,30.150043487548828,30.21182632446289,21.093111038208008,20759052,BRL,,,,,,,,
2020-01-21,30.01765251159668,30.432479858398438,29.514562606811523,29.56751823425293,20.64327049255371,30452887,BRL,,,,,,,,
2020-01-22,29.876434326171875,30.070608139038086,29.56751823425293,29.744041442871094,20.76651954650879,19763485,BRL,,,,,,,,
2020-01-23,29.56751823425293,30.72374153137207,29.479257583618164,30.450132369995117,21.259492874145508,37476920,BRL,,,,,,,,
2020-01-24,30.547218322753906,30.556045532226562,29.96469497680664,30.220653533935547,21.099267959594727,16718661,BRL,,,,,,,,
2020-01-27,29.779346466064453,30.088260650634766,29.48808479309082,29.56751823425293,20.64327049255371,16300584,BRL,,,,,,,,
2020-01-28,29.805824279785156,29.98234748840332,29.3909969329834,29.558692932128906,20.637115478515625,19471058,BRL,,,,,,,,
2020-01-29,29.73521614074707,29.823476791381836,29.055604934692383,29.099735260009766,20.31667137145996,22740896,BRL,,,,,,,,
2020-01-30,28.817298889160156,29.52338981628418,28.755516052246094,29.52338981628418,20.612462997436523,47347843,BRL,,,,,,,,
2020-01-31,29.117387771606445,29.47043228149414,28.720211029052734,28.967342376708984,20.2242374420166,28845953,BRL,,,,,,,,
2020-02-03,29.12621307373047,29.399822235107422,28.94086456298828,29.037952423095703,20.282814025878906,19924938,BRL,,,,,,,,
2020-02-04,29.443954467773438,29.532215118408203,29.037952423095703,29.267431259155273,20.4431095123291,17822429,BRL,,,,,,,,
2020-02-05,29.75286865234375,30.11473846435547,29.443954467773438,29.443954467773438,20.566404342651367,39419222,BRL,,,,,,,,
2020-02-06,29.744041442871094,29.779346466064453,29.22330093383789,29.37334442138672,20.517078399658203,30010677,BRL,,,,,,,,
2020-02-07,29.17034339904785,30.141218185424805,29.12621307373047,29.75286865234375,20.78217315673828,42053561,BRL,,,,,,,,
2020-02-10,29.770519256591797,30.51191520690918,29.726390838623047,30.255956649780273,21.13357925415039,52133635,BRL,,,,,,,,
2020-02-11,31.032655715942383,31.28861427307129,30.573698043823242,30.95322036743164,21.620616912841797,108217248,BRL,,,,,,,,
2020-02-12,31.04148292541504,31.315092086791992,30.679611206054688,30.829654693603516,21.53430938720703,75093200,BRL,,,,,,,,
2020-02-13,30.635480880737305,30.706090927124023,30.185348510742188,30.353044509887695,21.201387405395508,22982338,BRL,,,,,,,,
2020-02-14,30.24713134765625,30.36187171936035,29.71756362915039,29.841129302978516,20.843828201293945,35695618,BRL,,,,,,,,
2020-02-17,30.0,30.0,29.443954467773438,29.56751823425293,20.652711868286133,36522255,BRL,,,,,,,,
2020-02-18,29.461605072021484,29.779346466064453,29.099735260009766,29.691085815429688,20.7390193939209,27135350,BRL,,,,,,,,
2020-02-19,29.744041442871094,30.3795223236084,29.585172653198242,30.11473846435547,21.034942626953125,22404168,BRL,,,,,,,,
