date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MSM')","('high', 'MSM')","('low', 'MSM')","('close', 'MSM')","('adj_close', 'MSM')","('volume', 'MSM')","('currency', '')"
2020-01-02,78.97000122070312,79.31999969482422,77.77999877929688,78.7699966430664,56.02814483642578,394700,,,,,,,,
2020-01-03,77.94999694824219,78.27999877929688,77.29000091552734,77.70999908447266,55.27418518066406,671600,,,,,,,,
2020-01-06,77.16999816894531,77.38999938964844,76.30000305175781,76.55999755859375,54.456207275390625,968900,,,,,,,,
2020-01-07,76.38999938964844,76.66999816894531,75.41999816894531,75.93000030517578,54.00809860229492,979900,,,,,,,,
2020-01-08,77.69000244140625,79.0,75.95999908447266,76.0,54.05788040161133,1838700,,,,,,,,
2020-01-09,75.66999816894531,76.3499984741211,74.62000274658203,75.05000305175781,53.382164001464844,1054100,,,,,,,,
2020-01-10,75.19999694824219,76.3499984741211,74.94000244140625,75.58999633789062,53.76625442504883,778200,,,,,,,,
2020-01-13,76.0,77.0999984741211,75.81999969482422,76.58000183105469,54.4704475402832,1147200,,,,,,,,
2020-01-14,76.5,77.5999984741211,76.30000305175781,77.19999694824219,54.91143035888672,1254000,,,,,,,,
2020-01-15,77.11000061035156,77.38999938964844,76.5,76.94999694824219,54.733604431152344,624900,,,,,,,,
2020-01-16,77.51000213623047,78.5,77.2699966430664,78.44000244140625,55.79344177246094,699700,,,,,,,,
2020-01-17,78.70999908447266,79.0,76.86000061035156,76.88999938964844,54.69093704223633,1257600,,,,,,,,
2020-01-21,71.55999755859375,71.9800033569336,70.52999877929688,71.2300033569336,54.760128021240234,1072500,,,,,,,,
2020-01-22,71.80000305175781,71.83000183105469,71.29000091552734,71.5199966430664,54.98306655883789,550700,,,,,,,,
2020-01-23,71.20999908447266,72.62999725341797,70.56999969482422,72.51000213623047,55.74415588378906,558700,,,,,,,,
2020-01-24,72.66000366210938,72.9000015258789,71.19999694824219,71.88999938964844,55.267520904541016,489200,,,,,,,,
2020-01-27,70.5199966430664,71.58999633789062,70.37999725341797,71.1500015258789,54.69862747192383,586400,,,,,,,,
2020-01-28,71.55000305175781,71.7699966430664,70.73999786376953,71.29000091552734,54.806243896484375,296900,,,,,,,,
2020-01-29,71.70999908447266,71.87999725341797,70.33000183105469,70.4000015258789,54.122032165527344,414900,,,,,,,,
2020-01-30,70.0,70.63999938964844,69.52999877929688,70.45999908447266,54.16816329956055,566600,,,,,,,,
2020-01-31,70.18000030517578,70.69000244140625,67.8499984741211,68.06999969482422,52.33076858520508,536200,,,,,,,,
2020-02-03,68.43000030517578,69.5199966430664,68.20999908447266,68.76000213623047,52.86124038696289,435800,,,,,,,,
2020-02-04,69.87999725341797,71.25,69.79000091552734,70.7300033569336,54.375728607177734,819000,,,,,,,,
2020-02-05,71.54000091552734,72.33999633789062,71.05000305175781,72.02999877929688,55.37515640258789,464600,,,,,,,,
2020-02-06,72.5,72.52999877929688,71.41000366210938,71.63999938964844,55.07532501220703,655800,,,,,,,,
2020-02-07,71.19000244140625,71.19000244140625,69.91999816894531,70.26000213623047,54.014404296875,368300,,,,,,,,
2020-02-10,70.25,70.3499984741211,69.4000015258789,69.8499984741211,53.699195861816406,674000,,,,,,,,
2020-02-11,70.27999877929688,71.30999755859375,70.06999969482422,70.87000274658203,54.48337173461914,360700,,,,,,,,
2020-02-12,71.5999984741211,72.08999633789062,71.04000091552734,71.87999725341797,55.25981903076172,477500,,,,,,,,
2020-02-13,71.69000244140625,72.04000091552734,71.37999725341797,71.66000366210938,55.0906982421875,347400,,,,,,,,
2020-02-14,71.7699966430664,72.05000305175781,71.51000213623047,71.94999694824219,55.31364822387695,294600,,,,,,,,
2020-02-18,71.7699966430664,71.94000244140625,70.55000305175781,71.16999816894531,54.71398162841797,240700,,,,,,,,
2020-02-19,71.2699966430664,71.47000122070312,70.91999816894531,71.02999877929688,54.606353759765625,308600,,,,,,,,
2020-02-20,70.91000366210938,72.3499984741211,70.69000244140625,72.0199966430664,55.367462158203125,287400,,,,,,,,
2020-02-21,71.55000305175781,71.94999694824219,71.02999877929688,71.26000213623047,54.78319549560547,272200,,,,,,,,
2020-02-24,69.26000213623047,69.97000122070312,68.87999725341797,69.56999969482422,53.48394775390625,464100,,,,,,,,
2020-02-25,69.79000091552734,69.79000091552734,66.11000061035156,66.1500015258789,50.854732513427734,452800,,,,,,,,
2020-02-26,66.66999816894531,67.0,65.61000061035156,65.63999938964844,50.46265411376953,647800,,,,,,,,
2020-02-27,64.38999938964844,66.05000305175781,63.290000915527344,63.619998931884766,48.90971374511719,557800,,,,,,,,
2020-02-28,61.63999938964844,62.650001525878906,60.599998474121094,61.81999969482422,47.525909423828125,999600,,,,,,,,
2020-03-02,62.25,64.04000091552734,60.650001525878906,63.970001220703125,49.17879104614258,893700,,,,,,,,
2020-03-03,63.970001220703125,65.4800033569336,63.13999938964844,63.7400016784668,49.00197982788086,704400,,,,,,,,
2020-03-04,64.76000213623047,65.48999786376953,63.380001068115234,64.86000061035156,49.86299133300781,476200,,,,,,,,
2020-03-05,63.099998474121094,63.61000061035156,60.529998779296875,61.04999923706055,46.93394470214844,413400,,,,,,,,
2020-03-06,59.380001068115234,61.060001373291016,59.150001525878906,59.97999954223633,46.11135482788086,684200,,,,,,,,
2020-03-09,56.45000076293945,58.20000076293945,51.43000030517578,53.59000015258789,41.19886016845703,1205000,,,,,,,,
2020-03-10,55.880001068115234,56.56999969482422,50.25,53.7599983215332,41.32955551147461,1788500,,,,,,,,
2020-03-11,52.279998779296875,53.59000015258789,51.349998474121094,53.36000061035156,41.022037506103516,1186300,,,,,,,,
2020-03-12,49.88999938964844,53.560001373291016,48.61000061035156,52.560001373291016,40.40701675415039,1915000,,,,,,,,
2020-03-13,54.9900016784668,55.20000076293945,50.310001373291016,53.290000915527344,40.96822738647461,1651600,,,,,,,,
2020-03-16,49.4900016784668,55.0,48.900001525878906,52.0,39.97650146484375,1277000,,,,,,,,
2020-03-17,52.52000045776367,57.470001220703125,51.150001525878906,57.220001220703125,43.989524841308594,993000,,,,,,,,
2020-03-18,54.11000061035156,56.7400016784668,50.209999084472656,53.36000061035156,41.022037506103516,773700,,,,,,,,
2020-03-19,52.70000076293945,54.849998474121094,50.279998779296875,50.52000045776367,38.83870315551758,751100,,,,,,,,
2020-03-20,50.43000030517578,50.95000076293945,46.849998474121094,48.04999923706055,36.93982696533203,1254800,,,,,,,,
2020-03-23,47.790000915527344,47.790000915527344,44.93000030517578,46.70000076293945,35.901973724365234,652500,,,,,,,,
2020-03-24,48.810001373291016,51.470001220703125,47.619998931884766,50.81999969482422,39.069339752197266,798700,,,,,,,,
2020-03-25,51.099998474121094,52.84000015258789,48.7400016784668,49.72999954223633,38.23136901855469,666300,,,,,,,,
2020-03-26,49.970001220703125,51.7599983215332,48.099998474121094,51.38999938964844,39.507545471191406,676700,,,,,,,,
2020-03-27,50.119998931884766,53.06999969482422,49.220001220703125,51.93000030517578,39.92268753051758,467400,,,,,,,,
2020-03-30,53.2599983215332,54.459999084472656,50.65999984741211,54.02000045776367,41.529441833496094,425400,,,,,,,,
