date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FNGD')","('high', 'FNGD')","('low', 'FNGD')","('close', 'FNGD')","('adj_close', 'FNGD')","('volume', 'FNGD')","('currency', '')"
2020-04-17,8980.0,9660.0,8970.0,9360.0,9360.0,454,,,,,,,,
2020-04-20,9620.0,9620.0,8948.0,9340.0,9340.0,624,,,,,,,,
2020-04-21,9520.0,10772.0,9500.0,10180.0,10180.0,1469,,,,,,,,
2020-04-22,9720.0,9860.0,9180.0,9180.0,9180.0,539,,,,,,,,
2020-04-23,9180.0,9598.0,8940.0,9500.0,9500.0,552,,,,,,,,
2020-04-24,9480.0,9740.0,9040.0,9060.0,9060.0,609,,,,,,,,
2020-04-27,8800.0,8880.0,8420.0,8720.0,8720.0,669,,,,,,,,
2020-04-28,8580.0,9480.0,8560.0,9480.0,9480.0,989,,,,,,,,
2020-04-29,8760.0,8820.0,8040.0,8240.0,8240.0,1202,,,,,,,,
2020-04-30,8000.0,8500.0,7790.0,8240.0,8240.0,903,,,,,,,,
2020-05-01,8900.0,9376.0,8600.0,9140.0,9140.0,1525,,,,,,,,
2020-05-04,9340.0,9380.0,8660.0,8680.0,8680.0,578,,,,,,,,
2020-05-05,8260.0,8580.0,8140.0,8400.0,8400.0,746,,,,,,,,
2020-05-06,8260.0,8460.0,8040.0,8290.0,8290.0,678,,,,,,,,
2020-05-07,8080.0,8200.0,7900.0,8100.0,8100.0,586,,,,,,,,
2020-05-08,7740.0,7860.0,7440.0,7470.0,7470.0,687,,,,,,,,
2020-05-11,7600.0,7610.0,7180.0,7260.0,7260.0,621,,,,,,,,
2020-05-12,7160.0,7680.0,7068.0,7680.0,7680.0,745,,,,,,,,
2020-05-13,7480.0,8280.0,7266.0,7940.0,7940.0,1688,,,,,,,,
2020-05-14,8160.0,8420.0,7660.0,7680.0,7680.0,1282,,,,,,,,
2020-05-15,7960.0,7960.0,7240.0,7240.0,7240.0,928,,,,,,,,
2020-05-18,6960.0,7000.0,6660.0,6780.0,6780.0,716,,,,,,,,
2020-05-19,6560.0,6660.0,6300.0,6660.0,6660.0,818,,,,,,,,
2020-05-20,6360.0,6420.0,6090.0,6180.0,6180.0,551,,,,,,,,
2020-05-21,6220.0,6510.0,6080.0,6280.0,6280.0,514,,,,,,,,
2020-05-22,6380.0,6570.0,6340.0,6420.0,6420.0,932,,,,,,,,
2020-05-26,6080.0,6440.0,6060.0,6420.0,6420.0,541,,,,,,,,
2020-05-27,6580.0,7130.0,6500.0,6500.0,6500.0,1292,,,,,,,,
2020-05-28,6860.0,6860.0,6430.0,6820.0,6820.0,708,,,,,,,,
2020-05-29,6700.0,6972.0,6480.0,6500.0,6500.0,750,,,,,,,,
2020-06-01,6540.0,6560.0,6160.0,6180.0,6180.0,523,,,,,,,,
2020-06-02,6180.0,6360.0,6080.0,6120.0,6120.0,493,,,,,,,,
2020-06-03,6060.0,6100.0,5820.0,5860.0,5860.0,596,,,,,,,,
2020-06-04,5940.0,6240.0,5800.0,6160.0,6160.0,605,,,,,,,,
2020-06-05,5980.0,6030.0,5682.0,5700.0,5700.0,764,,,,,,,,
2020-06-08,5660.0,5720.0,5420.0,5420.0,5420.0,370,,,,,,,,
2020-06-09,5500.0,5560.0,5180.0,5240.0,5240.0,693,,,,,,,,
2020-06-10,5000.0,5080.0,4880.0,4940.0,4940.0,689,,,,,,,,
2020-06-11,5320.0,5660.0,5120.0,5660.0,5660.0,1496,,,,,,,,
2020-06-12,5300.0,5880.0,5180.0,5600.0,5600.0,1398,,,,,,,,
2020-06-15,5860.0,5860.0,5240.0,5270.0,5270.0,730,,,,,,,,
2020-06-16,4900.0,5220.0,4840.0,5000.0,5000.0,667,,,,,,,,
2020-06-17,4960.0,5020.0,4828.0,4920.0,4920.0,476,,,,,,,,
2020-06-18,4940.0,5000.0,4850.0,4900.0,4900.0,256,,,,,,,,
2020-06-19,4780.0,5010.0,4740.0,4940.0,4940.0,503,,,,,,,,
2020-06-22,4980.0,4980.0,4760.0,4780.0,4780.0,427,,,,,,,,
2020-06-23,4680.0,4720.0,4520.0,4680.0,4680.0,659,,,,,,,,
2020-06-24,4720.0,5050.0,4580.0,4940.0,4940.0,1097,,,,,,,,
2020-06-25,4980.0,5120.0,4800.0,4810.0,4810.0,597,,,,,,,,
2020-06-26,4800.0,5440.0,4800.0,5440.0,5440.0,1381,,,,,,,,
2020-06-29,5500.0,5720.0,5200.0,5240.0,5240.0,1289,,,,,,,,
2020-06-30,5200.0,5210.0,4860.0,4900.0,4900.0,731,,,,,,,,
2020-07-01,4860.0,4860.0,4460.0,4500.0,4500.0,1324,,,,,,,,
2020-07-02,4240.0,4380.0,4180.0,4320.0,4320.0,1184,,,,,,,,
2020-07-06,4040.0,4040.0,3620.0,3620.0,3620.0,1609,,,,,,,,
2020-07-07,3620.0,3680.0,3480.0,3650.0,3650.0,1427,,,,,,,,
2020-07-08,3540.0,3540.0,3300.0,3340.0,3340.0,2051,,,,,,,,
2020-07-09,3220.0,3440.0,3170.0,3220.0,3220.0,2496,,,,,,,,
2020-07-10,3220.0,3310.0,2980.0,2980.0,2980.0,2023,,,,,,,,
2020-07-13,2800.0,3300.0,2660.0,3240.0,3240.0,5985,,,,,,,,
2020-07-14,3340.0,3600.0,3160.0,3200.0,3200.0,7935,,,,,,,,
2020-07-15,3140.0,3400.0,3120.0,3200.0,3200.0,5419,,,,,,,,
2020-07-16,3380.0,3460.0,3220.0,3260.0,3260.0,3506,,,,,,,,
2020-07-17,3280.0,3440.0,3260.0,3300.0,3300.0,1953,,,,,,,,
2020-07-20,3266.0,3330.0,2923.800048828125,2938.0,2938.0,4118,,,,,,,,
2020-07-21,2864.0,3080.0,2824.0,3064.0,3064.0,6824,,,,,,,,
2020-07-22,3052.0,3160.0,3000.0,3086.0,3086.0,3894,,,,,,,,
2020-07-23,3004.0,3388.0,2980.0,3302.0,3302.0,8293,,,,,,,,
2020-07-24,3526.0,3648.0,3336.0,3400.0,3400.0,10430,,,,,,,,
2020-07-27,3388.0,3452.0,3208.0,3210.0,3210.0,6726,,,,,,,,
2020-07-28,3276.0,3396.0,3202.0,3394.0,3394.0,7927,,,,,,,,
2020-07-29,3294.0,3318.0,3188.0,3236.0,3236.0,5728,,,,,,,,
2020-07-30,3334.0,3381.0,3194.0,3220.0,3220.0,6732,,,,,,,,
2020-07-31,2984.0,3216.0,2982.0,3096.0,3096.0,6296,,,,,,,,
2020-08-03,3026.0,3026.0,2924.0,2968.0,2968.0,3590,,,,,,,,
2020-08-04,2950.0,2952.0,2866.0,2880.0,2880.0,3015,,,,,,,,
2020-08-05,2860.0,2886.0,2812.0,2844.0,2844.0,3728,,,,,,,,
2020-08-06,2846.0,2874.0,2676.0,2706.0,2706.0,3829,,,,,,,,
2020-08-07,2748.0,2946.0,2700.0,2838.0,2838.0,5030,,,,,,,,
2020-08-10,2822.0,3022.0,2758.0,2920.0,2920.0,3610,,,,,,,,
2020-08-11,2970.0,3090.0,2868.0,3080.0,3080.0,5274,,,,,,,,
2020-08-12,2926.0,2934.0,2678.0,2734.0,2734.0,7060,,,,,,,,
2020-08-13,2668.0,2702.0,2584.0,2654.0,2654.0,7310,,,,,,,,
2020-08-14,2650.0,2744.0,2636.0,2656.0,2656.0,4217,,,,,,,,
2020-08-17,2612.0,2614.0,2416.0,2420.0,2420.0,9059,,,,,,,,
2020-08-18,2374.0,2416.0,2306.0,2334.0,2334.0,4824,,,,,,,,
2020-08-19,2340.0,2390.0,2276.0,2350.0,2350.0,6278,,,,,,,,
2020-08-20,2404.0,2414.0,2204.0,2214.0,2214.0,5492,,,,,,,,
2020-08-21,2196.0,2196.0,2092.0,2115.0,2115.0,8551,,,,,,,,
2020-08-24,1994.0,2146.0,1966.0,2062.0,2062.0,11737,,,,,,,,
2020-08-25,2100.0,2119.199951171875,1994.0,1997.0,1997.0,5812,,,,,,,,
2020-08-26,1956.0,1960.0,1762.0,1768.0,1768.0,21726,,,,,,,,
2020-08-27,1760.0,1882.0,1748.0,1814.0,1814.0,17450,,,,,,,,
2020-08-28,1778.0,1817.800048828125,1747.0,1772.0,1772.0,13484,,,,,,,,
2020-08-31,1780.0,1792.0,1628.0,1650.0,1650.0,18383,,,,,,,,
2020-09-01,1620.0,1664.5999755859375,1564.0,1590.0,1590.0,15690,,,,,,,,
2020-09-02,1520.0,1740.0,1518.0,1588.0,1588.0,20921,,,,,,,,
2020-09-03,1739.800048828125,1922.0,1696.0,1872.0,1872.0,43854,,,,,,,,
2020-09-04,1974.0,2280.0,1810.0,1926.0,1926.0,85271,,,,,,,,
2020-09-08,2288.0,2356.0,2116.0,2346.0,2346.0,37628,,,,,,,,
2020-09-09,2120.0,2220.0,2050.0,2080.0,2080.0,20684,,,,,,,,
2020-09-10,1976.0,2252.0,1940.0,2184.0,2184.0,34316,,,,,,,,
2020-09-11,2124.0,2332.0,2100.0,2204.0,2204.0,23958,,,,,,,,
2020-09-14,2070.0,2134.0,1986.199951171875,2028.0,2028.0,16902,,,,,,,,
2020-09-15,1900.0,1956.0,1856.0,1872.0,1872.0,19028,,,,,,,,
2020-09-16,1884.0,1970.0,1840.0,1962.0,1962.0,17265,,,,,,,,
2020-09-17,2148.0,2170.0,2032.0,2082.0,2082.0,21764,,,,,,,,
2020-09-18,1998.0,2206.0,1990.0,2092.0,2092.0,16921,,,,,,,,
2020-09-21,2220.0,2264.0,2042.0,2042.0,2042.0,20124,,,,,,,,
2020-09-22,1992.0,2110.60009765625,1942.0,1952.0,1952.0,9780,,,,,,,,
2020-09-23,1982.0,2132.0,1937.199951171875,2112.0,2112.0,16446,,,,,,,,
2020-09-24,2200.0,2220.0,2036.0,2116.0,2116.0,15796,,,,,,,,
2020-09-25,2088.0,2154.0,1960.0,1964.0,1964.0,10205,,,,,,,,
2020-09-28,1882.0,1934.0,1854.0,1860.0,1860.0,8180,,,,,,,,
2020-09-29,1874.0,1886.0,1824.0,1850.0,1850.0,7557,,,,,,,,
2020-09-30,1854.0,1854.0,1718.0,1764.0,1764.0,14889,,,,,,,,
2020-10-01,1696.0,1738.0,1652.4000244140625,1660.0,1660.0,13521,,,,,,,,
2020-10-02,1790.0,1812.0,1694.0,1798.0,1798.0,21866,,,,,,,,
2020-10-05,1758.0,1764.0,1680.0,1680.0,1680.0,7736,,,,,,,,
2020-10-06,1696.0,1796.0,1664.0,1770.0,1770.0,11420,,,,,,,,
2020-10-07,1708.0,1731.5999755859375,1662.0,1672.0,1672.0,7877,,,,,,,,
2020-10-08,1634.0,1669.800048828125,1624.0,1656.0,1656.0,5837,,,,,,,,
2020-10-09,1636.0,1650.0,1608.0,1608.0,1608.0,4379,,,,,,,,
2020-10-12,1512.0,1532.0,1394.0,1450.0,1450.0,15326,,,,,,,,
2020-10-13,1432.0,1482.0,1424.0,1458.0,1458.0,10675,,,,,,,,
2020-10-14,1436.0,1475.800048828125,1404.0,1474.0,1474.0,10623,,,,,,,,
2020-10-15,1538.0,1571.0,1508.0,1524.0,1524.0,11747,,,,,,,,
2020-10-16,1476.0,1556.0,1464.0,1540.0,1540.0,7497,,,,,,,,
2020-10-19,1508.0,1628.0,1491.0,1610.0,1610.0,10979,,,,,,,,
2020-10-20,1596.0,1620.0,1536.199951171875,1580.0,1580.0,8013,,,,,,,,
2020-10-21,1542.0,1552.0,1480.199951171875,1538.0,1538.0,11881,,,,,,,,
2020-10-22,1508.0,1616.4000244140625,1497.0,1544.0,1544.0,9146,,,,,,,,
2020-10-23,1540.0,1594.0,1514.0,1514.0,1514.0,5559,,,,,,,,
2020-10-26,1562.0,1638.0,1490.0,1592.0,1592.0,13047,,,,,,,,
2020-10-27,1554.0,1580.0,1476.0,1486.0,1486.0,9256,,,,,,,,
2020-10-28,1560.0,1672.0,1558.4000244140625,1672.0,1672.0,16091,,,,,,,,
2020-10-29,1590.0,1606.0,1466.0,1504.0,1504.0,17460,,,,,,,,
2020-10-30,1616.0,1786.0,1608.0,1744.0,1744.0,27152,,,,,,,,
2020-11-02,1714.199951171875,1806.0,1657.0,1742.0,1742.0,22978,,,,,,,,
2020-11-03,1746.0,1776.5999755859375,1638.0,1686.0,1686.0,14637,,,,,,,,
2020-11-04,1538.0,1574.0,1436.0,1468.0,1468.0,19477,,,,,,,,
2020-11-05,1354.0,1422.0,1354.0,1362.0,1362.0,13530,,,,,,,,
2020-11-06,1376.0,1432.0,1352.0,1354.0,1354.0,12022,,,,,,,,
2020-11-09,1338.0,1485.199951171875,1310.0,1476.0,1476.0,20855,,,,,,,,
2020-11-10,1526.0,1660.0,1520.0,1600.0,1600.0,21502,,,,,,,,
2020-11-11,1554.0,1588.0,1498.0,1504.0,1504.0,7604,,,,,,,,
2020-11-12,1490.0,1540.199951171875,1459.0,1520.0,1520.0,7970,,,,,,,,
2020-11-13,1500.0,1580.0,1498.0,1514.0,1514.0,5998,,,,,,,,
2020-11-16,1520.0,1542.0,1476.0,1506.0,1506.0,6306,,,,,,,,
2020-11-17,1470.0,1512.0,1464.0,1500.199951171875,1500.199951171875,4715,,,,,,,,
2020-11-18,1496.0,1526.0,1432.0,1482.0,1482.0,8205,,,,,,,,
2020-11-19,1506.0,1520.0,1455.0,1464.0,1464.0,4351,,,,,,,,
2020-11-20,1456.0,1482.0,1438.199951171875,1462.0,1462.0,6539,,,,,,,,
2020-11-23,1448.0,1510.0,1428.0,1482.0,1482.0,7356,,,,,,,,
2020-11-24,1444.0,1483.800048828125,1394.0,1398.0,1398.0,11351,,,,,,,,
2020-11-25,1402.0,1418.0,1342.0,1344.0,1344.0,7510,,,,,,,,
2020-11-27,1318.0,1330.0,1290.0,1310.0,1310.0,8161,,,,,,,,
2020-11-30,1310.0,1410.0,1300.0,1336.0,1336.0,12891,,,,,,,,
2020-12-01,1296.0,1319.5999755859375,1246.0,1260.0,1260.0,11240,,,,,,,,
2020-12-02,1320.0,1340.0,1244.0,1264.0,1264.0,12355,,,,,,,,
2020-12-03,1240.0,1258.4000244140625,1222.0,1244.0,1244.0,9273,,,,,,,,
2020-12-04,1244.0,1256.0,1232.800048828125,1248.0,1248.0,4908,,,,,,,,
2020-12-07,1250.0,1252.0,1191.0,1194.0,1194.0,14181,,,,,,,,
2020-12-08,1198.0,1240.0,1190.0,1194.0,1194.0,7926,,,,,,,,
2020-12-09,1186.0,1284.0,1164.0,1256.0,1256.0,17142,,,,,,,,
2020-12-10,1310.0,1318.0,1182.0,1186.0,1186.0,15523,,,,,,,,
2020-12-11,1216.0,1238.0,1188.0,1200.0,1200.0,10299,,,,,,,,
2020-12-14,1172.0,1176.0,1128.0,1158.0,1158.0,14072,,,,,,,,
2020-12-15,1120.0,1144.800048828125,1076.0,1090.0,1090.0,12534,,,,,,,,
2020-12-16,1056.0,1071.0,1026.0,1062.0,1062.0,11619,,,,,,,,
2020-12-17,1042.0,1053.0,1020.0,1026.0,1026.0,6649,,,,,,,,
2020-12-18,1002.0,1048.4000244140625,1002.0,1014.0,1014.0,11688,,,,,,,,
2020-12-21,1050.0,1060.0,1018.0,1026.0,1026.0,9247,,,,,,,,
2020-12-22,1010.0,1076.0,1010.0,1044.0,1044.0,5594,,,,,,,,
2020-12-23,1038.0,1070.0,1028.0,1054.0,1054.0,5879,,,,,,,,
2020-12-24,1080.0,1106.0,1072.0,1094.0,1094.0,5209,,,,,,,,
2020-12-28,1072.0,1087.0,1027.0,1034.0,1034.0,8387,,,,,,,,
2020-12-29,1014.0,1032.0,1000.0,1014.0,1014.0,9803,,,,,,,,
2020-12-30,994.0,1008.0,968.0,970.0,970.0,9109,,,,,,,,
2020-12-31,964.0,988.0,963.0,972.0,972.0,6797,,,,,,,,
2021-01-04,970.0,1036.0,950.0,1002.0,1002.0,15240,,,,,,,,
2021-01-05,1016.0,1022.0,969.0,974.0,974.0,6683,,,,,,,,
2021-01-06,1012.0,1054.0,982.0,1054.0,1054.0,18118,,,,,,,,
2021-01-07,1002.0,1021.0,966.0,970.0,970.0,11403,,,,,,,,
2021-01-08,920.0,960.0,882.0,882.0,882.0,17185,,,,,,,,
2021-01-11,932.0,990.0,932.0,988.0,988.0,27184,,,,,,,,
2021-01-12,960.0,988.0,949.7999877929688,962.0,962.0,13222,,,,,,,,
2021-01-13,950.0,967.7999877929688,917.0,938.0,938.0,7285,,,,,,,,
2021-01-14,920.0,948.0,904.0,938.0,938.0,6267,,,,,,,,
2021-01-15,944.0,984.0,926.2000122070312,980.0,980.0,10814,,,,,,,,
2021-01-19,932.0,948.0,910.0,914.0,914.0,11620,,,,,,,,
2021-01-20,824.0,830.0,766.0,788.0,788.0,31093,,,,,,,,
2021-01-21,772.0,788.0,768.0,778.0,778.0,11578,,,,,,,,
2021-01-22,790.0,790.0,766.0,776.0,776.0,9380,,,,,,,,
2021-01-25,742.0,820.0,730.0,760.0,760.0,18488,,,,,,,,
2021-01-26,754.0,764.0,738.0,742.0,742.0,8965,,,,,,,,
2021-01-27,772.0,830.0,770.0,826.0,826.0,25588,,,,,,,,
2021-01-28,824.0,832.0,776.0,810.0,810.0,11620,,,,,,,,
2021-01-29,828.0,892.0,822.0,880.0,880.0,24786,,,,,,,,
2021-02-01,838.0,860.0,784.0,790.0,790.0,14069,,,,,,,,
2021-02-02,770.0,770.0,738.0,744.0,744.0,9970,,,,,,,,
2021-02-03,720.0,738.0,710.0,738.0,738.0,14417,,,,,,,,
2021-02-04,726.0,742.0,710.0,710.0,710.0,6912,,,,,,,,
2021-02-05,712.0,723.0,688.0,692.0,692.0,8824,,,,,,,,
2021-02-08,674.0,682.0,667.0,672.0,672.0,6515,,,,,,,,
2021-02-09,676.0,676.0,630.0,648.0,648.0,14345,,,,,,,,
2021-02-10,612.0,658.0,594.0,620.0,620.0,22123,,,,,,,,
2021-02-11,606.0,628.0,602.0,608.0,608.0,12031,,,,,,,,
2021-02-12,622.0,626.0,594.0,594.0,594.0,12736,,,,,,,,
2021-02-16,590.0,596.0,568.0,576.0,576.0,10182,,,,,,,,
2021-02-17,600.0,628.0,594.0,603.0,603.0,17579,,,,,,,,
2021-02-18,642.0,652.0,618.0,622.0,622.0,18834,,,,,,,,
2021-02-19,608.0,626.0,594.0,602.0,602.0,12107,,,,,,,,
2021-02-22,638.0,655.0,599.7999877929688,648.0,648.0,15521,,,,,,,,
2021-02-23,714.0,772.0,642.0,648.0,648.0,63737,,,,,,,,
2021-02-24,672.0,698.0,654.0,658.0,658.0,21304,,,,,,,,
2021-02-25,662.0,737.0,634.0,718.0,718.0,33040,,,,,,,,
2021-02-26,700.0,751.7999877929688,674.0,718.0,718.0,31288,,,,,,,,
2021-03-01,672.0,704.0,656.0,656.0,656.0,12283,,,,,,,,
2021-03-02,662.0,698.0,650.4000244140625,696.0,696.0,12494,,,,,,,,
2021-03-03,698.0,780.0,679.0,770.0,770.0,30006,,,,,,,,
2021-03-04,780.0,874.0,750.0,842.0,842.0,79206,,,,,,,,
2021-03-05,808.0,960.0,804.0,818.0,818.0,105624,,,,,,,,
2021-03-08,830.0,950.0,812.2000122070312,948.0,948.0,62057,,,,,,,,
2021-03-09,842.5999755859375,854.0,744.0,754.0,754.0,51326,,,,,,,,
2021-03-10,704.0,800.0,704.0,780.0,780.0,58385,,,,,,,,
2021-03-11,728.0,742.0,690.0,692.0,692.0,26666,,,,,,,,
2021-03-12,738.0,758.0,722.0,722.0,722.0,27038,,,,,,,,
2021-03-15,732.0,744.0,692.0,692.0,692.0,18472,,,,,,,,
2021-03-16,684.0,712.0,664.0,700.0,700.0,27606,,,,,,,,
2021-03-17,726.0,742.0,652.0,666.0,666.0,34599,,,,,,,,
2021-03-18,696.0,742.0,688.0,742.0,742.0,28384,,,,,,,,
2021-03-19,742.0,762.0,720.0,724.0,724.0,27162,,,,,,,,
2021-03-22,714.0,720.0,680.0,700.0,700.0,18621,,,,,,,,
2021-03-23,700.0,712.0,682.0,708.0,708.0,20952,,,,,,,,
2021-03-24,700.0,776.0,700.0,776.0,776.0,33992,,,,,,,,
2021-03-25,816.0,840.0,772.0,820.0,820.0,69732,,,,,,,,
2021-03-26,840.0,896.0,810.0,810.0,810.0,57077,,,,,,,,
2021-03-29,812.0,832.0,783.0,794.0,794.0,32365,,,,,,,,
2021-03-30,810.0,820.0,770.0,790.0,790.0,20395,,,,,,,,
2021-03-31,758.0,765.0,728.0,740.0,740.0,19296,,,,,,,,
2021-04-01,706.0,724.0,690.0,718.0,718.0,14629,,,,,,,,
2021-04-05,682.0,696.0,664.0,666.0,666.0,19224,,,,,,,,
2021-04-06,666.0,670.0,643.0,656.0,656.0,15346,,,,,,,,
2021-04-07,664.0,670.0,636.0,644.0,644.0,14186,,,,,,,,
2021-04-08,626.0,632.0,614.0,616.0,616.0,12550,,,,,,,,
2021-04-09,630.0,637.7999877929688,616.0,618.0,618.0,16337,,,,,,,,
2021-04-12,614.0,621.0,592.0,594.0,594.0,17655,,,,,,,,
2021-04-13,590.0,590.5999755859375,559.0,564.0,564.0,24320,,,,,,,,
2021-04-14,558.0,601.0,557.0,598.0,598.0,26454,,,,,,,,
2021-04-15,580.0,583.0,564.0,568.0,568.0,20617,,,,,,,,
2021-04-16,566.0,586.0,564.0,574.0,574.0,18075,,,,,,,,
2021-04-19,584.0,611.7999877929688,577.0,596.0,596.0,24252,,,,,,,,
2021-04-20,596.0,630.0,588.0,612.0,612.0,24993,,,,,,,,
2021-04-21,640.0,644.0,610.0,610.0,610.0,20877,,,,,,,,
