date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SVNDF')","('high', 'SVNDF')","('low', 'SVNDF')","('close', 'SVNDF')","('adj_close', 'SVNDF')","('volume', 'SVNDF')","('currency', '')"
2020-01-02,12.463333129882812,12.463333129882812,12.463333129882812,12.463333129882812,11.011117935180664,0,,,,,,,,
2020-01-03,12.463333129882812,12.463333129882812,12.463333129882812,12.463333129882812,11.011117935180664,0,,,,,,,,
2020-01-06,11.99666690826416,11.99666690826416,11.99666690826416,11.99666690826416,10.598827362060547,24000,,,,,,,,
2020-01-07,11.99666690826416,11.99666690826416,11.99666690826416,11.99666690826416,10.598827362060547,0,,,,,,,,
2020-01-08,11.99666690826416,11.99666690826416,11.99666690826416,11.99666690826416,10.598827362060547,0,,,,,,,,
2020-01-09,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,900,,,,,,,,
2020-01-10,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-13,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-14,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-15,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-16,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-17,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-21,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-22,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-23,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-24,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-27,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-28,12.176667213439941,12.176667213439941,12.176667213439941,12.176667213439941,10.757853507995605,0,,,,,,,,
2020-01-29,12.710000038146973,12.710000038146973,12.696666717529297,12.696666717529297,11.21726131439209,2700,,,,,,,,
2020-01-30,12.696666717529297,12.696666717529297,12.696666717529297,12.696666717529297,11.21726131439209,0,,,,,,,,
2020-01-31,12.546667098999023,12.546667098999023,12.533332824707031,12.533332824707031,11.072959899902344,1800,,,,,,,,
2020-02-03,12.533332824707031,12.533332824707031,12.533332824707031,12.533332824707031,11.072959899902344,0,,,,,,,,
2020-02-04,12.533332824707031,12.533332824707031,12.533332824707031,12.533332824707031,11.072959899902344,3000,,,,,,,,
2020-02-05,12.533332824707031,12.533332824707031,12.533332824707031,12.533332824707031,11.072959899902344,0,,,,,,,,
2020-02-06,12.533332824707031,12.533332824707031,12.533332824707031,12.533332824707031,11.072959899902344,0,,,,,,,,
2020-02-07,12.533332824707031,12.533332824707031,12.533332824707031,12.533332824707031,11.072959899902344,0,,,,,,,,
2020-02-10,12.90999984741211,12.90999984741211,12.90999984741211,12.90999984741211,11.40573787689209,600,,,,,,,,
2020-02-11,12.90999984741211,12.90999984741211,12.90999984741211,12.90999984741211,11.40573787689209,0,,,,,,,,
2020-02-12,13.0600004196167,13.0600004196167,13.05666732788086,13.05666732788086,11.53531551361084,1800,,,,,,,,
2020-02-13,13.05666732788086,13.05666732788086,13.05666732788086,13.05666732788086,11.53531551361084,600,,,,,,,,
2020-02-14,13.05666732788086,13.05666732788086,13.05666732788086,13.05666732788086,11.53531551361084,0,,,,,,,,
2020-02-18,13.05666732788086,13.05666732788086,13.05666732788086,13.05666732788086,11.53531551361084,0,,,,,,,,
2020-02-19,13.05666732788086,13.05666732788086,13.05666732788086,13.05666732788086,11.53531551361084,0,,,,,,,,
