date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'ESQ')","('high', 'ESQ')","('low', 'ESQ')","('close', 'ESQ')","('adj_close', 'ESQ')","('volume', 'ESQ')","('currency', '')"
2020-01-02,26.06999969482422,26.06999969482422,25.760000228881836,25.959999084472656,25.031618118286133,5600,,,,,,,,
2020-01-03,25.40999984741211,25.850000381469727,25.200000762939453,25.40999984741211,24.501285552978516,15700,,,,,,,,
2020-01-06,25.31999969482422,25.489999771118164,24.46500015258789,25.200000762939453,24.298797607421875,8600,,,,,,,,
2020-01-07,25.18000030517578,25.18000030517578,24.65999984741211,24.860000610351562,23.97095489501953,9400,,,,,,,,
2020-01-08,24.850000381469727,25.389999389648438,24.600000381469727,25.270000457763672,24.366294860839844,13900,,,,,,,,
2020-01-09,25.25,25.600000381469727,25.25,25.600000381469727,24.684490203857422,10000,,,,,,,,
2020-01-10,25.549999237060547,25.75,25.350000381469727,25.719999313354492,24.800199508666992,22300,,,,,,,,
2020-01-13,25.75,25.940000534057617,25.454999923706055,25.760000228881836,24.83876609802246,21200,,,,,,,,
2020-01-14,25.75,25.760000228881836,24.270000457763672,24.350000381469727,23.479190826416016,39300,,,,,,,,
2020-01-15,24.329999923706055,24.68000030517578,23.90999984741211,24.510000228881836,23.63347053527832,27500,,,,,,,,
2020-01-16,24.59000015258789,24.8700008392334,24.15999984741211,24.8700008392334,23.9805965423584,8200,,,,,,,,
2020-01-17,25.030000686645508,25.200000762939453,24.75,24.760000228881836,23.874530792236328,7000,,,,,,,,
2020-01-21,24.709999084472656,25.079999923706055,24.600000381469727,24.809999465942383,23.922739028930664,5500,,,,,,,,
2020-01-22,24.8799991607666,24.94499969482422,24.610000610351562,24.614999771118164,23.73471450805664,5200,,,,,,,,
2020-01-23,24.469999313354492,24.469999313354492,23.610000610351562,23.81999969482422,22.968149185180664,20500,,,,,,,,
2020-01-24,23.90399932861328,24.21500015258789,23.520000457763672,23.700000762939453,22.852441787719727,9600,,,,,,,,
2020-01-27,23.299999237060547,23.729999542236328,22.899999618530273,23.260000228881836,22.42817497253418,20500,,,,,,,,
2020-01-28,23.600000381469727,23.709999084472656,23.5,23.579999923706055,22.736726760864258,11800,,,,,,,,
2020-01-29,23.5,23.639999389648438,23.5,23.56999969482422,22.72708511352539,12600,,,,,,,,
2020-01-30,23.479999542236328,23.579999923706055,23.260000228881836,23.469999313354492,22.630664825439453,12000,,,,,,,,
2020-01-31,23.25,23.260000228881836,22.75,22.75,21.936412811279297,17100,,,,,,,,
2020-02-03,22.8700008392334,24.610000610351562,22.5,24.299999237060547,23.430980682373047,29600,,,,,,,,
2020-02-04,24.579999923706055,24.700000762939453,23.655000686645508,24.040000915527344,23.180280685424805,15700,,,,,,,,
2020-02-05,24.350000381469727,24.690000534057617,22.729999542236328,24.31999969482422,23.450265884399414,15900,,,,,,,,
2020-02-06,24.56999969482422,24.56999969482422,23.799999237060547,23.799999237060547,22.94886016845703,3800,,,,,,,,
2020-02-07,22.886999130249023,24.110000610351562,22.886999130249023,24.110000610351562,23.24777603149414,10200,,,,,,,,
2020-02-10,23.969999313354492,24.5,23.969999313354492,24.139999389648438,23.276702880859375,4500,,,,,,,,
2020-02-11,24.209999084472656,24.299999237060547,23.579999923706055,24.010000228881836,23.151355743408203,4600,,,,,,,,
2020-02-12,24.139999389648438,24.139999389648438,24.0,24.0,23.14171028137207,4200,,,,,,,,
2020-02-13,23.920000076293945,24.344999313354492,23.90999984741211,24.18000030517578,23.315271377563477,13900,,,,,,,,
2020-02-14,24.200000762939453,24.34000015258789,24.020000457763672,24.1200008392334,23.257415771484375,4600,,,,,,,,
2020-02-18,24.049999237060547,24.049999237060547,23.81999969482422,23.969999313354492,23.112783432006836,1800,,,,,,,,
2020-02-19,23.510000228881836,23.899999618530273,23.239999771118164,23.239999771118164,22.40888786315918,12300,,,,,,,,
2020-02-20,23.299999237060547,23.799999237060547,23.0,23.799999237060547,22.94886016845703,9900,,,,,,,,
2020-02-21,23.700000762939453,24.049999237060547,23.360000610351562,24.049999237060547,23.189918518066406,9000,,,,,,,,
