date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'PCG-PE')","('high', 'PCG-PE')","('low', 'PCG-PE')","('close', 'PCG-PE')","('adj_close', 'PCG-PE')","('volume', 'PCG-PE')","('currency', '')"
2020-01-02,21.170000076293945,21.42729949951172,21.15999984741211,21.42729949951172,17.9598331451416,400,,,,,,,,
2020-01-03,21.790000915527344,21.790000915527344,21.790000915527344,21.790000915527344,18.263839721679688,398,,,,,,,,
2020-01-07,21.600000381469727,21.600000381469727,21.600000381469727,21.600000381469727,18.104585647583008,600,,,,,,,,
2020-01-09,21.510000228881836,21.61199951171875,21.5,21.61199951171875,18.114643096923828,600,,,,,,,,
2020-01-10,21.510000228881836,21.510000228881836,21.510000228881836,21.510000228881836,18.029150009155273,1000,,,,,,,,
2020-01-13,21.190000534057617,21.190000534057617,21.190000534057617,21.190000534057617,17.76093292236328,100,,,,,,,,
2020-01-14,21.5,21.600000381469727,21.5,21.600000381469727,18.104585647583008,654,,,,,,,,
2020-01-16,21.843700408935547,22.0,21.842300415039062,21.850000381469727,18.314130783081055,1010,,,,,,,,
2020-01-17,21.8700008392334,22.0,21.8700008392334,22.0,18.43985366821289,3034,,,,,,,,
2020-01-22,22.149999618530273,22.149999618530273,22.149999618530273,22.149999618530273,18.565584182739258,208,,,,,,,,
2020-01-23,21.75,21.75,21.75,21.75,18.230314254760742,168,,,,,,,,
2020-01-27,21.947599411010742,21.947599411010742,21.75,21.799999237060547,18.272218704223633,1880,,,,,,,,
2020-01-28,21.81999969482422,22.729999542236328,21.81999969482422,22.729999542236328,19.051725387573242,454,,,,,,,,
2020-01-29,23.0,23.0,22.979999542236328,22.979999542236328,19.261266708374023,331,,,,,,,,
2020-02-03,23.860000610351562,23.860000610351562,23.860000610351562,23.860000610351562,19.998859405517578,151,,,,,,,,
2020-02-04,23.559999465942383,23.559999465942383,23.5,23.5,19.697118759155273,5199,,,,,,,,
2020-02-05,23.651899337768555,23.651899337768555,23.651899337768555,23.651899337768555,19.824434280395508,200,,,,,,,,
2020-02-10,23.979999542236328,24.25,23.979999542236328,24.25,20.32575035095215,325,,,,,,,,
2020-02-11,24.25,24.299999237060547,24.149999618530273,24.149999618530273,20.24193000793457,3002,,,,,,,,
2020-02-12,24.149999618530273,24.27079963684082,24.149999618530273,24.27079963684082,20.343183517456055,3422,,,,,,,,
2020-02-13,23.8799991607666,23.8799991607666,23.8799991607666,23.8799991607666,20.015621185302734,125,,,,,,,,
2020-02-14,24.18000030517578,24.18000030517578,24.18000030517578,24.18000030517578,20.267078399658203,368,,,,,,,,
2020-02-18,24.149999618530273,24.399999618530273,24.149999618530273,24.399999618530273,20.451475143432617,4146,,,,,,,,
2020-02-19,24.861400604248047,24.861400604248047,24.209999084472656,24.209999084472656,20.29222297668457,704,,,,,,,,
2020-02-20,23.81999969482422,24.989999771118164,23.81999969482422,24.989999771118164,20.945999145507812,1706,,,,,,,,
2020-02-21,24.209999084472656,24.5,24.209999084472656,24.5,20.535293579101562,405,,,,,,,,
2020-02-24,24.200000762939453,24.200000762939453,24.200000762939453,24.200000762939453,20.28384017944336,201,,,,,,,,
2020-02-25,24.333799362182617,24.333799362182617,24.333799362182617,24.333799362182617,20.39598846435547,137,,,,,,,,
2020-02-26,24.5,24.504899978637695,24.5,24.5,20.535293579101562,1692,,,,,,,,
2020-02-27,24.51930046081543,24.51930046081543,24.51930046081543,24.51930046081543,20.551471710205078,1000,,,,,,,,
2020-03-02,24.45509910583496,24.45509910583496,24.45509910583496,24.45509910583496,20.497657775878906,300,,,,,,,,
2020-03-03,24.200000762939453,24.93000030517578,24.200000762939453,24.850000381469727,20.828655242919922,1700,,,,,,,,
2020-03-09,21.5,24.25,21.5,24.25,20.32575035095215,3261,,,,,,,,
2020-03-11,24.200000762939453,24.298799514770508,24.200000762939453,24.298799514770508,20.36665153503418,1003,,,,,,,,
2020-03-12,23.149999618530273,23.149999618530273,23.0,23.0,19.278030395507812,1787,,,,,,,,
2020-03-18,19.079999923706055,20.15999984741211,19.079999923706055,20.06999969482422,16.822172164916992,2679,,,,,,,,
2020-03-19,19.979999542236328,19.979999542236328,19.979999542236328,19.979999542236328,16.746742248535156,103,,,,,,,,
2020-03-20,19.93000030517578,20.0,19.93000030517578,20.0,16.763505935668945,1100,,,,,,,,
2020-03-23,19.969999313354492,19.969999313354492,19.75,19.75,16.5539608001709,1103,,,,,,,,
2020-03-24,19.979999542236328,20.469999313354492,18.610000610351562,20.372400283813477,17.075641632080078,2043,,,,,,,,
2020-03-25,20.600000381469727,20.600000381469727,20.600000381469727,20.600000381469727,17.26641082763672,247,,,,,,,,
2020-03-26,20.924999237060547,21.0,20.600000381469727,21.0,17.6016788482666,2289,,,,,,,,
2020-03-27,20.649999618530273,20.65999984741211,19.219999313354492,20.549999237060547,17.22450065612793,1168,,,,,,,,
2020-03-30,21.0,21.0,21.0,21.0,17.6016788482666,100,,,,,,,,
2020-04-06,19.75,19.75,18.75,19.709999084472656,16.52043342590332,2141,,,,,,,,
2020-04-07,20.479999542236328,20.5,20.479999542236328,20.5,17.182592391967773,10000,,,,,,,,
2020-04-09,21.93000030517578,22.0,21.90999984741211,22.0,18.43985366821289,1084,,,,,,,,
2020-04-16,23.5,23.5,23.5,23.5,19.697118759155273,319,,,,,,,,
2020-04-27,22.15999984741211,22.25,20.5,22.0,18.43985366821289,4853,,,,,,,,
2020-04-28,22.5,22.5,22.149999618530273,22.149999618530273,18.565584182739258,8801,,,,,,,,
2020-05-05,23.0,23.0,23.0,23.0,19.278030395507812,260,,,,,,,,
