date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SU.PA')","('high', 'SU.PA')","('low', 'SU.PA')","('close', 'SU.PA')","('adj_close', 'SU.PA')","('volume', 'SU.PA')","('currency', '')"
2020-01-02,92.16000366210938,93.55999755859375,92.13999938964844,93.05999755859375,81.93768310546875,1084445,,,,,,,,
2020-01-03,92.13999938964844,92.95999908447266,91.91999816894531,92.81999969482422,81.72637176513672,971960,,,,,,,,
2020-01-06,91.5999984741211,92.69999694824219,91.30000305175781,92.69999694824219,81.62071228027344,1080758,,,,,,,,
2020-01-07,92.72000122070312,93.44000244140625,91.9800033569336,92.31999969482422,81.28614044189453,1025424,,,,,,,,
2020-01-08,91.77999877929688,93.08000183105469,91.4000015258789,92.55999755859375,81.49744415283203,1124353,,,,,,,,
2020-01-09,93.36000061035156,93.45999908447266,91.80000305175781,91.80000305175781,80.82827758789062,1478004,,,,,,,,
2020-01-10,91.5999984741211,92.63999938964844,91.5199966430664,92.13999938964844,81.12763977050781,1266710,,,,,,,,
2020-01-13,91.63999938964844,92.58000183105469,91.5999984741211,91.86000061035156,80.881103515625,1038024,,,,,,,,
2020-01-14,92.0,92.63999938964844,90.72000122070312,92.62000274658203,81.55027770996094,1338398,,,,,,,,
2020-01-15,92.45999908447266,92.87999725341797,91.95999908447266,92.33999633789062,81.3037338256836,1192109,,,,,,,,
2020-01-16,92.23999786376953,92.66000366210938,91.86000061035156,92.62000274658203,81.55027770996094,995978,,,,,,,,
2020-01-17,94.0,94.76000213623047,93.86000061035156,94.22000122070312,82.95904541015625,1649428,,,,,,,,
2020-01-20,94.05999755859375,94.30000305175781,93.83999633789062,93.9800033569336,82.74773406982422,676078,,,,,,,,
2020-01-21,93.68000030517578,93.77999877929688,92.41999816894531,93.5999984741211,82.41314697265625,873068,,,,,,,,
2020-01-22,93.80000305175781,94.5,92.95999908447266,92.9800033569336,81.86724853515625,1064235,,,,,,,,
2020-01-23,92.5,93.22000122070312,92.0999984741211,92.5199966430664,81.46221923828125,1238934,,,,,,,,
2020-01-24,93.37999725341797,95.0199966430664,93.0199966430664,94.22000122070312,82.95904541015625,1163331,,,,,,,,
2020-01-27,92.23999786376953,92.72000122070312,91.26000213623047,91.62000274658203,80.66979217529297,1362280,,,,,,,,
2020-01-28,91.9800033569336,92.66000366210938,90.9800033569336,92.16000366210938,81.14525604248047,1303488,,,,,,,,
2020-01-29,92.04000091552734,93.83999633789062,91.95999908447266,93.69999694824219,82.50119018554688,1076681,,,,,,,,
2020-01-30,92.16000366210938,92.5,91.31999969482422,91.86000061035156,80.881103515625,1175692,,,,,,,,
2020-01-31,92.04000091552734,92.22000122070312,90.0999984741211,90.5199966430664,79.70125579833984,1540138,,,,,,,,
2020-02-03,90.55999755859375,92.0199966430664,90.4000015258789,91.80000305175781,80.82827758789062,1073930,,,,,,,,
2020-02-04,92.16000366210938,94.22000122070312,92.16000366210938,94.04000091552734,82.8005599975586,1139758,,,,,,,,
2020-02-05,93.5,96.18000030517578,93.22000122070312,95.58000183105469,84.15650939941406,1727149,,,,,,,,
2020-02-06,95.95999908447266,96.33999633789062,95.5199966430664,95.9800033569336,84.50869750976562,1139362,,,,,,,,
2020-02-07,95.69999694824219,96.04000091552734,94.95999908447266,95.62000274658203,84.19171905517578,930964,,,,,,,,
2020-02-10,95.31999969482422,95.69999694824219,94.80000305175781,95.4000015258789,83.99801635742188,757023,,,,,,,,
2020-02-11,96.16000366210938,96.41999816894531,95.5999984741211,96.05999755859375,84.57913970947266,1454425,,,,,,,,
2020-02-12,95.73999786376953,97.0199966430664,95.30000305175781,96.62000274658203,85.07220458984375,1477398,,,,,,,,
2020-02-13,96.54000091552734,97.37999725341797,95.81999969482422,97.37999725341797,85.7413558959961,1373972,,,,,,,,
2020-02-14,97.5,97.94000244140625,96.76000213623047,97.0,85.40679168701172,1107898,,,,,,,,
2020-02-17,97.33999633789062,98.18000030517578,97.0999984741211,98.18000030517578,86.44575500488281,579943,,,,,,,,
2020-02-18,97.33999633789062,97.69999694824219,96.86000061035156,97.0,85.40679168701172,1026664,,,,,,,,
2020-02-19,97.33999633789062,97.72000122070312,96.83999633789062,97.4000015258789,85.75897979736328,1155427,,,,,,,,
2020-02-20,99.37999725341797,105.5,99.05999755859375,102.9000015258789,90.60163116455078,2226741,,,,,,,,
2020-02-21,102.0,103.4000015258789,100.94999694824219,101.6500015258789,89.50102996826172,1749606,,,,,,,,
2020-02-24,98.87999725341797,99.0999984741211,96.58000183105469,98.58000183105469,86.79794311523438,2471424,,,,,,,,
2020-02-25,99.0999984741211,99.54000091552734,96.58000183105469,96.58000183105469,85.03697967529297,1996526,,,,,,,,
2020-02-26,96.0,97.33999633789062,92.33999633789062,97.0999984741211,85.49483489990234,2312440,,,,,,,,
2020-02-27,95.5999984741211,95.77999877929688,91.94000244140625,93.73999786376953,82.53640747070312,2617411,,,,,,,,
2020-02-28,90.30000305175781,91.62000274658203,88.19999694824219,90.5,79.68364715576172,3358699,,,,,,,,
2020-03-02,98.08000183105469,98.23999786376953,90.31999969482422,92.23999786376953,81.21569061279297,3615763,,,,,,,,
2020-03-03,94.0,97.0999984741211,93.13999938964844,94.63999938964844,83.32884979248047,3613415,,,,,,,,
2020-03-04,94.86000061035156,96.62000274658203,93.41999816894531,96.0999984741211,84.61434936523438,2655947,,,,,,,,
2020-03-05,97.63999938964844,97.63999938964844,94.16000366210938,96.4000015258789,84.87849426269531,2474512,,,,,,,,
2020-03-06,92.66000366210938,93.81999969482422,89.41999816894531,90.27999877929688,79.48994445800781,3102849,,,,,,,,
2020-03-09,83.0,85.0,80.0,82.13999938964844,72.32281494140625,5205636,,,,,,,,
2020-03-10,83.68000030517578,85.87999725341797,80.30000305175781,80.9000015258789,71.23101806640625,4237385,,,,,,,,
2020-03-11,82.45999908447266,84.08000183105469,81.0999984741211,82.18000030517578,72.3580322265625,3750591,,,,,,,,
2020-03-12,75.0199966430664,77.76000213623047,69.73999786376953,70.66000366210938,62.21489334106445,5812050,,,,,,,,
2020-03-13,72.5999984741211,77.33999633789062,70.0,71.95999908447266,63.359500885009766,5255388,,,,,,,,
2020-03-16,67.73999786376953,74.0199966430664,63.7400016784668,70.41999816894531,62.00356674194336,5347026,,,,,,,,
2020-03-17,73.0999984741211,75.55999755859375,68.76000213623047,73.4000015258789,64.62740325927734,3957598,,,,,,,,
2020-03-18,70.0199966430664,71.33999633789062,63.52000045776367,68.13999938964844,59.996055603027344,3190092,,,,,,,,
2020-03-19,72.80000305175781,72.80000305175781,61.720001220703125,67.27999877929688,59.23884582519531,3354894,,,,,,,,
2020-03-20,74.0,76.27999877929688,68.16000366210938,69.72000122070312,61.38722229003906,3631376,,,,,,,,
2020-03-23,65.94000244140625,69.4800033569336,63.52000045776367,67.76000213623047,59.6614875793457,3184556,,,,,,,,
