date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GIFLF')","('high', 'GIFLF')","('low', 'GIFLF')","('close', 'GIFLF')","('adj_close', 'GIFLF')","('volume', 'GIFLF')","('currency', '')"
2020-01-02,34.79999923706055,34.79999923706055,34.79999923706055,34.79999923706055,33.60912322998047,0,,,,,,,,
2020-01-03,34.79999923706055,34.79999923706055,34.79999923706055,34.79999923706055,33.60912322998047,0,,,,,,,,
2020-01-06,35.25,35.45000076293945,35.25,35.45000076293945,34.23688507080078,25100,,,,,,,,
2020-01-07,35.95000076293945,35.95000076293945,35.900001525878906,35.900001525878906,34.671485900878906,2100,,,,,,,,
2020-01-08,35.900001525878906,35.900001525878906,35.900001525878906,35.900001525878906,34.671485900878906,0,,,,,,,,
2020-01-09,35.900001525878906,35.900001525878906,35.900001525878906,35.900001525878906,34.671485900878906,0,,,,,,,,
2020-01-10,35.900001525878906,35.900001525878906,35.900001525878906,35.900001525878906,34.671485900878906,0,,,,,,,,
2020-01-13,35.900001525878906,35.900001525878906,35.900001525878906,35.900001525878906,34.671485900878906,0,,,,,,,,
2020-01-14,36.18000030517578,36.18000030517578,36.18000030517578,36.18000030517578,34.941898345947266,300,,,,,,,,
2020-01-15,36.18000030517578,36.18000030517578,36.18000030517578,36.18000030517578,34.941898345947266,0,,,,,,,,
2020-01-16,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,500,,,,,,,,
2020-01-17,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-21,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-22,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-23,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-24,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-27,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-28,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-29,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-30,35.650001525878906,35.650001525878906,35.650001525878906,35.650001525878906,34.4300422668457,0,,,,,,,,
2020-01-31,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,200,,,,,,,,
2020-02-03,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,0,,,,,,,,
2020-02-04,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,0,,,,,,,,
2020-02-05,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,0,,,,,,,,
2020-02-06,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,0,,,,,,,,
2020-02-07,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,0,,,,,,,,
2020-02-10,33.70000076293945,33.70000076293945,33.70000076293945,33.70000076293945,32.5467643737793,0,,,,,,,,
2020-02-11,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,28700,,,,,,,,
2020-02-12,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-13,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-14,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-18,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-19,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,39400,,,,,,,,
2020-02-20,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-21,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-24,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-25,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-26,35.279998779296875,35.279998779296875,35.279998779296875,35.279998779296875,34.07270050048828,0,,,,,,,,
2020-02-27,34.16999816894531,34.16999816894531,34.16999816894531,34.16999816894531,33.00068283081055,600,,,,,,,,
2020-02-28,32.150001525878906,32.150001525878906,32.150001525878906,32.150001525878906,31.0498104095459,100,,,,,,,,
2020-03-02,32.150001525878906,32.150001525878906,32.150001525878906,32.150001525878906,31.0498104095459,0,,,,,,,,
2020-03-03,34.0,34.0,34.0,34.0,32.83649826049805,500,,,,,,,,
2020-03-04,34.0,34.0,34.0,34.0,32.83649826049805,0,,,,,,,,
2020-03-05,33.04999923706055,33.04999923706055,33.0,33.0,31.870725631713867,800,,,,,,,,
2020-03-06,33.0,33.0,33.0,33.0,31.870725631713867,0,,,,,,,,
2020-03-09,33.0,33.0,33.0,33.0,31.870725631713867,0,,,,,,,,
2020-03-10,33.0,33.0,33.0,33.0,31.870725631713867,0,,,,,,,,
2020-03-11,33.0,33.0,33.0,33.0,31.870725631713867,0,,,,,,,,
2020-03-12,33.0,33.0,33.0,33.0,31.870725631713867,0,,,,,,,,
