date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'LX')","('high', 'LX')","('low', 'LX')","('close', 'LX')","('adj_close', 'LX')","('volume', 'LX')","('currency', '')"
2020-01-02,14.0,15.300000190734863,13.998000144958496,15.199999809265137,12.703667640686035,2773600,,,,,,,,
2020-01-03,14.640000343322754,15.25,14.420000076293945,15.15999984741211,12.670238494873047,1565900,,,,,,,,
2020-01-06,15.149999618530273,15.149999618530273,14.479999542236328,14.630000114440918,12.22728157043457,2033100,,,,,,,,
2020-01-07,14.699999809265137,15.119999885559082,14.600000381469727,14.970000267028809,12.511441230773926,2098000,,,,,,,,
2020-01-08,14.789999961853027,15.109999656677246,14.5600004196167,15.010000228881836,12.54487419128418,2060700,,,,,,,,
2020-01-09,15.140000343322754,15.770000457763672,15.140000343322754,15.289999961853027,12.778887748718262,2127900,,,,,,,,
2020-01-10,15.430000305175781,15.489999771118164,14.479999542236328,14.579999923706055,12.185492515563965,1987700,,,,,,,,
2020-01-13,14.760000228881836,15.039999961853027,14.649999618530273,14.770000457763672,12.34428882598877,1216300,,,,,,,,
2020-01-14,14.739999771118164,14.760000228881836,13.949999809265137,14.0,11.7007474899292,1947300,,,,,,,,
2020-01-15,14.069999694824219,14.199999809265137,13.829999923706055,13.970000267028809,11.675674438476562,2609100,,,,,,,,
2020-01-16,14.100000381469727,14.380000114440918,14.069999694824219,14.260000228881836,11.918047904968262,2217400,,,,,,,,
2020-01-17,14.199999809265137,14.380000114440918,14.100000381469727,14.350000381469727,11.993266105651855,1386800,,,,,,,,
2020-01-21,14.199999809265137,14.680000305175781,14.140000343322754,14.619999885559082,12.21892261505127,1872900,,,,,,,,
2020-01-22,15.369999885559082,16.93000030517578,15.069999694824219,16.636999130249023,13.90466594696045,6022600,,,,,,,,
2020-01-23,16.43000030517578,16.450000762939453,15.630000114440918,16.06999969482422,13.430787086486816,4843600,,,,,,,,
2020-01-24,16.110000610351562,16.125999450683594,14.630000114440918,15.020000457763672,12.553231239318848,2580500,,,,,,,,
2020-01-27,13.979999542236328,14.336000442504883,12.100000381469727,13.960000038146973,11.667316436767578,3273800,,,,,,,,
2020-01-28,14.130000114440918,14.40999984741211,13.90999984741211,14.359999656677246,12.00162410736084,1455500,,,,,,,,
2020-01-29,14.430000305175781,14.520000457763672,14.0,14.020000457763672,11.717462539672852,1118100,,,,,,,,
2020-01-30,13.670000076293945,14.029999732971191,13.390000343322754,13.59000015258789,11.35808277130127,1388200,,,,,,,,
2020-01-31,13.510000228881836,13.699999809265137,13.09000015258789,13.300000190734863,11.115710258483887,1470100,,,,,,,,
2020-02-03,13.279999732971191,13.539999961853027,13.170000076293945,13.34000015258789,11.149140357971191,1790300,,,,,,,,
2020-02-04,13.789999961853027,14.399999618530273,13.788999557495117,14.050000190734863,11.742535591125488,2427400,,,,,,,,
2020-02-05,14.350000381469727,14.399999618530273,13.109999656677246,13.289999961853027,11.107352256774902,1749500,,,,,,,,
2020-02-06,13.539999961853027,13.64900016784668,13.109999656677246,13.369999885559082,11.174214363098145,1567800,,,,,,,,
2020-02-07,13.399999618530273,13.625,13.305000305175781,13.390000343322754,11.190930366516113,1623300,,,,,,,,
2020-02-10,13.260000228881836,13.625,12.770000457763672,13.359999656677246,11.165855407714844,2188500,,,,,,,,
2020-02-11,13.399999618530273,13.539999961853027,13.199999809265137,13.329999923706055,11.140782356262207,1237200,,,,,,,,
2020-02-12,13.5600004196167,14.079999923706055,13.489999771118164,13.770000457763672,11.50852108001709,1378800,,,,,,,,
2020-02-13,13.699999809265137,13.800000190734863,13.270000457763672,13.510000228881836,11.291221618652344,1160400,,,,,,,,
2020-02-14,13.699999809265137,13.960000038146973,13.32800006866455,13.420000076293945,11.216002464294434,895200,,,,,,,,
2020-02-18,13.399999618530273,13.449999809265137,12.920000076293945,13.09000015258789,10.94019889831543,1589100,,,,,,,,
2020-02-19,13.09000015258789,13.180000305175781,12.850000381469727,13.069999694824219,10.923483848571777,1444400,,,,,,,,
2020-02-20,13.069999694824219,13.460000038146973,13.0,13.220000267028809,11.048849105834961,1433300,,,,,,,,
2020-02-21,13.170000076293945,13.210000038146973,12.630000114440918,12.710000038146973,10.622607231140137,1425300,,,,,,,,
2020-02-24,12.270000457763672,12.350000381469727,11.800000190734863,12.069999694824219,10.087716102600098,2564300,,,,,,,,
2020-02-25,12.1899995803833,12.585000038146973,11.90999984741211,12.020000457763672,10.045928001403809,1392100,,,,,,,,
2020-02-26,12.09000015258789,12.265000343322754,11.869999885559082,11.979999542236328,10.012495040893555,976900,,,,,,,,
2020-02-27,11.800000190734863,12.050000190734863,11.550000190734863,11.699999809265137,9.778481483459473,1287300,,,,,,,,
2020-02-28,11.329999923706055,11.6899995803833,11.09000015258789,11.640000343322754,9.7283353805542,1587000,,,,,,,,
2020-03-02,11.729999542236328,11.791000366210938,10.949999809265137,11.239999771118164,9.394028663635254,1883500,,,,,,,,
2020-03-03,11.300000190734863,11.46500015258789,10.710000038146973,10.869999885559082,9.084794998168945,1618700,,,,,,,,
2020-03-04,11.0,11.170000076293945,10.930000305175781,11.079999923706055,9.260306358337402,1681200,,,,,,,,
2020-03-05,10.9399995803833,11.109999656677246,10.720000267028809,10.970000267028809,9.16837215423584,939800,,,,,,,,
2020-03-06,10.59000015258789,10.800000190734863,10.149999618530273,10.399999618530273,8.691984176635742,1497800,,,,,,,,
2020-03-09,9.819999694824219,9.899999618530273,9.020000457763672,9.470000267028809,7.9147210121154785,2528400,,,,,,,,
2020-03-10,10.109999656677246,10.130000114440918,9.5,9.890000343322754,8.265742301940918,3112300,,,,,,,,
2020-03-11,9.65999984741211,10.039999961853027,9.449999809265137,9.699999809265137,8.10694694519043,1673300,,,,,,,,
2020-03-12,9.390000343322754,9.835000038146973,8.710000038146973,8.989999771118164,7.513551235198975,2900400,,,,,,,,
2020-03-13,9.199999809265137,9.619999885559082,9.039999961853027,9.539999961853027,7.9732232093811035,1372500,,,,,,,,
2020-03-16,8.760000228881836,8.920000076293945,8.25,8.710000038146973,7.279536724090576,1248900,,,,,,,,
2020-03-17,8.800000190734863,9.135000228881836,8.394000053405762,8.75,7.312967777252197,2298900,,,,,,,,
2020-03-18,8.5,9.140000343322754,8.100000381469727,8.760000228881836,7.321324825286865,2090300,,,,,,,,
2020-03-19,8.600000381469727,8.920000076293945,8.119999885559082,8.5,7.104024887084961,1092900,,,,,,,,
2020-03-20,8.569999694824219,9.130000114440918,8.430000305175781,8.760000228881836,7.321324825286865,2021800,,,,,,,,
2020-03-23,8.739999771118164,8.779999732971191,7.920000076293945,8.119999885559082,6.786433219909668,2075100,,,,,,,,
2020-03-24,8.600000381469727,10.300000190734863,8.579999923706055,9.270000457763672,7.7475666999816895,3870400,,,,,,,,
2020-03-25,9.739999771118164,10.579999923706055,9.345000267028809,10.4399995803833,8.725414276123047,2089800,,,,,,,,
2020-03-26,10.140000343322754,11.140000343322754,9.930000305175781,11.109999656677246,9.285378456115723,1882100,,,,,,,,
2020-03-27,10.680000305175781,10.680000305175781,9.989999771118164,10.050000190734863,8.399466514587402,1610300,,,,,,,,
