date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HNDAF')","('high', 'HNDAF')","('low', 'HNDAF')","('close', 'HNDAF')","('adj_close', 'HNDAF')","('volume', 'HNDAF')","('currency', '')"
2020-01-02,9.433333396911621,9.736666679382324,9.433333396911621,9.683333396911621,7.939384937286377,3900,,,,,,,,
2020-01-03,9.683333396911621,9.683333396911621,9.683333396911621,9.683333396911621,7.939384937286377,0,,,,,,,,
2020-01-06,9.683333396911621,9.683333396911621,9.683333396911621,9.683333396911621,7.939384937286377,0,,,,,,,,
2020-01-07,9.683333396911621,9.683333396911621,9.683333396911621,9.683333396911621,7.939384937286377,0,,,,,,,,
2020-01-08,9.683333396911621,9.683333396911621,9.683333396911621,9.683333396911621,7.939384937286377,0,,,,,,,,
2020-01-09,9.683333396911621,9.683333396911621,9.683333396911621,9.683333396911621,7.939384937286377,0,,,,,,,,
2020-01-10,9.149999618530273,9.563332557678223,9.149999618530273,9.563332557678223,7.8409953117370605,12900,,,,,,,,
2020-01-13,9.563332557678223,9.563332557678223,9.563332557678223,9.563332557678223,7.8409953117370605,0,,,,,,,,
2020-01-14,9.566666603088379,9.566666603088379,9.566666603088379,9.566666603088379,7.843728065490723,1800,,,,,,,,
2020-01-15,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328,7.772670269012451,300,,,,,,,,
2020-01-16,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328,7.772670269012451,36000,,,,,,,,
2020-01-17,9.479999542236328,9.479999542236328,9.479999542236328,9.479999542236328,7.772670269012451,0,,,,,,,,
2020-01-21,9.366666793823242,9.366666793823242,9.366666793823242,9.366666793823242,7.679749488830566,151500,,,,,,,,
2020-01-22,9.176667213439941,9.186667442321777,9.170000076293945,9.170000076293945,7.518499851226807,663000,,,,,,,,
2020-01-23,9.170000076293945,9.170000076293945,9.170000076293945,9.170000076293945,7.518499851226807,60000,,,,,,,,
2020-01-24,9.026666641235352,9.083333015441895,8.723333358764648,9.083333015441895,7.447442531585693,124200,,,,,,,,
2020-01-27,8.829999923706055,9.106666564941406,8.829999923706055,9.106666564941406,7.466575622558594,105300,,,,,,,,
2020-01-28,8.760000228881836,8.766667366027832,8.760000228881836,8.766667366027832,7.187807559967041,36000,,,,,,,,
2020-01-29,8.893333435058594,8.893333435058594,8.846667289733887,8.846667289733887,7.2534003257751465,155400,,,,,,,,
2020-01-30,8.846667289733887,8.846667289733887,8.846667289733887,8.846667289733887,7.2534003257751465,0,,,,,,,,
2020-01-31,8.583333015441895,8.90666675567627,8.583333015441895,8.899999618530273,7.297126293182373,4200,,,,,,,,
2020-02-03,8.613332748413086,8.616666793823242,8.609999656677246,8.616666793823242,7.064822196960449,500700,,,,,,,,
2020-02-04,8.696666717529297,8.696666717529297,8.666666984558105,8.666666984558105,7.105817794799805,39600,,,,,,,,
2020-02-05,8.666666984558105,8.666666984558105,8.666666984558105,8.666666984558105,7.105817794799805,15000,,,,,,,,
2020-02-06,8.653332710266113,8.859999656677246,8.653332710266113,8.859999656677246,7.264331340789795,21600,,,,,,,,
2020-02-07,8.899999618530273,8.899999618530273,8.793333053588867,8.886667251586914,7.286196708679199,65100,,,,,,,,
2020-02-10,8.886667251586914,8.886667251586914,8.886667251586914,8.886667251586914,7.286196708679199,0,,,,,,,,
2020-02-11,8.886667251586914,8.886667251586914,8.886667251586914,8.886667251586914,7.286196708679199,0,,,,,,,,
2020-02-12,9.026666641235352,9.260000228881836,9.006667137145996,9.260000228881836,7.592292308807373,64800,,,,,,,,
2020-02-13,9.016667366027832,9.133333206176758,9.016667366027832,9.133333206176758,7.488438129425049,66000,,,,,,,,
2020-02-14,9.133333206176758,9.133333206176758,9.133333206176758,9.133333206176758,7.488438129425049,0,,,,,,,,
2020-02-18,9.133333206176758,9.133333206176758,9.133333206176758,9.133333206176758,7.488438129425049,0,,,,,,,,
2020-02-19,9.133333206176758,9.133333206176758,9.133333206176758,9.133333206176758,7.488438129425049,0,,,,,,,,
