date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RTPPF')","('high', 'RTPPF')","('low', 'RTPPF')","('close', 'RTPPF')","('adj_close', 'RTPPF')","('volume', 'RTPPF')","('currency', '')"
2020-01-02,58.5,59.40999984741211,58.5,58.849998474121094,36.28712844848633,3200,,,,,,,,
2020-01-03,57.70000076293945,58.099998474121094,57.70000076293945,58.099998474121094,35.82468032836914,400,,,,,,,,
2020-01-06,58.099998474121094,58.099998474121094,58.099998474121094,58.099998474121094,35.82468032836914,0,,,,,,,,
2020-01-07,58.099998474121094,58.099998474121094,58.099998474121094,58.099998474121094,35.82468032836914,0,,,,,,,,
2020-01-08,58.849998474121094,58.849998474121094,57.95000076293945,57.95000076293945,35.73219299316406,1100,,,,,,,,
2020-01-09,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,35.73219299316406,0,,,,,,,,
2020-01-10,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,35.73219299316406,0,,,,,,,,
2020-01-13,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,35.73219299316406,0,,,,,,,,
2020-01-14,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,35.73219299316406,0,,,,,,,,
2020-01-15,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,35.73219299316406,0,,,,,,,,
2020-01-16,57.95000076293945,57.95000076293945,57.95000076293945,57.95000076293945,35.73219299316406,0,,,,,,,,
2020-01-17,60.97999954223633,60.97999954223633,60.97999954223633,60.97999954223633,37.600494384765625,5200,,,,,,,,
2020-01-21,60.97999954223633,60.97999954223633,60.97999954223633,60.97999954223633,37.600494384765625,0,,,,,,,,
2020-01-22,60.77000045776367,60.77000045776367,60.77000045776367,60.77000045776367,37.471012115478516,100,,,,,,,,
2020-01-23,57.04999923706055,57.04999923706055,57.04999923706055,57.04999923706055,35.17724609375,8500,,,,,,,,
2020-01-24,58.22999954223633,58.22999954223633,58.22999954223633,58.22999954223633,35.904842376708984,300,,,,,,,,
2020-01-27,54.09000015258789,54.09000015258789,53.36000061035156,53.529998779296875,33.00680160522461,3100,,,,,,,,
2020-01-28,54.439998626708984,54.439998626708984,54.439998626708984,54.439998626708984,33.567909240722656,300,,,,,,,,
2020-01-29,54.439998626708984,54.439998626708984,54.439998626708984,54.439998626708984,33.567909240722656,0,,,,,,,,
2020-01-30,54.439998626708984,54.439998626708984,54.439998626708984,54.439998626708984,33.567909240722656,0,,,,,,,,
2020-01-31,54.439998626708984,54.439998626708984,54.439998626708984,54.439998626708984,33.567909240722656,0,,,,,,,,
2020-02-03,54.439998626708984,54.439998626708984,54.439998626708984,54.439998626708984,33.567909240722656,0,,,,,,,,
2020-02-04,54.439998626708984,54.439998626708984,54.439998626708984,54.439998626708984,33.567909240722656,43400,,,,,,,,
2020-02-05,54.5,54.5,54.5,54.5,33.60491180419922,200,,,,,,,,
2020-02-06,54.70000076293945,54.70000076293945,54.70000076293945,54.70000076293945,33.728233337402344,100,,,,,,,,
2020-02-07,54.70000076293945,54.70000076293945,54.70000076293945,54.70000076293945,33.728233337402344,0,,,,,,,,
2020-02-10,54.70000076293945,54.70000076293945,54.70000076293945,54.70000076293945,33.728233337402344,0,,,,,,,,
2020-02-11,54.099998474121094,54.099998474121094,54.099998474121094,54.099998474121094,33.3582649230957,100,,,,,,,,
2020-02-12,54.099998474121094,54.099998474121094,54.099998474121094,54.099998474121094,33.3582649230957,0,,,,,,,,
2020-02-13,54.099998474121094,54.099998474121094,54.099998474121094,54.099998474121094,33.3582649230957,0,,,,,,,,
2020-02-14,54.099998474121094,54.099998474121094,54.099998474121094,54.099998474121094,33.3582649230957,0,,,,,,,,
2020-02-18,54.099998474121094,54.099998474121094,54.099998474121094,54.099998474121094,33.3582649230957,0,,,,,,,,
2020-02-19,53.5,53.5,53.5,53.5,32.98830795288086,200,,,,,,,,
2020-02-20,54.52000045776367,54.52000045776367,54.52000045776367,54.52000045776367,33.61723709106445,200,,,,,,,,
2020-02-21,54.77000045776367,54.77000045776367,54.77000045776367,54.77000045776367,33.77138900756836,2300,,,,,,,,
2020-02-24,51.58000183105469,51.58000183105469,51.58000183105469,51.58000183105469,31.804428100585938,200,,,,,,,,
2020-02-25,51.58000183105469,51.58000183105469,51.58000183105469,51.58000183105469,31.804428100585938,0,,,,,,,,
2020-02-26,50.900001525878906,50.900001525878906,50.900001525878906,50.900001525878906,31.385129928588867,600,,,,,,,,
2020-02-27,47.650001525878906,47.650001525878906,47.650001525878906,47.650001525878906,29.381174087524414,1400,,,,,,,,
2020-02-28,46.45000076293945,46.45000076293945,44.900001525878906,44.900001525878906,27.68551254272461,600,,,,,,,,
