date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TR')","('high', 'TR')","('low', 'TR')","('close', 'TR')","('adj_close', 'TR')","('volume', 'TR')","('currency', '')"
2020-01-02,29.49259376525879,29.527099609375,28.768003463745117,29.078542709350586,27.273605346679688,121608,,,,,,,,
2020-01-03,28.94915008544922,29.18205451965332,28.716245651245117,29.035411834716797,27.233152389526367,138533,,,,,,,,
2020-01-06,28.98365592956543,29.54435157775879,28.742124557495117,29.337324142456055,27.516324996948242,136331,,,,,,,,
2020-01-07,29.328699111938477,29.51847267150879,29.121673583984375,29.320072174072266,27.500146865844727,126245,,,,,,,,
2020-01-08,29.320072174072266,29.621986389160156,29.173429489135742,29.50984764099121,27.67813491821289,158705,,,,,,,,
2020-01-09,29.50984764099121,29.76862907409668,29.363203048706055,29.621986389160156,27.783313751220703,106537,,,,,,,,
2020-01-10,29.613359451293945,30.010160446166992,29.613359451293945,29.76862907409668,27.920856475830078,79874,,,,,,,,
2020-01-13,29.75137710571289,30.139551162719727,29.75137710571289,30.130924224853516,28.260662078857422,75237,,,,,,,,
2020-01-14,30.148176193237305,30.450090408325195,29.967029571533203,30.406959533691406,28.519567489624023,96104,,,,,,,,
2020-01-15,30.32932472229004,30.639863967895508,30.02741241455078,30.113672256469727,28.244483947753906,83931,,,,,,,,
2020-01-16,30.243064880371094,30.56222915649414,30.148176193237305,30.35520362854004,28.471023559570312,79990,,,,,,,,
2020-01-17,30.484594345092773,30.484594345092773,29.889394760131836,29.941150665283203,28.08266830444336,97495,,,,,,,,
2020-01-21,29.78588104248047,29.906646728515625,29.371828079223633,29.863515853881836,28.00985336303711,118826,,,,,,,,
2020-01-22,29.932525634765625,30.148176193237305,29.656490325927734,29.716873168945312,27.872312545776367,65731,,,,,,,,
2020-01-23,29.665115356445312,29.75137710571289,29.397706985473633,29.54435157775879,27.710500717163086,106769,,,,,,,,
2020-01-24,29.596107482910156,29.777254104614258,29.19930648803711,29.74275016784668,27.896583557128906,166240,,,,,,,,
2020-01-27,29.604732513427734,29.97565460205078,29.50984764099121,29.872142791748047,28.0179386138916,98654,,,,,,,,
2020-01-28,29.794506072998047,29.967029571533203,29.18205451965332,29.432212829589844,27.605323791503906,119637,,,,,,,,
2020-01-29,29.414960861206055,29.466716766357422,29.018159866333008,29.095794677734375,27.28978729248047,107233,,,,,,,,
2020-01-30,29.138925552368164,29.406333923339844,29.104419708251953,29.380455017089844,27.556774139404297,111754,,,,,,,,
2020-01-31,29.337324142456055,29.604732513427734,29.22518539428711,29.423585891723633,27.59722900390625,204844,,,,,,,,
2020-02-03,29.48396873474121,29.829011917114258,29.475341796875,29.69961929321289,27.85613250732422,161835,,,,,,,,
2020-02-04,29.75137710571289,30.03603744506836,29.380455017089844,29.397706985473633,27.572952270507812,90423,,,,,,,,
2020-02-05,29.440837860107422,29.656490325927734,29.087167739868164,29.48396873474121,27.65386390686035,150474,,,,,,,,
2020-02-06,29.48396873474121,29.613359451293945,28.992280960083008,29.018159866333008,27.216970443725586,103871,,,,,,,,
2020-02-07,28.98365592956543,29.044038772583008,28.491968154907227,28.517845153808594,26.747711181640625,143518,,,,,,,,
2020-02-10,28.552350997924805,29.156177520751953,28.517845153808594,29.061290740966797,27.257421493530273,99698,,,,,,,,
2020-02-11,29.147550582885742,29.22518539428711,28.578229904174805,28.586854934692383,26.81243324279785,91930,,,,,,,,
2020-02-12,28.819759368896484,28.88876724243164,28.207307815551758,28.785255432128906,26.99852180480957,125897,,,,,,,,
2020-02-13,28.750751495361328,29.371828079223633,28.276315689086914,29.25106430053711,27.435413360595703,103291,,,,,,,,
2020-02-14,29.22518539428711,29.639238357543945,29.147550582885742,29.371828079223633,27.548683166503906,99813,,,,,,,,
2020-02-18,29.389080047607422,30.070541381835938,29.380455017089844,29.74275016784668,27.896583557128906,129955,,,,,,,,
2020-02-19,29.74275016784668,29.872142791748047,29.50984764099121,29.54435157775879,27.710500717163086,109783,,,,,,,,
2020-02-20,29.397706985473633,30.389707565307617,29.397706985473633,30.372455596923828,28.487201690673828,109667,,,,,,,,
2020-02-21,30.424211502075195,30.57948112487793,30.00153350830078,30.208560943603516,28.33348274230957,302918,,,,,,,,
2020-02-24,29.906646728515625,30.04466438293457,29.561603546142578,29.889394760131836,28.034130096435547,79758,,,,,,,,
2020-02-25,29.898019790649414,30.208560943603516,29.716873168945312,29.75137710571289,27.904674530029297,120796,,,,,,,,
2020-02-26,29.794506072998047,30.182680130004883,29.449464797973633,29.48396873474121,27.65386390686035,120796,,,,,,,,
2020-02-27,29.19068145751953,29.7082462310791,28.98365592956543,29.2424373626709,27.42732810974121,186411,,,,,,,,
2020-02-28,28.89739418029785,28.89739418029785,27.36195182800293,27.672489166259766,25.9548282623291,224783,,,,,,,,
2020-03-02,26.878889083862305,28.12104606628418,26.861637115478516,28.09516716003418,26.42540740966797,149315,,,,,,,,
2020-03-03,28.043411254882812,28.39708137512207,27.715620040893555,28.12104606628418,26.449745178222656,148619,,,,,,,,
2020-03-04,28.336698532104492,29.406333923339844,28.233186721801758,29.371828079223633,27.62618637084961,181079,,,,,,,,
2020-03-05,28.992280960083008,29.527099609375,28.90601921081543,29.48396873474121,27.73166275024414,134940,,,,,,,,
2020-03-06,28.880142211914062,29.432212829589844,28.448837280273438,28.854263305664062,27.139385223388672,171920,,,,,,,,
2020-03-09,27.689741134643555,28.793880462646484,26.671863555908203,28.45746421813965,26.76616668701172,182122,,,,,,,,
2020-03-10,28.94052505493164,30.00153350830078,27.86226463317871,29.932525634765625,28.153564453125,305469,,,,,,,,
2020-03-11,29.45808982849121,29.716873168945312,28.043411254882812,28.586854934692383,26.887866973876953,318221,,,,,,,,
2020-03-12,26.965150833129883,30.05328941345215,26.965150833129883,27.60348129272461,25.962942123413086,534078,,,,,,,,
2020-03-13,28.40570640563965,29.854890823364258,27.905393600463867,29.690994262695312,27.926389694213867,306860,,,,,,,,
2020-03-16,27.60348129272461,29.673742294311523,27.60348129272461,28.828386306762695,27.115047454833984,272313,,,,,,,,
2020-03-17,28.98365592956543,31.778507232666016,28.819759368896484,30.613985061645508,28.79452133178711,399138,,,,,,,,
2020-03-18,29.440837860107422,32.028663635253906,29.440837860107422,31.899272918701172,30.003419876098633,371084,,,,,,,,
2020-03-19,31.64911651611328,31.873395919799805,28.91464614868164,30.665742874145508,28.843202590942383,709244,,,,,,,,
2020-03-20,30.691621780395508,31.69224739074707,29.328699111938477,30.191307067871094,28.3969669342041,849748,,,,,,,,
2020-03-23,30.156803131103516,31.3299503326416,29.363203048706055,30.726125717163086,28.89999771118164,342102,,,,,,,,
2020-03-24,31.493846893310547,32.63248825073242,28.629985809326172,29.898019790649414,28.121109008789062,343493,,,,,,,,
2020-03-25,30.363828659057617,31.028038024902344,29.138925552368164,29.647863388061523,27.885818481445312,295615,,,,,,,,
2020-03-26,29.50984764099121,31.68362045288086,29.50984764099121,30.182680130004883,28.388853073120117,258750,,,,,,,,
2020-03-27,29.829011917114258,31.70087242126465,29.613359451293945,31.338577270507812,29.476049423217773,263271,,,,,,,,
2020-03-30,31.70087242126465,32.416839599609375,31.053916931152344,32.3823356628418,30.457773208618164,308135,,,,,,,,
2020-03-31,32.48584747314453,33.02066421508789,30.726125717163086,31.019411087036133,29.17584991455078,378155,,,,,,,,
2020-04-01,30.60536003112793,31.053916931152344,30.406959533691406,30.967655181884766,29.12717056274414,328190,,,,,,,,
2020-04-02,30.924524307250977,32.15805435180664,30.708873748779297,31.562854766845703,29.686996459960938,209945,,,,,,,,
2020-04-03,31.286821365356445,31.873395919799805,30.984907150268555,31.69224739074707,29.808698654174805,275559,,,,,,,,
2020-04-06,32.13217544555664,32.891273498535156,31.778507232666016,32.649742126464844,30.70928955078125,287732,,,,,,,,
2020-04-07,32.79638671875,33.35708236694336,32.29607391357422,32.55485534667969,30.620040893554688,207626,,,,,,,,
2020-04-08,32.839515686035156,32.839515686035156,31.890647888183594,31.94240379333496,30.043989181518555,176326,,,,,,,,
2020-04-09,31.96828269958496,33.57273483276367,31.96828269958496,32.40821075439453,30.48210906982422,328075,,,,,,,,
2020-04-13,32.15805435180664,32.666996002197266,31.795759201049805,31.91652488708496,30.019651412963867,269647,,,,,,,,
2020-04-14,32.01141357421875,32.641117095947266,31.614612579345703,31.91652488708496,30.019651412963867,227102,,,,,,,,
2020-04-15,31.493846893310547,31.562854766845703,30.82963752746582,31.002159118652344,29.159626007080078,242056,,,,,,,,
2020-04-16,30.85551643371582,31.235063552856445,30.424211502075195,30.907272338867188,29.070377349853516,214234,,,,,,,,
2020-04-17,31.19193458557129,31.3817081451416,30.786508560180664,31.088420867919922,29.240758895874023,224783,,,,,,,,
2020-04-20,30.881393432617188,31.053916931152344,30.346576690673828,30.441463470458984,28.632251739501953,226174,,,,,,,,
2020-04-21,30.191307067871094,31.269567489624023,29.76000213623047,30.8641414642334,29.029808044433594,213422,,,,,,,,
2020-04-22,31.183307647705078,31.528350830078125,30.60536003112793,31.260942459106445,29.403030395507812,185484,,,,,,,,
2020-04-23,31.13155174255371,31.614612579345703,30.070541381835938,31.045289993286133,29.200193405151367,235912,,,,,,,,
2020-04-24,31.235063552856445,31.252315521240234,30.33795166015625,30.53635025024414,28.721498489379883,202293,,,,,,,,
2020-04-27,30.588106155395508,30.752002716064453,30.31207275390625,30.467342376708984,28.656597137451172,225247,,,,,,,,
2020-04-28,30.83826446533203,31.174680709838867,30.467342376708984,30.64849090576172,28.82697868347168,226638,,,,,,,,
2020-04-29,30.657115936279297,31.10567283630371,30.148176193237305,30.26894187927246,28.469985961914062,293992,,,,,,,,
2020-04-30,30.174055099487305,30.682994842529297,29.2424373626709,30.303447723388672,28.50244140625,586129,,,,,,,,
2020-05-01,30.191307067871094,30.191307067871094,29.414960861206055,29.80313491821289,28.031864166259766,315670,,,,,,,,
2020-05-04,29.941150665283203,30.527725219726562,29.49259376525879,30.398334503173828,28.591686248779297,264778,,,,,,,,
2020-05-05,30.657115936279297,31.813011169433594,30.432838439941406,31.053916931152344,29.20830726623535,317061,,,,,,,,
2020-05-06,31.1229248046875,31.821638107299805,30.717498779296875,31.68362045288086,29.80058479309082,203221,,,,,,,,
2020-05-07,32.002784729003906,32.002784729003906,30.424211502075195,30.493221282958984,28.680938720703125,211915,,,,,,,,
2020-05-08,30.769254684448242,31.605985641479492,30.734750747680664,31.41621208190918,29.549076080322266,199047,,,,,,,,
2020-05-11,31.312698364257812,31.899272918701172,31.19193458557129,31.554229736328125,29.67888832092285,215741,,,,,,,,
2020-05-12,31.562854766845703,32.089046478271484,31.252315521240234,31.321325302124023,29.459821701049805,245766,,,,,,,,
