date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RVTY')","('high', 'RVTY')","('low', 'RVTY')","('close', 'RVTY')","('adj_close', 'RVTY')","('volume', 'RVTY')","('currency', '')"
2020-01-02,98.25,98.86000061035156,97.68000030517578,98.86000061035156,97.4666976928711,708900,,,,,,,,
2020-01-03,96.70999908447266,97.68000030517578,95.7699966430664,96.98999786376953,95.623046875,558900,,,,,,,,
2020-01-06,96.37000274658203,98.05000305175781,96.05000305175781,98.0,96.61881256103516,464700,,,,,,,,
2020-01-07,97.7300033569336,98.98999786376953,97.27999877929688,98.80000305175781,97.40753936767578,441800,,,,,,,,
2020-01-08,98.83999633789062,99.73999786376953,97.26000213623047,98.58999633789062,97.20052337646484,597600,,,,,,,,
2020-01-09,99.22000122070312,99.91000366210938,98.62000274658203,99.86000061035156,98.45262908935547,445400,,,,,,,,
2020-01-10,100.0,101.16000366210938,99.70999908447266,100.33999633789062,98.92585754394531,471300,,,,,,,,
2020-01-13,100.37999725341797,100.94999694824219,99.91999816894531,100.62999725341797,99.21176147460938,398200,,,,,,,,
2020-01-14,100.20999908447266,102.05999755859375,100.20999908447266,101.69000244140625,100.2568130493164,785200,,,,,,,,
2020-01-15,101.70999908447266,102.45999908447266,101.55999755859375,101.7300033569336,100.2962646484375,377700,,,,,,,,
2020-01-16,102.11000061035156,102.30000305175781,100.86000061035156,101.22000122070312,99.8621597290039,567000,,,,,,,,
2020-01-17,101.58999633789062,101.81999969482422,101.1500015258789,101.31999969482422,99.96080017089844,853800,,,,,,,,
2020-01-21,101.0,101.70999908447266,100.55000305175781,101.33999633789062,99.98056030273438,833000,,,,,,,,
2020-01-22,101.80999755859375,102.30000305175781,100.5999984741211,100.81999969482422,99.46752166748047,606600,,,,,,,,
2020-01-23,100.37999725341797,100.7699966430664,98.80999755859375,99.38999938964844,98.05670928955078,824400,,,,,,,,
2020-01-24,99.88999938964844,99.94999694824219,99.0,99.77999877929688,98.44147491455078,916100,,,,,,,,
2020-01-27,98.4000015258789,99.06999969482422,97.83999633789062,98.66999816894531,97.34635162353516,1113100,,,,,,,,
2020-01-28,97.5,99.61000061035156,95.01000213623047,97.52999877929688,96.2216567993164,1837900,,,,,,,,
2020-01-29,98.0,99.44999694824219,97.04000091552734,98.5,97.17866516113281,892000,,,,,,,,
2020-01-30,97.33999633789062,98.23999786376953,94.62999725341797,95.43000030517578,94.14982604980469,959900,,,,,,,,
2020-01-31,95.1500015258789,95.30999755859375,91.94999694824219,92.4800033569336,91.23941040039062,965000,,,,,,,,
