date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'HMKIY')","('high', 'HMKIY')","('low', 'HMKIY')","('close', 'HMKIY')","('adj_close', 'HMKIY')","('volume', 'HMKIY')","('currency', '')"
2025-03-13,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,200,,,,,,,,
2025-03-14,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-17,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-18,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-19,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-20,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-21,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-24,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-25,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-26,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-27,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-28,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-03-31,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-01,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-02,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-03,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-04,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-07,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-08,9.4399995803833,9.4399995803833,9.4399995803833,9.4399995803833,9.129476547241211,0,,,,,,,,
2025-04-09,9.180000305175781,9.180000305175781,9.180000305175781,9.180000305175781,8.878029823303223,100,,,,,,,,
2025-04-10,9.180000305175781,9.180000305175781,9.180000305175781,9.180000305175781,8.878029823303223,0,,,,,,,,
2025-04-11,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,100,,,,,,,,
2025-04-14,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-15,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-16,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-17,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-21,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-22,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-23,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-24,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-25,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,9.874149322509766,0,,,,,,,,
2025-04-28,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-04-29,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-04-30,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-01,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-02,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-05,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-06,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-07,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-08,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-09,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-12,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-13,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-14,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-15,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-16,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-19,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-20,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-21,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-22,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-23,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
2025-05-27,10.210000038146973,10.210000038146973,10.210000038146973,10.210000038146973,10.02726936340332,0,,,,,,,,
