date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SIMO')","('high', 'SIMO')","('low', 'SIMO')","('close', 'SIMO')","('adj_close', 'SIMO')","('volume', 'SIMO')","('currency', '')"
2020-01-02,51.0,51.27000045776367,50.27000045776367,50.66999816894531,43.8149299621582,284100,,,,,,,,
2020-01-03,50.04999923706055,50.810001373291016,50.04999923706055,50.29999923706055,43.494991302490234,207900,,,,,,,,
2020-01-06,50.0099983215332,51.0099983215332,49.65999984741211,50.97999954223633,44.082984924316406,188500,,,,,,,,
2020-01-07,51.02000045776367,52.16999816894531,50.75,52.099998474121094,45.05147171020508,267700,,,,,,,,
2020-01-08,52.4900016784668,52.4900016784668,50.970001220703125,50.9900016784668,44.09163284301758,377200,,,,,,,,
2020-01-09,51.400001525878906,51.720001220703125,50.56999969482422,51.040000915527344,44.13486862182617,422400,,,,,,,,
2020-01-10,51.04999923706055,51.65999984741211,50.779998779296875,51.5,44.532630920410156,143000,,,,,,,,
2020-01-13,51.90999984741211,52.95000076293945,51.790000915527344,52.560001373291016,45.44923782348633,122900,,,,,,,,
2020-01-14,52.380001068115234,53.040000915527344,51.83000183105469,51.900001525878906,44.878536224365234,202100,,,,,,,,
2020-01-15,51.810001373291016,52.0,49.77000045776367,49.790000915527344,43.053977966308594,303000,,,,,,,,
2020-01-16,50.400001525878906,51.02000045776367,49.86000061035156,50.529998779296875,43.69386291503906,277400,,,,,,,,
2020-01-17,50.599998474121094,50.849998474121094,49.970001220703125,50.099998474121094,43.32204055786133,323600,,,,,,,,
2020-01-21,50.15999984741211,50.47999954223633,49.65999984741211,49.790000915527344,43.053977966308594,206000,,,,,,,,
2020-01-22,50.029998779296875,50.66999816894531,49.83000183105469,50.040000915527344,43.2701530456543,159600,,,,,,,,
2020-01-23,49.97999954223633,50.220001220703125,49.619998931884766,49.95000076293945,43.19234848022461,188400,,,,,,,,
2020-01-24,50.4900016784668,50.779998779296875,48.849998474121094,49.560001373291016,42.8551025390625,274600,,,,,,,,
2020-01-27,48.2599983215332,48.59000015258789,47.56999969482422,48.08000183105469,41.5753173828125,311800,,,,,,,,
2020-01-28,48.4900016784668,49.97999954223633,48.130001068115234,49.2400016784668,42.578399658203125,270600,,,,,,,,
2020-01-29,49.25,49.40999984741211,47.619998931884766,47.66999816894531,41.22079086303711,230500,,,,,,,,
2020-01-30,47.0,47.439998626708984,46.15999984741211,47.369998931884766,40.96136474609375,286900,,,,,,,,
2020-01-31,47.18000030517578,47.400001525878906,45.619998931884766,45.88999938964844,39.68160629272461,307200,,,,,,,,
2020-02-03,47.029998779296875,47.029998779296875,46.04999923706055,46.5,40.20907211303711,162200,,,,,,,,
2020-02-04,47.0,48.459999084472656,46.7400016784668,48.11000061035156,41.60126495361328,532400,,,,,,,,
2020-02-05,48.70000076293945,49.290000915527344,47.72999954223633,48.36000061035156,41.81744384765625,160300,,,,,,,,
2020-02-06,48.900001525878906,49.279998779296875,47.720001220703125,48.939998626708984,42.3189697265625,413900,,,,,,,,
2020-02-07,49.439998626708984,49.75,45.11000061035156,47.040000915527344,40.676025390625,632600,,,,,,,,
2020-02-10,46.650001525878906,46.72999954223633,45.84000015258789,46.04999923706055,39.81995391845703,538400,,,,,,,,
2020-02-11,46.63999938964844,48.4900016784668,46.5,48.25,41.72232437133789,392700,,,,,,,,
2020-02-12,48.0,48.029998779296875,46.70000076293945,47.06999969482422,40.999366760253906,207000,,,,,,,,
2020-02-13,46.7400016784668,47.84000015258789,46.349998474121094,47.619998931884766,41.478431701660156,160200,,,,,,,,
2020-02-14,47.70000076293945,47.9900016784668,46.11000061035156,46.150001525878906,40.19803237915039,199800,,,,,,,,
2020-02-18,45.689998626708984,46.86000061035156,45.36000061035156,46.720001220703125,40.69450759887695,143400,,,,,,,,
2020-02-19,47.0,47.599998474121094,46.97999954223633,47.189998626708984,41.1038932800293,97800,,,,,,,,
2020-02-20,47.119998931884766,47.849998474121094,46.790000915527344,47.279998779296875,41.18228530883789,207400,,,,,,,,
2020-02-21,47.0099983215332,47.11000061035156,45.93000030517578,46.040000915527344,40.10221481323242,82600,,,,,,,,
2020-02-24,44.38999938964844,45.029998779296875,43.7599983215332,44.099998474121094,38.412410736083984,230600,,,,,,,,
2020-02-25,43.06999969482422,43.5099983215332,40.630001068115234,40.70000076293945,35.45092010498047,720700,,,,,,,,
2020-02-26,40.869998931884766,41.58000183105469,39.849998474121094,40.25,35.0589485168457,349900,,,,,,,,
2020-02-27,39.630001068115234,40.040000915527344,38.220001220703125,38.630001068115234,33.647884368896484,374300,,,,,,,,
