date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'STOHF')","('high', 'STOHF')","('low', 'STOHF')","('close', 'STOHF')","('adj_close', 'STOHF')","('volume', 'STOHF')","('currency', '')"
2020-01-02,19.770000457763672,19.770000457763672,19.770000457763672,19.770000457763672,12.910243034362793,0,,,,,,,,
2020-01-03,20.43000030517578,20.43000030517578,20.43000030517578,20.43000030517578,13.34123706817627,1500,,,,,,,,
2020-01-06,20.43000030517578,20.43000030517578,20.43000030517578,20.43000030517578,13.34123706817627,0,,,,,,,,
2020-01-07,20.719999313354492,20.719999313354492,20.719999313354492,20.719999313354492,13.53061294555664,1000,,,,,,,,
2020-01-08,20.709999084472656,20.709999084472656,20.709999084472656,20.709999084472656,13.52408218383789,600,,,,,,,,
2020-01-09,20.40999984741211,20.510000228881836,20.40999984741211,20.510000228881836,13.393474578857422,301100,,,,,,,,
2020-01-10,20.510000228881836,20.510000228881836,20.510000228881836,20.510000228881836,13.393474578857422,30600,,,,,,,,
2020-01-13,20.510000228881836,20.510000228881836,20.510000228881836,20.510000228881836,13.393474578857422,0,,,,,,,,
2020-01-14,20.510000228881836,20.510000228881836,20.510000228881836,20.510000228881836,13.393474578857422,0,,,,,,,,
2020-01-15,19.969999313354492,19.969999313354492,19.969999313354492,19.969999313354492,13.040842056274414,500,,,,,,,,
2020-01-16,20.3700008392334,20.3799991607666,20.3700008392334,20.3799991607666,13.30858325958252,500100,,,,,,,,
2020-01-17,20.3799991607666,20.3799991607666,20.3799991607666,20.3799991607666,13.30858325958252,0,,,,,,,,
2020-01-21,20.3799991607666,20.3799991607666,20.3799991607666,20.3799991607666,13.30858325958252,0,,,,,,,,
2020-01-22,19.81999969482422,19.989999771118164,19.81999969482422,19.989999771118164,13.053908348083496,160500,,,,,,,,
2020-01-23,19.6299991607666,19.6299991607666,19.6299991607666,19.6299991607666,12.818819046020508,100,,,,,,,,
2020-01-24,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,12.799224853515625,42900,,,,,,,,
2020-01-27,19.600000381469727,19.600000381469727,19.600000381469727,19.600000381469727,12.799224853515625,0,,,,,,,,
2020-01-28,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,12.374761581420898,100,,,,,,,,
2020-01-29,18.950000762939453,18.950000762939453,18.950000762939453,18.950000762939453,12.374761581420898,0,,,,,,,,
2020-01-30,18.5,18.5,18.5,18.5,12.080903053283691,2200,,,,,,,,
2020-01-31,18.15999984741211,18.389999389648438,18.15999984741211,18.389999389648438,12.00907039642334,1300,,,,,,,,
2020-02-03,17.790000915527344,18.020000457763672,17.790000915527344,18.020000457763672,11.767455101013184,251000,,,,,,,,
2020-02-04,17.920000076293945,17.920000076293945,17.440000534057617,17.440000534057617,11.38869857788086,1200,,,,,,,,
2020-02-05,18.610000610351562,18.610000610351562,18.610000610351562,18.610000610351562,12.152737617492676,260000,,,,,,,,
2020-02-06,17.959999084472656,17.959999084472656,17.950000762939453,17.950000762939453,11.721739768981934,5100,,,,,,,,
2020-02-07,17.229999542236328,17.25,17.229999542236328,17.239999771118164,11.258094787597656,470100,,,,,,,,
2020-02-10,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,11.258094787597656,200000,,,,,,,,
2020-02-11,17.239999771118164,17.239999771118164,17.239999771118164,17.239999771118164,11.258094787597656,742400,,,,,,,,
2020-02-12,17.5,17.6200008392334,17.420000076293945,17.420000076293945,11.375640869140625,60900,,,,,,,,
2020-02-13,17.219999313354492,17.219999313354492,17.219999313354492,17.219999313354492,11.24503231048584,200,,,,,,,,
2020-02-14,17.219999313354492,17.219999313354492,17.219999313354492,17.219999313354492,11.24503231048584,0,,,,,,,,
2020-02-18,16.959999084472656,16.959999084472656,16.959999084472656,16.959999084472656,11.245034217834473,5000,,,,,,,,
2020-02-19,16.959999084472656,16.959999084472656,16.959999084472656,16.959999084472656,11.245034217834473,0,,,,,,,,
2020-02-20,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,11.463837623596191,4700,,,,,,,,
2020-02-21,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,11.463837623596191,0,,,,,,,,
2020-02-24,16.209999084472656,16.209999084472656,16.209999084472656,16.209999084472656,10.747761726379395,200,,,,,,,,
2020-02-25,16.3700008392334,17.049999237060547,16.3700008392334,16.950000762939453,11.238407135009766,6100,,,,,,,,
2020-02-26,16.110000610351562,16.110000610351562,16.110000610351562,16.110000610351562,10.68145751953125,15900,,,,,,,,
2020-02-27,15.3100004196167,15.529999732971191,15.3100004196167,15.529999732971191,10.29689884185791,5800,,,,,,,,
2020-02-28,15.0,15.460000038146973,14.6899995803833,15.460000038146973,10.250486373901367,179500,,,,,,,,
2020-03-02,15.460000038146973,15.460000038146973,15.460000038146973,15.460000038146973,10.250486373901367,0,,,,,,,,
2020-03-03,15.960000038146973,15.960000038146973,15.960000038146973,15.960000038146973,10.582002639770508,200,,,,,,,,
2020-03-04,15.869999885559082,15.869999885559082,15.75,15.75,10.442767143249512,1900,,,,,,,,
2020-03-05,15.59000015258789,15.649999618530273,15.59000015258789,15.649999618530273,10.37646198272705,64800,,,,,,,,
2020-03-06,15.649999618530273,15.649999618530273,15.649999618530273,15.649999618530273,10.37646198272705,0,,,,,,,,
2020-03-09,12.09000015258789,12.210000038146973,12.09000015258789,12.210000038146973,8.09563159942627,1000500,,,,,,,,
2020-03-10,11.5600004196167,11.739999771118164,11.529999732971191,11.739999771118164,7.784005641937256,2001700,,,,,,,,
2020-03-11,11.5,11.5,11.350000381469727,11.350000381469727,7.525423049926758,1367200,,,,,,,,
2020-03-12,9.899999618530273,10.100000381469727,9.899999618530273,10.0,6.630327224731445,285300,,,,,,,,
2020-03-13,10.5,10.5,9.029999732971191,9.029999732971191,5.987186908721924,44900,,,,,,,,
2020-03-16,9.800000190734863,9.800000190734863,9.800000190734863,9.800000190734863,6.497719764709473,200,,,,,,,,
2020-03-17,10.229999542236328,10.880000114440918,10.229999542236328,10.880000114440918,7.213796138763428,3400,,,,,,,,
2020-03-18,9.380000114440918,9.5,9.380000114440918,9.5,6.298811435699463,8500,,,,,,,,
2020-03-19,9.4399995803833,9.4399995803833,9.119999885559082,9.119999885559082,6.046858310699463,800,,,,,,,,
2020-03-20,9.550000190734863,9.550000190734863,9.550000190734863,9.550000190734863,6.331962585449219,700,,,,,,,,
2020-03-23,9.079999923706055,9.1899995803833,9.079999923706055,9.1899995803833,6.0932698249816895,4100,,,,,,,,
2020-03-24,10.15999984741211,10.25,10.15999984741211,10.25,6.796086311340332,2000,,,,,,,,
2020-03-25,11.15999984741211,11.15999984741211,11.15999984741211,11.15999984741211,7.3994460105896,100,,,,,,,,
2020-03-26,11.520000457763672,11.739999771118164,11.520000457763672,11.5600004196167,7.664658546447754,1400,,,,,,,,
2020-03-27,11.079999923706055,11.079999923706055,10.9399995803833,10.960000038146973,7.266839981079102,1000,,,,,,,,
2020-03-30,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,7.260207653045654,300,,,,,,,,
2020-03-31,12.15999984741211,12.15999984741211,11.140000343322754,11.140000343322754,7.3861846923828125,75700,,,,,,,,
2020-04-01,12.720000267028809,12.9399995803833,12.539999961853027,12.539999961853027,8.314430236816406,655900,,,,,,,,
2020-04-02,13.649999618530273,13.649999618530273,13.239999771118164,13.239999771118164,8.778552055358887,2100,,,,,,,,
2020-04-03,13.449999809265137,13.899999618530273,12.6899995803833,13.899999618530273,9.216155052185059,578800,,,,,,,,
2020-04-06,12.869999885559082,12.869999885559082,12.800000190734863,12.800000190734863,8.486818313598633,400,,,,,,,,
2020-04-07,13.239999771118164,13.239999771118164,13.239999771118164,13.239999771118164,8.778552055358887,1100,,,,,,,,
2020-04-08,12.869999885559082,12.869999885559082,12.869999885559082,12.869999885559082,8.533232688903809,200,,,,,,,,
2020-04-09,13.850000381469727,13.850000381469727,13.850000381469727,13.850000381469727,9.183003425598145,200,,,,,,,,
2020-04-13,12.899999618530273,12.899999618530273,12.899999618530273,12.899999618530273,8.553123474121094,500,,,,,,,,
2020-04-14,12.899999618530273,13.180000305175781,12.640000343322754,12.640000343322754,8.38073444366455,70300,,,,,,,,
2020-04-15,12.289999961853027,12.289999961853027,12.289999961853027,12.289999961853027,8.148673057556152,100,,,,,,,,
2020-04-16,11.859999656677246,11.859999656677246,11.84000015258789,11.84000015258789,7.850307941436768,18200,,,,,,,,
2020-04-17,12.779999732971191,12.779999732971191,12.779999732971191,12.779999732971191,8.473559379577637,200,,,,,,,,
2020-04-20,12.329999923706055,12.329999923706055,12.329999923706055,12.329999923706055,8.175193786621094,181900,,,,,,,,
2020-04-21,12.140000343322754,12.140000343322754,12.140000343322754,12.140000343322754,8.04921817779541,220100,,,,,,,,
2020-04-22,12.140000343322754,12.140000343322754,12.140000343322754,12.140000343322754,8.04921817779541,0,,,,,,,,
2020-04-23,12.380000114440918,12.979999542236328,12.380000114440918,12.489999771118164,8.281278610229492,680400,,,,,,,,
2020-04-24,12.470000267028809,12.470000267028809,12.220000267028809,12.220000267028809,8.102259635925293,900,,,,,,,,
2020-04-27,12.390000343322754,12.859999656677246,12.390000343322754,12.859999656677246,8.52660083770752,300,,,,,,,,
2020-04-28,12.859999656677246,12.859999656677246,12.859999656677246,12.859999656677246,8.52660083770752,0,,,,,,,,
2020-04-29,12.859999656677246,12.859999656677246,12.859999656677246,12.859999656677246,8.52660083770752,0,,,,,,,,
2020-04-30,13.8100004196167,13.8100004196167,13.770000457763672,13.770000457763672,9.129961013793945,300,,,,,,,,
2020-05-01,13.100000381469727,13.100000381469727,13.010000228881836,13.010000228881836,8.626056671142578,300,,,,,,,,
2020-05-04,12.699999809265137,12.75,12.699999809265137,12.75,8.453668594360352,4600,,,,,,,,
2020-05-05,13.520000457763672,13.520000457763672,13.470000267028809,13.470000267028809,8.931052207946777,1700,,,,,,,,
2020-05-06,13.010000228881836,13.010000228881836,13.010000228881836,13.010000228881836,8.626056671142578,528000,,,,,,,,
2020-05-07,13.3100004196167,13.5,13.3100004196167,13.4399995803833,8.91115951538086,152200,,,,,,,,
2020-05-08,13.4399995803833,13.4399995803833,13.4399995803833,13.4399995803833,8.91115951538086,0,,,,,,,,
2020-05-11,13.739999771118164,13.75,13.670000076293945,13.670000076293945,9.063657760620117,270000,,,,,,,,
2020-05-12,13.899999618530273,13.90999984741211,13.760000228881836,13.770000457763672,9.129961013793945,500100,,,,,,,,
2020-05-13,13.5,13.5,13.5,13.5,8.950943946838379,100500,,,,,,,,
2020-05-14,13.420000076293945,13.550000190734863,13.399999618530273,13.550000190734863,8.984094619750977,600,,,,,,,,
2020-05-15,13.550000190734863,13.550000190734863,13.550000190734863,13.550000190734863,9.166753768920898,440000,,,,,,,,
2020-05-18,14.020000457763672,14.25,14.020000457763672,14.25,9.640311241149902,636900,,,,,,,,
2020-05-19,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,10.012392044067383,680300,,,,,,,,
2020-05-20,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,10.012392044067383,60000,,,,,,,,
2020-05-21,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,10.012392044067383,0,,,,,,,,
2020-05-22,14.800000190734863,14.800000190734863,14.800000190734863,14.800000190734863,10.012392044067383,0,,,,,,,,
2020-05-26,15.09000015258789,15.09000015258789,15.079999923706055,15.09000015258789,10.208582878112793,380100,,,,,,,,
2020-05-27,15.09000015258789,15.09000015258789,15.09000015258789,15.09000015258789,10.208582878112793,0,,,,,,,,
2020-05-28,15.119999885559082,15.119999885559082,15.119999885559082,15.119999885559082,10.228876113891602,4800,,,,,,,,
2020-05-29,15.119999885559082,15.119999885559082,15.119999885559082,15.119999885559082,10.228876113891602,0,,,,,,,,
2020-06-01,14.729999542236328,15.149999618530273,14.729999542236328,15.149999618530273,10.24917221069336,200,,,,,,,,
2020-06-02,15.149999618530273,15.149999618530273,15.149999618530273,15.149999618530273,10.24917221069336,0,,,,,,,,
2020-06-03,15.149999618530273,15.149999618530273,15.149999618530273,15.149999618530273,10.24917221069336,0,,,,,,,,
2020-06-04,14.729999542236328,15.149999618530273,14.729999542236328,15.149999618530273,10.24917221069336,100000,,,,,,,,
2020-06-05,16.670000076293945,16.68000030517578,16.670000076293945,16.68000030517578,11.284236907958984,330000,,,,,,,,
2020-06-08,16.68000030517578,16.68000030517578,16.68000030517578,16.68000030517578,11.284236907958984,240000,,,,,,,,
2020-06-09,16.459999084472656,16.459999084472656,16.059999465942383,16.059999465942383,10.864801406860352,1500,,,,,,,,
2020-06-10,16.149999618530273,16.200000762939453,16.149999618530273,16.200000762939453,10.959511756896973,441900,,,,,,,,
2020-06-11,14.949999809265137,14.949999809265137,14.829999923706055,14.829999923706055,10.03268814086914,144900,,,,,,,,
2020-06-12,14.829999923706055,14.829999923706055,14.829999923706055,14.829999923706055,10.03268814086914,100,,,,,,,,
2020-06-15,14.800000190734863,14.949999809265137,14.800000190734863,14.949999809265137,10.113870620727539,800,,,,,,,,
2020-06-16,15.149999618530273,15.520000457763672,14.920000076293945,14.920000076293945,10.093573570251465,12200,,,,,,,,
2020-06-17,14.75,15.25,14.75,15.25,10.316824913024902,400,,,,,,,,
2020-06-18,14.899999618530273,14.949999809265137,14.899999618530273,14.949999809265137,10.113870620727539,500,,,,,,,,
2020-06-19,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,10.113870620727539,0,,,,,,,,
2020-06-22,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,10.113870620727539,0,,,,,,,,
2020-06-23,14.949999809265137,14.949999809265137,14.949999809265137,14.949999809265137,10.113870620727539,0,,,,,,,,
2020-06-24,14.4399995803833,14.4399995803833,14.399999618530273,14.399999618530273,9.741788864135742,400,,,,,,,,
2020-06-25,14.300000190734863,14.300000190734863,14.300000190734863,14.300000190734863,9.674137115478516,200,,,,,,,,
2020-06-26,14.329999923706055,14.329999923706055,14.130000114440918,14.130000114440918,9.559128761291504,243300,,,,,,,,
2020-06-29,14.579999923706055,14.579999923706055,14.420000076293945,14.420000076293945,9.755319595336914,300,,,,,,,,
2020-06-30,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,9.707961082458496,100,,,,,,,,
2020-07-01,14.350000381469727,14.350000381469727,14.350000381469727,14.350000381469727,9.707961082458496,0,,,,,,,,
2020-07-02,14.619999885559082,14.619999885559082,14.619999885559082,14.619999885559082,9.890623092651367,9500,,,,,,,,
2020-07-06,14.829999923706055,14.829999923706055,14.699999809265137,14.699999809265137,9.944741249084473,1800,,,,,,,,
2020-07-07,14.869999885559082,14.869999885559082,14.569999694824219,14.569999694824219,9.856795310974121,700,,,,,,,,
2020-07-08,14.40999984741211,14.789999961853027,14.40999984741211,14.789999961853027,10.00562858581543,475200,,,,,,,,
2020-07-09,14.789999961853027,14.789999961853027,14.789999961853027,14.789999961853027,10.00562858581543,0,,,,,,,,
2020-07-10,14.760000228881836,14.760000228881836,14.760000228881836,14.760000228881836,9.985331535339355,1400,,,,,,,,
2020-07-13,15.0,15.0,15.0,15.0,10.147698402404785,100,,,,,,,,
2020-07-14,15.0,15.0,15.0,15.0,10.147698402404785,935400,,,,,,,,
2020-07-15,15.350000381469727,15.350000381469727,15.350000381469727,15.350000381469727,10.384474754333496,30100,,,,,,,,
2020-07-16,15.399999618530273,15.449999809265137,15.399999618530273,15.449999809265137,10.452127456665039,300,,,,,,,,
2020-07-17,15.449999809265137,15.449999809265137,15.449999809265137,15.449999809265137,10.452127456665039,0,,,,,,,,
2020-07-20,15.449999809265137,15.449999809265137,15.449999809265137,15.449999809265137,10.452127456665039,0,,,,,,,,
2020-07-21,15.600000381469727,15.600000381469727,15.600000381469727,15.600000381469727,10.553606986999512,900,,,,,,,,
2020-07-22,15.100000381469727,15.25,14.800000190734863,14.800000190734863,10.012392044067383,1600,,,,,,,,
2020-07-23,14.75,15.100000381469727,14.75,15.100000381469727,10.215347290039062,500,,,,,,,,
