date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KMPR')","('high', 'KMPR')","('low', 'KMPR')","('close', 'KMPR')","('adj_close', 'KMPR')","('volume', 'KMPR')","('currency', '')"
2020-01-02,77.87000274658203,77.94999694824219,76.61000061035156,77.69000244140625,68.2328872680664,228700,,,,,,,,
2020-01-03,76.80999755859375,77.72000122070312,76.19000244140625,77.55000305175781,68.10992431640625,171000,,,,,,,,
2020-01-06,76.79000091552734,77.56999969482422,76.62000274658203,77.1500015258789,67.75862121582031,294300,,,,,,,,
2020-01-07,77.0199966430664,77.0199966430664,75.87999725341797,76.0999984741211,66.83643341064453,133000,,,,,,,,
2020-01-08,76.0999984741211,76.81999969482422,75.76000213623047,76.41000366210938,67.10871887207031,189300,,,,,,,,
2020-01-09,76.8499984741211,77.77999877929688,76.5199966430664,77.76000213623047,68.29437255859375,333100,,,,,,,,
2020-01-10,78.12000274658203,79.30000305175781,77.44000244140625,77.55999755859375,68.11869049072266,192100,,,,,,,,
2020-01-13,77.63999938964844,78.83999633789062,77.47000122070312,78.72000122070312,69.13749694824219,216600,,,,,,,,
2020-01-14,78.70999908447266,78.91000366210938,78.08999633789062,78.5199966430664,68.96184539794922,185600,,,,,,,,
2020-01-15,78.30999755859375,78.94999694824219,77.61000061035156,77.98999786376953,68.49636840820312,260900,,,,,,,,
2020-01-16,78.51000213623047,79.55999755859375,78.51000213623047,79.55999755859375,69.87525177001953,137700,,,,,,,,
2020-01-17,79.61000061035156,79.83999633789062,78.7699966430664,78.80000305175781,69.207763671875,169400,,,,,,,,
2020-01-21,78.66000366210938,78.66000366210938,77.19000244140625,77.30000305175781,67.8903579711914,249200,,,,,,,,
2020-01-22,77.63999938964844,77.86000061035156,76.91000366210938,77.62999725341797,68.18018341064453,284400,,,,,,,,
2020-01-23,77.02999877929688,77.94999694824219,76.33999633789062,77.73999786376953,68.27680969238281,326300,,,,,,,,
2020-01-24,77.66000366210938,77.7300033569336,76.43000030517578,76.94000244140625,67.57417297363281,217900,,,,,,,,
2020-01-27,75.69000244140625,77.12999725341797,74.98999786376953,75.93000030517578,66.68711853027344,335500,,,,,,,,
2020-01-28,76.45999908447266,78.11000061035156,76.30999755859375,77.5999984741211,68.1538314819336,288800,,,,,,,,
2020-01-29,77.5999984741211,78.02999877929688,77.31999969482422,77.44999694824219,68.0220947265625,170500,,,,,,,,
2020-01-30,76.73999786376953,77.68000030517578,76.04000091552734,76.70999908447266,67.37218475341797,223000,,,,,,,,
2020-01-31,76.30999755859375,76.43000030517578,74.37999725341797,74.41999816894531,65.36093139648438,273900,,,,,,,,
2020-02-03,75.01000213623047,76.52999877929688,75.01000213623047,75.86000061035156,66.62564849853516,270800,,,,,,,,
2020-02-04,76.8499984741211,77.52999877929688,76.72000122070312,77.38999938964844,67.96939086914062,222700,,,,,,,,
2020-02-05,78.44999694824219,79.88999938964844,78.27999877929688,79.81999969482422,70.1036148071289,180200,,,,,,,,
2020-02-06,80.19999694824219,80.86000061035156,79.7300033569336,80.18000030517578,70.4197998046875,220200,,,,,,,,
2020-02-07,79.86000061035156,80.29000091552734,79.4800033569336,79.97000122070312,70.23533630371094,156000,,,,,,,,
2020-02-10,81.37999725341797,81.66000366210938,80.08000183105469,81.2300033569336,71.34197235107422,214300,,,,,,,,
2020-02-11,76.0,81.29000091552734,75.0,80.5999984741211,70.78866577148438,357600,,,,,,,,
2020-02-12,79.52999877929688,80.22000122070312,79.31999969482422,79.5,69.82255554199219,311600,,,,,,,,
2020-02-13,79.25,80.69999694824219,78.86000061035156,79.48999786376953,69.81378936767578,174400,,,,,,,,
2020-02-14,79.01000213623047,79.95999908447266,78.8499984741211,79.93000030517578,70.4661636352539,115300,,,,,,,,
2020-02-18,79.58000183105469,80.05999755859375,78.37999725341797,78.98999786376953,69.63743591308594,230300,,,,,,,,
2020-02-19,79.41000366210938,79.41000366210938,78.27999877929688,78.79000091552734,69.46113586425781,198500,,,,,,,,
2020-02-20,78.45999908447266,79.19999694824219,77.83000183105469,78.5999984741211,69.29361724853516,186800,,,,,,,,
2020-02-21,78.16999816894531,78.5999984741211,76.75,78.12999725341797,68.87928009033203,184100,,,,,,,,
2020-02-24,75.8499984741211,77.81999969482422,75.80000305175781,76.87000274658203,67.76847076416016,206600,,,,,,,,
2020-02-25,77.2300033569336,77.45999908447266,75.55999755859375,76.5999984741211,67.53043365478516,414000,,,,,,,,
2020-02-26,77.44999694824219,78.4800033569336,74.23999786376953,74.3499984741211,65.54682922363281,353000,,,,,,,,
2020-02-27,72.5,74.23999786376953,70.48999786376953,70.55999755859375,62.20558547973633,216600,,,,,,,,
2020-02-28,68.80000305175781,69.54000091552734,66.9000015258789,68.83999633789062,60.689239501953125,481800,,,,,,,,
