date,open,high,low,close,adj_close,volume,currency,"('date', '')","('open', 'EGIE3.SA')","('high', 'EGIE3.SA')","('low', 'EGIE3.SA')","('close', 'EGIE3.SA')","('adj_close', 'EGIE3.SA')","('volume', 'EGIE3.SA')","('currency', '')"
2020-01-02,36.42856979370117,37.378570556640625,36.29999923706055,37.14285659790039,26.579425811767578,1589980,BRL,,,,,,,,
2020-01-03,36.69285583496094,37.79999923706055,36.50714111328125,37.35714340209961,26.732763290405273,1900500,BRL,,,,,,,,
2020-01-06,37.42142868041992,37.592857360839844,36.78571319580078,37.0428581237793,26.507869720458984,1783040,BRL,,,,,,,,
2020-01-07,36.78571319580078,37.29999923706055,36.150001525878906,37.121429443359375,26.5640869140625,2037700,BRL,,,,,,,,
2020-01-08,37.21428680419922,37.31428527832031,36.5571403503418,36.75,26.298297882080078,1247960,BRL,,,,,,,,
2020-01-09,36.75,37.11428451538086,36.53571319580078,36.85714340209961,26.374971389770508,889140,BRL,,,,,,,,
2020-01-10,37.14285659790039,37.664283752441406,36.88571548461914,37.407142639160156,26.76854705810547,1150940,BRL,,,,,,,,
2020-01-13,37.42142868041992,38.349998474121094,37.42142868041992,38.11428451538086,27.274574279785156,1670200,BRL,,,,,,,,
2020-01-14,38.264286041259766,38.64285659790039,37.88571548461914,38.64285659790039,27.65282440185547,1726620,BRL,,,,,,,,
2020-01-15,38.64285659790039,38.64285659790039,38.08571243286133,38.17856979370117,27.32058334350586,2339260,BRL,,,,,,,,
2020-01-16,38.21428680419922,38.32142639160156,37.650001525878906,37.92142868041992,27.136573791503906,1776040,BRL,,,,,,,,
2020-01-17,37.94285583496094,38.164283752441406,37.664283752441406,38.164283752441406,27.31035614013672,2201780,BRL,,,,,,,,
2020-01-20,38.164283752441406,38.521427154541016,38.03571319580078,38.14285659790039,27.295024871826172,1097320,BRL,,,,,,,,
2020-01-21,37.92856979370117,38.735713958740234,37.82857131958008,38.28571319580078,27.397260665893555,2058000,BRL,,,,,,,,
2020-01-22,38.43571472167969,38.8071403503418,37.75,38.2928581237793,27.402362823486328,1784020,BRL,,,,,,,,
2020-01-23,38.2928581237793,38.3071403503418,37.7071418762207,38.28571319580078,27.397260665893555,1352960,BRL,,,,,,,,
2020-01-24,38.43571472167969,38.599998474121094,38.03571319580078,38.478572845458984,27.53525733947754,945980,BRL,,,,,,,,
2020-01-27,38.21428680419922,38.29999923706055,37.45000076293945,37.728572845458984,26.998565673828125,1160600,BRL,,,,,,,,
2020-01-28,37.878570556640625,38.28571319580078,37.52857208251953,38.2071418762207,27.34103012084961,1033060,BRL,,,,,,,,
2020-01-29,38.35714340209961,38.44285583496094,37.78571319580078,37.871429443359375,27.10079574584961,1184120,BRL,,,,,,,,
2020-01-30,37.728572845458984,37.85714340209961,36.68571472167969,37.5,26.834999084472656,1406160,BRL,,,,,,,,
2020-01-31,37.485713958740234,37.485713958740234,36.650001525878906,37.17856979370117,26.604984283447266,2438800,BRL,,,,,,,,
2020-02-03,37.235713958740234,37.849998474121094,36.97142791748047,37.57142639160156,26.886106491088867,1606500,BRL,,,,,,,,
2020-02-04,38.11428451538086,38.22142791748047,37.5,37.75,27.013896942138672,1140580,BRL,,,,,,,,
2020-02-05,38.21428680419922,38.32142639160156,37.57857131958008,37.71428680419922,26.98834228515625,1715140,BRL,,,,,,,,
2020-02-06,37.86428451538086,38.32142639160156,36.67856979370117,37.00714111328125,26.482309341430664,1555400,BRL,,,,,,,,
2020-02-07,37.00714111328125,37.014286041259766,35.46428680419922,35.94285583496094,25.720705032348633,6008520,BRL,,,,,,,,
2020-02-10,35.8071403503418,36.20000076293945,35.5,35.664283752441406,25.52135467529297,2194780,BRL,,,,,,,,
2020-02-11,35.8071403503418,36.33571243286133,35.71428680419922,36.33571243286133,26.001834869384766,3652600,BRL,,,,,,,,
2020-02-12,36.478572845458984,37.24285888671875,36.07142639160156,36.28571319580078,25.966053009033203,5224660,BRL,,,,,,,,
2020-02-13,36.14285659790039,36.33571243286133,35.78571319580078,35.96428680419922,25.73604393005371,1117060,BRL,,,,,,,,
2020-02-14,35.96428680419922,36.099998474121094,35.57857131958008,35.85714340209961,25.659372329711914,1322580,BRL,,,,,,,,
2020-02-17,36.0,36.33571243286133,35.71428680419922,36.14285659790039,25.86382293701172,1178240,BRL,,,,,,,,
2020-02-18,36.150001525878906,36.36428451538086,35.7071418762207,36.32142639160156,25.99161148071289,2169300,BRL,,,,,,,,
2020-02-19,36.24285888671875,36.77857208251953,35.99285888671875,36.349998474121094,26.012056350708008,1973860,BRL,,,,,,,,
2020-02-20,36.099998474121094,36.164283752441406,35.17142868041992,35.264286041259766,25.235116958618164,2994740,BRL,,,,,,,,
2020-02-21,35.06428527832031,35.81428527832031,34.71428680419922,35.81428527832031,25.628705978393555,2352840,BRL,,,,,,,,
2020-02-26,34.400001525878906,34.92142868041992,33.849998474121094,34.27857208251953,24.529735565185547,2541980,BRL,,,,,,,,
2020-02-27,33.985713958740234,34.11428451538086,33.04999923706055,33.14285659790039,23.717021942138672,3036460,BRL,,,,,,,,
2020-02-28,33.0571403503418,34.03571319580078,32.128570556640625,33.95000076293945,24.294614791870117,5469240,BRL,,,,,,,,
2020-03-02,34.235713958740234,34.79999923706055,33.599998474121094,34.64285659790039,24.79042625427246,4348820,BRL,,,,,,,,
2020-03-03,34.64285659790039,35.71428680419922,34.121429443359375,34.664283752441406,24.805757522583008,2593780,BRL,,,,,,,,
2020-03-04,35.5,36.342857360839844,34.92856979370117,36.28571319580078,25.966053009033203,2900940,BRL,,,,,,,,
2020-03-05,36.0,36.02857208251953,33.97142791748047,34.85714340209961,24.943769454956055,2702700,BRL,,,,,,,,
2020-03-06,33.57142639160156,34.650001525878906,33.021427154541016,34.28571319580078,24.534854888916016,3754240,BRL,,,,,,,,
2020-03-09,33.21428680419922,33.21428680419922,31.69285774230957,31.97857093811035,22.88386344909668,4953480,BRL,,,,,,,,
2020-03-10,32.5,34.38571548461914,32.14285659790039,33.57142639160156,24.023710250854492,4472720,BRL,,,,,,,,
2020-03-11,32.85714340209961,33.67856979370117,30.707141876220703,32.33571243286133,23.139432907104492,4340280,BRL,,,,,,,,
2020-03-12,28.928571701049805,31.771427154541016,28.928571701049805,31.314285278320312,22.40850257873535,3567340,BRL,,,,,,,,
2020-03-13,32.85714340209961,34.42142868041992,30.72857093811035,34.42142868041992,24.631973266601562,4383680,BRL,,,,,,,,
2020-03-16,30.714284896850586,33.64285659790039,30.564285278320312,31.107141494750977,22.26026725769043,4065740,BRL,,,,,,,,
2020-03-17,31.5,34.64285659790039,31.128570556640625,33.44285583496094,23.93170166015625,4878720,BRL,,,,,,,,
2020-03-18,31.678571701049805,33.25,30.149999618530273,31.350000381469727,22.434059143066406,6784260,BRL,,,,,,,,
2020-03-19,30.700000762939453,32.121429443359375,29.450000762939453,29.771427154541016,21.30443000793457,3695860,BRL,,,,,,,,
