date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KRC')","('high', 'KRC')","('low', 'KRC')","('close', 'KRC')","('adj_close', 'KRC')","('volume', 'KRC')","('currency', '')"
2020-01-02,84.33999633789062,84.33999633789062,81.94999694824219,82.48999786376953,62.43062210083008,451300,,,,,,,,
2020-01-03,81.97000122070312,83.12000274658203,81.91999816894531,83.04000091552734,62.84689712524414,494600,,,,,,,,
2020-01-06,82.25,83.70999908447266,81.80000305175781,83.26000213623047,63.01337814331055,326300,,,,,,,,
2020-01-07,82.8499984741211,83.19000244140625,80.70999908447266,81.19999694824219,61.45431137084961,567500,,,,,,,,
2020-01-08,81.20999908447266,81.77999877929688,80.83999633789062,81.58000183105469,61.741912841796875,537100,,,,,,,,
2020-01-09,81.52999877929688,81.55999755859375,80.8499984741211,80.91999816894531,61.24242401123047,365500,,,,,,,,
2020-01-10,81.08999633789062,81.1500015258789,80.33000183105469,80.94999694824219,61.265106201171875,649300,,,,,,,,
2020-01-13,81.18000030517578,81.7699966430664,80.88999938964844,81.36000061035156,61.575408935546875,617300,,,,,,,,
2020-01-14,81.41000366210938,81.41000366210938,80.04000091552734,80.73999786376953,61.1061897277832,727100,,,,,,,,
2020-01-15,80.94000244140625,82.05000305175781,80.94000244140625,81.4800033569336,61.66624450683594,492500,,,,,,,,
2020-01-16,81.73999786376953,82.36000061035156,81.52999877929688,82.0199966430664,62.07490921020508,481600,,,,,,,,
2020-01-17,82.06999969482422,82.79000091552734,81.9800033569336,82.30000305175781,62.28681945800781,270100,,,,,,,,
2020-01-21,82.33999633789062,83.11000061035156,82.27999877929688,82.81999969482422,62.680355072021484,956800,,,,,,,,
2020-01-22,83.0,83.5,81.69000244140625,81.80000305175781,61.908416748046875,762200,,,,,,,,
2020-01-23,81.86000061035156,83.55000305175781,81.55000305175781,83.33000183105469,63.06636428833008,668100,,,,,,,,
2020-01-24,83.43000030517578,83.52999877929688,82.05000305175781,82.3499984741211,62.324668884277344,424800,,,,,,,,
2020-01-27,81.6500015258789,82.30999755859375,81.48999786376953,81.69999694824219,61.83273696899414,641400,,,,,,,,
2020-01-28,81.87000274658203,82.56999969482422,81.5999984741211,82.12000274658203,62.15060043334961,495500,,,,,,,,
2020-01-29,82.19000244140625,82.54000091552734,81.69999694824219,82.2699966430664,62.264137268066406,278000,,,,,,,,
2020-01-30,81.83000183105469,83.95999908447266,81.69999694824219,83.87999725341797,63.48260498046875,957800,,,,,,,,
2020-01-31,83.75,84.19000244140625,82.20999908447266,82.56999969482422,62.49116516113281,469100,,,,,,,,
2020-02-03,82.87999725341797,84.5,82.87999725341797,84.1500015258789,63.68696594238281,843700,,,,,,,,
2020-02-04,85.5,88.98999786376953,83.91000366210938,84.16999816894531,63.702091217041016,937800,,,,,,,,
2020-02-05,84.45999908447266,86.04000091552734,84.38999938964844,85.04000091552734,64.36051177978516,558300,,,,,,,,
2020-02-06,85.31999969482422,85.69000244140625,84.56999969482422,84.6500015258789,64.06538391113281,411700,,,,,,,,
2020-02-07,84.83000183105469,85.4800033569336,84.38999938964844,85.25,64.51945495605469,340800,,,,,,,,
2020-02-10,85.5,86.38999938964844,85.30999755859375,86.38999938964844,65.38224792480469,687300,,,,,,,,
2020-02-11,86.58999633789062,87.12000274658203,86.4000015258789,86.58999633789062,65.53360748291016,426300,,,,,,,,
2020-02-12,86.80000305175781,87.43000030517578,86.4800033569336,86.91000366210938,65.77580261230469,369300,,,,,,,,
2020-02-13,86.88999938964844,87.88999938964844,86.88999938964844,87.7699966430664,66.42666625976562,425000,,,,,,,,
2020-02-14,88.05999755859375,88.27999877929688,87.58999633789062,88.27999877929688,66.8126449584961,405000,,,,,,,,
2020-02-18,88.31999969482422,88.37999725341797,87.36000061035156,88.12000274658203,66.69154357910156,346500,,,,,,,,
2020-02-19,86.69999694824219,87.16000366210938,86.26000213623047,86.26000213623047,65.28385925292969,3021800,,,,,,,,
2020-02-20,86.12999725341797,87.1500015258789,86.0,87.12000274658203,65.93473052978516,788700,,,,,,,,
2020-02-21,86.87999725341797,87.0199966430664,85.94000244140625,86.3499984741211,65.35197448730469,755600,,,,,,,,
2020-02-24,85.05999755859375,85.79000091552734,84.62999725341797,84.93000030517578,64.27729034423828,1167900,,,,,,,,
2020-02-25,84.94000244140625,85.12999725341797,81.73999786376953,82.20999908447266,62.218719482421875,674800,,,,,,,,
2020-02-26,82.44000244140625,82.63999938964844,79.33999633789062,79.38999938964844,60.08445739746094,913800,,,,,,,,
2020-02-27,77.29000091552734,78.44999694824219,74.66999816894531,74.66999816894531,56.512245178222656,898200,,,,,,,,
2020-02-28,73.16999816894531,73.80999755859375,70.06999969482422,72.69000244140625,55.01372146606445,2443700,,,,,,,,
2020-03-02,72.87999725341797,76.16999816894531,72.29000091552734,76.11000061035156,57.602081298828125,1342400,,,,,,,,
2020-03-03,76.30999755859375,78.2300033569336,74.91000366210938,75.2300033569336,56.93606185913086,901600,,,,,,,,
2020-03-04,76.5,78.69999694824219,76.23999786376953,78.68000030517578,59.547122955322266,597200,,,,,,,,
2020-03-05,76.81999969482422,77.88999938964844,76.29000091552734,77.44000244140625,58.60865783691406,465200,,,,,,,,
2020-03-06,74.7699966430664,75.62999725341797,71.83000183105469,74.56999969482422,56.43656539916992,880500,,,,,,,,
2020-03-09,70.5,71.38999938964844,67.69000244140625,67.88999938964844,51.38095474243164,936100,,,,,,,,
2020-03-10,69.83999633789062,71.80999755859375,66.66000366210938,71.72000122070312,54.27960205078125,901300,,,,,,,,
2020-03-11,69.48999786376953,69.63999938964844,65.30999755859375,66.13999938964844,50.05651092529297,913100,,,,,,,,
2020-03-12,59.650001525878906,64.30999755859375,59.130001068115234,59.34000015258789,44.91008758544922,1291100,,,,,,,,
2020-03-13,62.5,68.98999786376953,60.15999984741211,68.98999786376953,52.21345901489258,1583400,,,,,,,,
2020-03-16,61.400001525878906,62.18000030517578,56.13999938964844,56.22999954223633,42.55636215209961,1591100,,,,,,,,
2020-03-17,57.880001068115234,60.66999816894531,55.4900016784668,60.220001220703125,45.57609939575195,1074900,,,,,,,,
2020-03-18,56.2400016784668,58.290000915527344,51.279998779296875,54.83000183105469,41.49681091308594,1602000,,,,,,,,
2020-03-19,54.369998931884766,57.72999954223633,52.439998626708984,54.459999084472656,41.216773986816406,1373600,,,,,,,,
2020-03-20,54.630001068115234,55.61000061035156,49.150001525878906,51.22999954223633,38.77223205566406,1852600,,,,,,,,
2020-03-23,50.619998931884766,50.619998931884766,45.959999084472656,49.0099983215332,37.09207534790039,1606100,,,,,,,,
2020-03-24,51.970001220703125,53.689998626708984,50.209999084472656,53.689998626708984,40.63402557373047,934700,,,,,,,,
2020-03-25,53.68000030517578,59.189998626708984,51.65999984741211,56.34000015258789,42.639610290527344,692000,,,,,,,,
2020-03-26,56.95000076293945,60.0,56.7599983215332,59.439998626708984,44.985774993896484,1272600,,,,,,,,
2020-03-27,57.15999984741211,63.310001373291016,56.45000076293945,62.16999816894531,47.05191421508789,2524800,,,,,,,,
2020-03-30,62.290000915527344,64.0199966430664,60.029998779296875,63.560001373291016,48.48211669921875,1346100,,,,,,,,
2020-03-31,63.15999984741211,64.19999694824219,61.56999969482422,63.70000076293945,48.58890151977539,2107000,,,,,,,,
2020-04-01,61.66999816894531,62.0,58.290000915527344,60.189998626708984,45.911556243896484,2822500,,,,,,,,
2020-04-02,59.11000061035156,61.119998931884766,58.08000183105469,59.58000183105469,45.446258544921875,1586200,,,,,,,,
2020-04-03,58.619998931884766,60.40999984741211,57.27000045776367,58.400001525878906,44.54618453979492,1187900,,,,,,,,
2020-04-06,60.150001525878906,62.41999816894531,58.189998626708984,59.349998474121094,45.27082443237305,1694000,,,,,,,,
2020-04-07,61.56999969482422,63.7599983215332,60.61000061035156,60.970001220703125,46.506526947021484,970500,,,,,,,,
2020-04-08,62.310001373291016,63.66999816894531,60.40999984741211,63.20000076293945,48.20751953125,923500,,,,,,,,
2020-04-09,64.69999694824219,66.9000015258789,64.55000305175781,66.05000305175781,50.38142395019531,1098600,,,,,,,,
2020-04-13,65.73999786376953,65.73999786376953,62.77000045776367,63.869998931884766,48.71857833862305,574000,,,,,,,,
2020-04-14,65.69999694824219,66.51000213623047,64.7300033569336,66.05999755859375,50.3890495300293,753800,,,,,,,,
2020-04-15,63.849998474121094,64.55999755859375,62.2599983215332,63.369998931884766,48.337196350097656,584500,,,,,,,,
2020-04-16,63.70000076293945,63.84000015258789,61.40999984741211,61.86000061035156,47.18539810180664,893900,,,,,,,,
2020-04-17,63.66999816894531,64.94000244140625,63.25,64.31999969482422,49.06182861328125,529600,,,,,,,,
2020-04-20,62.9900016784668,63.43000030517578,61.119998931884766,61.25,46.72010040283203,730300,,,,,,,,
2020-04-21,59.470001220703125,61.400001525878906,59.34000015258789,60.560001373291016,46.19379425048828,792400,,,,,,,,
2020-04-22,62.04999923706055,62.189998626708984,60.369998931884766,61.15999984741211,46.65145492553711,1128500,,,,,,,,
2020-04-23,61.470001220703125,62.439998626708984,60.810001373291016,61.75,47.10149002075195,720300,,,,,,,,
2020-04-24,62.470001220703125,62.810001373291016,61.54999923706055,61.810001373291016,47.14726638793945,1584000,,,,,,,,
