date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KRC')","('high', 'KRC')","('low', 'KRC')","('close', 'KRC')","('adj_close', 'KRC')","('volume', 'KRC')","('currency', '')"
2020-04-27,62.52000045776367,63.41999816894531,61.970001220703125,62.2599983215332,47.49050521850586,735900,,,,,,,,
2020-04-28,63.880001068115234,64.04000091552734,62.2400016784668,62.54999923706055,47.71171569824219,818100,,,,,,,,
2020-04-29,63.7599983215332,65.63999938964844,62.709999084472656,64.4000015258789,49.12285614013672,1181000,,,,,,,,
2020-04-30,64.11000061035156,64.11000061035156,60.540000915527344,62.2599983215332,47.49050521850586,1400900,,,,,,,,
2020-05-01,60.56999969482422,61.5099983215332,59.689998626708984,60.130001068115234,45.86579513549805,673600,,,,,,,,
2020-05-04,59.22999954223633,59.849998474121094,57.72999954223633,58.5,44.62246322631836,717900,,,,,,,,
2020-05-05,59.16999816894531,60.52000045776367,59.16999816894531,59.75,45.57593536376953,376200,,,,,,,,
2020-05-06,59.869998931884766,60.150001525878906,58.369998931884766,58.41999816894531,44.561439514160156,795200,,,,,,,,
2020-05-07,59.31999969482422,60.77000045776367,59.09000015258789,59.93000030517578,45.713233947753906,829300,,,,,,,,
2020-05-08,61.2400016784668,62.599998474121094,60.36000061035156,60.5,46.14801025390625,576000,,,,,,,,
2020-05-11,59.529998779296875,60.20000076293945,58.68000030517578,58.9900016784668,44.99623107910156,732200,,,,,,,,
2020-05-12,59.11000061035156,59.27000045776367,54.869998931884766,54.970001220703125,41.92986297607422,1339700,,,,,,,,
2020-05-13,54.4900016784668,54.810001373291016,52.790000915527344,54.099998474121094,41.2662467956543,1559300,,,,,,,,
2020-05-14,53.060001373291016,53.31999969482422,51.06999969482422,53.22999954223633,40.602630615234375,1649800,,,,,,,,
2020-05-15,52.599998474121094,53.02000045776367,50.04999923706055,51.4900016784668,39.27540588378906,1020700,,,,,,,,
2020-05-18,53.81999969482422,55.77000045776367,53.720001220703125,55.25,42.14345169067383,1243700,,,,,,,,
2020-05-19,54.970001220703125,55.15999984741211,53.79999923706055,53.86000061035156,41.08317947387695,895200,,,,,,,,
2020-05-20,54.65999984741211,55.58000183105469,54.0,55.36000061035156,42.22734832763672,994600,,,,,,,,
2020-05-21,55.04999923706055,56.34000015258789,54.95000076293945,55.970001220703125,42.69263458251953,1097400,,,,,,,,
2020-05-22,55.95000076293945,56.189998626708984,54.0,54.2599983215332,41.38829803466797,1052700,,,,,,,,
2020-05-26,56.7400016784668,58.349998474121094,56.08000183105469,58.34000015258789,44.50041961669922,1930300,,,,,,,,
2020-05-27,60.08000183105469,60.2400016784668,57.83000183105469,58.7400016784668,44.805519104003906,935700,,,,,,,,
2020-05-28,59.560001373291016,59.560001373291016,57.790000915527344,58.720001220703125,44.790279388427734,1422700,,,,,,,,
2020-05-29,57.9900016784668,58.18000030517578,56.75,57.119998931884766,43.56983947753906,1637000,,,,,,,,
2020-06-01,57.15999984741211,59.02000045776367,56.7400016784668,58.529998779296875,44.64535140991211,652500,,,,,,,,
2020-06-02,59.279998779296875,59.84000015258789,58.810001373291016,59.529998779296875,45.40812683105469,833500,,,,,,,,
2020-06-03,60.56999969482422,63.84000015258789,60.08000183105469,63.43000030517578,48.38294982910156,973500,,,,,,,,
2020-06-04,62.88999938964844,64.37000274658203,61.15999984741211,64.13999938964844,48.92452621459961,853400,,,,,,,,
2020-06-05,67.66999816894531,69.98999786376953,65.72000122070312,66.16999816894531,50.472965240478516,992400,,,,,,,,
2020-06-08,67.38999938964844,69.25,67.38999938964844,68.87999725341797,52.54009246826172,890900,,,,,,,,
2020-06-09,67.12000274658203,68.20999908447266,66.30000305175781,67.58000183105469,51.548484802246094,1182300,,,,,,,,
2020-06-10,67.0,67.0,63.959999084472656,64.41999816894531,49.13810729980469,1039400,,,,,,,,
2020-06-11,60.810001373291016,62.349998474121094,60.439998626708984,60.5,46.14801025390625,745300,,,,,,,,
2020-06-12,63.22999954223633,63.22999954223633,60.650001525878906,63.20000076293945,48.20751953125,755600,,,,,,,,
2020-06-15,60.459999084472656,63.58000183105469,60.459999084472656,63.09000015258789,48.123619079589844,1099900,,,,,,,,
2020-06-16,66.08999633789062,67.30999755859375,65.01000213623047,66.0999984741211,50.41957092285156,724100,,,,,,,,
2020-06-17,66.58999633789062,66.69000244140625,64.05999755859375,64.45999908447266,49.16861343383789,658000,,,,,,,,
2020-06-18,63.36000061035156,64.91000366210938,63.119998931884766,64.8499984741211,49.466102600097656,1335300,,,,,,,,
2020-06-19,65.68000030517578,65.75,62.45000076293945,62.529998779296875,47.69646072387695,3958300,,,,,,,,
2020-06-22,62.189998626708984,62.54999923706055,60.83000183105469,62.41999816894531,47.6125602722168,1039200,,,,,,,,
2020-06-23,63.400001525878906,63.619998931884766,61.689998626708984,62.11000061035156,47.3760986328125,867700,,,,,,,,
2020-06-24,60.790000915527344,60.9900016784668,57.22999954223633,58.88999938964844,44.91994857788086,1435000,,,,,,,,
2020-06-25,58.349998474121094,59.189998626708984,57.310001373291016,59.040000915527344,45.03436279296875,1750000,,,,,,,,
2020-06-26,58.619998931884766,59.68000030517578,57.869998931884766,58.40999984741211,44.5538215637207,1712300,,,,,,,,
2020-06-29,58.72999954223633,59.209999084472656,57.400001525878906,58.630001068115234,45.096073150634766,613400,,,,,,,,
2020-06-30,58.72999954223633,59.5,58.08000183105469,58.70000076293945,45.14992141723633,854000,,,,,,,,
2020-07-01,59.08000183105469,60.33000183105469,58.779998779296875,59.099998474121094,45.45758056640625,514900,,,,,,,,
2020-07-02,60.5,60.869998931884766,59.470001220703125,59.61000061035156,45.849853515625,968400,,,,,,,,
2020-07-06,61.279998779296875,61.63999938964844,60.470001220703125,60.97999954223633,46.90361022949219,732900,,,,,,,,
2020-07-07,59.95000076293945,60.060001373291016,57.7400016784668,57.77000045776367,44.434608459472656,1365200,,,,,,,,
2020-07-08,57.779998779296875,58.66999816894531,57.439998626708984,57.779998779296875,44.44228744506836,603000,,,,,,,,
2020-07-09,57.470001220703125,57.91999816894531,56.0,57.040000915527344,43.873111724853516,407800,,,,,,,,
2020-07-10,57.02000045776367,58.290000915527344,57.02000045776367,57.880001068115234,44.51920700073242,502400,,,,,,,,
2020-07-13,58.369998931884766,59.31999969482422,57.20000076293945,57.93000030517578,44.557655334472656,524000,,,,,,,,
2020-07-14,57.650001525878906,58.59000015258789,57.189998626708984,57.81999969482422,44.473045349121094,461200,,,,,,,,
2020-07-15,59.0,59.290000915527344,57.560001373291016,58.18000030517578,44.749961853027344,1236600,,,,,,,,
2020-07-16,57.709999084472656,58.08000183105469,56.779998779296875,57.40999984741211,44.15769958496094,1094400,,,,,,,,
2020-07-17,57.619998931884766,58.099998474121094,57.060001373291016,57.720001220703125,44.3961296081543,746100,,,,,,,,
2020-07-20,56.25,57.22999954223633,55.650001525878906,56.4900016784668,43.450069427490234,741800,,,,,,,,
2020-07-21,57.119998931884766,58.13999938964844,56.83000183105469,56.970001220703125,43.819271087646484,595900,,,,,,,,
2020-07-22,56.470001220703125,58.400001525878906,56.470001220703125,58.209999084472656,44.77302169799805,349600,,,,,,,,
2020-07-23,57.689998626708984,58.4900016784668,57.099998474121094,57.61000061035156,44.3115234375,1004100,,,,,,,,
2020-07-24,57.58000183105469,57.75,56.439998626708984,56.4900016784668,43.450069427490234,898100,,,,,,,,
2020-07-27,56.029998779296875,56.849998474121094,54.86000061035156,56.77000045776367,43.665435791015625,699000,,,,,,,,
2020-07-28,56.529998779296875,58.310001373291016,56.4900016784668,57.869998931884766,44.51150894165039,391100,,,,,,,,
2020-07-29,58.349998474121094,58.900001525878906,57.72999954223633,58.7400016784668,45.1806755065918,1074800,,,,,,,,
2020-07-30,57.54999923706055,58.709999084472656,56.939998626708984,58.18000030517578,44.749961853027344,1204600,,,,,,,,
2020-07-31,58.13999938964844,58.369998931884766,56.83000183105469,58.27000045776367,44.819175720214844,809700,,,,,,,,
2020-08-03,58.15999984741211,58.209999084472656,56.369998931884766,57.02000045776367,43.85771942138672,551500,,,,,,,,
2020-08-04,56.75,58.15999984741211,56.54999923706055,57.81999969482422,44.473045349121094,384800,,,,,,,,
2020-08-05,58.130001068115234,58.36000061035156,56.86000061035156,57.13999938964844,43.95001220703125,851300,,,,,,,,
2020-08-06,56.939998626708984,57.95000076293945,56.939998626708984,57.41999816894531,44.165382385253906,393900,,,,,,,,
2020-08-07,57.09000015258789,58.56999969482422,56.79999923706055,58.54999923706055,45.034549713134766,447400,,,,,,,,
2020-08-10,58.630001068115234,59.97999954223633,58.47999954223633,59.13999938964844,45.48834991455078,467900,,,,,,,,
2020-08-11,60.029998779296875,60.66999816894531,59.13999938964844,59.2400016784668,45.565269470214844,620100,,,,,,,,
2020-08-12,59.70000076293945,59.90999984741211,57.470001220703125,59.0099983215332,45.38835144042969,516800,,,,,,,,
2020-08-13,58.689998626708984,59.040000915527344,57.70000076293945,57.81999969482422,44.473045349121094,599000,,,,,,,,
2020-08-14,57.459999084472656,58.77000045776367,57.459999084472656,58.130001068115234,44.711490631103516,545100,,,,,,,,
2020-08-17,58.16999816894531,58.84000015258789,57.75,58.630001068115234,45.096073150634766,767300,,,,,,,,
2020-08-18,58.54999923706055,58.54999923706055,56.869998931884766,57.36000061035156,44.119239807128906,486500,,,,,,,,
2020-08-19,57.369998931884766,57.369998931884766,56.11000061035156,56.5099983215332,43.4654541015625,406700,,,,,,,,
2020-08-20,55.959999084472656,56.91999816894531,55.77000045776367,56.599998474121094,43.53466796875,618900,,,,,,,,
2020-08-21,56.7400016784668,57.06999969482422,56.27000045776367,56.91999816894531,43.78080368041992,1051300,,,,,,,,
2020-08-24,57.0099983215332,58.439998626708984,56.040000915527344,58.150001525878906,44.726871490478516,546200,,,,,,,,
2020-08-25,58.22999954223633,58.810001373291016,57.81999969482422,58.779998779296875,45.211448669433594,374100,,,,,,,,
2020-08-26,58.7400016784668,58.77000045776367,57.58000183105469,57.959999084472656,44.58073043823242,312700,,,,,,,,
2020-08-27,58.25,60.529998779296875,58.25,60.08000183105469,46.211360931396484,680400,,,,,,,,
2020-08-28,60.20000076293945,60.20000076293945,59.15999984741211,59.900001525878906,46.072906494140625,421800,,,,,,,,
2020-08-31,59.72999954223633,59.81999969482422,58.20000076293945,58.52000045776367,45.0114631652832,1019100,,,,,,,,
2020-09-01,57.95000076293945,58.15999984741211,56.77000045776367,57.0099983215332,43.85002136230469,541500,,,,,,,,
2020-09-02,57.08000183105469,57.77000045776367,56.540000915527344,57.72999954223633,44.403831481933594,668400,,,,,,,,
2020-09-03,58.029998779296875,60.15999984741211,57.630001068115234,57.88999938964844,44.52689743041992,511600,,,,,,,,
2020-09-04,58.18000030517578,58.58000183105469,56.75,57.900001525878906,44.53459167480469,443300,,,,,,,,
2020-09-08,57.459999084472656,57.459999084472656,56.099998474121094,56.43000030517578,43.40391540527344,592800,,,,,,,,
2020-09-09,56.790000915527344,57.34000015258789,55.7400016784668,56.27000045776367,43.28084945678711,605700,,,,,,,,
2020-09-10,56.15999984741211,56.400001525878906,55.38999938964844,55.70000076293945,42.84242248535156,752300,,,,,,,,
2020-09-11,55.849998474121094,55.849998474121094,54.959999084472656,55.02000045776367,42.319393157958984,606900,,,,,,,,
2020-09-14,55.459999084472656,56.72999954223633,55.27000045776367,56.31999969482422,43.319297790527344,491100,,,,,,,,
2020-09-15,56.529998779296875,58.349998474121094,56.529998779296875,57.5,44.226924896240234,569200,,,,,,,,
2020-09-16,57.7599983215332,57.77000045776367,56.869998931884766,57.18000030517578,43.98078155517578,695900,,,,,,,,
2020-09-17,56.54999923706055,56.810001373291016,55.56999969482422,56.220001220703125,43.24238967895508,693100,,,,,,,,
2020-09-18,56.38999938964844,56.38999938964844,54.09000015258789,54.150001525878906,41.65022277832031,1652200,,,,,,,,
2020-09-21,53.150001525878906,53.529998779296875,51.40999984741211,52.650001525878906,40.49647903442383,1030700,,,,,,,,
2020-09-22,52.810001373291016,53.959999084472656,52.810001373291016,53.380001068115234,41.05796813964844,991800,,,,,,,,
2020-09-23,53.060001373291016,53.72999954223633,51.720001220703125,51.7400016784668,39.796531677246094,1179300,,,,,,,,
2020-09-24,51.84000015258789,52.5,51.349998474121094,51.81999969482422,39.858070373535156,906500,,,,,,,,
2020-09-25,51.45000076293945,52.5,51.20000076293945,52.16999816894531,40.12727355957031,1193000,,,,,,,,
2020-09-28,53.150001525878906,54.16999816894531,52.97999954223633,53.41999816894531,41.08873748779297,894100,,,,,,,,
2020-09-29,52.63999938964844,52.810001373291016,51.040000915527344,51.7599983215332,40.18806457519531,742300,,,,,,,,
2020-09-30,52.11000061035156,53.060001373291016,51.560001373291016,51.959999084472656,40.34335708618164,1140900,,,,,,,,
2020-10-01,52.029998779296875,52.7400016784668,51.810001373291016,52.72999954223633,40.94120407104492,1255400,,,,,,,,
2020-10-02,51.810001373291016,54.09000015258789,51.79999923706055,53.91999816894531,41.86517333984375,942900,,,,,,,,
2020-10-05,54.45000076293945,54.68000030517578,53.349998474121094,53.88999938964844,41.841861724853516,979400,,,,,,,,
2020-10-06,54.02000045776367,54.400001525878906,53.34000015258789,53.810001373291016,41.779762268066406,886800,,,,,,,,
2020-10-07,54.16999816894531,54.2400016784668,52.83000183105469,53.209999084472656,41.31389236450195,934200,,,,,,,,
2020-10-08,53.68000030517578,54.40999984741211,53.52000045776367,54.27000045776367,42.136905670166016,1184700,,,,,,,,
2020-10-09,54.790000915527344,54.86000061035156,53.290000915527344,53.939998626708984,41.88068771362305,532600,,,,,,,,
2020-10-12,53.939998626708984,54.380001068115234,53.41999816894531,54.15999984741211,42.0515022277832,535200,,,,,,,,
2020-10-13,53.689998626708984,53.95000076293945,52.15999984741211,52.68000030517578,40.90238952636719,701000,,,,,,,,
2020-10-14,52.400001525878906,53.0099983215332,52.150001525878906,52.630001068115234,40.86355972290039,1171900,,,,,,,,
2020-10-15,52.20000076293945,52.95000076293945,52.15999984741211,52.65999984741211,40.88686752319336,683000,,,,,,,,
2020-10-16,52.38999938964844,52.38999938964844,51.0,51.02000045776367,39.61351776123047,640700,,,,,,,,
2020-10-19,50.119998931884766,50.65999984741211,49.470001220703125,49.529998779296875,38.45661544799805,1318300,,,,,,,,
2020-10-20,50.349998474121094,50.61000061035156,49.34000015258789,49.369998931884766,38.332401275634766,737600,,,,,,,,
2020-10-21,49.119998931884766,49.380001068115234,48.61000061035156,49.20000076293945,38.200408935546875,708300,,,,,,,,
2020-10-22,49.209999084472656,49.880001068115234,49.11000061035156,49.619998931884766,38.52650833129883,690400,,,,,,,,
2020-10-23,49.86000061035156,50.540000915527344,49.83000183105469,50.209999084472656,38.98460006713867,612900,,,,,,,,
2020-10-26,49.650001525878906,49.91999816894531,48.5,48.779998779296875,37.874305725097656,1849900,,,,,,,,
2020-10-27,48.599998474121094,49.11000061035156,47.65999984741211,47.709999084472656,37.043521881103516,1213800,,,,,,,,
2020-10-28,46.7400016784668,47.470001220703125,46.290000915527344,46.459999084472656,36.07299041748047,2541500,,,,,,,,
2020-10-29,46.5099983215332,47.349998474121094,45.279998779296875,47.040000915527344,36.523319244384766,1279600,,,,,,,,
2020-10-30,46.880001068115234,47.59000015258789,46.41999816894531,47.08000183105469,36.554378509521484,1270000,,,,,,,,
2020-11-02,47.709999084472656,49.02000045776367,47.0099983215332,48.95000076293945,38.00629806518555,1154700,,,,,,,,
2020-11-03,49.65999984741211,50.75,49.06999969482422,50.459999084472656,39.1787109375,973100,,,,,,,,
2020-11-04,50.470001220703125,51.38999938964844,49.72999954223633,49.84000015258789,38.697322845458984,1071900,,,,,,,,
2020-11-05,50.0,50.40999984741211,49.470001220703125,50.040000915527344,38.85261535644531,482800,,,,,,,,
2020-11-06,50.34000015258789,50.5,48.060001373291016,48.560001373291016,37.7034912109375,595200,,,,,,,,
2020-11-09,55.290000915527344,58.5,54.650001525878906,55.599998474121094,43.16956329345703,3527200,,,,,,,,
2020-11-10,55.810001373291016,59.75,55.529998779296875,59.349998474121094,46.08118438720703,2732500,,,,,,,,
2020-11-11,59.38999938964844,61.119998931884766,58.2400016784668,60.06999969482422,46.64022445678711,2173800,,,,,,,,
2020-11-12,59.29999923706055,60.22999954223633,56.810001373291016,57.56999969482422,44.699134826660156,1315600,,,,,,,,
2020-11-13,58.099998474121094,60.689998626708984,58.099998474121094,60.58000183105469,47.036197662353516,771800,,,,,,,,
2020-11-16,62.0,63.150001525878906,61.560001373291016,62.599998474121094,48.60458755493164,1468800,,,,,,,,
2020-11-17,61.79999923706055,64.4800033569336,61.029998779296875,63.90999984741211,49.621700286865234,748000,,,,,,,,
2020-11-18,64.01000213623047,64.23999786376953,62.459999084472656,62.560001373291016,48.573524475097656,789800,,,,,,,,
2020-11-19,62.06999969482422,63.27000045776367,61.560001373291016,62.720001220703125,48.697757720947266,611500,,,,,,,,
2020-11-20,62.63999938964844,63.279998779296875,61.959999084472656,63.25,49.10927200317383,831500,,,,,,,,
2020-11-23,63.869998931884766,64.51000213623047,63.25,63.5099983215332,49.31113052368164,2075900,,,,,,,,
2020-11-24,64.62999725341797,65.44999694824219,63.540000915527344,64.30999755859375,49.932273864746094,2928400,,,,,,,,
2020-11-25,64.29000091552734,64.5,63.119998931884766,63.349998474121094,49.18690872192383,687100,,,,,,,,
2020-11-27,63.369998931884766,63.4900016784668,62.310001373291016,63.099998474121094,48.992801666259766,157900,,,,,,,,
2020-11-30,62.689998626708984,63.04999923706055,60.95000076293945,61.15999984741211,47.48651885986328,580700,,,,,,,,
2020-12-01,62.06999969482422,62.86000061035156,61.56999969482422,61.7400016784668,47.93685531616211,729800,,,,,,,,
2020-12-02,61.72999954223633,62.279998779296875,61.349998474121094,61.75,47.944618225097656,951800,,,,,,,,
2020-12-03,61.900001525878906,62.7400016784668,61.650001525878906,62.13999938964844,48.24742889404297,626900,,,,,,,,
2020-12-04,62.81999969482422,64.08000183105469,62.41999816894531,63.68000030517578,49.4431266784668,887600,,,,,,,,
2020-12-07,63.43000030517578,63.58000183105469,61.709999084472656,62.060001373291016,48.18531799316406,1263700,,,,,,,,
2020-12-08,61.56999969482422,62.66999816894531,61.400001525878906,61.5,47.750511169433594,1020100,,,,,,,,
2020-12-09,61.720001220703125,61.959999084472656,60.630001068115234,61.29999923706055,47.59522247314453,1203300,,,,,,,,
2020-12-10,60.65999984741211,61.709999084472656,60.65999984741211,61.02000045776367,47.37782287597656,714200,,,,,,,,
2020-12-11,60.58000183105469,61.5,59.880001068115234,60.349998474121094,46.85762023925781,745800,,,,,,,,
