date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'KAKKF')","('high', 'KAKKF')","('low', 'KAKKF')","('close', 'KAKKF')","('adj_close', 'KAKKF')","('volume', 'KAKKF')","('currency', '')"
2020-01-02,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-03,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-06,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-07,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-08,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-09,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-10,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-13,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-14,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-15,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-16,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-17,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-21,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-22,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-23,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-24,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-27,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-28,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-29,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-30,0.21666599810123444,0.21666599810123444,0.21666599810123444,0.21666599810123444,8795.458984375,0,,,,,,,,
2020-01-31,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,4500,,,,,,,,
2020-02-03,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-04,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-05,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-06,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-07,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-10,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-11,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-12,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-13,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-14,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-18,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-19,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-20,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-21,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-24,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-25,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-26,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-27,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
2020-02-28,1.4722219705581665,1.4722219705581665,1.4722219705581665,1.4722219705581665,59764.1953125,0,,,,,,,,
