date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GLIBK')","('high', 'GLIBK')","('low', 'GLIBK')","('close', 'GLIBK')","('adj_close', 'GLIBK')","('volume', 'GLIBK')","('currency', '')"
2025-07-11,29.0,32.5,29.0,31.100000381469727,31.100000381469727,277600,,,,,,,,
2025-07-14,31.100000381469727,33.0,30.684999465942383,30.850000381469727,30.850000381469727,489300,,,,,,,,
2025-07-15,31.75,31.75,30.229999542236328,31.0,31.0,1218000,,,,,,,,
2025-07-16,31.149999618530273,33.505001068115234,30.920000076293945,32.900001525878906,32.900001525878906,2735200,,,,,,,,
2025-07-17,32.5,35.959999084472656,32.5,35.54999923706055,35.54999923706055,1664600,,,,,,,,
2025-07-18,35.79999923706055,37.744998931884766,35.470001220703125,36.95000076293945,36.95000076293945,1450500,,,,,,,,
2025-07-21,37.81999969482422,38.400001525878906,36.58000183105469,37.5,37.5,1127300,,,,,,,,
2025-07-22,38.36000061035156,38.849998474121094,35.2599983215332,35.650001525878906,35.650001525878906,813700,,,,,,,,
2025-07-23,36.75,37.4900016784668,34.33000183105469,34.58000183105469,34.58000183105469,968900,,,,,,,,
2025-07-24,34.97999954223633,35.279998779296875,33.790000915527344,34.11000061035156,34.11000061035156,636700,,,,,,,,
2025-07-25,34.16999816894531,34.77000045776367,33.70000076293945,34.18000030517578,34.18000030517578,350900,,,,,,,,
2025-07-28,34.349998474121094,34.650001525878906,33.5099983215332,33.70000076293945,33.70000076293945,461900,,,,,,,,
2025-07-29,34.380001068115234,34.665000915527344,33.029998779296875,34.02000045776367,34.02000045776367,447200,,,,,,,,
2025-07-30,34.47999954223633,34.47999954223633,33.29999923706055,34.11000061035156,34.11000061035156,253300,,,,,,,,
2025-07-31,34.95000076293945,34.95000076293945,32.52000045776367,33.25,33.25,296200,,,,,,,,
2025-08-01,33.56999969482422,33.56999969482422,32.029998779296875,32.560001373291016,32.560001373291016,326100,,,,,,,,
2025-08-04,32.810001373291016,33.279998779296875,32.150001525878906,33.08000183105469,33.08000183105469,372700,,,,,,,,
2025-08-05,32.81999969482422,33.630001068115234,32.470001220703125,32.86000061035156,32.86000061035156,307600,,,,,,,,
2025-08-06,33.040000915527344,34.43000030517578,32.560001373291016,34.09000015258789,34.09000015258789,431700,,,,,,,,
2025-08-07,34.93000030517578,36.52000045776367,34.17499923706055,36.0,36.0,457600,,,,,,,,
2025-08-08,35.86000061035156,36.209999084472656,35.099998474121094,35.415000915527344,35.415000915527344,390100,,,,,,,,
2025-08-11,35.220001220703125,35.29999923706055,33.97999954223633,34.38999938964844,34.38999938964844,171000,,,,,,,,
2025-08-12,34.2599983215332,34.95000076293945,33.84000015258789,34.41999816894531,34.41999816894531,410800,,,,,,,,
2025-08-13,34.5,34.650001525878906,33.68000030517578,33.90999984741211,33.90999984741211,268400,,,,,,,,
2025-08-14,34.25,34.56999969482422,33.57500076293945,34.33000183105469,34.33000183105469,306100,,,,,,,,
2025-08-15,34.029998779296875,35.11000061035156,33.5,34.90999984741211,34.90999984741211,357400,,,,,,,,
2025-08-18,34.650001525878906,36.869998931884766,34.650001525878906,36.060001373291016,36.060001373291016,392100,,,,,,,,
2025-08-19,35.93000030517578,36.349998474121094,35.59000015258789,35.91999816894531,35.91999816894531,213900,,,,,,,,
2025-08-20,35.63999938964844,36.525001525878906,35.4900016784668,36.16999816894531,36.16999816894531,337900,,,,,,,,
2025-08-21,36.5099983215332,38.25,35.599998474121094,37.849998474121094,37.849998474121094,536800,,,,,,,,
2025-08-22,37.779998779296875,38.70000076293945,37.380001068115234,38.599998474121094,38.599998474121094,307800,,,,,,,,
2025-08-25,38.779998779296875,39.13999938964844,37.66999816894531,37.79999923706055,37.79999923706055,281900,,,,,,,,
2025-08-26,38.349998474121094,38.349998474121094,36.970001220703125,37.13999938964844,37.13999938964844,361500,,,,,,,,
2025-08-27,37.29999923706055,38.404998779296875,36.58000183105469,37.720001220703125,37.720001220703125,325000,,,,,,,,
2025-08-28,37.2599983215332,37.72999954223633,36.58000183105469,37.47999954223633,37.47999954223633,309600,,,,,,,,
2025-08-29,37.31999969482422,37.81999969482422,36.2599983215332,36.63999938964844,36.63999938964844,371900,,,,,,,,
2025-09-02,36.16999816894531,36.79999923706055,35.900001525878906,36.630001068115234,36.630001068115234,258500,,,,,,,,
2025-09-03,36.5099983215332,36.970001220703125,36.005001068115234,36.56999969482422,36.56999969482422,297200,,,,,,,,
