date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'RSHGY')","('high', 'RSHGY')","('low', 'RSHGY')","('close', 'RSHGY')","('adj_close', 'RSHGY')","('volume', 'RSHGY')","('currency', '')"
2025-02-03,14.800000190734863,14.9399995803833,14.800000190734863,14.9399995803833,14.9399995803833,523973,,,,,,,,
2025-02-04,15.229999542236328,15.739999771118164,14.949999809265137,15.0,15.0,1263982,,,,,,,,
2025-02-05,14.0,15.489999771118164,14.0,15.25,15.25,534329,,,,,,,,
2025-02-06,14.0,16.319900512695312,14.0,15.350000381469727,15.350000381469727,1796699,,,,,,,,
2025-02-07,15.100000381469727,16.459999084472656,14.859999656677246,15.020000457763672,15.020000457763672,1396034,,,,,,,,
2025-02-10,15.43649959564209,15.43649959564209,14.899999618530273,14.899999618530273,14.899999618530273,20993,,,,,,,,
2025-02-11,14.720000267028809,15.109999656677246,14.720000267028809,15.109999656677246,15.109999656677246,20717,,,,,,,,
2025-02-12,15.13599967956543,15.13599967956543,14.944000244140625,15.039999961853027,15.039999961853027,4485,,,,,,,,
2025-02-13,14.720000267028809,15.359999656677246,14.720000267028809,15.35990047454834,15.35990047454834,7553,,,,,,,,
2025-02-14,15.039999961853027,15.359999656677246,14.720000267028809,15.300000190734863,15.300000190734863,5401,,,,,,,,
2025-02-18,15.850000381469727,16.889999389648438,15.850000381469727,16.420000076293945,16.420000076293945,617421,,,,,,,,
2025-02-19,17.0,17.0,16.200000762939453,16.25,16.25,1080173,,,,,,,,
2025-02-20,16.59950065612793,17.229999542236328,16.469999313354492,16.469999313354492,16.469999313354492,10256,,,,,,,,
2025-02-21,16.25,17.040000915527344,16.25,17.040000915527344,17.040000915527344,8781,,,,,,,,
2025-02-24,16.1299991607666,17.1299991607666,16.1299991607666,16.93000030517578,16.93000030517578,18040,,,,,,,,
2025-02-25,16.459999084472656,16.789899826049805,16.020000457763672,16.020000457763672,16.020000457763672,11297,,,,,,,,
2025-02-26,16.079999923706055,16.09000015258789,14.89009952545166,15.729999542236328,15.729999542236328,13233,,,,,,,,
2025-02-27,15.800000190734863,16.420000076293945,15.65999984741211,15.65999984741211,15.65999984741211,10302,,,,,,,,
2025-02-28,15.704999923706055,16.0,15.40999984741211,15.859999656677246,15.859999656677246,10756,,,,,,,,
2025-03-03,15.704999923706055,15.849499702453613,15.45009994506836,15.569999694824219,15.569999694824219,10319,,,,,,,,
2025-03-04,15.616499900817871,16.538999557495117,15.59000015258789,16.100000381469727,16.100000381469727,14846,,,,,,,,
2025-03-05,16.209999084472656,16.709999084472656,15.6899995803833,16.302000045776367,16.302000045776367,5561,,,,,,,,
2025-03-06,16.709999084472656,16.75,15.989999771118164,16.64150047302246,16.64150047302246,10231,,,,,,,,
2025-03-07,16.25,17.049999237060547,16.25,16.739999771118164,16.739999771118164,6510,,,,,,,,
2025-03-10,16.770000457763672,17.049999237060547,16.299999237060547,16.559999465942383,16.559999465942383,22163,,,,,,,,
2025-03-11,16.514999389648438,16.780000686645508,16.1299991607666,16.1299991607666,16.1299991607666,15047,,,,,,,,
2025-03-12,16.399999618530273,16.8799991607666,16.399999618530273,16.78499984741211,16.78499984741211,25377,,,,,,,,
2025-03-13,16.6299991607666,17.229999542236328,16.6299991607666,16.989999771118164,16.989999771118164,7365,,,,,,,,
2025-03-14,17.229999542236328,17.579999923706055,17.04010009765625,17.579999923706055,17.579999923706055,18604,,,,,,,,
