date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'TOL')","('high', 'TOL')","('low', 'TOL')","('close', 'TOL')","('adj_close', 'TOL')","('volume', 'TOL')","('currency', '')"
2020-01-02,39.68000030517578,40.099998474121094,39.52000045776367,40.08000183105469,37.3925666809082,1811500,,,,,,,,
2020-01-03,39.84000015258789,40.88999938964844,39.779998779296875,40.779998779296875,38.04561996459961,2041500,,,,,,,,
2020-01-06,40.20000076293945,40.91999816894531,40.150001525878906,40.380001068115234,37.67245864868164,2776100,,,,,,,,
2020-01-07,40.459999084472656,41.209999084472656,40.45000076293945,41.04999923706055,38.29753494262695,2454600,,,,,,,,
2020-01-08,41.4900016784668,42.4900016784668,41.33000183105469,41.34000015258789,38.56808853149414,3193200,,,,,,,,
2020-01-09,41.349998474121094,41.61000061035156,40.900001525878906,41.060001373291016,38.409061431884766,1847400,,,,,,,,
2020-01-10,40.77000045776367,41.68000030517578,40.70000076293945,41.33000183105469,38.661624908447266,3623300,,,,,,,,
2020-01-13,41.439998626708984,42.16999816894531,41.439998626708984,42.029998779296875,39.316436767578125,2400000,,,,,,,,
2020-01-14,42.16999816894531,43.0,42.0,42.81999969482422,40.055423736572266,3518000,,,,,,,,
2020-01-15,42.91999816894531,44.25,42.869998931884766,44.06999969482422,41.2247314453125,3305500,,,,,,,,
2020-01-16,44.189998626708984,44.849998474121094,43.869998931884766,44.63999938964844,41.7579231262207,2758300,,,,,,,,
2020-01-17,44.880001068115234,44.90999984741211,44.04999923706055,44.18000030517578,41.32762145996094,1717000,,,,,,,,
2020-01-21,44.369998931884766,45.0,44.08000183105469,44.900001525878906,42.00114059448242,1362600,,,,,,,,
2020-01-22,44.900001525878906,45.4900016784668,44.77000045776367,45.189998626708984,42.27242660522461,2257000,,,,,,,,
2020-01-23,45.31999969482422,46.58000183105469,45.2599983215332,46.290000915527344,43.30139923095703,2281000,,,,,,,,
2020-01-24,46.279998779296875,46.65999984741211,45.33000183105469,45.599998474121094,42.65593338012695,2370300,,,,,,,,
2020-01-27,45.31999969482422,45.93000030517578,45.02000045776367,45.33000183105469,42.40337371826172,1375200,,,,,,,,
2020-01-28,45.77000045776367,46.09000015258789,45.459999084472656,45.869998931884766,42.90850830078125,1941200,,,,,,,,
2020-01-29,45.939998626708984,46.0099983215332,44.959999084472656,45.2599983215332,42.337890625,2152600,,,,,,,,
2020-01-30,45.220001220703125,45.47999954223633,44.79999923706055,45.15999984741211,42.244346618652344,1183400,,,,,,,,
2020-01-31,45.220001220703125,45.220001220703125,44.20000076293945,44.36000061035156,41.495994567871094,1972800,,,,,,,,
2020-02-03,44.439998626708984,45.02000045776367,44.27000045776367,44.56999969482422,41.692440032958984,1881900,,,,,,,,
2020-02-04,44.880001068115234,45.040000915527344,44.36000061035156,44.52000045776367,41.64567184448242,1550400,,,,,,,,
2020-02-05,45.7400016784668,47.33000183105469,45.290000915527344,47.290000915527344,44.236839294433594,3163200,,,,,,,,
2020-02-06,47.400001525878906,47.650001525878906,46.90999984741211,47.27000045776367,44.218116760253906,1472500,,,,,,,,
2020-02-07,47.29999923706055,48.150001525878906,47.099998474121094,47.959999084472656,44.86358642578125,1853600,,,,,,,,
2020-02-10,47.97999954223633,48.63999938964844,47.75,48.58000183105469,45.443546295166016,1502300,,,,,,,,
2020-02-11,48.84000015258789,49.310001373291016,48.439998626708984,49.25,46.070289611816406,1330800,,,,,,,,
2020-02-12,49.09000015258789,49.119998931884766,48.04999923706055,48.459999084472656,45.331295013427734,2161700,,,,,,,,
