date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'MA')","('high', 'MA')","('low', 'MA')","('close', 'MA')","('adj_close', 'MA')","('volume', 'MA')","('currency', '')"
2020-01-02,300.4599914550781,303.5299987792969,299.5,303.3900146484375,293.3385009765625,3272400,,,,,,,,
2020-01-03,299.4599914550781,302.4200134277344,298.6000061035156,300.42999267578125,290.4765625,2501300,,,,,,,,
2020-01-06,297.3599853515625,301.3299865722656,296.0199890136719,301.2300109863281,291.2500915527344,3307200,,,,,,,,
2020-01-07,301.739990234375,303.3800048828125,299.8800048828125,300.2099914550781,290.2637939453125,3182000,,,,,,,,
2020-01-08,300.7799987792969,306.95001220703125,300.510009765625,305.1000061035156,295.38543701171875,3224400,,,,,,,,
2020-01-09,308.2799987792969,310.94000244140625,308.0199890136719,309.1000061035156,299.258056640625,3292600,,,,,,,,
2020-01-10,311.5799865722656,311.95001220703125,308.739990234375,311.1700134277344,301.26220703125,2948000,,,,,,,,
2020-01-13,313.260009765625,315.6400146484375,312.8999938964844,315.2099914550781,305.1734313964844,3236400,,,,,,,,
2020-01-14,316.17999267578125,316.4200134277344,309.8599853515625,310.6400146484375,300.7490234375,4951400,,,,,,,,
2020-01-15,312.19000244140625,315.7300109863281,311.0400085449219,314.25,304.24407958984375,4664200,,,,,,,,
2020-01-16,317.5,320.3299865722656,314.989990234375,320.29998779296875,310.1014404296875,3323300,,,,,,,,
2020-01-17,321.42999267578125,324.0299987792969,319.239990234375,323.6600036621094,313.3544006347656,4821000,,,,,,,,
2020-01-21,322.4100036621094,325.6600036621094,321.489990234375,321.92999267578125,311.6795349121094,5998600,,,,,,,,
2020-01-22,324.95001220703125,326.7900085449219,324.1199951171875,324.30999755859375,313.9837646484375,3518500,,,,,,,,
2020-01-23,325.0,325.25,322.32000732421875,324.9800109863281,314.6324462890625,4188300,,,,,,,,
2020-01-24,326.57000732421875,327.0899963378906,321.6600036621094,323.6700134277344,313.3641662597656,3634700,,,,,,,,
2020-01-27,315.1000061035156,319.3599853515625,312.5,315.7699890136719,305.7156677246094,4367500,,,,,,,,
2020-01-28,315.79998779296875,321.5199890136719,315.4599914550781,320.2699890136719,310.0723876953125,3486200,,,,,,,,
2020-01-29,323.0,324.44000244140625,316.7699890136719,320.32000732421875,310.1208190917969,4389400,,,,,,,,
2020-01-30,319.0,324.70001220703125,318.010009765625,324.4599914550781,314.1289978027344,3512100,,,,,,,,
2020-01-31,323.1400146484375,324.4599914550781,314.5,315.94000244140625,305.8802490234375,5586800,,,,,,,,
2020-02-03,318.79998779296875,325.4800109863281,318.42999267578125,324.5199890136719,314.18701171875,4240100,,,,,,,,
2020-02-04,328.239990234375,331.739990234375,326.2900085449219,329.1199951171875,318.640625,4158200,,,,,,,,
2020-02-05,335.0,335.0,324.1700134277344,328.32000732421875,317.8660888671875,3868000,,,,,,,,
2020-02-06,329.32000732421875,331.2300109863281,327.67999267578125,329.29998779296875,318.8148193359375,3422000,,,,,,,,
2020-02-07,328.0,329.8500061035156,325.8699951171875,327.0,316.5881042480469,2584200,,,,,,,,
2020-02-10,325.6199951171875,330.2799987792969,325.510009765625,330.2799987792969,319.763671875,3848100,,,,,,,,
2020-02-11,335.0,335.5199890136719,329.6600036621094,330.9200134277344,320.38330078125,3449300,,,,,,,,
2020-02-12,330.82000732421875,334.45001220703125,329.2200012207031,334.1600036621094,323.5200500488281,2451000,,,,,,,,
2020-02-13,332.30999755859375,337.8299865722656,332.1300048828125,335.8399963378906,325.1465759277344,3001000,,,,,,,,
2020-02-14,337.4599914550781,341.0400085449219,337.0299987792969,340.95001220703125,330.09393310546875,2716300,,,,,,,,
2020-02-18,341.6199951171875,343.1000061035156,340.3900146484375,341.239990234375,330.37469482421875,3597300,,,,,,,,
2020-02-19,343.989990234375,347.239990234375,342.6300048828125,344.55999755859375,333.5889892578125,3040300,,,,,,,,
2020-02-20,345.739990234375,347.25,338.1700134277344,344.45001220703125,333.4825439453125,4316000,,,,,,,,
2020-02-21,342.54998779296875,343.8900146484375,335.6099853515625,339.70001220703125,328.8836975097656,4997100,,,,,,,,
2020-02-24,317.510009765625,329.3399963378906,313.8399963378906,324.6700134277344,314.332275390625,7816000,,,,,,,,
2020-02-25,321.3399963378906,323.2300109863281,300.760009765625,302.8900146484375,293.24591064453125,12715700,,,,,,,,
2020-02-26,302.0,307.8900146484375,297.8900146484375,298.0400085449219,288.55023193359375,9403300,,,,,,,,
2020-02-27,285.0299987792969,297.45001220703125,280.94000244140625,285.82000732421875,276.7193298339844,13814600,,,,,,,,
2020-02-28,274.8900146484375,290.3900146484375,273.54998779296875,290.25,281.00830078125,12846000,,,,,,,,
2020-03-02,298.8900146484375,306.9599914550781,289.44000244140625,306.739990234375,296.9731140136719,9688100,,,,,,,,
2020-03-03,314.5899963378906,314.5899963378906,290.8299865722656,292.0,282.7025451660156,8051100,,,,,,,,
2020-03-04,299.1099853515625,302.79998779296875,292.75,302.3599853515625,292.7326354980469,6463800,,,,,,,,
2020-03-05,295.7099914550781,298.7099914550781,288.239990234375,290.7300109863281,281.4729309082031,6621300,,,,,,,,
2020-03-06,282.69000244140625,288.8500061035156,278.6199951171875,287.010009765625,277.8714294433594,7061500,,,,,,,,
2020-03-09,265.0,279.239990234375,261.17999267578125,262.010009765625,253.6674041748047,8498300,,,,,,,,
2020-03-10,276.4200134277344,280.8699951171875,262.8599853515625,280.57000732421875,271.63641357421875,8131400,,,,,,,,
2020-03-11,272.95001220703125,274.0400085449219,263.30999755859375,269.760009765625,261.1706237792969,8366800,,,,,,,,
2020-03-12,244.52999877929688,262.489990234375,240.92999267578125,241.5,233.8104705810547,15031500,,,,,,,,
