date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'SB')","('high', 'SB')","('low', 'SB')","('close', 'SB')","('adj_close', 'SB')","('volume', 'SB')","('currency', '')"
2020-01-02,1.7000000476837158,1.75,1.659999966621399,1.7000000476837158,1.4049371480941772,298800,,,,,,,,
2020-01-03,1.6799999475479126,1.7000000476837158,1.590000033378601,1.6299999952316284,1.3470866680145264,559200,,,,,,,,
2020-01-06,1.6100000143051147,1.6699999570846558,1.5800000429153442,1.659999966621399,1.3718793392181396,267100,,,,,,,,
2020-01-07,1.659999966621399,1.6799999475479126,1.6399999856948853,1.6699999570846558,1.3801437616348267,183500,,,,,,,,
2020-01-08,1.6799999475479126,1.690000057220459,1.6200000047683716,1.6299999952316284,1.3470866680145264,151200,,,,,,,,
2020-01-09,1.6299999952316284,1.659999966621399,1.590000033378601,1.6100000143051147,1.330557942390442,222000,,,,,,,,
2020-01-10,1.6100000143051147,1.6299999952316284,1.590000033378601,1.590000033378601,1.3140292167663574,170900,,,,,,,,
2020-01-13,1.6200000047683716,1.649999976158142,1.600000023841858,1.6299999952316284,1.3470866680145264,277900,,,,,,,,
2020-01-14,1.6200000047683716,1.75,1.6100000143051147,1.7400000095367432,1.437994122505188,392000,,,,,,,,
2020-01-15,1.75,1.75,1.649999976158142,1.659999966621399,1.3718793392181396,179500,,,,,,,,
2020-01-16,1.6399999856948853,1.690000057220459,1.6100000143051147,1.6100000143051147,1.330557942390442,242900,,,,,,,,
2020-01-17,1.6100000143051147,1.6299999952316284,1.600000023841858,1.600000023841858,1.322293758392334,189500,,,,,,,,
2020-01-21,1.6200000047683716,1.6200000047683716,1.5299999713897705,1.5299999713897705,1.264443278312683,321200,,,,,,,,
2020-01-22,1.5399999618530273,1.559999942779541,1.5199999809265137,1.5199999809265137,1.2561787366867065,256400,,,,,,,,
2020-01-23,1.5299999713897705,1.5499999523162842,1.4900000095367432,1.4900000095367432,1.2313859462738037,240500,,,,,,,,
2020-01-24,1.4900000095367432,1.5199999809265137,1.4700000286102295,1.4700000286102295,1.2148572206497192,177300,,,,,,,,
2020-01-27,1.4700000286102295,1.4700000286102295,1.3700000047683716,1.409999966621399,1.165271282196045,299100,,,,,,,,
2020-01-28,1.4199999570846558,1.4199999570846558,1.3899999856948853,1.399999976158142,1.157006859779358,342700,,,,,,,,
2020-01-29,1.4199999570846558,1.4199999570846558,1.3200000524520874,1.3700000047683716,1.132213830947876,385200,,,,,,,,
2020-01-30,1.350000023841858,1.3899999856948853,1.3200000524520874,1.3200000524520874,1.0908923149108887,309600,,,,,,,,
2020-01-31,1.3700000047683716,1.3700000047683716,1.2999999523162842,1.2999999523162842,1.074363350868225,301200,,,,,,,,
2020-02-03,1.2899999618530273,1.3300000429153442,1.2799999713897705,1.2799999713897705,1.0578346252441406,320700,,,,,,,,
2020-02-04,1.309999942779541,1.340000033378601,1.2999999523162842,1.2999999523162842,1.074363350868225,369100,,,,,,,,
2020-02-05,1.340000033378601,1.3899999856948853,1.2999999523162842,1.2999999523162842,1.074363350868225,541600,,,,,,,,
2020-02-06,1.309999942779541,1.3600000143051147,1.2999999523162842,1.309999942779541,1.0826278924942017,396500,,,,,,,,
2020-02-07,1.309999942779541,1.309999942779541,1.25,1.2699999809265137,1.0495704412460327,354000,,,,,,,,
2020-02-10,1.2799999713897705,1.309999942779541,1.2699999809265137,1.2699999809265137,1.0495704412460327,300900,,,,,,,,
2020-02-11,1.2999999523162842,1.4199999570846558,1.2999999523162842,1.350000023841858,1.1156853437423706,527600,,,,,,,,
2020-02-12,1.3799999952316284,1.4199999570846558,1.3799999952316284,1.3899999856948853,1.1487425565719604,275500,,,,,,,,
2020-02-13,1.399999976158142,1.4199999570846558,1.3700000047683716,1.399999976158142,1.157006859779358,276100,,,,,,,,
2020-02-14,1.409999966621399,1.4199999570846558,1.350000023841858,1.3700000047683716,1.132213830947876,466000,,,,,,,,
2020-02-18,1.3799999952316284,1.4199999570846558,1.3799999952316284,1.3899999856948853,1.1487425565719604,258400,,,,,,,,
2020-02-19,1.3899999856948853,1.4299999475479126,1.3899999856948853,1.399999976158142,1.157006859779358,180100,,,,,,,,
2020-02-20,1.399999976158142,1.4199999570846558,1.399999976158142,1.409999966621399,1.165271282196045,266600,,,,,,,,
2020-02-21,1.409999966621399,1.4299999475479126,1.3899999856948853,1.409999966621399,1.165271282196045,246500,,,,,,,,
2020-02-24,1.350000023841858,1.3799999952316284,1.3200000524520874,1.3300000429153442,1.099156379699707,475300,,,,,,,,
2020-02-25,1.3600000143051147,1.3600000143051147,1.2400000095367432,1.25,1.0330419540405273,495600,,,,,,,,
2020-02-26,1.25,1.2899999618530273,1.2300000190734863,1.25,1.0330419540405273,374000,,,,,,,,
2020-02-27,1.2300000190734863,1.2899999618530273,1.1100000143051147,1.2699999809265137,1.0495704412460327,690600,,,,,,,,
2020-02-28,1.2400000095367432,1.3700000047683716,1.2000000476837158,1.3200000524520874,1.0908923149108887,457400,,,,,,,,
2020-03-02,1.2899999618530273,1.399999976158142,1.2599999904632568,1.350000023841858,1.1156853437423706,363200,,,,,,,,
2020-03-03,1.350000023841858,1.3899999856948853,1.350000023841858,1.350000023841858,1.1156853437423706,223700,,,,,,,,
2020-03-04,1.3600000143051147,1.3899999856948853,1.3200000524520874,1.3600000143051147,1.123949646949768,237500,,,,,,,,
2020-03-05,1.3200000524520874,1.350000023841858,1.2699999809265137,1.2699999809265137,1.0495704412460327,146300,,,,,,,,
2020-03-06,1.25,1.2999999523162842,1.25,1.2699999809265137,1.0495704412460327,231600,,,,,,,,
2020-03-09,1.2100000381469727,1.2400000095367432,1.2000000476837158,1.2100000381469727,0.9999843835830688,334300,,,,,,,,
2020-03-10,1.25,1.2999999523162842,1.2100000381469727,1.25,1.0330419540405273,291500,,,,,,,,
2020-03-11,1.2300000190734863,1.2699999809265137,1.1699999570846558,1.1699999570846558,0.9669269919395447,240400,,,,,,,,
2020-03-12,1.100000023841858,1.2200000286102295,1.0800000429153442,1.1299999952316284,0.9338698387145996,425100,,,,,,,,
2020-03-13,1.1799999475479126,1.2300000190734863,1.0399999618530273,1.0499999523162842,0.8677551746368408,824600,,,,,,,,
2020-03-16,0.9900000095367432,1.0700000524520874,0.7400000095367432,0.8600000143051147,0.7107328176498413,479000,,,,,,,,
2020-03-17,0.8199999928474426,1.2400000095367432,0.8199999928474426,1.1200000047683716,0.9256054759025574,912700,,,,,,,,
2020-03-18,1.0499999523162842,1.190000057220459,0.9900000095367432,0.9900000095367432,0.8181689977645874,415500,,,,,,,,
2020-03-19,1.0299999713897705,1.100000023841858,1.0,1.0800000429153442,0.8925483226776123,386000,,,,,,,,
2020-03-20,1.090000033378601,1.100000023841858,1.0099999904632568,1.0099999904632568,0.8346978425979614,449100,,,,,,,,
2020-03-23,0.9900000095367432,1.0700000524520874,0.949999988079071,1.0399999618530273,0.8594907522201538,207400,,,,,,,,
2020-03-24,1.059999942779541,1.149999976158142,1.0399999618530273,1.149999976158142,0.9503985047340393,340700,,,,,,,,
2020-03-25,1.1299999952316284,1.1699999570846558,1.0800000429153442,1.1200000047683716,0.9256054759025574,260400,,,,,,,,
2020-03-26,1.0800000429153442,1.2200000286102295,1.0800000429153442,1.2200000286102295,1.0082488059997559,382900,,,,,,,,
2020-03-27,1.1699999570846558,1.190000057220459,1.0700000524520874,1.0800000429153442,0.8925483226776123,289100,,,,,,,,
2020-03-30,1.0800000429153442,1.2300000190734863,1.0800000429153442,1.1399999856948853,0.9421341419219971,299300,,,,,,,,
2020-03-31,1.1799999475479126,1.2400000095367432,1.1100000143051147,1.190000057220459,0.9834558963775635,274300,,,,,,,,
