date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'FMCKP')","('high', 'FMCKP')","('low', 'FMCKP')","('close', 'FMCKP')","('adj_close', 'FMCKP')","('volume', 'FMCKP')","('currency', '')"
2020-01-02,18.5,19.5,18.459999084472656,19.5,19.5,400,,,,,,,,
2020-01-03,19.25,19.25,19.25,19.25,19.25,100,,,,,,,,
2020-01-06,19.25,19.25,19.25,19.25,19.25,100,,,,,,,,
2020-01-07,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,500,,,,,,,,
2020-01-08,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-01-09,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-01-10,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-01-13,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,19.100000381469727,0,,,,,,,,
2020-01-14,19.0,19.0,19.0,19.0,19.0,100,,,,,,,,
2020-01-15,19.0,19.0,19.0,19.0,19.0,0,,,,,,,,
2020-01-16,19.0,19.0,19.0,19.0,19.0,200,,,,,,,,
2020-01-17,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,200,,,,,,,,
2020-01-21,18.75,18.75,18.700000762939453,18.75,18.75,1300,,,,,,,,
2020-01-22,18.700000762939453,19.399999618530273,18.700000762939453,19.399999618530273,19.399999618530273,2300,,,,,,,,
2020-01-23,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,0,,,,,,,,
2020-01-24,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,19.399999618530273,0,,,,,,,,
2020-01-27,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,100,,,,,,,,
2020-01-28,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,0,,,,,,,,
2020-01-29,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,18.700000762939453,600,,,,,,,,
2020-01-30,18.5,18.5,18.5,18.5,18.5,300,,,,,,,,
2020-01-31,18.25,18.25,18.25,18.25,18.25,100,,,,,,,,
2020-02-03,18.25,18.25,18.25,18.25,18.25,300,,,,,,,,
2020-02-04,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,18.799999237060547,200,,,,,,,,
2020-02-05,18.600000381469727,18.600000381469727,18.549999237060547,18.549999237060547,18.549999237060547,600,,,,,,,,
2020-02-06,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547,18.549999237060547,0,,,,,,,,
2020-02-07,18.5,18.5,18.5,18.5,18.5,500,,,,,,,,
2020-02-10,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-11,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-12,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-13,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-14,18.5,18.5,18.5,18.5,18.5,0,,,,,,,,
2020-02-18,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,100,,,,,,,,
2020-02-19,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,,,,,,,,
2020-02-20,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,0,,,,,,,,
2020-02-21,18.610000610351562,18.610000610351562,18.610000610351562,18.610000610351562,18.610000610351562,1500,,,,,,,,
2020-02-24,18.700000762939453,18.719999313354492,18.700000762939453,18.719999313354492,18.719999313354492,3000,,,,,,,,
2020-02-25,18.700000762939453,18.799999237060547,18.600000381469727,18.600000381469727,18.600000381469727,16500,,,,,,,,
2020-02-26,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,18.600000381469727,100,,,,,,,,
2020-02-27,18.549999237060547,18.549999237060547,18.0,18.0,18.0,1300,,,,,,,,
2020-02-28,17.799999237060547,17.799999237060547,17.25,17.5,17.5,3200,,,,,,,,
