date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EXK')","('high', 'EXK')","('low', 'EXK')","('close', 'EXK')","('adj_close', 'EXK')","('volume', 'EXK')","('currency', '')"
2020-01-02,2.440000057220459,2.4700000286102295,2.380000114440918,2.4100000858306885,2.4100000858306885,2443300,,,,,,,,
2020-01-03,2.430000066757202,2.4600000381469727,2.3399999141693115,2.369999885559082,2.369999885559082,2871400,,,,,,,,
2020-01-06,2.4100000858306885,2.4200000762939453,2.2699999809265137,2.3499999046325684,2.3499999046325684,2887900,,,,,,,,
2020-01-07,2.319999933242798,2.4000000953674316,2.309999942779541,2.380000114440918,2.380000114440918,1890500,,,,,,,,
2020-01-08,2.3399999141693115,2.3499999046325684,2.190000057220459,2.190000057220459,2.190000057220459,3850000,,,,,,,,
2020-01-09,2.1600000858306885,2.180000066757202,2.0899999141693115,2.140000104904175,2.140000104904175,2643700,,,,,,,,
2020-01-10,2.180000066757202,2.200000047683716,2.140000104904175,2.1500000953674316,2.1500000953674316,2097300,,,,,,,,
2020-01-13,2.0999999046325684,2.140000104904175,2.069999933242798,2.0999999046325684,2.0999999046325684,1875100,,,,,,,,
2020-01-14,2.069999933242798,2.119999885559082,2.059999942779541,2.0999999046325684,2.0999999046325684,2062900,,,,,,,,
2020-01-15,2.130000114440918,2.190000057220459,2.0799999237060547,2.1700000762939453,2.1700000762939453,2099300,,,,,,,,
2020-01-16,2.1600000858306885,2.2200000286102295,2.130000114440918,2.2200000286102295,2.2200000286102295,1997300,,,,,,,,
2020-01-17,2.2100000381469727,2.2200000286102295,2.109999895095825,2.140000104904175,2.140000104904175,2029900,,,,,,,,
2020-01-21,2.119999885559082,2.1700000762939453,2.0899999141693115,2.140000104904175,2.140000104904175,1795800,,,,,,,,
2020-01-22,2.119999885559082,2.1700000762939453,2.0999999046325684,2.109999895095825,2.109999895095825,1285700,,,,,,,,
2020-01-23,2.0799999237060547,2.1700000762939453,2.0799999237060547,2.109999895095825,2.109999895095825,1669500,,,,,,,,
2020-01-24,2.119999885559082,2.1700000762939453,2.0999999046325684,2.1500000953674316,2.1500000953674316,1625400,,,,,,,,
2020-01-27,2.2200000286102295,2.2200000286102295,2.069999933242798,2.0899999141693115,2.0899999141693115,2447300,,,,,,,,
2020-01-28,2.049999952316284,2.0799999237060547,2.0,2.0299999713897705,2.0299999713897705,1977400,,,,,,,,
2020-01-29,2.009999990463257,2.0999999046325684,2.009999990463257,2.0999999046325684,2.0999999046325684,1523200,,,,,,,,
2020-01-30,2.0999999046325684,2.109999895095825,2.049999952316284,2.0799999237060547,2.0799999237060547,1987400,,,,,,,,
2020-01-31,2.0799999237060547,2.1500000953674316,2.069999933242798,2.119999885559082,2.119999885559082,1809100,,,,,,,,
2020-02-03,2.0999999046325684,2.109999895095825,2.0299999713897705,2.049999952316284,2.049999952316284,1527600,,,,,,,,
2020-02-04,2.0199999809265137,2.0399999618530273,1.9500000476837158,2.0299999713897705,2.0299999713897705,2523800,,,,,,,,
2020-02-05,2.009999990463257,2.059999942779541,1.9800000190734863,2.009999990463257,2.009999990463257,2019400,,,,,,,,
2020-02-06,2.0199999809265137,2.0799999237060547,2.0199999809265137,2.0799999237060547,2.0799999237060547,1200200,,,,,,,,
2020-02-07,2.069999933242798,2.0899999141693115,2.0,2.0,2.0,1366400,,,,,,,,
2020-02-10,2.0199999809265137,2.0399999618530273,1.9700000286102295,2.0199999809265137,2.0199999809265137,1580500,,,,,,,,
2020-02-11,1.9800000190734863,2.0199999809265137,1.9500000476837158,2.0199999809265137,2.0199999809265137,2517800,,,,,,,,
2020-02-12,1.9800000190734863,2.0,1.9700000286102295,1.9900000095367432,1.9900000095367432,1220100,,,,,,,,
2020-02-13,2.0,2.009999990463257,1.9700000286102295,2.009999990463257,2.009999990463257,1066000,,,,,,,,
2020-02-14,2.0199999809265137,2.0299999713897705,1.9600000381469727,1.9600000381469727,1.9600000381469727,1841600,,,,,,,,
2020-02-18,2.0199999809265137,2.0799999237060547,1.9900000095367432,2.0799999237060547,2.0799999237060547,3080300,,,,,,,,
2020-02-19,2.109999895095825,2.119999885559082,2.0,2.009999990463257,2.009999990463257,2524700,,,,,,,,
2020-02-20,2.0299999713897705,2.0999999046325684,1.9900000095367432,1.9900000095367432,1.9900000095367432,2657200,,,,,,,,
2020-02-21,2.049999952316284,2.0999999046325684,2.009999990463257,2.0299999713897705,2.0299999713897705,2735000,,,,,,,,
