date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'NTRS')","('high', 'NTRS')","('low', 'NTRS')","('close', 'NTRS')","('adj_close', 'NTRS')","('volume', 'NTRS')","('currency', '')"
2020-01-02,106.52999877929688,107.62999725341797,106.29000091552734,107.58000183105469,89.29683685302734,675700,,,,,,,,
2020-01-03,106.0,106.4800033569336,105.20999908447266,105.37000274658203,87.46243286132812,995900,,,,,,,,
2020-01-06,104.5999984741211,105.30000305175781,104.29000091552734,105.23999786376953,87.35452270507812,878100,,,,,,,,
2020-01-07,105.2699966430664,106.4000015258789,105.22000122070312,105.81999969482422,87.83595275878906,686200,,,,,,,,
2020-01-08,106.12000274658203,106.95999908447266,105.80999755859375,106.79000091552734,88.64110565185547,1099900,,,,,,,,
2020-01-09,106.44000244140625,108.26000213623047,106.20999908447266,108.12999725341797,89.75334930419922,1001600,,,,,,,,
2020-01-10,108.01000213623047,108.12000274658203,106.70999908447266,106.98999786376953,88.8071060180664,1035900,,,,,,,,
2020-01-13,107.3499984741211,108.72000122070312,107.0199966430664,108.68000030517578,90.20989990234375,1231600,,,,,,,,
2020-01-14,108.73999786376953,108.94999694824219,107.62999725341797,108.0,89.64546966552734,1133200,,,,,,,,
2020-01-15,107.33000183105469,107.88999938964844,106.5999984741211,107.0199966430664,88.8320083618164,907300,,,,,,,,
2020-01-16,105.97000122070312,108.25,105.95999908447266,107.93000030517578,89.58737182617188,967000,,,,,,,,
2020-01-17,108.7300033569336,109.58999633789062,108.29000091552734,109.37999725341797,90.79093170166016,2064600,,,,,,,,
2020-01-21,108.79000091552734,109.87999725341797,108.56999969482422,108.56999969482422,90.11859893798828,1978900,,,,,,,,
2020-01-22,102.33000183105469,106.68000030517578,101.23999786376953,105.05999755859375,87.20510864257812,3113300,,,,,,,,
2020-01-23,104.44999694824219,104.54000091552734,102.25,104.06999969482422,86.38336944580078,1583400,,,,,,,,
2020-01-24,104.3499984741211,104.51000213623047,101.0,101.62000274658203,84.34974670410156,1319800,,,,,,,,
2020-01-27,99.2300033569336,100.36000061035156,98.36000061035156,98.45999908447266,81.72679138183594,1305600,,,,,,,,
2020-01-28,99.2699966430664,100.33000183105469,98.80000305175781,99.75,82.79753112792969,1192000,,,,,,,,
2020-01-29,100.23999786376953,100.87999725341797,99.5999984741211,99.63999938964844,82.70623016357422,1058000,,,,,,,,
2020-01-30,99.01000213623047,101.08999633789062,98.45999908447266,101.05000305175781,83.8766098022461,710100,,,,,,,,
2020-01-31,100.25,101.06999969482422,97.38999938964844,97.80999755859375,81.187255859375,1253300,,,,,,,,
2020-02-03,98.83999633789062,100.02999877929688,97.4800033569336,97.66000366210938,81.062744140625,1643500,,,,,,,,
2020-02-04,99.76000213623047,101.01000213623047,98.30999755859375,100.41999816894531,83.35367584228516,1374200,,,,,,,,
