date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EVR')","('high', 'EVR')","('low', 'EVR')","('close', 'EVR')","('adj_close', 'EVR')","('volume', 'EVR')","('currency', '')"
2020-01-02,75.43000030517578,75.75,74.93000030517578,75.72000122070312,66.57892608642578,360900,,,,,,,,
2020-01-03,74.58999633789062,74.9800033569336,72.55999755859375,73.37999725341797,64.52140808105469,429000,,,,,,,,
2020-01-06,72.26000213623047,73.97000122070312,71.41000366210938,73.83999633789062,64.9258804321289,686000,,,,,,,,
2020-01-07,73.37000274658203,73.86000061035156,72.94999694824219,73.37999725341797,64.52140808105469,618400,,,,,,,,
2020-01-08,73.45999908447266,75.7699966430664,73.30000305175781,75.33000183105469,66.23600006103516,497500,,,,,,,,
2020-01-09,75.88999938964844,76.0,73.94000244140625,75.11000061035156,66.04256439208984,486800,,,,,,,,
2020-01-10,75.30000305175781,75.47000122070312,74.26000213623047,74.6500015258789,65.63811492919922,378900,,,,,,,,
2020-01-13,75.12999725341797,75.33000183105469,73.94999694824219,74.4800033569336,65.48861694335938,596700,,,,,,,,
2020-01-14,74.80000305175781,75.94999694824219,74.5999984741211,75.19000244140625,66.11292266845703,488300,,,,,,,,
2020-01-15,74.76000213623047,75.6500015258789,74.36000061035156,75.16999816894531,66.09532165527344,594200,,,,,,,,
2020-01-16,75.91000366210938,78.33000183105469,75.91000366210938,77.23999786376953,67.9154281616211,682500,,,,,,,,
2020-01-17,77.58000183105469,77.68000030517578,76.73999786376953,77.19999694824219,67.88025665283203,389500,,,,,,,,
2020-01-21,76.58000183105469,77.9000015258789,76.22000122070312,77.2699966430664,67.94181060791016,845900,,,,,,,,
2020-01-22,77.91000366210938,78.47000122070312,77.20999908447266,77.69999694824219,68.31990051269531,383200,,,,,,,,
2020-01-23,77.0999984741211,77.41999816894531,75.98999786376953,76.12999725341797,66.93943786621094,369000,,,,,,,,
2020-01-24,76.19000244140625,76.37000274658203,73.70999908447266,74.62999725341797,65.6205062866211,378300,,,,,,,,
2020-01-27,72.81999969482422,73.69999694824219,72.5,72.93000030517578,64.12574768066406,845900,,,,,,,,
2020-01-28,73.58000183105469,74.30999755859375,73.25,73.48999786376953,64.6181411743164,913800,,,,,,,,
2020-01-29,80.04000091552734,84.11000061035156,78.5999984741211,80.83000183105469,71.0720443725586,1231000,,,,,,,,
2020-01-30,80.43000030517578,80.69999694824219,77.5,79.36000061035156,69.77951049804688,782600,,,,,,,,
2020-01-31,78.66999816894531,78.66999816894531,76.27999877929688,76.62000274658203,67.37028503417969,943000,,,,,,,,
2020-02-03,77.29000091552734,78.16000366210938,76.27999877929688,76.33999633789062,67.12409210205078,461900,,,,,,,,
