date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'STRA')","('high', 'STRA')","('low', 'STRA')","('close', 'STRA')","('adj_close', 'STRA')","('volume', 'STRA')","('currency', '')"
2020-01-02,160.0,160.58999633789062,157.58999633789062,160.0399932861328,134.85494995117188,91600,,,,,,,,
2020-01-03,158.50999450683594,159.7100067138672,156.77999877929688,159.5800018310547,134.46737670898438,110600,,,,,,,,
2020-01-06,158.58999633789062,160.19000244140625,156.05999755859375,159.30999755859375,134.2398223876953,84800,,,,,,,,
2020-01-07,159.33999633789062,161.64999389648438,158.47000122070312,159.6999969482422,134.56845092773438,56100,,,,,,,,
2020-01-08,159.6999969482422,160.22000122070312,157.7899932861328,158.30999755859375,133.39720153808594,103000,,,,,,,,
2020-01-09,159.38999938964844,159.77000427246094,157.77999877929688,159.52000427246094,134.41683959960938,63900,,,,,,,,
2020-01-10,159.66000366210938,160.83999633789062,158.2100067138672,158.74000549316406,133.75958251953125,118100,,,,,,,,
2020-01-13,159.4600067138672,160.80999755859375,157.5399932861328,160.10000610351562,134.9055633544922,151300,,,,,,,,
2020-01-14,160.19000244140625,161.19000244140625,159.2899932861328,160.8699951171875,135.55433654785156,73600,,,,,,,,
2020-01-15,160.80999755859375,162.8800048828125,160.17999267578125,160.8000030517578,135.49537658691406,165800,,,,,,,,
2020-01-16,161.66000366210938,162.6699981689453,159.69000244140625,162.0,136.5065460205078,127100,,,,,,,,
2020-01-17,162.82000732421875,164.1999969482422,161.67999267578125,162.85000610351562,137.2227325439453,128600,,,,,,,,
2020-01-21,162.63999938964844,164.3000030517578,162.60000610351562,163.0800018310547,137.4165496826172,107600,,,,,,,,
2020-01-22,163.7100067138672,164.97999572753906,163.4199981689453,163.88999938964844,138.09912109375,77100,,,,,,,,
2020-01-23,163.52999877929688,165.17999267578125,162.13999938964844,164.97000122070312,139.0092010498047,100400,,,,,,,,
2020-01-24,165.1199951171875,165.1199951171875,160.72999572753906,161.3699951171875,135.97567749023438,50200,,,,,,,,
2020-01-27,158.47000122070312,164.30999755859375,157.7100067138672,164.0399932861328,138.2254638671875,110200,,,,,,,,
2020-01-28,164.8699951171875,166.67999267578125,163.72000122070312,165.39999389648438,139.3714599609375,103000,,,,,,,,
2020-01-29,165.7899932861328,167.97000122070312,165.02999877929688,167.2899932861328,140.9640350341797,111100,,,,,,,,
2020-01-30,166.0800018310547,167.8300018310547,165.3000030517578,166.89999389648438,140.6354217529297,106700,,,,,,,,
2020-01-31,166.5500030517578,166.91000366210938,161.80999755859375,162.2899932861328,136.7508544921875,135800,,,,,,,,
2020-02-03,162.8699951171875,163.63999938964844,159.24000549316406,160.3800048828125,135.1414794921875,157400,,,,,,,,
2020-02-04,162.14999389648438,162.77999877929688,158.22000122070312,158.3800048828125,133.45623779296875,86800,,,,,,,,
2020-02-05,159.8000030517578,160.32000732421875,157.32000732421875,160.32000732421875,135.09092712402344,84600,,,,,,,,
2020-02-06,160.64999389648438,162.97000122070312,160.22000122070312,162.3000030517578,136.7593231201172,53000,,,,,,,,
2020-02-07,161.80999755859375,162.32000732421875,159.58999633789062,159.85000610351562,134.69485473632812,44800,,,,,,,,
2020-02-10,159.63999938964844,163.32000732421875,159.50999450683594,163.25999450683594,137.56826782226562,76700,,,,,,,,
2020-02-11,163.2899932861328,165.86000061035156,162.0,164.4499969482422,138.5709686279297,65800,,,,,,,,
2020-02-12,165.4600067138672,167.8000030517578,165.13999938964844,167.1300048828125,140.82920837402344,58500,,,,,,,,
2020-02-13,166.32000732421875,171.13999938964844,166.32000732421875,168.57000732421875,142.04263305664062,76700,,,,,,,,
2020-02-14,168.32000732421875,170.6199951171875,167.00999450683594,167.92999267578125,141.5033416748047,81700,,,,,,,,
2020-02-18,167.9600067138672,169.88999938964844,167.10000610351562,168.3300018310547,141.8403778076172,34800,,,,,,,,
2020-02-19,169.1300048828125,174.80999755859375,168.22999572753906,174.25,146.8288116455078,68500,,,,,,,,
2020-02-20,174.25,176.38999938964844,167.47999572753906,167.9199981689453,141.4949188232422,97300,,,,,,,,
2020-02-21,168.6300048828125,168.94000244140625,163.4199981689453,165.72000122070312,139.64112854003906,67900,,,,,,,,
2020-02-24,160.9600067138672,162.4600067138672,158.0,158.30999755859375,133.39720153808594,59100,,,,,,,,
2020-02-25,158.9600067138672,159.57000732421875,153.52000427246094,154.24000549316406,129.9676971435547,77000,,,,,,,,
2020-02-26,155.07000732421875,158.42999267578125,149.47000122070312,150.4600067138672,126.78256225585938,64900,,,,,,,,
2020-02-27,147.4499969482422,152.58999633789062,142.75999450683594,146.22000122070312,123.20977783203125,166800,,,,,,,,
2020-02-28,141.6300048828125,152.83999633789062,135.47999572753906,147.3800048828125,124.187255859375,464200,,,,,,,,
2020-03-02,147.0,149.9600067138672,144.4499969482422,149.17999267578125,125.70397186279297,136800,,,,,,,,
2020-03-03,147.22999572753906,152.7899932861328,143.33999633789062,144.0500030517578,121.38127136230469,164400,,,,,,,,
2020-03-04,146.22999572753906,155.4600067138672,146.22999572753906,155.25999450683594,130.8271484375,126600,,,,,,,,
2020-03-05,151.38999938964844,155.05999755859375,148.60000610351562,151.41000366210938,127.58304595947266,90100,,,,,,,,
2020-03-06,146.47999572753906,153.1199951171875,146.02000427246094,150.3699951171875,127.21080017089844,77800,,,,,,,,
2020-03-09,141.0,147.22999572753906,135.0,142.47999572753906,120.53599548339844,100000,,,,,,,,
2020-03-10,145.27999877929688,148.6999969482422,138.0,143.5,121.39891052246094,88700,,,,,,,,
2020-03-11,142.97999572753906,148.88999938964844,140.58999633789062,146.9600067138672,124.32601928710938,143700,,,,,,,,
2020-03-12,138.6199951171875,149.02999877929688,138.6199951171875,141.8000030517578,119.96072387695312,195600,,,,,,,,
2020-03-13,145.3699951171875,158.5,139.58999633789062,158.08999633789062,133.74179077148438,183700,,,,,,,,
2020-03-16,143.39999389648438,151.32000732421875,125.0,129.0,109.13211059570312,224700,,,,,,,,
2020-03-17,129.6699981689453,135.0800018310547,112.8499984741211,124.36000061035156,105.20674133300781,326700,,,,,,,,
2020-03-18,118.88999938964844,126.13999938964844,108.9000015258789,117.27999877929688,99.21715545654297,242000,,,,,,,,
2020-03-19,116.73999786376953,134.89999389648438,115.30000305175781,132.8000030517578,112.34686279296875,188900,,,,,,,,
2020-03-20,132.4199981689453,151.85000610351562,111.29000091552734,115.12999725341797,97.39828491210938,203600,,,,,,,,
2020-03-23,115.91000366210938,123.23999786376953,109.01000213623047,120.0199966430664,101.53514862060547,146700,,,,,,,,
2020-03-24,126.37000274658203,137.44000244140625,120.43000030517578,128.22999572753906,108.48069763183594,125800,,,,,,,,
2020-03-25,129.24000549316406,133.1999969482422,115.58000183105469,117.12000274658203,99.0818099975586,174200,,,,,,,,
2020-03-26,119.5,132.3300018310547,119.5,130.35000610351562,110.27420806884766,140800,,,,,,,,
2020-03-27,125.51000213623047,130.99000549316406,122.33000183105469,126.36000061035156,106.8987045288086,90300,,,,,,,,
2020-03-30,128.0,141.30999755859375,127.47000122070312,140.11000061035156,118.53103637695312,113400,,,,,,,,
2020-03-31,139.60000610351562,142.25,134.42999267578125,139.75999450683594,118.2348861694336,181700,,,,,,,,
2020-04-01,133.77000427246094,136.02000427246094,120.80999755859375,123.27999877929688,104.29307556152344,156000,,,,,,,,
2020-04-02,120.44000244140625,127.0,116.83999633789062,119.41999816894531,101.02754974365234,131700,,,,,,,,
2020-04-03,119.43000030517578,124.31999969482422,110.0,116.66000366210938,98.6926498413086,117800,,,,,,,,
2020-04-06,123.5199966430664,127.45999908447266,122.51000213623047,126.93000030517578,107.38092803955078,138200,,,,,,,,
2020-04-07,130.8000030517578,137.5500030517578,124.8499984741211,127.23999786376953,107.6431884765625,105700,,,,,,,,
2020-04-08,131.6300048828125,133.00999450683594,128.05999755859375,131.11000061035156,110.9171371459961,143400,,,,,,,,
2020-04-09,133.9199981689453,137.22000122070312,131.07000732421875,134.86000061035156,114.08956909179688,78400,,,,,,,,
2020-04-13,132.3699951171875,141.22999572753906,132.0,138.89999389648438,117.50735473632812,94600,,,,,,,,
2020-04-14,143.97999572753906,150.6300048828125,142.3699951171875,150.5500030517578,127.36307525634766,165500,,,,,,,,
2020-04-15,145.19000244140625,149.75999450683594,141.97000122070312,144.72000122070312,122.43097686767578,153300,,,,,,,,
2020-04-16,149.52000427246094,150.2899932861328,143.3000030517578,146.75,124.14834594726562,210100,,,,,,,,
2020-04-17,150.22000122070312,151.0,147.1699981689453,148.86000061035156,125.93338012695312,93400,,,,,,,,
2020-04-20,145.27000427246094,151.67999267578125,144.6199951171875,146.5800018310547,124.00452423095703,65600,,,,,,,,
2020-04-21,142.57000732421875,149.0,142.57000732421875,146.3699951171875,123.82685852050781,75200,,,,,,,,
2020-04-22,148.1199951171875,149.24000549316406,144.77999877929688,146.05999755859375,123.56459045410156,119600,,,,,,,,
2020-04-23,146.41000366210938,148.9600067138672,141.4199981689453,143.4199981689453,121.33123016357422,98100,,,,,,,,
2020-04-24,143.52000427246094,144.9600067138672,140.0,143.0500030517578,121.01819610595703,155500,,,,,,,,
2020-04-27,144.85000610351562,149.89999389648438,140.97999572753906,147.0,124.3598403930664,198900,,,,,,,,
2020-04-28,149.99000549316406,152.92999267578125,148.4600067138672,150.14999389648438,127.02472686767578,184500,,,,,,,,
2020-04-29,157.2899932861328,174.97000122070312,154.30999755859375,168.17999267578125,142.27783203125,286000,,,,,,,,
2020-04-30,155.22999572753906,165.94000244140625,153.0,159.3000030517578,134.76547241210938,202300,,,,,,,,
2020-05-01,157.0,159.22999572753906,148.86000061035156,150.22000122070312,127.08390045166016,104900,,,,,,,,
2020-05-04,147.9499969482422,150.72000122070312,146.39999389648438,149.39999389648438,126.39018249511719,112600,,,,,,,,
2020-05-05,151.94000244140625,161.0399932861328,151.89999389648438,157.3000030517578,133.07347106933594,139600,,,,,,,,
