date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'EEX')","('high', 'EEX')","('low', 'EEX')","('close', 'EEX')","('adj_close', 'EEX')","('volume', 'EEX')","('currency', '')"
2020-01-02,10.619999885559082,10.619999885559082,10.34000015258789,10.489999771118164,10.200106620788574,126000,,,,,,,,
2020-01-03,10.489999771118164,10.550000190734863,10.329999923706055,10.489999771118164,10.200106620788574,60500,,,,,,,,
2020-01-06,10.40999984741211,10.5600004196167,10.40999984741211,10.470000267028809,10.180658340454102,56900,,,,,,,,
2020-01-07,10.470000267028809,10.609999656677246,10.460000038146973,10.489999771118164,10.200106620788574,63300,,,,,,,,
2020-01-08,10.489999771118164,10.680000305175781,10.4399995803833,10.479999542236328,10.190381050109863,75100,,,,,,,,
2020-01-09,10.569999694824219,10.59000015258789,10.46500015258789,10.489999771118164,10.200106620788574,33100,,,,,,,,
2020-01-10,10.489999771118164,10.600000381469727,10.3149995803833,10.5,10.209829330444336,60900,,,,,,,,
2020-01-13,10.529999732971191,10.789999961853027,10.5,10.720000267028809,10.423750877380371,53400,,,,,,,,
2020-01-14,10.649999618530273,10.800000190734863,10.539999961853027,10.579999923706055,10.287618637084961,51300,,,,,,,,
2020-01-15,10.539999961853027,10.779999732971191,10.539999961853027,10.619999885559082,10.326513290405273,57100,,,,,,,,
2020-01-16,10.720000267028809,10.9350004196167,10.699999809265137,10.850000381469727,10.550156593322754,47900,,,,,,,,
2020-01-17,10.920000076293945,10.9350004196167,10.543000221252441,10.550000190734863,10.25844955444336,55300,,,,,,,,
2020-01-21,10.5,10.6899995803833,10.479999542236328,10.569999694824219,10.277894973754883,60200,,,,,,,,
2020-01-22,10.630000114440918,10.670000076293945,10.390000343322754,10.5600004196167,10.268172264099121,295400,,,,,,,,
2020-01-23,10.489999771118164,10.625,10.4350004196167,10.489999771118164,10.200106620788574,109000,,,,,,,,
2020-01-24,10.5,10.59000015258789,10.444999694824219,10.5,10.209829330444336,103600,,,,,,,,
2020-01-27,10.350000381469727,10.595000267028809,10.350000381469727,10.510000228881836,10.21955394744873,67700,,,,,,,,
2020-01-28,10.539999961853027,10.609999656677246,10.460000038146973,10.510000228881836,10.21955394744873,39700,,,,,,,,
