date,open,high,low,close,adj_close,volume,"('date', '')","('open', 'GPTGF')","('high', 'GPTGF')","('low', 'GPTGF')","('close', 'GPTGF')","('adj_close', 'GPTGF')","('volume', 'GPTGF')","('currency', '')"
2020-01-02,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-03,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-06,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-07,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-08,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-09,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-10,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-13,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-14,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-15,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-16,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-17,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,1800,,,,,,,,
2020-01-21,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-22,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-23,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-24,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-27,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-28,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-29,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-30,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-01-31,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
2020-02-03,4.190000057220459,4.190000057220459,4.190000057220459,4.190000057220459,3.0988481044769287,0,,,,,,,,
