run_id,ticker,ticker_name,date_today,price_today,price_90d_ago,return_90d,qualifies_a,qualifies_b,qualifies_c,peak_5y_date,peak_5y_price,bottom_post_peak_date,bottom_post_peak_price,bottom_drawdown_pct,hit30_from_bottom_date,days_bottom_to_hit30,low_52w_date,low_52w_price,hit30_from_52wlow_date,days_52wlow_to_hit30,low180_date,low180_price,spike30_threshold,spike30_date,spike30_in_last30d,avg_volume_30d,volatility_90d,has_5y_history,has_52w_history,reason
20251231_100734,8TRA.ST,,2025-12-30,334.0,302.79998779296875,0.1030383535826409,False,False,False,2025-03-06,416.9543151855469,2025-04-09,282.016357421875,0.3236276801779201,,,2025-04-09,282.016357421875,,,2025-04-10,284.4046325683594,369.7260223388672,,False,95039.06666666667,0.014756362496324586,True,True,ok
20251231_100734,A,,2025-12-30,137.6199951171875,138.5800018310547,-0.006927454908230879,False,False,True,2021-09-03,174.067626953125,2025-04-08,98.88277435302734,0.4319289802252795,2025-10-01,176.0,2025-04-08,98.88277435302734,2025-10-01,176.0,2025-04-21,99.84880065917967,129.80344085693358,2025-10-01,True,2181660.0,0.013840324998299626,True,True,ok
20251231_100734,AA,,2025-12-30,54.380001068115234,33.759002685546875,0.6108296081683939,False,True,True,2022-03-24,91.09795379638672,2025-04-08,22.35630798339844,0.7545904485037382,2025-05-14,36.0,2025-04-08,22.35630798339844,2025-05-14,36.0,2025-04-21,23.079395294189453,30.00321388244629,2025-07-01,True,5793656.666666667,0.03553584859165129,True,True,ok
20251231_100734,AAL,,2025-12-30,15.329999923706056,11.270000457763672,0.36024838518489455,False,True,True,2021-06-02,25.81999969482422,2025-04-08,9.06999969482422,0.6487219286589551,2025-05-13,35.0,2025-04-08,9.06999969482422,2025-05-13,35.0,2025-04-21,9.06999969482422,11.790999603271487,2025-05-13,True,55361226.666666664,0.027748871813570324,True,True,ok
20251231_100734,AAM,,2025-12-30,10.649999618530272,10.520000457763672,0.01235733413591844,False,False,False,2025-11-10,10.670000076293944,2025-11-19,10.5600004196167,0.01030924610034778,,,2024-12-27,10.09000015258789,,,2025-04-15,10.270000457763672,13.351000595092774,,False,39863.333333333336,0.0021601721298939508,False,True,ok
20251231_100734,AAMI,,2025-12-30,47.540000915527344,46.23060607910156,0.028323116382800162,False,False,True,2025-08-28,51.24897003173828,2025-11-17,41.92148208618164,0.18200342250351886,,,2025-04-04,22.943349838256836,2025-05-12,38.0,2025-04-21,25.401567459106445,33.02203769683838,2025-06-24,True,225893.33333333334,0.021178444007064864,True,True,ok
20251231_100734,ABEV3.SA,,2025-12-30,13.859999656677246,11.455796241760254,0.20986785764858995,False,False,False,2021-06-07,14.708367347717283,2024-06-13,9.578425407409668,0.3487771157077998,2024-12-05,175.0,2025-02-05,9.860307693481444,2025-04-17,71.0,2025-10-07,11.09572982788086,14.424448776245118,,False,34189916.666666664,0.012515626998652236,True,True,ok
20251231_100734,ACA.PA,,2025-12-31,17.545000076293945,16.950000762939453,0.0351032027476621,False,False,False,2025-12-30,17.614999771118164,,,,,,2025-01-08,12.507068634033203,2025-05-15,127.0,2025-04-17,15.245330810546877,19.81893005371094,,False,3234250.3666666667,0.011585143422879756,True,True,ok
20251231_100734,ACLN.SW,,2025-12-30,61.54999923706055,66.94999694824219,-0.0806571763603855,False,False,True,2025-08-12,76.19999694824219,2025-10-17,61.29999923706055,0.19553803553696025,,,2025-04-07,35.00910186767578,2025-05-12,35.0,2025-04-10,37.28849411010742,48.47504234313965,2025-05-26,True,153137.93333333332,0.01555112396576184,True,True,ok
20251231_100734,ADEN.SW,,2025-12-30,23.1200008392334,22.299999237060547,0.03677137355278859,False,False,True,2021-04-19,50.00060272216797,2025-01-10,19.5830135345459,0.6083444504987199,2025-03-06,55.0,2025-01-10,19.5830135345459,2025-03-06,55.0,2025-04-11,20.34648323059082,26.450428199768066,2025-07-25,False,770985.8333333334,0.025774147523803474,True,True,ok
