Ticket,Ticket Name,Company Description,Currency,Price Today,Price Today (USD),Today's Price Date,52W Low Price,52W Low Date,Return (90D) %,Price Peak (5Y),Date Peak (5Y),Bottom Price After Peak (5Y),Bottom Date After Peak (5Y),Drawdown From Peak (5Y) %,Avg Volume (30D),Volatility (90D),Hit +30% From Bottom Date,Days Bottom → Hit30,Hit +30% From 52W Low Date,Days 52W Low → Hit30,180D Low Price,180D Low Date,Spike +30% Date,Spike +30% In Last 30D
NEXA,NEXA,Business description unavailable.,USD,9.08,9.08,2025-12-30,4.66,2025-06-20,81.6,11.21,2021-10-18,4.16,2023-07-25,62.9,513440,0.0324,2023-08-23,29.0,2025-11-12,145.0,4.66,2025-06-20,2025-11-12,True
TNDM,TNDM,Business description unavailable.,USD,22.51,22.51,2025-12-30,10.11,2025-08-11,81.4,153.21,2021-12-28,10.11,2025-08-11,93.4,1950273,0.0445,2025-09-18,38.0,2025-09-18,38.0,10.11,2025-08-11,2025-09-18,True
EXAS,EXAS,Business description unavailable.,USD,101.9,101.9,2025-12-30,40.31,2025-04-08,80.6,155.01,2021-02-12,30.35,2022-10-14,80.4,8284120,0.0347,2022-11-08,25.0,2025-05-05,27.0,40.91,2025-08-11,2025-09-05,True
ESTA,ESTA,Business description unavailable.,USD,72.92,72.92,2025-12-30,27.31,2025-04-08,78.6,88.21,2021-07-01,21.68,2023-11-10,75.4,446356,0.0394,2024-01-09,60.0,2025-05-14,36.0,28.78,2025-04-22,2025-05-20,True
LOMA,LOMA,Business description unavailable.,USD,12.71,12.71,2025-12-30,7.13,2025-09-18,78.3,13.78,2025-05-23,7.13,2025-09-18,48.3,426516,0.0454,2025-10-27,39.0,2025-10-27,39.0,7.13,2025-09-18,2025-10-27,True
TSHA,TSHA,Business description unavailable.,USD,5.66,5.66,2025-12-30,1.13,2025-04-08,78.0,31.75,2021-01-20,0.59,2023-06-28,98.1,3447073,0.0722,2023-08-14,47.0,2025-04-22,14.0,1.18,2025-04-16,2025-04-22,True
VERA,VERA,Business description unavailable.,USD,51.17,51.17,2025-12-30,18.86,2025-04-08,77.7,55.67,2025-12-24,,,,1670883,0.0453,,,2025-05-02,24.0,18.87,2025-05-28,2025-06-02,True
KOD,KOD,Business description unavailable.,USD,27.95,27.95,2025-12-30,2.06,2025-04-08,77.3,164.47,2021-01-19,1.4,2023-10-25,99.1,943316,0.0691,2023-11-02,8.0,2025-04-17,9.0,2.18,2025-04-14,2025-04-17,True
PUMP,PUMP,Business description unavailable.,USD,9.53,9.53,2025-12-30,4.52,2025-09-09,75.5,16.23,2022-04-20,4.52,2025-09-09,72.2,2265190,0.0664,2025-10-21,42.0,2025-10-21,42.0,4.52,2025-09-09,2025-10-21,True
NUTX,NUTX,Business description unavailable.,USD,182.23,182.23,2025-12-30,30.76,2025-01-13,74.5,6000.0,2022-04-04,4.34,2024-07-09,99.9,203406,0.0684,2024-07-15,6.0,2025-01-23,10.0,80.92,2025-09-02,2025-09-29,True
RVMD,RVMD,Business description unavailable.,USD,79.67,79.67,2025-12-30,31.13,2025-04-08,73.7,81.19,2025-12-24,,,,2294613,0.021,,,2025-04-28,20.0,34.7,2025-08-11,2025-09-11,True
SYAXF,SYAXF,Business description unavailable.,USD,5.01,5.01,2025-12-30,1.3,2025-06-11,73.4,42.38,2022-04-19,1.3,2025-06-11,96.9,11409,0.0615,2025-06-20,9.0,2025-06-20,9.0,1.3,2025-06-11,2025-06-20,True
GAERF,GAERF,Business description unavailable.,USD,13.8,13.8,2025-12-30,2.55,2024-12-27,72.7,14.61,2025-11-28,12.54,2025-12-11,14.2,1347,0.0799,,,2025-05-07,131.0,2.55,2025-04-14,2025-05-07,True
SVRA,SVRA,Business description unavailable.,USD,6.11,6.11,2025-12-30,1.94,2025-05-27,72.6,6.94,2025-12-11,6.05,2025-12-19,12.8,3517853,0.0416,,,2025-07-24,58.0,1.94,2025-05-27,2025-07-24,True
MBX,MBX,Business description unavailable.,USD,30.9,30.9,2025-12-30,5.79,2025-04-08,72.6,34.8,2025-12-22,30.9,2025-12-26,11.2,808223,0.0526,,,2025-04-17,9.0,7.38,2025-04-15,2025-04-29,True
ATXS,ATXS,Business description unavailable.,USD,12.99,12.99,2025-12-30,3.75,2025-04-08,72.3,24.9,2021-01-29,2.46,2022-06-16,90.1,1182086,0.0436,2022-07-07,21.0,2025-04-23,15.0,3.9,2025-05-13,2025-06-04,True
SMTGF,SMTGF,Business description unavailable.,USD,38.0,38.0,2025-12-30,12.88,2025-02-03,72.3,115.83,2023-06-30,12.73,2024-11-18,89.0,793,0.0408,2025-01-06,49.0,2025-03-27,52.0,14.16,2025-04-14,2025-05-09,True
RCUS,RCUS,Business description unavailable.,USD,23.23,23.23,2025-12-30,6.87,2025-04-04,72.3,48.47,2021-11-23,6.87,2025-04-04,85.8,2072183,0.0412,2025-05-02,28.0,2025-05-02,28.0,7.68,2025-04-14,2025-06-03,True
FIGS,FIGS,Business description unavailable.,USD,11.59,11.59,2025-12-30,3.62,2025-04-08,70.9,50.1,2021-06-30,3.62,2025-04-08,92.8,2608133,0.0342,2025-05-06,28.0,2025-05-06,28.0,3.81,2025-04-21,2025-05-08,True
CSTL,CSTL,Business description unavailable.,USD,39.31,39.31,2025-12-30,14.65,2025-08-01,70.8,97.33,2021-02-09,11.66,2023-06-05,88.0,404896,0.0326,2023-07-07,32.0,2025-08-05,4.0,14.65,2025-08-01,2025-08-05,True
JBIO,JBIO,Business description unavailable.,USD,15.56,15.56,2025-12-30,6.76,2025-06-13,70.7,1048.71,2024-04-01,6.76,2025-06-13,99.4,346080,0.0456,2025-06-18,5.0,2025-06-18,5.0,6.76,2025-06-13,2025-06-18,True
GUYGF,GUYGF,Business description unavailable.,USD,4.73,4.73,2025-12-30,1.35,2024-12-30,69.5,4.76,2025-12-24,,,,90323,0.0387,,,2025-01-30,31.0,1.89,2025-07-30,2025-09-08,True
ALB,ALB,Business description unavailable.,USD,142.01,142.01,2025-12-30,50.01,2025-04-08,68.6,310.69,2022-11-11,50.01,2025-04-08,83.9,3352953,0.038,2025-07-02,85.0,2025-07-02,85.0,51.79,2025-04-16,2025-07-02,True
RNA,RNA,Business description unavailable.,USD,72.15,72.15,2025-12-30,24.08,2025-04-08,67.8,72.34,2025-12-19,72.13,2025-12-26,0.3,2348470,0.0472,,,2025-04-29,21.0,25.76,2025-04-16,2025-06-03,True
ANNX,ANNX,Business description unavailable.,USD,5.04,5.04,2025-12-30,1.38,2025-04-10,66.3,35.01,2021-03-16,1.38,2025-04-10,96.1,3347343,0.05,2025-04-23,13.0,2025-04-23,13.0,1.43,2025-04-16,2025-04-24,True
SEMR,SEMR,Business description unavailable.,USD,11.87,11.87,2025-12-30,6.75,2025-11-17,66.0,31.32,2021-09-10,6.75,2025-11-17,78.4,3220776,0.0725,2025-11-19,2.0,2025-11-19,2.0,6.75,2025-11-17,2025-11-19,True
HAE,HAE,Business description unavailable.,USD,80.98,80.98,2025-12-30,47.67,2025-09-25,65.9,139.48,2021-02-08,43.77,2022-01-27,68.6,765133,0.0384,2022-02-09,13.0,2025-11-06,42.0,47.67,2025-09-25,2025-11-06,True
LYTHF,LYTHF,Business description unavailable.,USD,13.25,13.25,2025-12-30,2.0,2025-09-26,65.4,7050000.0,2022-06-27,2.0,2025-09-26,100.0,46,0.1551,2025-09-29,3.0,2025-09-29,3.0,2.0,2025-09-26,2025-09-29,True
ZBIO,ZBIO,Business description unavailable.,USD,36.58,36.58,2025-12-30,6.43,2025-01-28,65.4,43.17,2025-12-24,,,,344813,0.0742,,,2025-03-13,44.0,8.33,2025-04-16,2025-04-29,True
CGEM,CGEM,Business description unavailable.,USD,9.92,9.92,2025-12-30,5.75,2025-10-02,65.3,53.42,2021-03-10,5.75,2025-10-02,89.2,1352443,0.0682,2025-10-13,11.0,2025-10-13,11.0,5.75,2025-10-02,2025-10-13,True
AXG,AXG,Business description unavailable.,USD,4.12,4.12,2025-12-30,1.18,2025-02-27,64.8,47.0,2024-03-06,1.18,2025-02-27,97.5,728306,0.0531,2025-03-04,5.0,2025-03-04,5.0,1.41,2025-05-23,2025-06-02,True
NGL,NGL,Business description unavailable.,USD,9.97,9.97,2025-12-30,2.8,2025-04-16,64.5,10.26,2025-11-12,9.39,2025-12-26,8.5,295753,0.0389,,,2025-05-19,33.0,2.8,2025-04-16,2025-05-19,True
COHR,COHR,Business description unavailable.,USD,186.81,186.81,2025-12-30,50.58,2025-04-04,62.9,198.5,2025-12-11,170.44,2025-12-17,14.1,4247293,0.0447,,,2025-05-01,27.0,52.12,2025-04-21,2025-05-01,True
IMMP,IMMP,Business description unavailable.,USD,2.93,2.93,2025-12-30,1.41,2025-04-10,61.9,5.21,2021-06-01,1.41,2025-04-10,72.9,1313080,0.0462,2025-05-05,25.0,2025-05-05,25.0,1.45,2025-04-16,2025-05-05,True
ARMN,ARMN,Business description unavailable.,USD,16.42,16.42,2025-12-30,3.4,2024-12-30,61.8,16.81,2025-12-26,,,,1779990,0.0362,,,2025-03-13,73.0,5.29,2025-04-29,2025-06-04,True
PTXKY,PTXKY,Business description unavailable.,USD,4.83,4.83,2025-12-30,2.12,2025-04-11,61.6,4.89,2025-12-24,,,,2210,0.0879,,,2025-04-22,11.0,2.13,2025-04-30,2025-05-09,True
TSEM,TSEM,Business description unavailable.,USD,120.67,120.67,2025-12-30,29.65,2025-04-04,61.3,128.94,2025-12-11,112.59,2025-12-17,12.7,1552806,0.0357,,,2025-05-12,38.0,34.02,2025-04-16,2025-07-03,True
AA,AA,Business description unavailable.,USD,54.38,54.38,2025-12-30,22.36,2025-04-08,61.1,91.1,2022-03-24,22.36,2025-04-08,75.5,5793656,0.0355,2025-05-14,36.0,2025-05-14,36.0,23.08,2025-04-21,2025-07-01,True
SLV,SLV,Business description unavailable.,USD,68.98,68.98,2025-12-30,26.33,2024-12-31,60.8,71.12,2025-12-26,,,,52816470,0.029,,,2025-07-11,192.0,29.12,2025-05-02,2025-09-12,True
MU,MU,Business description unavailable.,USD,292.63,292.63,2025-12-30,64.59,2025-04-04,60.8,294.37,2025-12-29,,,,27549486,0.0406,,,2025-05-08,34.0,66.61,2025-04-21,2025-05-12,True
GH,GH,Business description unavailable.,USD,100.6,100.6,2025-12-30,30.44,2024-12-27,60.6,179.1,2021-02-12,16.07,2024-04-19,91.0,2108340,0.0401,2024-05-10,21.0,2025-01-21,25.0,37.05,2025-05-22,2025-06-05,True
ERAS,ERAS,Business description unavailable.,USD,3.54,3.54,2025-12-30,1.06,2025-04-08,60.2,24.34,2021-09-02,1.06,2025-04-08,95.6,2357210,0.0442,2025-04-22,14.0,2025-04-22,14.0,1.08,2025-05-27,2025-05-29,True
CMPX,CMPX,Business description unavailable.,USD,5.38,5.38,2025-12-30,1.4,2025-01-02,60.1,8.8,2021-04-16,0.8,2024-07-05,90.9,1936106,0.0384,2024-07-12,7.0,2025-01-08,6.0,1.69,2025-05-06,2025-06-05,True
FEIM,FEIM,Business description unavailable.,USD,54.75,54.75,2025-12-30,13.98,2025-03-11,59.9,56.56,2025-12-24,,,,281753,0.0555,,,2025-04-24,44.0,16.57,2025-04-21,2025-06-17,True
CSIQ,CSIQ,Business description unavailable.,USD,23.79,23.79,2025-12-30,6.76,2025-04-08,59.8,64.15,2021-01-21,6.76,2025-04-08,89.5,4582766,0.0761,2025-04-24,16.0,2025-04-24,16.0,7.15,2025-04-15,2025-04-25,True
TTI,TTI,Business description unavailable.,USD,9.34,9.34,2025-12-30,2.13,2025-04-08,59.7,9.4,2025-12-29,,,,2090183,0.0407,,,2025-04-30,22.0,2.29,2025-04-14,2025-05-12,True
HL,HL,Business description unavailable.,USD,19.49,19.49,2025-12-30,4.53,2025-05-02,59.0,20.55,2025-12-22,19.2,2025-12-29,6.6,22442593,0.048,,,2025-06-04,33.0,4.53,2025-05-02,2025-06-04,True
EWTX,EWTX,Business description unavailable.,USD,24.54,24.54,2025-12-30,11.42,2025-04-11,58.9,36.62,2024-11-06,11.42,2025-04-11,68.8,1730436,0.062,2025-04-24,13.0,2025-04-24,13.0,12.33,2025-04-14,2025-04-30,True
BEIGF,BEIGF,Business description unavailable.,USD,25.29,25.29,2025-12-30,13.68,2024-12-27,58.6,25.29,2025-11-10,25.29,2025-11-10,0.0,0,0.0562,,,2025-03-31,94.0,15.95,2025-04-14,2025-11-06,True
SQM,SQM,Business description unavailable.,USD,68.98,68.98,2025-12-30,30.03,2025-06-02,58.5,99.06,2022-09-14,30.03,2025-06-02,69.7,1611833,0.0302,2025-07-10,38.0,2025-07-10,38.0,30.03,2025-06-02,2025-07-10,True
AEO,AEO,Business description unavailable.,USD,26.69,26.69,2025-12-30,9.12,2025-06-13,58.5,33.26,2021-04-23,8.94,2022-09-30,73.1,9074820,0.0331,2022-11-15,46.0,2025-07-28,45.0,9.12,2025-06-13,2025-07-28,True
PSLV,PSLV,Business description unavailable.,USD,25.22,25.22,2025-12-30,9.65,2024-12-31,58.2,26.04,2025-12-26,,,,11612510,0.0293,,,2025-07-10,191.0,10.76,2025-05-02,2025-09-08,True
ADTTF,ADTTF,Business description unavailable.,USD,126.47,126.47,2025-12-30,38.0,2025-04-04,58.2,150.0,2025-10-31,117.88,2025-11-25,21.4,453,0.0609,,,2025-06-10,67.0,42.0,2025-04-14,2025-06-10,True
BBNX,BBNX,Business description unavailable.,USD,31.97,31.97,2025-12-30,9.71,2025-04-08,58.2,31.97,2025-12-30,,,,844946,0.04,,,2025-05-07,29.0,10.05,2025-04-21,2025-05-07,True
PVLA,PVLA,Business description unavailable.,USD,99.88,99.88,2025-12-30,12.0,2024-12-27,58.0,468.0,2021-09-17,6.53,2024-07-11,98.6,303913,0.0467,2024-07-24,13.0,2025-02-10,45.0,20.51,2025-06-18,2025-07-10,True
TEO,TEO,Business description unavailable.,USD,11.5,11.5,2025-12-30,6.52,2025-09-18,58.0,14.18,2025-01-03,6.52,2025-09-18,54.0,198416,0.0497,2025-10-27,39.0,2025-10-27,39.0,6.52,2025-09-18,2025-10-27,True
GSAT,GSAT,Business description unavailable.,USD,61.72,61.72,2025-12-30,17.59,2025-05-09,57.6,73.68,2025-12-11,56.91,2025-12-17,22.8,799656,0.0534,,,2025-06-16,38.0,17.59,2025-05-09,2025-06-16,True
IMOS,IMOS,Business description unavailable.,USD,30.46,30.46,2025-12-30,13.13,2025-04-10,57.5,34.79,2021-09-03,13.13,2025-04-10,62.3,15043,0.0377,2025-05-05,25.0,2025-05-05,25.0,14.45,2025-04-21,2025-06-06,True
CIEN,CIEN,Business description unavailable.,USD,238.36,238.36,2025-12-30,53.5,2025-04-04,57.1,242.37,2025-12-11,203.9,2025-12-17,15.9,3285496,0.0361,,,2025-05-01,27.0,57.84,2025-04-21,2025-05-12,True
RLAY,RLAY,Business description unavailable.,USD,8.35,8.35,2025-12-30,2.0,2025-04-04,57.0,61.53,2021-01-22,2.0,2025-04-04,96.7,2170060,0.0459,2025-04-15,11.0,2025-04-15,11.0,2.57,2025-04-14,2025-06-06,True
XPEL,XPEL,Business description unavailable.,USD,52.12,52.12,2025-12-30,24.72,2025-04-08,56.8,101.4,2021-07-23,24.72,2025-04-08,75.6,278423,0.0191,2025-05-06,28.0,2025-05-06,28.0,25.84,2025-04-17,2025-05-07,True
ZYME,ZYME,Business description unavailable.,USD,26.54,26.54,2025-12-30,9.44,2025-04-10,56.7,56.81,2021-01-08,4.65,2022-09-07,91.8,1350613,0.0441,2022-09-30,23.0,2025-04-23,13.0,10.94,2025-04-15,2025-07-17,True
KYTX,KYTX,Business description unavailable.,USD,9.35,9.35,2025-12-30,1.83,2025-04-16,56.6,30.1,2024-02-09,1.83,2025-04-16,93.9,2102173,0.0918,2025-05-20,34.0,2025-05-20,34.0,1.83,2025-04-16,2025-05-20,True
ORKA,ORKA,Business description unavailable.,USD,29.12,29.12,2025-12-30,6.78,2025-04-08,56.4,34.21,2021-02-11,6.78,2025-04-08,80.2,596183,0.0408,2025-04-17,9.0,2025-04-17,9.0,8.14,2025-04-14,2025-05-02,True
TEVA,TEVA,Business description unavailable.,USD,31.34,31.34,2025-12-30,12.82,2025-04-10,56.2,31.89,2025-12-26,,,,9562953,0.0277,,,2025-05-07,27.0,13.31,2025-04-21,2025-05-07,True
LQDA,LQDA,Business description unavailable.,USD,34.43,34.43,2025-12-30,11.36,2025-01-14,56.1,35.79,2025-12-24,,,,1412276,0.0359,,,2025-02-04,21.0,12.0,2025-07-01,2025-07-22,True
MAZE,MAZE,Business description unavailable.,USD,40.05,40.05,2025-12-30,7.57,2025-04-08,55.2,42.6,2025-12-04,38.4,2025-12-17,9.9,446950,0.0325,,,2025-04-22,14.0,7.7,2025-04-24,2025-05-01,True
IMVT,IMVT,Business description unavailable.,USD,25.35,25.35,2025-12-30,13.31,2025-04-08,55.1,49.78,2020-12-24,3.38,2022-06-16,93.2,1713513,0.0363,2022-07-20,34.0,2025-07-10,93.0,13.78,2025-05-14,2025-07-11,True
DYN,DYN,Business description unavailable.,USD,19.2,19.2,2025-12-30,6.81,2025-04-08,53.6,47.04,2024-08-21,6.81,2025-04-08,85.5,2984560,0.0664,2025-04-21,13.0,2025-04-21,13.0,7.47,2025-04-14,2025-04-22,True
OMCL,OMCL,Business description unavailable.,USD,45.92,45.92,2025-12-30,24.63,2025-05-07,53.3,183.62,2021-11-23,24.63,2025-05-07,86.6,574583,0.0272,2025-08-22,107.0,2025-08-22,107.0,24.63,2025-05-07,2025-08-22,True
ZIM,ZIM,Business description unavailable.,USD,21.01,21.01,2025-12-30,11.21,2025-04-08,53.2,26.6,2022-03-22,4.08,2023-11-28,84.7,5334213,0.0324,2023-12-15,17.0,2025-04-30,22.0,12.4,2025-04-21,2025-05-13,True
YPF,YPF,Business description unavailable.,USD,36.08,36.08,2025-12-30,23.57,2025-10-01,53.1,46.03,2025-01-07,23.57,2025-10-01,48.8,1366723,0.0369,2025-10-27,26.0,2025-10-27,26.0,23.57,2025-10-01,2025-10-27,True
CFLT,CFLT,Business description unavailable.,USD,30.13,30.13,2025-12-30,15.91,2025-08-11,52.8,93.6,2021-11-05,15.91,2025-08-11,83.0,14593716,0.0412,2025-10-06,56.0,2025-10-06,56.0,15.91,2025-08-11,2025-10-06,True
NPCE,NPCE,Business description unavailable.,USD,15.47,15.47,2025-12-30,8.25,2025-08-19,52.6,26.5,2021-04-27,1.29,2022-12-28,95.1,232336,0.0517,2023-01-10,13.0,2025-10-03,45.0,8.25,2025-08-19,2025-10-03,True
CPAC,CPAC,Business description unavailable.,USD,10.56,10.56,2025-12-30,5.1,2025-04-11,52.6,10.64,2025-12-16,10.21,2025-12-23,4.0,145366,0.0567,,,2025-08-29,140.0,5.32,2025-04-14,2025-09-15,True
INDV,INDV,Business description unavailable.,USD,35.73,35.73,2025-12-30,8.25,2025-02-24,52.3,36.6,2025-12-08,35.21,2025-12-19,3.8,2860453,0.0252,,,2025-04-24,59.0,8.81,2025-04-21,2025-04-25,True
RIGL,RIGL,Business description unavailable.,USD,42.83,42.83,2025-12-30,16.25,2025-01-08,52.1,50.96,2025-11-26,40.78,2025-12-12,20.0,589966,0.0549,,,2025-01-21,13.0,16.49,2025-04-16,2025-06-06,True
LAR,LAR,Business description unavailable.,USD,5.49,5.49,2025-12-30,1.73,2025-05-30,52.1,16.49,2021-11-29,1.73,2025-05-30,89.5,3276233,0.0593,2025-07-02,33.0,2025-07-02,33.0,1.73,2025-05-30,2025-07-02,True
TGS,TGS,Business description unavailable.,USD,30.92,30.92,2025-12-30,20.12,2025-09-18,52.0,33.25,2025-01-07,20.12,2025-09-18,39.5,160706,0.047,2025-10-27,39.0,2025-10-27,39.0,20.12,2025-09-18,2025-10-27,True
KALU,KALU,Business description unavailable.,USD,118.11,118.11,2025-12-30,48.75,2025-04-08,52.0,118.11,2025-12-30,,,,188716,0.0308,,,2025-04-29,21.0,52.09,2025-04-21,2025-05-02,True
TVTX,TVTX,Business description unavailable.,USD,37.68,37.68,2025-12-30,13.49,2025-04-10,52.0,40.28,2025-12-24,,,,1649910,0.0377,,,2025-04-24,14.0,14.09,2025-06-17,2025-08-15,True
SPHR,SPHR,Business description unavailable.,USD,96.76,96.76,2025-12-30,24.28,2025-04-21,51.9,96.76,2025-12-30,,,,767480,0.0261,,,2025-05-08,17.0,24.28,2025-04-21,2025-05-08,True
REAL,REAL,Business description unavailable.,USD,16.08,16.08,2025-12-30,4.79,2025-06-30,51.1,28.73,2021-02-17,1.03,2023-05-02,96.4,2793593,0.054,2023-05-08,6.0,2025-07-22,22.0,4.79,2025-06-30,2025-07-22,True
ANAB,ANAB,Business description unavailable.,USD,48.23,48.23,2025-12-30,12.38,2025-02-11,50.9,50.91,2025-12-29,,,,513866,0.0339,,,2025-02-12,1.0,17.86,2025-04-14,2025-06-03,True
NRC,NRC,Business description unavailable.,USD,18.65,18.65,2025-12-30,9.88,2025-04-21,50.5,48.65,2021-08-23,9.88,2025-04-21,79.7,91026,0.0289,2025-05-08,17.0,2025-05-08,17.0,9.88,2025-04-21,2025-05-08,True
NESR,NESR,Business description unavailable.,USD,15.63,15.63,2025-12-30,5.49,2025-04-08,50.4,15.63,2025-12-30,,,,889033,0.0303,,,2025-07-29,112.0,5.54,2025-06-05,2025-08-19,True
PAM,PAM,Business description unavailable.,USD,87.59,87.59,2025-12-30,56.55,2025-09-18,50.4,94.88,2025-01-10,56.55,2025-09-18,40.4,142206,0.0365,2025-10-27,39.0,2025-10-27,39.0,56.55,2025-09-18,2025-10-27,True
LUNR,LUNR,Business description unavailable.,USD,15.94,15.94,2025-12-30,6.48,2025-03-11,50.2,81.99,2023-02-22,2.11,2024-01-04,97.4,8874080,0.0695,2024-01-10,6.0,2025-03-24,13.0,7.04,2025-04-21,2025-05-02,True
WILC,WILC,Business description unavailable.,USD,28.97,28.97,2025-12-30,13.85,2025-04-10,50.0,29.32,2025-12-26,,,,16326,0.0172,,,2025-06-30,81.0,14.13,2025-04-14,2025-06-30,True
ENTA,ENTA,Business description unavailable.,USD,15.9,15.9,2025-12-30,4.26,2025-04-10,49.9,97.37,2021-11-05,4.26,2025-04-10,95.6,365610,0.0318,2025-04-23,13.0,2025-04-23,13.0,4.93,2025-04-14,2025-06-03,True
GMED,GMED,Business description unavailable.,USD,87.91,87.91,2025-12-30,51.89,2025-07-21,49.9,93.32,2025-01-22,51.89,2025-07-21,44.4,1487140,0.0421,2025-11-07,109.0,2025-11-07,109.0,51.89,2025-07-21,2025-11-07,True
HLF,HLF,Business description unavailable.,USD,12.84,12.84,2025-12-30,5.11,2025-02-12,49.7,58.2,2021-02-10,5.11,2025-02-12,91.2,2365926,0.0431,2025-02-20,8.0,2025-02-20,8.0,6.24,2025-04-16,2025-06-10,True
WBD,WBD,Business description unavailable.,USD,28.94,28.94,2025-12-30,7.69,2025-04-08,49.6,77.27,2021-03-19,6.71,2024-08-12,91.3,59172273,0.0252,2024-11-07,87.0,2025-05-28,50.0,7.92,2025-04-16,2025-06-11,True
LBRT,LBRT,Business description unavailable.,USD,18.69,18.69,2025-12-30,9.81,2025-04-08,49.4,23.83,2024-05-31,9.81,2025-04-08,58.8,3419653,0.0453,2025-06-11,64.0,2025-06-11,64.0,9.97,2025-09-09,2025-10-06,True
ATEC,ATEC,Business description unavailable.,USD,20.86,20.86,2025-12-30,9.06,2025-01-02,49.3,22.59,2025-11-26,19.57,2025-12-17,13.4,1992813,0.0283,,,2025-01-29,27.0,9.91,2025-04-15,2025-05-16,True
CRESY,CRESY,Business description unavailable.,USD,12.65,12.65,2025-12-30,7.88,2025-09-12,49.3,13.11,2024-12-11,7.88,2025-09-12,39.9,280575,0.0398,2025-10-27,45.0,2025-10-27,45.0,7.88,2025-09-12,2025-10-27,True
AIP,AIP,Business description unavailable.,USD,15.61,15.61,2025-12-30,5.59,2025-04-08,48.7,27.16,2021-11-30,3.36,2022-12-14,87.6,574330,0.0617,2022-12-21,7.0,2025-05-08,30.0,5.82,2025-04-17,2025-05-12,True
JBHT,JBHT,Business description unavailable.,USD,196.21,196.21,2025-12-30,123.62,2025-04-16,48.3,214.67,2024-02-15,123.62,2025-04-16,42.4,1195916,0.0303,2025-10-16,183.0,2025-10-16,183.0,123.62,2025-04-16,2025-10-16,True
ALM,ALM,Business description unavailable.,USD,8.89,8.89,2025-12-30,1.4,2024-12-27,48.2,9.96,2025-10-14,5.59,2025-11-21,43.9,2574390,0.0601,2025-12-08,17.0,2025-01-29,33.0,3.42,2025-07-29,2025-08-12,True
MAAS,MAAS,Business description unavailable.,USD,5.05,5.05,2025-12-30,2.53,2025-06-18,48.1,575.4,2024-03-12,2.53,2025-06-18,99.6,35026,0.047,2025-06-23,5.0,2025-06-23,5.0,2.53,2025-06-18,2025-06-23,True
CAAP,CAAP,Business description unavailable.,USD,26.25,26.25,2025-12-30,15.97,2025-04-08,48.1,26.5,2025-12-03,25.04,2025-12-17,5.5,163933,0.0251,,,2025-05-09,31.0,17.49,2025-10-07,2025-11-11,True
ANF,ANF,Business description unavailable.,USD,127.55,127.55,2025-12-30,65.61,2025-11-24,48.0,192.34,2024-06-12,65.61,2025-11-24,65.9,2545690,0.0489,2025-11-25,1.0,2025-11-25,1.0,65.61,2025-11-24,2025-11-25,True
KEN,KEN,Business description unavailable.,USD,66.82,66.82,2025-12-30,25.99,2025-01-28,47.9,66.82,2025-12-30,,,,12060,0.0189,,,2025-05-19,111.0,27.64,2025-04-15,2025-06-03,True
VSOGF,VSOGF,Business description unavailable.,USD,48.85,48.85,2025-12-30,33.05,2025-09-08,47.8,55.3,2024-11-25,33.05,2025-09-08,40.2,0,0.049,2025-10-27,49.0,2025-10-27,49.0,33.05,2025-09-08,2025-10-27,True
FLNC,FLNC,Business description unavailable.,USD,19.86,19.86,2025-12-30,3.61,2025-04-21,47.7,37.61,2021-11-15,3.61,2025-04-21,90.4,5651636,0.0802,2025-05-08,17.0,2025-05-08,17.0,3.61,2025-04-21,2025-05-08,True
FORM,FORM,Business description unavailable.,USD,57.1,57.1,2025-12-30,23.18,2025-04-08,47.5,62.22,2024-07-03,23.18,2025-04-08,62.7,817013,0.0447,2025-05-02,24.0,2025-05-02,24.0,24.99,2025-04-21,2025-05-14,True
RVLV,RVLV,Business description unavailable.,USD,30.77,30.77,2025-12-30,17.07,2025-05-07,47.2,87.79,2021-11-18,12.52,2023-09-22,85.7,1055260,0.0328,2023-12-13,82.0,2025-06-05,29.0,17.07,2025-05-07,2025-06-05,True
RKLB,RKLB,Business description unavailable.,USD,70.45,70.45,2025-12-30,16.37,2025-04-04,46.9,77.55,2025-12-22,70.12,2025-12-29,9.6,23342650,0.0566,,,2025-04-24,20.0,18.65,2025-04-21,2025-05-15,True
NVRI,NVRI,Business description unavailable.,USD,18.0,18.0,2025-12-30,4.88,2025-04-08,46.9,23.53,2021-06-08,3.74,2022-09-30,84.1,2151486,0.0374,2022-10-28,28.0,2025-04-24,16.0,5.68,2025-04-15,2025-05-12,True
LXEO,LXEO,Business description unavailable.,USD,9.74,9.74,2025-12-30,1.79,2025-04-07,46.7,18.76,2024-06-13,1.79,2025-04-07,90.5,1339260,0.0526,2025-04-09,2.0,2025-04-09,2.0,2.14,2025-04-14,2025-04-21,True
UPB,UPB,Business description unavailable.,USD,27.32,27.32,2025-12-30,6.07,2025-04-08,46.6,30.43,2025-12-22,27.32,2025-12-30,10.2,570480,0.0426,,,2025-04-16,8.0,7.58,2025-04-14,2025-04-22,True
SEPN,SEPN,Business description unavailable.,USD,27.78,27.78,2025-12-30,5.02,2025-04-01,46.2,29.58,2025-12-19,27.78,2025-12-30,6.1,315546,0.0441,,,2025-04-28,27.0,5.87,2025-04-21,2025-05-14,True
