run_id,ticker,ticker_name,date_today,price_today,price_90d_ago,return_90d,qualifies_a,qualifies_b,qualifies_c,peak_5y_date,peak_5y_price,bottom_post_peak_date,bottom_post_peak_price,bottom_drawdown_pct,hit30_from_bottom_date,days_bottom_to_hit30,low_52w_date,low_52w_price,hit30_from_52wlow_date,days_52wlow_to_hit30,low180_date,low180_price,spike30_threshold,spike30_date,spike30_in_last30d,avg_volume_30d,volatility_90d,has_5y_history,has_52w_history,reason
20251231_100601,8TRA.ST,,2025-12-30,334.0,302.79998779296875,0.1030383535826409,False,False,False,2025-03-06,416.9543151855469,2025-04-09,282.016357421875,0.3236276801779201,,,2025-04-09,282.016357421875,,,2025-04-10,284.4046325683594,369.7260223388672,,False,95039.06666666667,0.014756362496324586,True,True,ok
20251231_100601,ACA.PA,,2025-12-31,17.540000915527344,16.950000762939453,0.034808267022494954,False,False,False,2025-12-30,17.614999771118164,,,,,,2025-01-08,12.507068634033203,2025-05-15,127.0,2025-04-17,15.245330810546877,19.81893005371094,,False,3239725.9,0.01158699942803553,True,True,ok
20251231_100601,ACLN.SW,,2025-12-30,61.54999923706055,66.94999694824219,-0.0806571763603855,False,False,True,2025-08-12,76.19999694824219,2025-10-17,61.29999923706055,0.19553803553696025,,,2025-04-07,35.00910186767578,2025-05-12,35.0,2025-04-10,37.28849411010742,48.47504234313965,2025-05-26,True,153137.93333333332,0.01555112396576184,True,True,ok
20251231_100601,ADEN.SW,,2025-12-30,23.1200008392334,22.299999237060547,0.03677137355278859,False,False,True,2021-04-19,50.000606536865234,2025-01-10,19.5830135345459,0.6083444803793046,2025-03-06,55.0,2025-01-10,19.5830135345459,2025-03-06,55.0,2025-04-11,20.34648323059082,26.450428199768066,2025-07-25,False,770985.8333333334,0.025774147523803474,True,True,ok
20251231_100601,ADP.PA,,2025-12-31,110.9000015258789,113.0999984741211,-0.019451785834865176,False,False,False,2022-12-01,137.93637084960938,2025-04-07,90.42659759521484,0.34443253046141076,2025-08-12,127.0,2025-04-07,90.42659759521484,2025-08-12,127.0,2025-04-17,101.5350341796875,131.99554443359375,,False,79654.8,0.021230837750009616,True,True,ok
20251231_100601,AF.PA,,2025-12-31,11.59000015258789,11.479999542236328,0.009581935081691917,False,False,True,2021-03-01,28.384689331054688,2025-01-13,7.050000190734863,0.751626656592584,2025-03-06,52.0,2025-01-13,7.050000190734863,2025-03-06,52.0,2025-04-22,7.400000095367432,9.620000123977661,2025-05-30,True,1604327.8666666667,0.03263455185785673,True,True,ok
20251231_100601,AI.PA,,2025-12-31,159.82000732421875,176.5800018310547,-0.09491445425893297,False,False,False,2025-05-20,185.8999938964844,2025-12-11,158.4600067138672,0.1476061758124465,,,2025-01-14,153.1435089111328,,,2025-12-11,158.4600067138672,205.99800872802734,,False,722178.2333333333,0.008161829558595308,True,True,ok
20251231_100601,AM.PA,,2025-12-31,273.20001220703125,288.0,-0.05138884650336373,False,False,False,2025-05-05,324.9787292480469,2025-07-23,262.0,0.1937933888589275,,,2025-01-07,193.5100555419922,2025-03-03,55.0,2025-07-23,262.0,340.6,,False,49941.96666666667,0.014902907984107813,True,True,ok
20251231_100601,ATO.PA,,2025-12-31,50.27000045776367,61.04999923706055,-0.17657655878810974,False,False,True,2024-11-27,10130.0,2024-12-17,16.0,0.9984205330700888,2024-12-18,1.0,2025-01-09,20.0,2025-02-14,36.0,2025-07-23,26.86000061035156,34.918000793457026,2025-08-08,True,95327.73333333334,0.03393441423001942,True,True,ok
20251231_100601,BN.PA,,2025-12-31,76.72000122070312,73.83999633789062,0.03900331833216297,False,False,False,2025-11-13,79.5999984741211,2025-12-10,75.12000274658203,0.05628135443991955,,,2025-01-14,61.919979095458984,,,2025-07-28,65.77999877929688,85.51399841308594,,False,1033810.1333333333,0.009517817286420944,True,True,ok
20251231_100601,BNP.PA,,2025-12-31,80.79000091552734,77.52999877929688,0.04204826760684788,False,False,False,2025-08-14,81.16804504394531,2025-11-06,65.33999633789062,0.19500344867842023,,,2025-01-10,53.92744827270508,2025-03-06,55.0,2025-04-17,64.27679443359375,83.55983276367188,,False,2687056.1666666665,0.01762031260221929,True,True,ok
20251231_100601,CDI.PA,,2025-12-31,595.0,510.3020629882813,0.16597608192241164,False,False,True,2023-04-14,813.2778930664062,2025-06-26,412.5972595214844,0.4926737059508456,2025-10-08,104.0,2025-06-26,412.5972595214844,2025-10-08,104.0,2025-06-26,412.5972595214844,536.3764373779297,2025-10-08,True,2627.9666666666667,0.01970193600023525,True,True,ok
20251231_100601,CLAS-B.ST,,2025-12-30,303.3999938964844,369.6000061035156,-0.17911258418239928,False,False,True,2025-09-17,391.2000122070313,2025-12-12,285.6000061035156,0.2699386574855983,,,2025-01-07,199.74630737304688,2025-04-15,98.0,2025-04-11,249.94244384765625,324.92517700195316,2025-06-12,True,150427.2,0.026485672217540505,True,True,ok
